corpus_id,definition,class,present,present_1sg,imperfective,perfective,imperative,infinitive
204,he/she is hitting him/her on the mouth,ih-l[inf2],ahulvn,tsi'ulvn,ahulvn,uhulvn,hi'ulvn,uhulvni
205,he/she is moving it from one place to another,glottal-sk,ahv,tsi'v,ahv,uhvhs,hihvn,uhv
205,he/she is moving it from one place to another,glottal-sk[perf2],ahv,tsi'v,ahv,uhv,hihvn,uhv
205,he/she is moving it from one place to another,v-vhs,ah,tsi',ah,uh,hih,uh
206,he/she is setting it down,hvsk-nh,a,tsi,a,u,hi,u
206,he/she is setting it down,hvsk-nh[inf2],a,tsi,a,u,hi,u
207,he/she is finding him/her,ih-vh,awhahth,tsiwahth,awhahth,uwhahth,hiwahth,uwhahthv
207,he/she is finding him/her,ih-vh[inf2],awhahth,tsiwahth,awhahth,uwhahth,hiwahth,uwhahth
208,he/she is visiting him/her,be-at,awhahthvh,tsiwahthvh,awhahthvh,uwhahthvh,hiwahthvh,uwhahthvh
208,he/she is visiting him/her,be-at-weak,awhahthvhit,tsiwahthvhit,awhahthvhit,uwhahthvhit,hiwahthvhit,uwhahthvhit
209,he/she is taking it somewhere,ih-vh,awhit,tsiwit,awhit,uwhit,hiwhit,uwit
210,he/she is planting it,sk-s-hi-hihst,awhi,tsiwi,awhi,uwhi,hiw,uw
210,he/she is planting it,sk-s-hst[imp3],awhi,tsiwi,awhi,uwhi,hiw,uwhi
210,he/she is planting it,sk-s-hst,awhi,tsiwi,awhi,uwhi,hiwhi,uwhi
214,it’s becoming frosty,hvsk-nh,ayhahthv,,ayhahthv,uyhahthv,,uyhahthvt
214,it’s becoming frosty,hvsk-nh[inf2],ayhahthv,,ayhahthv,uyhahthv,,uyhahthvt
214,it’s becoming frosty,episodic,ayhahth,,ayhahth,uyhahth,,uyhahthvt
214,it’s becoming frosty,vnh-vsk,ayhahthvh,,ayhahthvh,uyhahth,,uyhahthvt
214,it’s becoming frosty,aspectless,ayhahthvhvhsk,,ayhahthvhvhsk,uyhahthvnh,,uyhahthvt
215,he/she is calling him/her,ih-vh,ayhan,tsiyan,ayhan,uyhan,hiyan,uyhan
216,he/she is taking it somewhere by hand,go,ayh,tsiy,ayh,uyh,hiyh,uyh
216,he/she is taking it somewhere by hand,go[pres2],ayhek,tsiyek,ayh,uyh,hiyh,uyh
217,he/she is holding it in his/her hand,aspectless-h,ayhe,tsiye,ayhe,ayhe,,
217,he/she is holding it in his/her hand,aspectless,ayheh,tsiyeh,ayheh,ayheh,,
218,he/she is quilting it,hvsk-han,ayhehkal,tsiyehkal,ayhehkal,uyhehkal,hiyhehkal,uyhehkal
219,he/she is making an incision,oh-al,ayhel,tsiyel,ayhel,uyhel,hiyela,uyhel
219,he/she is making an incision,oh-al[imp2],ayhel,tsiyel,ayhel,uyhel,hiyel,uyhel
220,he/she is imitating him/her,glottal-sk,ayheli,tsiyeli,ayheli,uyhelihs,hiyel,uyheli
220,he/she is imitating him/her,glottal-sk[perf2],ayheli,tsiyeli,ayheli,uyheli,hiyel,uyheli
222,he/she is looking for him/her,oh-al,ay,tsiy,ay,uy,hiy,uy
223,he/she is swimming,go,ayhu'in,kayu'in,ayhu'in,uyhu'in,hayhu'in,uyhu'in
223,he/she is swimming,go[pres2],ayhu'inek,kayu'inek,ayhu'in,uyhu'in,hayhu'in,uyhu'in
224,it’s thundering,glottal-sk,ayhvtakwalo,,ayhvtakwalo,uyhvtakwalo',,uyhvtakwalo
224,it’s thundering,o,ayhvtakwal,,ayhvtakwal,uyhvtakwal,,uyhvtakwal
228,he/she is bending it,vsk,ayhvhkwit,tsiyvhkwit,ayhvhkwit,uyhvhkwit,hiyhvhkwitv',uyhvhkwit
228,he/she is bending it,vsk[imp2],ayhvhkwit,tsiyvhkwit,ayhvhkwit,uyhvhkwit,hiyhvhkwit,uyhvhkwit
230,he/she is kicking him/her,rev-e,ayhvhth,tsiyayvhth,ayhvhth,uyhvhth,hiyayhth,uyhvhth
232,he/she is capturing him/her,glottal-sk,ayhvkhiti,tsiyvkhiti,ayhvkhiti,uyhvkhit,hiyvkhit,uyhvkhiti
232,he/she is capturing him/her,long-no-a,ayhvkhi,tsiyvkhi,ayhvkhi,uyhvkhi,hiyvkhi,uyhvkhi
233,he/she is hitting him/her on the nose,hvsk-nh,ayhvhstelu,tsiyvhstelu,ayhvhstelu,uyhvhstelu,hiyvhstelu,uyhvhstelu
233,he/she is hitting him/her on the nose,hvsk-nh[inf2],ayhvhstelu,tsiyvhstelu,ayhvhstelu,uyhvhstelu,hiyvhstelu,uyhvhstelu
234,he/she is choking him/her,ih-vh,ayhvhskiy,tsiyvhskiy,ayhvhskiy,uyhvhskiy,hiyvhskiy,uyhvhskiy
235,he/she is walking,aspectless,a',ka',a'ihs,a'ihs,,
238,it’s hatching,rev-i,atsa',katsa',atsa',utsa',hatsa',utsa'
238,it’s hatching,rev-'i,atsa,katsa,atsa,utsa,hatsa,utsa
239,he/she is dressing up,vnh-vsk,atsan,katsan,atsan,utsan,hatsan,utsanv
239,he/she is dressing up,vnh-vsk[inf2],atsan,katsan,atsan,utsan,hatsan,utsan
240,he/she is getting in,vsk-post-v,atsa,katsa,atsa,utsa,hatsa,utso
242,he/she is acting like him/her,vnh-vsk,atsel,katsel,atsel,utsel,hatsel,utsel
244,he/she is spilling it,glottal-sk,atsewi,katsewi,atsewi,utsew,hatsew,utsewa
250,it’s blooming,vnh-vsk,atsil,,atsil,utsil,,utsil
250,it’s blooming,aspectless,atsilvhsk,,atsilvhsk,utsilvnh,,utsil
253,he/she is lighting a fire,hvsk-han[inf2],atsihsl,tsitsihsl,atsihsl,utsihsl,hitsihsl,utsihsl
254,he/she is blowing,sk-h,atsotha,katsotha,atsotha,utsotha,hatsot,utsotha
254,he/she is blowing,sk-h[imp2],atsotha,katsotha,atsotha,utsotha,hatsotha,utsotha
255,he/she is turning on a light,hvsk-han[inf2],atsvhst,tsitsvhst,atsvhst,utsvhst,hitsvhst,utsvhst
259,he/she is chasing him/her,go,akheh,tsikheh,akheh,ukheh,hikheh,ukheh
259,he/she is chasing him/her,go[pres2],akhehek,tsikhehek,akheh,ukheh,hikheh,ukheh
261,he/she is riding it,cause,akhilvt,tsiyakhilvt,akhilvt,ukhilvt,hiyakhilvt,ukhilvt
261,he/she is riding it,cause[perf3],akhilvt,tsiyakhilvt,akhilvt,ukhilvth,hiyakhilvt,ukhilvt
261,he/she is riding it,cause[pres2],akhilvtih,tsiyakhilvtih,akhilvt,ukhilvt,hiyakhilvt,ukhilvt
261,he/she is riding it,cause[pres2-perf3],akhilvtih,tsiyakhilvtih,akhilvt,ukhilvth,hiyakhilvt,ukhilvt
263,he/she is swallowing it,sk-s-hi-hihst,akhi,tsi'ki,akhi,ukhi,hikhi,ukhi
263,he/she is swallowing it,sk-s-hst[imp3],akhi,tsi'ki,akhi,ukhi,hikhi,ukhihi
263,he/she is swallowing it,sk-s-hst,akhi,tsi'ki,akhi,ukhi,hikhihi,ukhihi
266,he/she is shovelling it,rev-e,akhot,tsikhot,akhot,ukhot,hikhot,ukhot
270,he/she is going down-hill,sk-s-hi-hihst,akhso,tsikahso,akhso,ukhso,hikhso,ukhso
270,he/she is going down-hill,sk-s-hst[imp3],akhso,tsikahso,akhso,ukhso,hikhso,ukhsohi
270,he/she is going down-hill,sk-s-hst,akhso,tsikahso,akhso,ukhso,hikhsohi,ukhsohi
273,he/she knows how,aspectless-h,akhtha,tsikatha,akhtha,,,
273,he/she knows how,aspectless,akhthah,tsikathah,akhthah,,,
276,he/she is turning back,glottal-sk,akhthahv,kakathahv,akhthahv,ukhthahvhs,hakhthahvn,ukhthahv
276,he/she is turning back,glottal-sk[perf2],akhthahv,kakathahv,akhthahv,ukhthahv,hakhthahvn,ukhthahv
276,he/she is turning back,v-vhs,akhthah,kakathah,akhthah,ukhthah,hakhthah,ukhthah
277,he/she is winking,cause,akhthahst,kakathahst,akhthahst,ukhthahst,hakhthahst,ukhthahst
277,he/she is winking,cause[perf3],akhthahst,kakathahst,akhthahst,ukhthahsth,hakhthahst,ukhthahst
277,he/she is winking,cause[pres2],akhthahstih,kakathahstih,akhthahst,ukhthahst,hakhthahst,ukhthahst
277,he/she is winking,cause[pres2-perf3],akhthahstih,kakathahstih,akhthahst,ukhthahsth,hakhthahst,ukhthahst
278,he/she is hitting him/her on the eye,hvsk-nh,akhthelu,tsikathelu,akhthelu,ukhthelu,hikathelu,ukhthelu
278,he/she is hitting him/her on the eye,hvsk-nh[inf2],akhthelu,tsikathelu,akhthelu,ukhthelu,hikathelu,ukhthelu
280,he/she is looking around,be-at-weak,akhthen,tsikathen,akhthen,ukhthen,hikhthenak,ukhthen
280,he/she is looking around,oh-ol[inf2],akhthen,tsikathen,akhthen,ukhthen,hikhthen,ukhthena
280,he/she is looking around,oh-ol[inf3],akhthen,tsikathen,akhthen,ukhthen,hikhthen,ukhthen
281,he/she is peeking through,cause[perf2],akhth,kakath,akhth,ukhth,hakhth,ukhth
281,he/she is peeking through,cause[pres2-perf2],akhthih,kakathih,akhth,ukhth,hakhth,ukhth
286,he/she is becoming wise,sk-s-hi-hihst,akhthohv,tsikathohv,akhthohv,ukhthohv,hikhtho'v,ukhtho'v
286,he/she is becoming wise,sk-s-hst[imp3],akhthohv,tsikathohv,akhthohv,ukhthohv,hikhtho'v,ukhtho'vhi
286,he/she is becoming wise,sk-s-hst,akhthohv,tsikathohv,akhthohv,ukhthohv,hikhtho'vhi,ukhtho'vhi
288,he/she is looking at him/her,cause[pres2],akhthohst,tsiyakathohst,akhthohst,ukhthohst,hiyakathohst,ukhthohst
288,he/she is looking at him/her,cause[pres2-perf3],akhthohst,tsiyakathohst,akhthohst,ukhthohsth,hiyakathohst,ukhthohst
290,he/she is going through it,sk-s-hi-hihst,akhthvle,tsikathvle,akhthvle,ukhthvle,hikhthvle,ukhthvle
290,he/she is going through it,sk-s-hst[imp3],akhthvle,tsikathvle,akhthvle,ukhthvle,hikhthvle,ukhthvlehi
290,he/she is going through it,sk-s-hst,akhthvle,tsikathvle,akhthvle,ukhthvle,hikhthvlehi,ukhthvlehi
291,he/she is dipping liquid,rev-gi,akhu,tsi'ku,akhu,ukhu,hikhu,ukhu
291,he/she is dipping liquid,rev-i,akhuk,tsi'kuk,akhuk,ukhuk,hikhuk,ukhuk
293,he/she is paying it,ih-vh,akwhiy,kakwiy,akwhiy,ukwhiy,hakwhiy,ukwhiy
294,he/she is paying him/her,apl,akwhiyv',tsiyakwiyv',akwhiyv',ukwhiyv',hiyakwiyv,ukwhiyv'
294,he/she is paying him/her,apl[imp2],akwhiyv',tsiyakwiyv',akwhiyv',ukwhiyv',hiyakwiyv,ukwhiyv'
296,he/she is tromping on him/her,apl-active-lh,alahsta',tsiyalahsta',alahsta',ulahsta',hiyalahsta',ulahsta'
297,he/she is stepping on him/her,vsk,alahst,tsiyalahst,alahst,ulahst,hiyalahstv',ulahst
297,he/she is stepping on him/her,vsk[imp2],alahst,tsiyalahst,alahst,ulahst,hiyalahst,ulahst
298,he/she is playing ball,ih-vh,alahskal,kalahskal,alahskal,ulahskal,halahskal,ulahskal
300,he/she is taking a step,glottal-sk,alahskv,kalahskv,alahskv,ulahskvhs,halahskvn,ulahskv
300,he/she is taking a step,glottal-sk[perf2],alahskv,kalahskv,alahskv,ulahskv,halahskvn,ulahskv
300,he/she is taking a step,v-vhs,alahsk,kalahsk,alahsk,ulahsk,halahsk,ulahsk
305,he/she is placing it in an upright position,cause,aleht,kalet,aleht,uleht,haleht,uleht
305,he/she is placing it in an upright position,cause[perf3],aleht,kalet,aleht,ulehth,haleht,uleht
305,he/she is placing it in an upright position,cause[pres2],alehtih,kaletih,aleht,uleht,haleht,uleht
305,he/she is placing it in an upright position,cause[pres2-perf3],alehtih,kaletih,aleht,ulehth,haleht,uleht
306,he/she is standing in a certain spot,hvsk-nh,ale,kale,ale,ule,hale,ule
306,he/she is standing in a certain spot,hvsk-nh[inf2],ale,kale,ale,ule,hale,ule
307,he/she is stopping,cause,alewhihst,kalewihst,alewhihst,ulewhihst,halewhihst,ulewhihst
307,he/she is stopping,cause[perf3],alewhihst,kalewihst,alewhihst,ulewhihsth,halewhihst,ulewhihst
307,he/she is stopping,cause[pres2],alewhihstih,kalewihstih,alewhihst,ulewhihst,halewhihst,ulewhihst
307,he/she is stopping,cause[pres2-perf3],alewhihstih,kalewihstih,alewhihst,ulewhihsth,halewhihst,ulewhihst
308,he/she is stopping him/her,cause,alewhihstoht,tsiyalewihstoht,alewhihstoht,ulewhihstoht,hiyalewihstoht,ulewhihstoht
308,he/she is stopping him/her,cause[perf3],alewhihstoht,tsiyalewihstoht,alewhihstoht,ulewhihstohth,hiyalewihstoht,ulewhihstoht
308,he/she is stopping him/her,cause[pres2],alewhihstohtih,tsiyalewihstohtih,alewhihstoht,ulewhihstoht,hiyalewihstoht,ulewhihstoht
308,he/she is stopping him/her,cause[pres2-perf3],alewhihstohtih,tsiyalewihstohtih,alewhihstoht,ulewhihstohth,hiyalewihstoht,ulewhihstoht
309,he/she is starting,ih-vh,alen,kalen,alen,ulen,halen,ulen
311,it’s boiling,ih-vh,alitl,,alitl,ulitl,,ulil
311,it’s boiling,aspectless,alitlih,,alitlihsk,ulitlvh,,ulil
314,he/she is thanking him/her,apl,alihelitsh,tsiyali'elitsh,alihelitsh,ulihelitsh,hiyali'elitshi,ulihelitsh
314,he/she is thanking him/her,apl[imp2],alihelitsh,tsiyali'elitsh,alihelitsh,ulihelitsh,hiyali'elitshi,ulihelitsh
314,he/she is thanking him/her,apl[imp3],alihelitsh,tsiyali'elitsh,alihelitsh,ulihelitsh,hiyali'elitsh,ulihelitsh
315,he/she is happy,become-ki,aliheli,kali'eli,aliheli,uliheli,haliheli,uliheli
315,he/she is happy,become-ki[inf4],aliheli,kali'eli,aliheli,uliheli,haliheli,ulihel
317,he/she is exchanging it,glottal-sk,ali'iti,kali'iti,ali'iti,uli'it,hali'it,uli'iti
317,he/she is exchanging it,long-no-a,ali'i,kali'i,ali'i,uli'i,hali'i,uli'i
318,he/she is running away,rev-i,alith,kalith,alith,ulith,halith,ulith
320,he/she is taking his/her ring off,rev-gi,aliyehsuhsth,kaliyehsuhsth,aliyehsuhsth,uliyehsuhsth,haliyehsuhsth,uliyehsuhsth
320,he/she is taking his/her ring off,rev-i,aliyehsuhsthk,kaliyehsuhsthk,aliyehsuhsthk,uliyehsuhsthk,haliyehsuhsthk,uliyehsuhsthk
322,he/she is putting a ring on his/her finger,hvsk-han[inf2],aliyehsuhst,kaliyehsuhst,aliyehsuhst,uliyehsuhst,haliyehsuhst,uliyehsuhst
324,he/she is spitting,sk-h,altsikw,kaltsikw,altsikw,ultsikw,haltsikw,ultsikw
324,he/she is spitting,sk-h[imp2],altsikw,kaltsikw,altsikw,ultsikw,haltsikwha,ultsikw
325,he/she is ascending,i-vka,alhsalat,kalihsalat,alhsalat,ulhsalat,halhsalat,ulhsalat
327,he/she is eating a meal,hvsk-nh,alhstayv,kalihstayv,alhstayv,ulhstayv,halhstayv,ulhstay
327,he/she is eating a meal,hvsk-nh[inf2],alhstayv,kalihstayv,alhstayv,ulhstayv,halhstayv,ulhstay
327,he/she is eating a meal,episodic,alhstay,kalihstay,alhstay,ulhstay,halhstay,ulhstay
329,he/she is helping,ih-vh,alhstel,kalihstel,alhstel,ulhstel,halhstel,ulhstel
330,he/she is taking off his/her cap,rev-e,alhstul,kalihstul,alhstul,ulhstul,halhstul,ulhstul
331,he/she is washing his/her hair,apl-active-a,alhstul,kalihstul,alhstul,ulhstul,halhstul,ulhstul
332,he/she is putting on a cap,i-vka,alhstul,kalihstul,alhstul,ulhstul,halhstul,ulhstul
334,he/she is taking a seat,husk,alhstvl,kalihstvl,alhstvl,ulhstvl,halhstvl,ulhstvl
335,he/she is shaking his/her head,hih-hil[inf2],alhstvn,kalihstvn,alhstvn,ulhstvn,halhstvn,ulhstvn
336,he/she is dancing,rev-gi,alhs,kalihs,alhs,ulhs,halhs,ulhs
336,he/she is dancing,rev-i,alhsk,kalihsk,alhsk,ulhsk,halhsk,ulhsk
337,he/she is permitting him/her,apl,alhskolhtan,tsiyalihskolhtan,alhskolhtan,ulhskolhtan,hiyalihskolhta,ulhskolhtan
337,he/she is permitting him/her,apl[imp2],alhskolhtan,tsiyalihskolhtan,alhskolhtan,ulhskolhtan,hiyalihskolhta,ulhskolhtan
338,he/she is nodding his/her head,sk-h,alhsku,kalihsku,alhsku,ulhskuy,halhskuy,ulhsku
338,he/she is nodding his/her head,sk-h-yh,alhsku,kalihsku,alhsku,ulhsku,halhsku,ulhsku
338,he/she is nodding his/her head,sk-h[imp2],alhsku,kalihsku,alhsku,ulhskuy,halhskuyha,ulhsku
339,it’s ending,glottal-sk,alhskwati,,alhskwati,ulhskwat,,ulhskwati
339,it’s ending,long,alhskw,,alhskw,ulhskw,,ulhskw
339,it’s ending,long-no-a,alhskwa,,alhskwa,ulhskwa,,ulhskwa
340,he/she is sticking his/her head out,i-vka,alhskwalut,kalihskwalut,alhskwalut,ulhskwalut,halhskwalut,ulhskwalut
341,he/she is taking his/her hat off,rev-gi,alhskwethuh,kalihskwethuh,alhskwethuh,ulhskwethuh,halhskwethuh,ulhskwethuh
341,he/she is taking his/her hat off,rev-i,alhskwethuhk,kalihskwethuhk,alhskwethuhk,ulhskwethuhk,halhskwethuhk,ulhskwethuhk
342,he/she is putting his/her hat on,sk-h,alhskwethuhv,kalihskwethuhv,alhskwethuhv,ulhskwethun,halhskwethuhvk,ulhskwethu
342,he/she is putting his/her hat on,sk-h[imp2],alhskwethuhv,kalihskwethuhv,alhskwethuhv,ulhskwethun,halhskwethuhvka,ulhskwethu
344,he/she is setting a goal,cause,alhsohst,kalihsohst,alhsohst,ulhsohst,halhsohst,ulhsohst
344,he/she is setting a goal,cause[perf3],alhsohst,kalihsohst,alhsohst,ulhsohsth,halhsohst,ulhsohst
344,he/she is setting a goal,cause[pres2],alhsohstih,kalihsohstih,alhsohst,ulhsohst,halhsohst,ulhsohst
344,he/she is setting a goal,cause[pres2-perf3],alhsohstih,kalihsohstih,alhsohst,ulhsohsth,halhsohst,ulhsohst
345,he/she is smelling it,cause,alhsvhst,kalihsvhst,alhsvhst,ulhsvhst,halhsvhst,ulhsvhst
345,he/she is smelling it,cause[perf3],alhsvhst,kalihsvhst,alhsvhst,ulhsvhsth,halhsvhst,ulhsvhst
345,he/she is smelling it,cause[pres2],alhsvhstih,kalihsvhstih,alhsvhst,ulhsvhst,halhsvhst,ulhsvhst
345,he/she is smelling it,cause[pres2-perf3],alhsvhstih,kalihsvhstih,alhsvhst,ulhsvhsth,halhsvhst,ulhsvhst
355,they are gathering,cause[perf2],anatalhihs,otsatalhihs,anatalhihs,unatalhihs,itsatalhihs,unatalhihs
355,they are gathering,cause[pres2-perf2],anatalhihsih,otsatalhihsih,anatalhihs,unatalhihs,itsatalhihs,unatalhihs
356,it’s lightning,ih-vh,anakal,,anakal,unakal,,
356,it’s lightning,aspectless,anakalih,,anakalihsk,unakalvh,,
359,they are getting together,hvsk-nh,analiko,otsaliko,analiko,unaliko,itsaliko,unalik
359,they are getting together,hvsk-nh[inf2],analiko,otsaliko,analiko,unaliko,itsaliko,unalik
361,he/she is attempting it,cause,anelht,kanelht,anelht,unelht,hanelht,unelht
361,he/she is attempting it,cause[perf3],anelht,kanelht,anelht,unelhth,hanelht,unelht
361,he/she is attempting it,cause[pres2],anelhtih,kanelhtih,anelht,unelht,hanelht,unelht
361,he/she is attempting it,cause[pres2-perf3],anelhtih,kanelhtih,anelht,unelhth,hanelht,unelht
362,he is getting married,glottal-sk,anelati,kanelati,anelati,unelat,hanelat,unelati
362,he is getting married,long,anel,kanel,anel,unel,hanel,unel
362,he is getting married,long-no-a,anela,kanela,anela,unela,hanela,unela
363,he/she is remembering him/her,glottal-sk,anhtati,tsiyanvtati,anhtati,unhtat,hiyanvtat,unhtati
363,he/she is remembering him/her,long,anht,tsiyanvt,anht,unht,hiyanvt,unht
363,he/she is remembering him/her,long-no-a,anhta,tsiyanvta,anhta,unhta,hiyanvta,unhta
365,they are standing,aspectless,anitona',otsitona',anitona',anitona',,
366,they are asleep,aspectless,anilhin,otsilhin,anilhin,,,
367,they are sitting,aspectless,ani'n,otsi'n,ani'n,ani'n,,
373,he/she is setting a trap,vsk,ahsat,tsihsat,ahsat,uhsat,hihsatv',uhsat
373,he/she is setting a trap,vsk[imp2],ahsat,tsihsat,ahsat,uhsat,hihsat,uhsat
374,he/she is lifting him/her,i-vka,ahsalat,tsihsalat,ahsalat,uhsalat,hihsalat,uhsalat
377,he/she is making it crisp,cause,ahstakayht,tsihstakayht,ahstakayht,uhstakayht,hihstakayht,uhstakayht
377,he/she is making it crisp,cause[perf3],ahstakayht,tsihstakayht,ahstakayht,uhstakayhth,hihstakayht,uhstakayht
377,he/she is making it crisp,cause[pres2],ahstakayhtih,tsihstakayhtih,ahstakayht,uhstakayht,hihstakayht,uhstakayht
377,he/she is making it crisp,cause[pres2-perf3],ahstakayhtih,tsihstakayhtih,ahstakayht,uhstakayhth,hihstakayht,uhstakayht
378,it’s becoming crisp,hih-lh,ahstakayv,,ahstakayv,uhstakayv,,
378,it’s becoming crisp,aspectless-h,ahstakayvhi,,ahstakayvhi,uhstakayvl,,
378,it’s becoming crisp,aspectless,ahstakayvhih,,ahstakayvhih,uhstakayvlh,,
380,he/she is drawing a line,hvsk-han,ahstanvn,tsihstanvn,ahstanvn,uhstanvn,hihstanvn,uhstanvn
381,he/she is following him/her,go,ahstawat,tsihstawat,ahstawat,uhstawat,hihstawat,uhstawat
381,he/she is following him/her,go[pres2],ahstawatek,tsihstawatek,ahstawat,uhstawat,hihstawat,uhstawat
382,he/she is helping him/her,ih-vh,ahstel,tsihstel,ahstel,uhstel,hihstel,uhstel
383,he/she is braiding it,oh-ol,ahstey,tsihstey,ahstey,uhstey,hihstey,uhstey
384,he/she is eating it,glottal-sk,ahstiki,tsihstiki,ahstiki,uhstik,hihstik,uhstiki
386,he/she is crushing it,glottal-sk,ahsto,tsihsto,ahsto,uhsto',hihstots,uhsto
386,he/she is crushing it,o,ahst,tsihst,ahst,uhst,hihst,uhst
388,he/she is trimming it,apl-active-a,ahstoy,tsihstoy,ahstoy,uhstoy,hihstoy,uhstoy
390,he/she is opening it,rev-i,ahstu',tsihstu',ahstu',uhstu',hihstu',uhstu'
390,he/she is opening it,rev-'i,ahstu,tsihstu,ahstu,uhstu,hihstu,uhstu
392,he/she is sandwiching it,hvsk-han,ahstvhal,tsihstvhal,ahstvhal,uhstvhal,hihstvhal,uhstvhal
395,he/she is showing him/her,apl,ahseh,tsiyahseh,ahseh,uhseh,hiyahsehi,uhsh
395,he/she is showing him/her,apl[imp2],ahseh,tsiyahseh,ahseh,uhseh,hiyahsehi,uhsh
395,he/she is showing him/her,apl[imp3],ahseh,tsiyahseh,ahseh,uhseh,hiyahseh,uhsh
397,he/she is including him/her,cause,ahsehst,tsiyahsehst,ahsehst,uhsehst,hiyahsehst,uhsehst
397,he/she is including him/her,cause[perf3],ahsehst,tsiyahsehst,ahsehst,uhsehsth,hiyahsehst,uhsehst
397,he/she is including him/her,cause[pres2],ahsehstih,tsiyahsehstih,ahsehst,uhsehst,hiyahsehst,uhsehst
397,he/she is including him/her,cause[pres2-perf3],ahsehstih,tsiyahsehstih,ahsehst,uhsehsth,hiyahsehst,uhsehst
398,he/she is withdrawing,ih-vh,ahsehs,kahsehs,ahsehs,uhsehs,hahsehs,uhsehsv
398,he/she is withdrawing,ih-vh[inf2],ahsehs,kahsehs,ahsehs,uhsehs,hahsehs,uhsehs
400,he/she is reprimanding him/her,become-ki,ahska,tsihska,ahska,uhska,hihska,uhskay
400,he/she is reprimanding him/her,become-ki[inf3],ahska,tsihska,ahska,uhska,hihska,uhska
405,he/she is committing a crime,become-ki,ahskanv,tsihskanv,ahskanv,uhskanv,hihskanv,uhskanvy
405,he/she is committing a crime,become-ki[inf3],ahskanv,tsihskanv,ahskanv,uhskanv,hihskanv,uhskanv
411,he/she is gnawing it,glottal-sk,ahskoki,tsihskoki,ahskoki,uhskok,hihskok,uhskoki
412,he/she is mourning for him/her,hih-hil,ahskon,tsihskon,ahskon,uhskon,hihskon,uhskon
413,he/she is rubbing him/her,e-a,ahskoliy,tsiyahskoliy,ahskoliy,uhskoliy,hiyahskoliy,uhskoliy
414,he/she is erasing it,glottal-sk,ahskolvti,tsihskolvti,ahskolvti,uhskolvti'i,hihskolvt,uhskolvti
416,it’s fading,become-ki,ahskolv,,ahskolv,uhskolv,,uhskolvy
416,it’s fading,become-ki[inf3],ahskolv,,ahskolv,uhskolv,,uhskolv
417,he/she is digging it,sk-s-hst[imp2],ahsko,kahsko,ahsko,uhsko,hahskol,uhsko
417,he/she is digging it,sk-s-hst[imp4],ahsko,kahsko,ahsko,uhsko,hahskol,uhsko
417,he/she is digging it,sk-s-la,ahsko,kahsko,ahsko,uhsko,hahsko,uhsko
417,he/she is digging it,sk-s-hst,ahsko,kahsko,ahsko,uhsko,hahskola,uhsko
419,he/she is finishing it,glottal-sk,ahskwati,tsihskwati,ahskwati,uhskwat,hihskwat,uhskwati
419,he/she is finishing it,long,ahskw,tsihskw,ahskw,uhskw,hihskw,uhskw
419,he/she is finishing it,long-no-a,ahskwa,tsihskwa,ahskwa,uhskwa,hihskwa,uhskwa
421,he/she is catching him/her,rev-e,ahskwalh,tsihskwalh,ahskwalh,uhskwalh,hihskwalh,uhskwalh
423,it’s getting shorter,become-ki,ahskwalo,tsihskwalo,ahskwalo,uhskwalo,hihskwalo,uhskwaloy
423,it’s getting shorter,become-ki[inf3],ahskwalo,tsihskwalo,ahskwalo,uhskwalo,hihskwalo,uhskwalo
424,he/she is breaking it,sk-s-hst[imp2],ahskwal,tsihskwal,ahskwal,uhskwal,hihskwal,uhskwal
424,he/she is breaking it,sk-s-hst[imp4],ahskwal,tsihskwal,ahskwal,uhskwal,hihskwal,uhskwal
424,he/she is breaking it,sk-s-la,ahskwal,tsihskwal,ahskwal,uhskwal,hihskwa,uhskwal
424,he/she is breaking it,sk-s-hst,ahskwal,tsihskwal,ahskwal,uhskwal,hihskwala,uhskwal
425,he/she is hitting him/her on the head with it,ih-l,ahskwalvn,tsihskwalvn,ahskwalvn,uhskwalvn,hihskwalvn,uhskwalvn
425,he/she is hitting him/her on the head with it,ih-l[inf2],ahskwalvn,tsihskwalvn,ahskwalvn,uhskwalvn,hihskwalvn,uhskwalvni
427,he/she is amazed,sk-s-hi-hihst,ahskwaniko,tsihskwaniko,ahskwaniko,uhskwaniko,hihskwaniko,uhskwaniko
427,he/she is amazed,sk-s-hst[imp3],ahskwaniko,tsihskwaniko,ahskwaniko,uhskwaniko,hihskwaniko,uhskwanikohi
427,he/she is amazed,sk-s-hst,ahskwaniko,tsihskwaniko,ahskwaniko,uhskwaniko,hihskwanikohi,uhskwanikohi
429,he/she is hitting him/her on the abdomen with it,ih-l,ahskwohalvn,tsihskwohalvn,ahskwohalvn,uhskwohalvn,hihskwohalvn,uhskwohalvn
429,he/she is hitting him/her on the abdomen with it,ih-l[inf2],ahskwohalvn,tsihskwohalvn,ahskwohalvn,uhskwohalvn,hihskwohalvn,uhskwohalvni
430,he/she is placing his/her hand on him/her,glottal-sk,ahsihthati,tsiyahsihthati,ahsihthati,uhsihthat,hiyahsihthat,uhsihthati
430,he/she is placing his/her hand on him/her,long,ahsihth,tsiyahsihth,ahsihth,uhsihth,hiyahsihth,uhsihth
430,he/she is placing his/her hand on him/her,long-no-a,ahsihtha,tsiyahsihtha,ahsihtha,uhsihtha,hiyahsihtha,uhsihtha
