corpus_id,definition,class,present,present_1sg,imperfective,perfective,imperative,infinitive
431,he/she is slapping him/her,ih-l,ahsihthvn,tsiyahsihthvn,ahsihthvn,uhsihthvn,hiyahsihthvn,uhsihthvn
431,he/she is slapping him/her,ih-l[inf2],ahsihthvn,tsiyahsihthvn,ahsihthvn,uhsihthvn,hiyahsihthvn,uhsihthvni
432,he/she is backing up,go,ahsin,kahsin,ahsin,uhsin,hahsin,uhsin
432,he/she is backing up,go[pres2],ahsinek,kahsinek,ahsin,uhsin,hahsin,uhsin
436,he/she is roping him/her,glottal-sk,ahslhati,tsihslhati,ahslhati,uhslhat,hihslhat,uhslhati
436,he/she is roping him/her,long,ahslh,tsihslh,ahslh,uhslh,hihslh,uhslh
436,he/she is roping him/her,long-no-a,ahslha,tsihslha,ahslha,uhslha,hihslha,uhslha
437,he/she is building a fence,oh-al,ahsoy,kahsoy,ahsoy,uhsoy,hahsoy,uhsoy
439,he/she is waving his/her hand,rev-gi,ahsolvta,kahsolvta,ahsolvta,uhsolvta,hahsolvta,uhsolvta
439,he/she is waving his/her hand,rev-i,ahsolvtak,kahsolvtak,ahsolvtak,uhsolvtak,hahsolvtak,uhsolvtak
440,he/she is pressing down on him/her,cause,ahsonhst,tsiyahsonhst,ahsonhst,uhsonhst,hiyahsonhst,uhsonhst
440,he/she is pressing down on him/her,cause[perf3],ahsonhst,tsiyahsonhst,ahsonhst,uhsonhsth,hiyahsonhst,uhsonhst
440,he/she is pressing down on him/her,cause[pres2],ahsonhstih,tsiyahsonhstih,ahsonhst,uhsonhst,hiyahsonhst,uhsonhst
440,he/she is pressing down on him/her,cause[pres2-perf3],ahsonhstih,tsiyahsonhstih,ahsonhst,uhsonhsth,hiyahsonhst,uhsonhst
441,he/she is wounding him/her,sk-h,ahsonv,tsihsonv,ahsonv,uhsonvn,hihsonvn,uhsonv
441,he/she is wounding him/her,sk-h[imp2],ahsonv,tsihsonv,ahsonv,uhsonvn,hihsonvna,uhsonv
441,he/she is wounding him/her,vnh-vsk[inf4],ahson,tsihson,ahson,uhson,hihson,uhson
443,he/she is sopping it,glottal-sk,ahsu,kahsu,ahsu,uhsuhs,hahsuts,uhsu
443,he/she is sopping it,glottal-sk[perf2],ahsu,kahsu,ahsu,uhsu,hahsuts,uhsu
444,he/she is fishing,hvsk-nh,ahsu,kahsu,ahsu,uhsu,hahsu,uhsu
444,he/she is fishing,hvsk-nh[inf2],ahsu,kahsu,ahsu,uhsu,hahsu,uhsu
445,he/she is painting it,sk-s-a-hihst,ahsuwhi,tsihsuwhi,ahsuwhi,uhsuwhi,hihsuwh,uhsuw
445,he/she is painting it,sk-s-hst[imp2],ahsuwhi,tsihsuwhi,ahsuwhi,uhsuwhi,hihsuwh,uhsuwhi
445,he/she is painting it,sk-s-hst[imp4],ahsuwhi,tsihsuwhi,ahsuwhi,uhsuwhi,hihsuwh,uhsuwhi
445,he/she is painting it,sk-s-hst,ahsuwhi,tsihsuwhi,ahsuwhi,uhsuwhi,hihsuwha,uhsuwhi
446,he/she is changing his/her pants,glottal-sk,ahsula'iyv,kahsula'iyv,ahsula'iyv,uhsula'iyvhs,hahsula'iyvn,uhsula'iyv
446,he/she is changing his/her pants,glottal-sk[perf2],ahsula'iyv,kahsula'iyv,ahsula'iyv,uhsula'iyv,hahsula'iyvn,uhsula'iyv
446,he/she is changing his/her pants,v-vhs,ahsula'iy,kahsula'iy,ahsula'iy,uhsula'iy,hahsula'iy,uhsula'iy
446,he/she is changing his/her pants,change-out,ahsula',kahsula',ahsula',uhsula',hahsula',uhsula'
446,he/she is changing his/her pants,change-out-flexible,ahsul,kahsul,ahsul,uhsul,hahsul,uhsul
447,he/she is taking his/her pants off,rev-e,ahsul,kahsul,ahsul,uhsul,hahsul,uhsul
448,he/she is putting his/her pants on,i-vka,ahsul,kahsul,ahsul,uhsul,hahsul,uhsul
449,he/she is quitting,become-'i,ahsuliko,tsihsuliko,ahsuliko,uhsuliko,hihsuliko,uhsuliko
452,he/she is choosing him/her,rev-e,ahsuy,tsiyahsuy,ahsuy,uhsuy,hiyahsuy,uhsuy
453,he/she is stirring it,apl-active,ahsuy,kahsuy,ahsuy,uhsuy,hahsuy,uhsuy
453,he/she is stirring it,apl-active-a,ahsuy,kahsuy,ahsuy,uhsuy,hahsuyvl,uhsuye
454,he/she is mixing it in,vsk,ahsuy,kahsuy,ahsuy,uhsuy,hahsuyv',uhsuy
454,he/she is mixing it in,vsk[imp2],ahsuy,kahsuy,ahsuy,uhsuy,hahsuy,uhsuy
455,it smells,become-ki,ahsv,tsihsv,ahsv,,,
455,it smells,aspectless,ahsvk,tsihsvk,ahsvk,,,
458,he/she is touching him/her,hih-hil,ahsvn,tsiyahsvn,ahsvn,uhsvn,hiyahsvn,uhsvn
459,he/she is drinking it up,sk-h,ahsvhv,tsihsvhv,ahsvhv,uhsvn,hihsvn,uhsvhv
459,he/she is drinking it up,sk-h[imp2],ahsvhv,tsihsvhv,ahsvhv,uhsvn,hihsvnha,uhsvhv
459,he/she is drinking it up,terminative-no-o,ahsv,tsihsv,ahsv,uhsv,hihsv,uhsv
463,he/she is holding his/her breath,cause,athawhohst,ka'tawhohst,athawhohst,uthawhohst,hathawhohst,uthawhohst
463,he/she is holding his/her breath,cause[perf3],athawhohst,ka'tawhohst,athawhohst,uthawhohsth,hathawhohst,uthawhohst
463,he/she is holding his/her breath,cause[pres2],athawhohstih,ka'tawhohstih,athawhohst,uthawhohst,hathawhohst,uthawhohst
463,he/she is holding his/her breath,cause[pres2-perf3],athawhohstih,ka'tawhohstih,athawhohst,uthawhohsth,hathawhohst,uthawhohst
464,he/she is mooring a boat,glottal-sk,athalati,tsithalati,athalati,uthalat,hithalat,uthalati
464,he/she is mooring a boat,long,athal,tsithal,athal,uthal,hithal,uthal
464,he/she is mooring a boat,long-no-a,athala,tsithala,athala,uthala,hithala,uthala
465,he/she is drilling a hole,sk-s-hst[imp2],athale,tsithale,athale,uthale,hithalak,uthale
465,he/she is drilling a hole,sk-s-hst[imp4],athale,tsithale,athale,uthale,hithalak,uthale
465,he/she is drilling a hole,sk-s-hst,athale,tsithale,athale,uthale,hithalaka,uthale
467,it’s steaming,go,athanol,,athanol,uthanol,,uthanol
467,it’s steaming,go[pres2],athanolek,,athanol,uthanol,,uthanol
469,it’s exploding,rev-gi,athahs,,athahs,uthahs,hathahs,uthahs
469,it’s exploding,rev-i,athahsk,,athahsk,uthahsk,hathahsk,uthahsk
470,he/she is exploding it,cause,athahskihst,tsithahskihst,athahskihst,uthahskihst,hathahskihst,uthahskihst
470,he/she is exploding it,cause[perf3],athahskihst,tsithahskihst,athahskihst,uthahskihsth,hathahskihst,uthahskihst
470,he/she is exploding it,cause[pres2],athahskihstih,tsithahskihstih,athahskihst,uthahskihst,hathahskihst,uthahskihst
470,he/she is exploding it,cause[pres2-perf3],athahskihstih,tsithahskihstih,athahskihst,uthahskihsth,hathahskihst,uthahskihst
472,he/she is kissing him/her,vsk-post-v,athaweto,tsitaweto,athaweto,uthaweto,hitaweto,uthaweto
473,he/she is combing someone’s hair,glottal-sk,athawo,tsithawo,athawo,uthawo',hithawots,uthahso
473,he/she is combing someone’s hair,o,athaw,tsithaw,athaw,uthaw,hithaw,uthahs
474,he/she is asking for it,hih-lh[imp2],athayo,tsithayo,athayo,uthayo,hithayo,uthayo
475,he/she is joining,glottal-sk,athelati,kate'lati,athelati,uthelat,hathelat,uthelati
475,he/she is joining,long,athel,kate'l,athel,uthel,hathel,uthel
475,he/she is joining,long-no-a,athela,kate'la,athela,uthela,hathela,uthela
477,he/she is shaking him/her,episodic[imp2],athel,tsithel,athel,uthel,hithel,uthel
477,he/she is shaking him/her,vnh-vsk,athelvh,tsithelvh,athelvh,uthel,hithel,uthel
479,he/she is leading him/her,go[pres2],athinh,tsiyathinh,athinh,uthinh,hiyathinh,uthinh
480,he/she is arguing,hih-lh,athiyo,ka'tiyo,athiyo,uthiyo,hathiyo,uthiyo
480,he/she is arguing,hih-lh[imp2],athiyo,ka'tiyo,athiyo,uthiyo,hathiyok,uthiyo
482,he/she is running,aspectless-s,atl,katitl,atlhi,,,
482,he/she is running,aspectless,atlh,katitlh,atlhihs,,,
483,he/she is racing,glottal-sk,athohkiya,kathohkiya,athohkiya,uthohkiy,hathohkiy,uthohkiya
483,he/she is racing,leaving,athohk,kathohk,athohk,uthohk,hathohk,uthohk
486,he/she is loaning it to him/her,cause,atholhst,tsiyatholhst,atholhst,utholhst,hiyatholhst,utholhst
486,he/she is loaning it to him/her,cause[perf3],atholhst,tsiyatholhst,atholhst,utholhsth,hiyatholhst,utholhst
486,he/she is loaning it to him/her,cause[pres2],atholhstih,tsiyatholhstih,atholhst,utholhst,hiyatholhst,utholhst
486,he/she is loaning it to him/her,cause[pres2-perf3],atholhstih,tsiyatholhstih,atholhst,utholhsth,hiyatholhst,utholhst
487,he/she is borrowing him/her,sk-s-a-hihst,athol,tsiyathol,athol,uthol,hiyathol,uthol
487,he/she is borrowing him/her,sk-s-hst[imp2],athol,tsiyathol,athol,uthol,hiyathol,utholhi
487,he/she is borrowing him/her,sk-s-hst[imp4],athol,tsiyathol,athol,uthol,hiyathol,utholhi
487,he/she is borrowing him/her,sk-s-la,athol,tsiyathol,athol,uthol,hiyatho,utholhi
487,he/she is borrowing him/her,sk-s-hst,athol,tsiyathol,athol,uthol,hiyathola,utholhi
488,it’s flashing,sk-s-hst,athoyaw,,athoyaw,uthoyaw,,uthoyaw
489,he/she is taking a bite,rev-e,atst,katsihst,atst,utst,hatst,utst
490,he/she is lying,vsk-post-v,atsko,katsihsko,atsko,utsko,hatsko,utsko
491,he/she is taking a drink,rev-gi,athu,ka'tu,athu,uthu,hathu,uthu
491,he/she is taking a drink,rev-i,athuk,ka'tuk,athuk,uthuk,hathuk,uthuk
493,he/she is promising,cause,athu'ihst,tsithu'ihst,athu'ihst,uthu'ihst,hithu'ihst,uthu'ihst
493,he/she is promising,cause[perf3],athu'ihst,tsithu'ihst,athu'ihst,uthu'ihsth,hithu'ihst,uthu'ihst
493,he/she is promising,cause[pres2],athu'ihstih,tsithu'ihstih,athu'ihst,uthu'ihst,hithu'ihst,uthu'ihst
493,he/she is promising,cause[pres2-perf3],athu'ihstih,tsithu'ihstih,athu'ihst,uthu'ihsth,hithu'ihst,uthu'ihst
494,he/she is listening to him/her,cause,athvtahst,tsiyathvtahst,athvtahst,uthvtahst,hiyathvtahst,uthvtahst
494,he/she is listening to him/her,cause[perf3],athvtahst,tsiyathvtahst,athvtahst,uthvtahsth,hiyathvtahst,uthvtahst
494,he/she is listening to him/her,cause[pres2],athvtahstih,tsiyathvtahstih,athvtahst,uthvtahst,hiyathvtahst,uthvtahst
494,he/she is listening to him/her,cause[pres2-perf3],athvtahstih,tsiyathvtahstih,athvtahst,uthvtahsth,hiyathvtahst,uthvtahst
495,he/she is asking him/her a question,hvsk-nh,athvtv,tsiyathvtv,athvtv,uthvtv,hiyathvtv,uthvt
495,he/she is asking him/her a question,hvsk-nh[inf2],athvtv,tsiyathvtv,athvtv,uthvtv,hiyathvtv,uthvt
495,he/she is asking him/her a question,episodic,athvt,tsiyathvt,athvt,uthvt,hiyathvt,uthvt
496,he/she hears him/her,i-vka,athvk,tsiyathvk,athvk,uthvk,hiyathvk,uthvk
497,he/she is raising him/her,cause,athvhihst,tsiya'tvhihst,athvhihst,uthvhihst,hiya'tvhihst,uthvhihst
497,he/she is raising him/her,cause[perf3],athvhihst,tsiya'tvhihst,athvhihst,uthvhihsth,hiya'tvhihst,uthvhihst
497,he/she is raising him/her,cause[pres2],athvhihstih,tsiya'tvhihstih,athvhihst,uthvhihst,hiya'tvhihst,uthvhihst
497,he/she is raising him/her,cause[pres2-perf3],athvhihstih,tsiya'tvhihstih,athvhihst,uthvhihsth,hiya'tvhihst,uthvhihst
498,he/she is growing,sk-s-hi-hihst,athv,ka'tv,athv,uthv,hathv,uthv
498,he/she is growing,sk-s-hst[imp3],athv,ka'tv,athv,uthv,hathv,uthvhi
498,he/she is growing,sk-s-hst,athv,ka'tv,athv,uthv,hathvhi,uthvhi
502,he/she is inside,aspectless,aya',tsiya',aya',,,
504,he/she is distributing it,hih-lh[imp3],ayatho,tsiyatho,ayatho,uyatho,hiyatho,uyathohi
504,he/she is distributing it,hih-lh[imp3-inf2],ayatho,tsiyatho,ayatho,uyatho,hiyatho,uyatho
507,he/she is waking up,become-ki,aye,tsiye,aye,uye,hiye,uye'i
507,he/she is waking up,become-ki[inf2],aye,tsiye,aye,uye,hiye,uye
507,he/she is waking up,become-ki[inf4],aye,tsiye,aye,uye,hiye,uye'
509,he/she is waking him/her up,cause,aye'ihst,tsiye'ihst,aye'ihst,uye'ihst,hiye'ihst,uye'ihst
509,he/she is waking him/her up,cause[perf3],aye'ihst,tsiye'ihst,aye'ihst,uye'ihsth,hiye'ihst,uye'ihst
509,he/she is waking him/her up,cause[pres2],aye'ihstih,tsiye'ihstih,aye'ihst,uye'ihst,hiye'ihst,uye'ihst
509,he/she is waking him/her up,cause[pres2-perf3],aye'ihstih,tsiye'ihstih,aye'ihst,uye'ihsth,hiye'ihst,uye'ihst
511,he/she is putting him/her inside,cause,ayht,tsiyvt,ayht,uyht,hiyvt,uyht
511,he/she is putting him/her inside,cause[perf3],ayht,tsiyvt,ayht,uyhth,hiyvt,uyht
511,he/she is putting him/her inside,cause[pres2],ayhtih,tsiyvtih,ayht,uyht,hiyvt,uyht
511,he/she is putting him/her inside,cause[pres2-perf3],ayhtih,tsiyvtih,ayht,uyhth,hiyvt,uyht
513,he/she is getting it,ih-vh,ay,tsiy,ay,uy,hiy,uy
515,it’s breaking,become-ki,ayo,tsiyo,ayo,uyo,hiyo,uyoy
515,it’s breaking,become-ki[inf3],ayo,tsiyo,ayo,uyo,hiyo,uyo
516,he/she is shooting him/her,hih-lh[imp2],ayo,tsiyo,ayo,uyo,hiyo,uyo
517,he/she is taking a break,cause,ayohihst,tsi'yohihst,ayohihst,uyohihst,hiyohihst,uyohihst
517,he/she is taking a break,cause[perf3],ayohihst,tsi'yohihst,ayohihst,uyohihsth,hiyohihst,uyohihst
517,he/she is taking a break,cause[pres2],ayohihstih,tsi'yohihstih,ayohihst,uyohihst,hiyohihst,uyohihst
517,he/she is taking a break,cause[pres2-perf3],ayohihstih,tsi'yohihstih,ayohihst,uyohihsth,hiyohihst,uyohihst
519,he/she is whittling it,hvsk-han[inf2],ayol,tsiyol,ayol,uyol,hiyol,uyol
522,he/she is breaking it up,cause,ayol,tsiyol,ayo'ihst,uyo'ihst,hiyo'ihst,uyo'ihst
522,he/she is breaking it up,cause[perf3],ayol,tsiyol,ayo'ihst,uyo'ihsth,hiyo'ihst,uyo'ihst
522,he/she is breaking it up,cause[pres2],ayolih,tsiyolih,ayo'ihst,uyo'ihst,hiyo'ihst,uyo'ihst
522,he/she is breaking it up,cause[pres2-perf3],ayolih,tsiyolih,ayo'ihst,uyo'ihsth,hiyo'ihst,uyo'ihst
523,he/she is greeting him/her,ih-l,ayol,tsiyol,ayol,uyol,hiyol,uyol
523,he/she is greeting him/her,ih-l[inf2],ayol,tsiyol,ayol,uyol,hiyol,uyoli
524,he/she is breaking it,cause,ayohst,tsiyohst,ayohst,uyohst,hiyohst,uyohst
524,he/she is breaking it,cause[perf3],ayohst,tsiyohst,ayohst,uyohsth,hiyohst,uyohst
524,he/she is breaking it,cause[pres2],ayohstih,tsiyohstih,ayohst,uyohst,hiyohst,uyohst
524,he/she is breaking it,cause[pres2-perf3],ayohstih,tsiyohstih,ayohst,uyohsth,hiyohst,uyohst
526,he/she is destroying it,sk-h,ayohsthanohv,tsiyohsthanohv,ayohsthanohv,uyohsthanon,hiyohsthanon,uyohsthanohv
526,he/she is destroying it,sk-h[imp2],ayohsthanohv,tsiyohsthanohv,ayohsthanohv,uyohsthanon,hiyohsthanonha,uyohsthanohv
526,he/she is destroying it,terminative,ayohsthan,tsiyohsthan,ayohsthan,uyohsthan,hiyohsthan,uyohsthan
526,he/she is destroying it,terminative-no-o,ayohsthano,tsiyohsthano,ayohsthano,uyohsthano,hiyohsthano,uyohsthano
529,he/she is entering it,hih-lh[imp2],ayv,tsiyv,ayv,uyv,hiyv,uyv
530,he/she is finding it,ih-vh,ayvwhahth,tsiyvwahth,ayvwhahth,uyvwhahth,hiyvwhahth,uyvwhahthv
530,he/she is finding it,ih-vh[inf2],ayvwhahth,tsiyvwahth,ayvwhahth,uyvwhahth,hiyvwhahth,uyvwhahth
531,he/she is taking it somewhere,ih-vh,ayvwhit,tsiyvwit,ayvwhit,uyvwhit,hiyvwhit,uyvwhit
539,he/she is making an X,cause,tatanhawhst,tekatanawhst,tatanhawhst,tutanhawhst,thatanhawhst,tsutanhawhst
539,he/she is making an X,cause[perf3],tatanhawhst,tekatanawhst,tatanhawhst,tutanhawhsth,thatanhawhst,tsutanhawhst
539,he/she is making an X,cause[pres2],tatanhawhstih,tekatanawhstih,tatanhawhst,tutanhawhst,thatanhawhst,tsutanhawhst
539,he/she is making an X,cause[pres2-perf3],tatanhawhstih,tekatanawhstih,tatanhawhst,tutanhawhsth,thatanhawhst,tsutanhawhst
541,he/she is conjuring,glottal-sk,tatanhehse,tekatanehse,tatanhehse,tutanhehsa',thatanhehsak,tsutanhehse
541,he/she is conjuring,e-aka,tatanhehs,tekatanehs,tatanhehs,tutanhehs,thatanhehs,tsutanhehs
542,he/she is accepting him/her,become-ki,tatanilv,tetsiyatanilv,tatanilv,tutanilv,thiyatanilv,tsutanilv
543,he/she is dodging,cause,tatanvtihst,tekatanvtihst,tatanvtihst,tutanvtihst,thatanvtihst,tsutanvtihst
543,he/she is dodging,cause[perf3],tatanvtihst,tekatanvtihst,tatanvtihst,tutanvtihsth,thatanvtihst,tsutanvtihst
543,he/she is dodging,cause[pres2],tatanvtihstih,tekatanvtihstih,tatanvtihst,tutanvtihst,thatanvtihst,tsutanvtihst
543,he/she is dodging,cause[pres2-perf3],tatanvtihstih,tekatanvtihstih,tatanvtihst,tutanvtihsth,thatanvtihst,tsutanvtihst
544,he/she is performing baptism,glottal-sk,tatawo,tekatawo,tatawo,tutawo',thatawots,tsutawo
544,he/she is performing baptism,o,tataw,tekataw,tataw,tutaw,thataw,tsutaw
545,he/she is giving up,sk-s-hi-hihst,tatayo,tekatayo,tatayo,tutayo,thatayo,tsutayo
545,he/she is giving up,sk-s-hst[imp3],tatayo,tekatayo,tatayo,tutayo,thatayo,tsutayohi
545,he/she is giving up,sk-s-hst,tatayo,tekatayo,tatayo,tutayo,thatayohi,tsutayohi
546,he/she is teaching,hvsk-nh,tateyho,tekateyo,tateyho,tuteyo,thateyho,tsuteyho
546,he/she is teaching,hvsk-nh[inf2],tateyho,tekateyo,tateyho,tuteyo,thateyho,tsuteyho
546,he/she is teaching,hvsk-nh[inf4],tateyho,tekateyo,tateyho,tuteyo,thateyho,tsuteyh
547,he/she is weeping,hih-hil,tatloy,tekatloy,tatloy,tutloy,thatloy,tsutloy
548,he/she is being married,cause,takatshvhst,tvkwatshvhst,takatshvhst,takatshvhst,witetsatshvhst,tsakatshvhst
548,he/she is being married,cause[perf3],takatshvhst,tvkwatshvhst,takatshvhst,takatshvhsth,witetsatshvhst,tsakatshvhst
548,he/she is being married,cause[pres2],takatshvhstih,tvkwatshvhstih,takatshvhst,takatshvhst,witetsatshvhst,tsakatshvhst
548,he/she is being married,cause[pres2-perf3],takatshvhstih,tvkwatshvhstih,takatshvhst,takatshvhsth,witetsatshvhst,tsakatshvhst
550,he/she is setting a price,cause,takvwalht,tetsikvwalot,takvwalht,tukvwalht,thikvwalht,tsukvwalht
550,he/she is setting a price,cause[perf3],takvwalht,tetsikvwalot,takvwalht,tukvwalhth,thikvwalht,tsukvwalht
550,he/she is setting a price,cause[pres2],takvwalhtih,tetsikvwalotih,takvwalht,tukvwalht,thikvwalht,tsukvwalht
550,he/she is setting a price,cause[pres2-perf3],takvwalhtih,tetsikvwalotih,takvwalht,tukvwalhth,thikvwalht,tsukvwalht
552,he/she is rocking,apl-active,talhihk,tekalihk,talhihk,tulhihk,thalhihk,tsulhihk
552,he/she is rocking,apl-active-a,talhihk,tekalihk,talhihk,tulhihk,thalhihkvl,tsulhihke
553,he/she is drawing a picture of him/her,cause,talhilohst,tetsiyatlilohst,talhilohst,tulhilohst,thiyatlilohst,tsulhilohst
553,he/she is drawing a picture of him/her,cause[perf3],talhilohst,tetsiyatlilohst,talhilohst,tulhilohsth,thiyatlilohst,tsulhilohst
553,he/she is drawing a picture of him/her,cause[pres2],talhilohstih,tetsiyatlilohstih,talhilohst,tulhilohst,thiyatlilohst,tsulhilohst
553,he/she is drawing a picture of him/her,cause[pres2-perf3],talhilohstih,tetsiyatlilohstih,talhilohst,tulhilohsth,thiyatlilohst,tsulhilohst
554,he/she is conversing,apl-active-lh,talhinoh,tekalinoh,talhinoh,tulhinoh,thalhinoh,tsulhinoh
555,he/she is jumping,go-in,talhthat,tekalithat,talhthat,tulhthat,thalhthat,tsulhthat
557,he/she is changing clothes,glottal-sk,tanhawa'iyv,tekaniwa'iyv,tanhawa'iyv,tunhawa'iyvhs,thanhawa'iyvn,tsunhawa'iyv
557,he/she is changing clothes,glottal-sk[perf2],tanhawa'iyv,tekaniwa'iyv,tanhawa'iyv,tunhawa'iyv,thanhawa'iyvn,tsunhawa'iyv
557,he/she is changing clothes,v-vhs,tanhawa'iy,tekaniwa'iy,tanhawa'iy,tunhawa'iy,thanhawa'iy,tsunhawa'iy
557,he/she is changing clothes,change-out,tanhawa',tekaniwa',tanhawa',tunhawa',thanhawa',tsunhawa'
557,he/she is changing clothes,change-out-flexible,tanhaw,tekaniw,tanhaw,tunhaw,thanhaw,tsunhaw
558,he/she is undressing,rev-e,tanhaw,tekaniw,tanhaw,tunhaw,thanhaw,tsunhaw
559,he/she is putting on clothes,glottal-sk,tanhawo,tekaniwo,tanhawo,tunhawo',thanhawots,tsunhawo
559,he/she is putting on clothes,o,tanhaw,tekaniw,tanhaw,tunhaw,thanhaw,tsunhaw
561,he/she is putting fuel into a fire,hvsk-han,tahvt,tetsi'vt,tahvt,tuhvt,thihvt,tsuhvt
562,he/she is tickling him/her,glottal-sk,tayhvki,tetsiyvki,tayhvki,tuyhvk,thiyvk,tsuyhvki
564,he/she is squatting,husk,tatsil,tekatsil,tatsil,tutsil,thatsil,tsukil
565,he/she is tying it,hih-lh,takhane,tetsikane,takhane,tukhane,thikhane,tsukhane
565,he/she is tying it,hih-lh[imp2],takhane,tetsikane,takhane,tukhane,thikhanek,tsukhane
566,he/she is untying it,ih-vh,takhaneyh,tetsikaneyh,takhaneyh,tukhaneyh,thikhaneyh,tsukhaneyhv
566,he/she is untying it,ih-vh[inf2],takhaneyh,tetsikaneyh,takhaneyh,tukhaneyh,thikhaneyh,tsukhaneyh
567,he/she is looking after him/her,be-at,takhanowat,tetsikanowat,takhanowat,tukhanowat,thikanowat,tsukhanowat
567,he/she is looking after him/her,be-at-weak,takhanowatit,tetsikanowatit,takhanowatit,tukhanowatit,thikanowatit,tsukhanowatit
568,he/she is becoming blind,become-ki,takhewa,tetsi'kewa,takhewa,tukhewa,thikhewa,tsukhewa'i
568,he/she is becoming blind,become-ki[inf2],takhewa,tetsi'kewa,takhewa,tukhewa,thikhewa,tsukhewa
568,he/she is becoming blind,become-ki[inf4],takhewa,tetsi'kewa,takhewa,tukhewa,thikhewa,tsukhewa'
571,he/she is making smoke,cause,takhsvhst,tetsikahsvhst,takhsvhst,tukhsvhst,thikhsvhst,tsukhsvhst
571,he/she is making smoke,cause[perf3],takhsvhst,tetsikahsvhst,takhsvhst,tukhsvhsth,thikhsvhst,tsukhsvhst
571,he/she is making smoke,cause[pres2],takhsvhstih,tetsikahsvhstih,takhsvhst,tukhsvhst,thikhsvhst,tsukhsvhst
571,he/she is making smoke,cause[pres2-perf3],takhsvhstih,tetsikahsvhstih,takhsvhst,tukhsvhsth,thikhsvhst,tsukhsvhst
572,he/she is blinking,sk-s-hst[imp2],takhthanaw,tekakathanaw,takhthanaw,tukhthanaw,thakhthanawh,tsukhthanaw
572,he/she is blinking,sk-s-hst[imp4],takhthanaw,tekakathanaw,takhthanaw,tukhthanaw,thakhthanawh,tsukhthanaw
572,he/she is blinking,sk-s-hst,takhthanaw,tekakathanaw,takhthanaw,tukhthanaw,thakhthanawha,tsukhthanaw
573,he/she is closing his eyes,cause,takhthahst,tekakathahst,takhthahst,tukhthahst,thakhthahst,tsukhthahst
573,he/she is closing his eyes,cause[perf3],takhthahst,tekakathahst,takhthahst,tukhthahsth,thakhthahst,tsukhthahst
573,he/she is closing his eyes,cause[pres2],takhthahstih,tekakathahstih,takhthahst,tukhthahst,thakhthahst,tsukhthahst
573,he/she is closing his eyes,cause[pres2-perf3],takhthahstih,tekakathahstih,takhthahst,tukhthahsth,thakhthahst,tsukhthahst
574,he/she is attacking him/her,go,takhthil,tetsikathil,takhthil,tukhthil,thikathil,tsukhthil
574,he/she is attacking him/her,go[pres2],takhthilek,tetsikathilek,takhthil,tukhthil,thikathil,tsukhthil
575,he/she is taking off his/her glasses,rev-e,takhthinvt,tekakathinvt,takhthinvt,tukhthinvt,thakhthinvt,tsukhthinvt
576,he/she is putting on glasses,hvsk-han,takhthinvt,tekakathinvt,takhthinvt,tukhthinvt,thakhthinvt,tsukhthinvt
577,he/she is shelling corn,ih-vh,takhtlh,tetsikatlh,takhtlh,tukhtlh,thikhtlh,tsukhtlhv
577,he/she is shelling corn,ih-vh[inf2],takhtlh,tetsikatlh,takhtlh,tukhtlh,thikhtlh,tsukhtlh
578,he/she is snoring,rev-gi,takwhala,tetsikwhala,takwhala,tukwhala,thikwhala,tsukwhala
578,he/she is snoring,rev-i,takwhalak,tetsikwhalak,takwhalak,tukwhalak,thikwhalak,tsukwhalak
579,he/she is sprinkling it,vsk-post-v,takwhayo,tetsikwhayo,takwhayo,tukwhayo,thikwhayo,tsukwhako
582,he/she is putting on shoes,hvsk-han,talahsul,tekalahsul,talahsul,tulahsul,thalahsul,tsulahsul
583,he/she is changing shoes,glottal-sk,talahsula'iyv,tekalahsula'iyv,talahsula'iyv,tulahsula'iyvhs,thalahsula'iyvn,tsulahsula'iyv
583,he/she is changing shoes,glottal-sk[perf2],talahsula'iyv,tekalahsula'iyv,talahsula'iyv,tulahsula'iyv,thalahsula'iyvn,tsulahsula'iyv
583,he/she is changing shoes,v-vhs,talahsula'iy,tekalahsula'iy,talahsula'iy,tulahsula'iy,thalahsula'iy,tsulahsula'iy
583,he/she is changing shoes,change-out,talahsula',tekalahsula',talahsula',tulahsula',thalahsula',tsulahsula'
583,he/she is changing shoes,change-out-flexible,talahsul,tekalahsul,talahsul,tulahsul,thalahsul,tsulahsul
584,he/she is taking off his/her shoes,rev-e,talahsul,tekalahsul,talahsul,tulahsul,thalahsul,tsulahsul
585,he/she is helping him/her up,cause,taleht,tetsiyalet,taleht,tuleht,thiyalet,tsuleht
585,he/she is helping him/her up,cause[perf3],taleht,tetsiyalet,taleht,tulehth,thiyalet,tsuleht
585,he/she is helping him/her up,cause[pres2],talehtih,tetsiyaletih,taleht,tuleht,thiyalet,tsuleht
585,he/she is helping him/her up,cause[pres2-perf3],talehtih,tetsiyaletih,taleht,tulehth,thiyalet,tsuleht
586,he/she is recuperating,cause[perf2],talehihs,tekale'ihs,talehihs,tulehihs,thalehihs,tsulehihs
586,he/she is recuperating,cause[pres2-perf2],talehihsih,tekale'ihsih,talehihs,tulehihs,thalehihs,tsulehihs
587,he/she is getting up,hvsk-nh,tale,tekale,tale,tule,thale,tsule
587,he/she is getting up,hvsk-nh[inf2],tale,tekale,tale,tule,thale,tsule
