corpus_id,definition,form,surface_stem,underlying_stem
291,he/she is dipping liquid,present_1sg,'ku23-ki3','kuuki'
291,he/she is dipping liquid,imperfective,khu23-ki32hsk,khuukii'hsk
291,he/she is dipping liquid,imperfective,khu23-ki32hsk,khuuki'hsk
291,he/she is dipping liquid,perfective,khu23-ki32hs,khuukii'hs
291,he/she is dipping liquid,perfective,khu23-ki32hs,khuuki'hs
291,he/she is dipping liquid,imperative,khu23-ki2,khuuki
291,he/she is dipping liquid,infinitive,khu23-ki32hst,khuukii'hst
291,he/she is dipping liquid,infinitive,khu23-ki32hst,khuuki'hst
366,they are asleep,present,lhi3n-,lhin'
366,they are asleep,present_1sg,lhi3n-,lhin'
366,they are asleep,imperfective,lhi3n-,lhin'
373,he/she is setting a trap,present,hsa2t-v32hsk,hsatv'hsk
373,he/she is setting a trap,present_1sg,hsa2t-v32hsk,hsatv'hsk
373,he/she is setting a trap,imperfective,hsa2t-v32hsk,hsatv'hsk
373,he/she is setting a trap,perfective,hsa2t-v32n,hsatv'n
373,he/she is setting a trap,imperative,hsa22t-v22'v21ka2,hsaatvv'vvka
373,he/she is setting a trap,infinitive,hsa2t-v21t,hsatvvt
374,he/she is lifting him/her,present,hsa2la2t-i3',hsalati'
374,he/she is lifting him/her,present_1sg,hsa2la2t-i3',hsalati'
374,he/she is lifting him/her,imperfective,hsa2la2t-i32hsk,hsalati'hsk
374,he/she is lifting him/her,perfective,hsa2la2t-a32n,hsalata'n
374,he/she is lifting him/her,imperative,hsa2la2t-v21ka2,hsalatvvka
374,he/she is lifting him/her,infinitive,hsa2la2t-o21t,hsalatoot
377,he/she is making it crisp,present,hsta2ka2yht-i3h,hstakayhtih'
377,he/she is making it crisp,present_1sg,hsta2ka2yht-i3h,hstakayhtih'
377,he/she is making it crisp,imperfective,hsta2ka2yht-i23hsk,hstakayhtiihsk
377,he/she is making it crisp,perfective,hsta2ka2yht-ha3n,hstakayhthan'
377,he/she is making it crisp,imperative,hsta2ka2yht-a2,hstakayhta
377,he/she is making it crisp,infinitive,hsta2ka2yht-o3ht,hstakayhtoh't
378,it’s becoming crisp,present,hsta2ka2yv22-hi3h,hstakayvvhih
378,it’s becoming crisp,imperfective,hsta2ka2yv22-hi2h,hstakayvvhih
378,it’s becoming crisp,perfective,hsta2ka2yv22-lh,hstakayvvlh
380,he/she is drawing a line,present,hsta2nv22n-hv3hsk,hstanvvnhvhsk
380,he/she is drawing a line,present_1sg,hsta2nv22n-hv3hsk,hstanvvnhvhsk
380,he/she is drawing a line,imperfective,hsta2nv22n-hv3hsk,hstanvvnhvhsk
380,he/she is drawing a line,perfective,hsta2nv22n-ha3n,hstanvvnhan
380,he/she is drawing a line,imperative,hsta2nv22n-hv21ka2,hstanvvnhvvka
380,he/she is drawing a line,infinitive,hsta2nv2n-ht,hstanvnht
381,he/she is following him/her,present,hsta32wa2t-e33k,hsta'watee'k
381,he/she is following him/her,present,hsta32wa2t-e33k,hsta'wateek'
381,he/she is following him/her,present_1sg,hsta32wa2t-e33k,hsta'watee'k
381,he/she is following him/her,present_1sg,hsta32wa2t-e33k,hsta'wateek'
381,he/she is following him/her,imperfective,hsta32wa2t-e33k,hsta'watee'k
381,he/she is following him/her,imperfective,hsta32wa2t-e33k,hsta'wateek'
381,he/she is following him/her,perfective,hsta32wa2t-v33hs,hsta'watvv'hs
381,he/she is following him/her,perfective,hsta32wa2t-v33hs,hsta'watvvh's
381,he/she is following him/her,imperative,hsta21wa2t-u21ka2,hstaawatuuka
381,he/she is following him/her,infinitive,hsta21wa2t-v21hst,hstaawatvvhst
382,he/she is helping him/her,present,hste22l-i3h,hsteelih
382,he/she is helping him/her,present_1sg,hste22l-i3h,hsteelih
382,he/she is helping him/her,imperfective,hste22l-i23hsk,hsteeliihsk
382,he/she is helping him/her,perfective,hste22l-v22h,hsteelvvh
382,he/she is helping him/her,imperative,hste23l-a2,hsteela
382,he/she is helping him/her,infinitive,hste2l-ht,hstelht
383,he/she is braiding it,present,hste33y-o2h,hstee'yoh
383,he/she is braiding it,present,hste33y-o2h,hsteey'oh
383,he/she is braiding it,present_1sg,hste33y-o2h,hstee'yoh
383,he/she is braiding it,present_1sg,hste33y-o2h,hsteey'oh
383,he/she is braiding it,imperfective,hste33y-o2h,hstee'yoh
383,he/she is braiding it,imperfective,hste33y-o2h,hsteey'oh
383,he/she is braiding it,perfective,hste23y-o32l,hsteeyoo'l
383,he/she is braiding it,perfective,hste23y-o32l,hsteeyo'l
383,he/she is braiding it,imperative,hste22y-a2ka2,hsteeyaka
383,he/she is braiding it,infinitive,hste23y-o32t,hsteeyoo't
383,he/she is braiding it,infinitive,hste23y-o32t,hsteeyo't
384,he/she is eating it,present,hsti23k-i3',hstiikii'
384,he/she is eating it,present,hsti23k-i3',hstiiki'
384,he/she is eating it,present_1sg,hsti23k-i3',hstiikii'
384,he/she is eating it,present_1sg,hsti23k-i3',hstiiki'
384,he/she is eating it,imperfective,hsti23k-i32hsk,hstiikii'hsk
384,he/she is eating it,imperfective,hsti23k-i32hsk,hstiiki'hsk
384,he/she is eating it,perfective,hsti33k-,hstii'k
384,he/she is eating it,perfective,hsti33k-,hstiik'
384,he/she is eating it,imperative,hsti23k-a2,hstiika
384,he/she is eating it,infinitive,hsti23k-i32hst,hstiikii'hst
384,he/she is eating it,infinitive,hsti23k-i32hst,hstiiki'hst
386,he/she is crushing it,present,hst-o33',hstoo'
386,he/she is crushing it,present_1sg,hst-o33',hstoo'
386,he/she is crushing it,imperfective,hst-o33hsk,hstoo'hsk
386,he/she is crushing it,imperfective,hst-o33hsk,hstooh'sk
386,he/she is crushing it,perfective,hst-o33',hstoo'
386,he/she is crushing it,imperative,hst-o23tsa2,hstootsa
386,he/she is crushing it,infinitive,hst-o21hst,hstoohst
388,he/she is trimming it,present,hsto22y-e3h,hstooyeh
388,he/she is trimming it,present_1sg,hsto22y-e3h,hstooyeh
388,he/she is trimming it,imperfective,hsto22y-e23hsk,hstooyeehsk
388,he/she is trimming it,perfective,hsto22y-e23h,hstooyeeh
388,he/she is trimming it,imperative,hsto23y-a2,hstooya
388,he/she is trimming it,infinitive,hsto2y-ht,hstoyht
390,he/she is opening it,present,hstu3-'i2',hstu'ii'
390,he/she is opening it,present,hstu3-'i2',hstu'i'
390,he/she is opening it,present_1sg,hstu3-'i2',hstu'ii'
390,he/she is opening it,present_1sg,hstu3-'i2',hstu'i'
390,he/she is opening it,imperfective,hstu3-'i21hsk,hstu'ii'hsk
390,he/she is opening it,imperfective,hstu3-'i21hsk,hstu'i'hsk
390,he/she is opening it,perfective,hstu3-'i21hs,hstu'ii'hs
390,he/she is opening it,perfective,hstu3-'i21hs,hstu'i'hs
390,he/she is opening it,imperative,hstu2-'i2,hstu'i
390,he/she is opening it,infinitive,hstu2-'i21hst,hstu'iihst
392,he/she is sandwiching it,present,hstv23ha3l-hv2hsk,hstvvhal'hvhsk
392,he/she is sandwiching it,present_1sg,hstv23ha3l-hv2hsk,hstvvhal'hvhsk
392,he/she is sandwiching it,imperfective,hstv23ha3l-hv2hsk,hstvvhal'hvhsk
392,he/she is sandwiching it,perfective,hstv23ha3l-ha2n,hstvvhal'han
392,he/she is sandwiching it,imperative,hstv22ha2l-hv21ka2,hstvvhalhvvka
392,he/she is sandwiching it,infinitive,hstv23ha3l-ht,hstvvhal'ht
400,he/she is reprimanding him/her,present,hska32-k,hska'k
400,he/she is reprimanding him/her,present_1sg,hska32-k,hska'k
400,he/she is reprimanding him/her,imperfective,hska32-k,hska'k
400,he/she is reprimanding him/her,perfective,hska32-ts,hska'ts
400,he/she is reprimanding him/her,imperative,hska21-ki2,hskaaki
400,he/she is reprimanding him/her,infinitive,hska21-yhst,hskaayhst
405,he/she is committing a crime,present,hska2nv32-k,hskanv'k
405,he/she is committing a crime,present_1sg,hska2nv32-k,hskanv'k
405,he/she is committing a crime,imperfective,hska2nv32-k,hskanv'k
405,he/she is committing a crime,perfective,hska2nv32-ts,hskanv'ts
405,he/she is committing a crime,imperative,hska2nv21-ki2,hskanvvki
405,he/she is committing a crime,infinitive,hska2nv21-yhst,hskanvvyhst
411,he/she is gnawing it,present,hsko22k-i3',hskooki'
411,he/she is gnawing it,present_1sg,hsko22k-i3',hskooki'
411,he/she is gnawing it,imperfective,hsko22k-i32hsk,hskookiihsk
411,he/she is gnawing it,perfective,hsko33k-,hskoo'k
411,he/she is gnawing it,perfective,hsko33k-,hskook'
411,he/she is gnawing it,imperative,hsko23k-a2,hskooka
411,he/she is gnawing it,infinitive,hsko23k-i32hst,hskookii'hst
411,he/she is gnawing it,infinitive,hsko23k-i32hst,hskooki'hst
412,he/she is mourning for him/her,present,hsko23n-hi3h,hskoonhih'
412,he/she is mourning for him/her,present_1sg,hsko23n-hi3h,hskoonhih'
412,he/she is mourning for him/her,imperfective,hsko23n-hi3h,hskoonhih'
412,he/she is mourning for him/her,perfective,hsko23n-hi3l,hskoonhil'
412,he/she is mourning for him/her,imperative,hsko23n-hka2,hskoonhka
412,he/she is mourning for him/her,infinitive,hsko23n-hst,hskoonhst
416,it’s fading,present,hsko23lv32-k,hskoolvv'k
416,it’s fading,present,hsko23lv32-k,hskoolv'k
416,it’s fading,imperfective,hsko23lv32-k,hskoolvv'k
416,it’s fading,imperfective,hsko23lv32-k,hskoolv'k
416,it’s fading,perfective,hsko23lv32-ts,hskoolvv'ts
416,it’s fading,perfective,hsko23lv32-ts,hskoolv'ts
416,it’s fading,infinitive,hsko23lv32-yhst,hskoolvv'yhst
416,it’s fading,infinitive,hsko23lv32-yhst,hskoolv'yhst
419,he/she is finishing it,present,hskw-a2t-i33',hskwatii'
419,he/she is finishing it,present_1sg,hskw-a2t-i3',hskwati'
419,he/she is finishing it,imperfective,hskw-a2t-i32hsk,hskwati'hsk
419,he/she is finishing it,perfective,hskw-a3t-,hskwat'
419,he/she is finishing it,imperative,hskw-a2t-a2,hskwata
419,he/she is finishing it,infinitive,hskw-a2t-i21hst,hskwatiihst
421,he/she is catching him/her,present,hskwa32lh-e2',hskwa'lhee'
421,he/she is catching him/her,present,hskwa32lh-e2',hskwa'lhe'
421,he/she is catching him/her,present_1sg,hskwa32lh-e2',hskwa'lhee'
421,he/she is catching him/her,present_1sg,hskwa32lh-e2',hskwa'lhe'
421,he/she is catching him/her,imperfective,hskwa32lh-e21hsk,hskwa'lhee'hsk
421,he/she is catching him/her,imperfective,hskwa32lh-e21hsk,hskwa'lhe'hsk
421,he/she is catching him/her,perfective,hskwa32lh-e21hs,hskwa'lhee'hs
421,he/she is catching him/her,perfective,hskwa32lh-e21hs,hskwa'lhe'hs
421,he/she is catching him/her,imperative,hskwa21lh-a2ki2,hskwaalhaki
421,he/she is catching him/her,infinitive,hskwa21lh-e21hst,hskwaalheehst
423,it’s getting shorter,present,hskwa2lo32-k,hskwalo'k
423,it’s getting shorter,present_1sg,hskwa2lo32-k,hskwalo'k
423,it’s getting shorter,imperfective,hskwa2lo32-k,hskwalo'k
423,it’s getting shorter,perfective,hskwa2lo32-ts,hskwalo'ts
423,it’s getting shorter,imperative,hskwa2lo21-ki2,hskwalooki
423,it’s getting shorter,infinitive,hskwa2lo21-yhst,hskwalooyhst
424,he/she is breaking it,present,hskwa32l-hsk,hskwa'lhsk
424,he/she is breaking it,present_1sg,hskwa32l-hsk,hskwa'lhsk
424,he/she is breaking it,imperfective,hskwa32l-hsk,hskwa'lhsk
424,he/she is breaking it,perfective,hskwa32l-hs,hskwa'lhs
424,he/she is breaking it,imperative,hskwa2l-a2,hskwala
424,he/she is breaking it,infinitive,hskwa21l-hst,hskwaalhst
425,he/she is hitting him/her on the head with it,present,hskwa2l-v33n-i2h,hskwalvv'nih
425,he/she is hitting him/her on the head with it,present,hskwa2l-v33n-i2h,hskwalvvn'ih
425,he/she is hitting him/her on the head with it,present_1sg,hskwa2l-v33n-i2h,hskwalvv'nih
425,he/she is hitting him/her on the head with it,present_1sg,hskwa2l-v33n-i2h,hskwalvvn'ih
425,he/she is hitting him/her on the head with it,imperfective,hskwa2l-v33n-i2h,hskwalvv'nih
425,he/she is hitting him/her on the head with it,imperfective,hskwa2l-v33n-i2h,hskwalvvn'ih
425,he/she is hitting him/her on the head with it,perfective,hskwa2l-v23n-i32l,hskwalvvnii'l
425,he/she is hitting him/her on the head with it,perfective,hskwa2l-v23n-i32l,hskwalvvni'l
425,he/she is hitting him/her on the head with it,imperative,hskwa2l-v22n-i21ka2,hskwalvvniika
425,he/she is hitting him/her on the head with it,infinitive,hskwa2l-v23n-i32hst,hskwalvvnii'hst
425,he/she is hitting him/her on the head with it,infinitive,hskwa2l-v23n-i32hst,hskwalvvni'hst
427,he/she is amazed,present,hskwa2ni2ko23-hsk,hskwanikoohsk
427,he/she is amazed,present_1sg,hskwa2ni2ko23-hsk,hskwanikoohsk
427,he/she is amazed,imperfective,hskwa2ni2ko23-hsk,hskwanikoohsk
427,he/she is amazed,perfective,hskwa2ni2ko23-hs,hskwanikoohs
427,he/she is amazed,imperative,hskwa2ni2ko23-hi2,hskwanikoohi
427,he/she is amazed,infinitive,hskwa2ni2ko23-hi3hst,hskwanikoohih'st
429,he/she is hitting him/her on the abdomen with it,present,hskwo22ha2l-v33n-i2h,hskwoohalvv'nih
429,he/she is hitting him/her on the abdomen with it,present,hskwo22ha2l-v33n-i2h,hskwoohalvvn'ih
429,he/she is hitting him/her on the abdomen with it,present_1sg,hskwo22ha2l-v33n-i2h,hskwoohalvv'nih
429,he/she is hitting him/her on the abdomen with it,present_1sg,hskwo22ha2l-v33n-i2h,hskwoohalvvn'ih
429,he/she is hitting him/her on the abdomen with it,imperfective,hskwo22ha2l-v33n-i2h,hskwoohalvv'nih
429,he/she is hitting him/her on the abdomen with it,imperfective,hskwo22ha2l-v33n-i2h,hskwoohalvvn'ih
429,he/she is hitting him/her on the abdomen with it,perfective,hskwo22ha2l-v23n-i32l,hskwoohalvvnii'l
429,he/she is hitting him/her on the abdomen with it,perfective,hskwo22ha2l-v23n-i32l,hskwoohalvvni'l
429,he/she is hitting him/her on the abdomen with it,imperative,hskwo22ha2l-v22n-i21ka2,hskwoohalvvniika
429,he/she is hitting him/her on the abdomen with it,infinitive,hskwo22ha2l-v23n-i32hst,hskwoohalvvnii'hst
429,he/she is hitting him/her on the abdomen with it,infinitive,hskwo22ha2l-v23n-i32hst,hskwoohalvvni'hst
436,he/she is roping him/her,present,hslh-a2t-i3',hslhati'
436,he/she is roping him/her,present_1sg,hslh-a2t-i3',hslhati'
436,he/she is roping him/her,imperfective,hslh-a2t-i32hsk,hslhati'hsk
436,he/she is roping him/her,perfective,hslh-a3t-,hslhat'
436,he/she is roping him/her,imperative,hslh-a2t-a2,hslhata
436,he/she is roping him/her,infinitive,hslh-a2t-i21hst,hslhatiihst
441,he/she is wounding him/her,present,hso22n-v22hsk,hsoonvvhsk
441,he/she is wounding him/her,present_1sg,hso22n-v22hsk,hsoonvvhsk
441,he/she is wounding him/her,imperfective,hso22n-v22hsk,hsoonvvhsk
441,he/she is wounding him/her,perfective,hso22n-v22nh,hsoonvvnh
441,he/she is wounding him/her,imperative,hso22n-v23na2,hsoonvvna
441,he/she is wounding him/her,infinitive,hso22n-v22hst,hsoonvvhst
445,he/she is painting it,present,hsu23wh-i3hsk,hsuuwhih'sk
445,he/she is painting it,present_1sg,hsu23wh-i3hsk,hsuuwhih'sk
445,he/she is painting it,imperfective,hsu23wh-i3hsk,hsuuwhih'sk
445,he/she is painting it,perfective,hsu23wh-i3hs,hsuuwhih's
445,he/she is painting it,imperative,hsu23wh-a2,hsuuwha
445,he/she is painting it,infinitive,hsu23wh-i3hst,hsuuwhih'st
449,he/she is quitting,present,hsu22li2-ko33k,hsuulikoo'k
449,he/she is quitting,present,hsu22li2-ko33k,hsuulikook'
449,he/she is quitting,present_1sg,hsu22li2-ko33k,hsuulikoo'k
449,he/she is quitting,present_1sg,hsu22li2-ko33k,hsuulikook'
449,he/she is quitting,imperfective,hsu22li2-ko33k,hsuulikoo'k
449,he/she is quitting,imperfective,hsu22li2-ko33k,hsuulikook'
449,he/she is quitting,perfective,hsu22li2-ko33ts,hsuulikoo'ts
449,he/she is quitting,perfective,hsu22li2-ko33ts,hsuulikoot's
449,he/she is quitting,imperative,hsu22li2-ko2'i2,hsuuliko'i
449,he/she is quitting,infinitive,hsu22li2-ko2hst,hsuulikohst
455,it smells,present,hsv32-k,hsv'k
455,it smells,present_1sg,hsv32-k,hsv'k
455,it smells,imperfective,hsv32-k,hsv'k
459,he/she is drinking it up,present,hsv2-hv3hsk,hsvhvh'sk
459,he/she is drinking it up,present_1sg,hsv2-hv3hsk,hsvhvh'sk
459,he/she is drinking it up,imperfective,hsv2-hv3hsk,hsvhvh'sk
459,he/she is drinking it up,perfective,hsv2-nh,hsvnh
459,he/she is drinking it up,imperative,hsv2-nha2,hsvnha
459,he/she is drinking it up,infinitive,hsv3-hv3hst,hsvh'vhst
464,he/she is mooring a boat,present,tha2l-a2t-i3',thalati'
464,he/she is mooring a boat,present_1sg,tha2l-a2t-i3',thalati'
464,he/she is mooring a boat,imperfective,tha2l-a2t-i32hsk,thalati'hsk
464,he/she is mooring a boat,perfective,tha2l-a3t-,thalat'
464,he/she is mooring a boat,imperative,tha2l-a2t-a2,thalata
464,he/she is mooring a boat,infinitive,tha2l-a2t-i21hst,thalatiihst
472,he/she is kissing him/her,present,tha2we23to3-'v2hsk,thaweetoo'vhsk
472,he/she is kissing him/her,present,tha2we23to3-'v2hsk,thaweeto'vhsk
472,he/she is kissing him/her,present_1sg,ta2we23to3-'v2hsk,taweetoo'vhsk
472,he/she is kissing him/her,present_1sg,ta2we23to3-'v2hsk,taweeto'vhsk
472,he/she is kissing him/her,imperfective,tha2we23to3-'v2hsk,thaweetoo'vhsk
472,he/she is kissing him/her,imperfective,tha2we23to3-'v2hsk,thaweeto'vhsk
472,he/she is kissing him/her,perfective,tha2we23to32-n,thaweetoo'n
472,he/she is kissing him/her,perfective,tha2we23to32-n,thaweeto'n
472,he/she is kissing him/her,imperative,ta2we22to2-'v21ka2,taweeto'vvka
472,he/she is kissing him/her,infinitive,tha2we23to32-t,thaweetoo't
472,he/she is kissing him/her,infinitive,tha2we23to32-t,thaweeto't
474,he/she is asking for it,present,tha2yo22-hi3h,thayoohih
474,he/she is asking for it,present_1sg,tha2yo22-hi3h,thayoohih
474,he/she is asking for it,imperfective,tha2yo22-hi2h,thayoohih
474,he/she is asking for it,perfective,tha2yo22-lh,thayoolh
474,he/she is asking for it,imperative,tha2yo23-ha2,thayooha
474,he/she is asking for it,infinitive,tha2yo22-hst,thayoohst
477,he/she is shaking him/her,present,the33l-v22hv3hsk,thee'lvvhvh'sk
477,he/she is shaking him/her,present,the33l-v22hv3hsk,theel'vvhvh'sk
477,he/she is shaking him/her,present_1sg,the33l-v22hv3hsk,thee'lvvhvh'sk
477,he/she is shaking him/her,present_1sg,the33l-v22hv3hsk,theel'vvhvh'sk
477,he/she is shaking him/her,imperfective,the33l-v22hv2hsk,thee'lvvhvhsk
477,he/she is shaking him/her,imperfective,the33l-v22hv2hsk,theel'vvhvhsk
477,he/she is shaking him/her,perfective,the33l-v22nh,thee'lvvnh
477,he/she is shaking him/her,perfective,the33l-v22nh,theel'vvnh
477,he/she is shaking him/her,imperative,the21l-v23na2,theelvvna
477,he/she is shaking him/her,infinitive,the21l-ht,theelht
493,he/she is promising,present,thu3'i2hst-i3h,thu'ihstih'
493,he/she is promising,present_1sg,thu3'i2hst-i3h,thu'ihstih'
493,he/she is promising,imperfective,thu3'i2hst-i23hsk,thu'ihstiihsk
493,he/she is promising,perfective,thu3'i2hst-ha3n,thu'ihsthan'
493,he/she is promising,imperative,thu2'i2hst-a2,thu'ihsta
493,he/she is promising,infinitive,thu2'i2hst-o3ht,thu'ihstoh't
502,he/she is inside,present,y-a3',ya'
502,he/she is inside,present_1sg,y-a3',ya'
502,he/she is inside,imperfective,y-a3',ya'
507,he/she is waking up,present,ye33-k,yee'k
507,he/she is waking up,present,ye33-k,yeek'
507,he/she is waking up,present_1sg,ye33-k,yee'k
507,he/she is waking up,present_1sg,ye33-k,yeek'
507,he/she is waking up,imperfective,ye33-k,yee'k
507,he/she is waking up,imperfective,ye33-k,yeek'
507,he/she is waking up,perfective,ye33-ts,yee'ts
507,he/she is waking up,perfective,ye33-ts,yeet's
507,he/she is waking up,imperative,ye21-ki2,yeeki
507,he/she is waking up,infinitive,ye2-'i2hst,ye'ihst
509,he/she is waking him/her up,present,ye33'i2hst-i3h,yee'ihstih'
509,he/she is waking him/her up,present_1sg,ye33'i2hst-i3h,yee'ihstih'
509,he/she is waking him/her up,imperfective,ye33'i2hst-i23hsk,yee'ihstiihsk
509,he/she is waking him/her up,perfective,ye33'i2hst-ha3n,yee'ihsthan'
509,he/she is waking him/her up,imperative,ye2'i2hst-a2,ye'ihsta
509,he/she is waking him/her up,infinitive,ye2'i2hst-o3ht,ye'ihstoh't
511,he/she is putting him/her inside,present,yht-i3h,yhtih'
511,he/she is putting him/her inside,present_1sg,yv21t-i3h,yvvtih
511,he/she is putting him/her inside,imperfective,yht-i23hsk,yhtiihsk
511,he/she is putting him/her inside,perfective,yht-ha2n,yhthan
511,he/she is putting him/her inside,imperative,yv21t-a2,yvvta
511,he/she is putting him/her inside,infinitive,yht-o3ht,yhtoh't
513,he/she is getting it,present,y-i3h,yih'
513,he/she is getting it,present_1sg,y-i33',yii'
513,he/she is getting it,imperfective,y-i23hsk,yiihsk
513,he/she is getting it,perfective,y-v22h,yvvh
513,he/she is getting it,imperative,y-a2,ya
513,he/she is getting it,infinitive,y-ht,yht
515,it’s breaking,present,yo33-k,yoo'k
515,it’s breaking,present,yo33-k,yook'
515,it’s breaking,present_1sg,yo33-k,yoo'k
515,it’s breaking,present_1sg,yo33-k,yook'
515,it’s breaking,imperfective,yo33-k,yoo'k
515,it’s breaking,imperfective,yo33-k,yook'
515,it’s breaking,perfective,yo33-ts,yoo'ts
515,it’s breaking,perfective,yo33-ts,yoot's
515,it’s breaking,imperative,yo21-ki2,yooki
515,it’s breaking,infinitive,yo21-yhst,yooyhst
516,he/she is shooting him/her,present,yo22-hi3h,yoohih
516,he/she is shooting him/her,present_1sg,yo2-'i3h,yo'ih'
516,he/she is shooting him/her,imperfective,yo22-hi2h,yoohih
516,he/she is shooting him/her,perfective,yo22-lh,yoolh
516,he/she is shooting him/her,imperative,yo2-'a2,yo'a
516,he/she is shooting him/her,infinitive,yo22-hst,yoohst
519,he/she is whittling it,present,yo22l-hv3hsk,yoolhvhsk
519,he/she is whittling it,present_1sg,yo21l-v3hsk,yoolvhsk
519,he/she is whittling it,imperfective,yo22l-hv3hsk,yoolhvhsk
519,he/she is whittling it,perfective,yo22l-ha3n,yoolhan
519,he/she is whittling it,imperative,yo22l-hv21ka2,yoolhvvka
519,he/she is whittling it,infinitive,yo22l-hv3hst,yoolhvhst
523,he/she is greeting him/her,present,yo33l-i2h,yoo'lih
523,he/she is greeting him/her,present,yo33l-i2h,yool'ih
523,he/she is greeting him/her,present_1sg,yo33l-i2h,yoo'lih
523,he/she is greeting him/her,present_1sg,yo33l-i2h,yool'ih
523,he/she is greeting him/her,imperfective,yo33l-i2h,yoo'lih
523,he/she is greeting him/her,imperfective,yo33l-i2h,yool'ih
523,he/she is greeting him/her,perfective,yo23l-i32l,yoolii'l
523,he/she is greeting him/her,perfective,yo23l-i32l,yooli'l
523,he/she is greeting him/her,imperative,yo22l-i2ka2,yoolika
523,he/she is greeting him/her,infinitive,yo23l-i32hst,yoolii'hst
523,he/she is greeting him/her,infinitive,yo23l-i32hst,yooli'hst
524,he/she is breaking it,present,yo33hst-i2h,yoo'hstih
524,he/she is breaking it,present,yo33hst-i2h,yooh'stih
524,he/she is breaking it,present_1sg,yo33hst-i2h,yoo'hstih
524,he/she is breaking it,present_1sg,yo33hst-i2h,yooh'stih
524,he/she is breaking it,imperfective,yo33hst-i22hsk,yoo'hstiihsk
524,he/she is breaking it,imperfective,yo33hst-i22hsk,yooh'stiihsk
524,he/she is breaking it,perfective,yo33hst-ha2n,yoo'hsthan
524,he/she is breaking it,perfective,yo33hst-ha2n,yooh'sthan
524,he/she is breaking it,imperative,yo21hst-a2,yoohsta
524,he/she is breaking it,infinitive,yo21hst-o3ht,yoohstoht
526,he/she is destroying it,present,yo33hstha2n-o3hv3hsk,yoo'hsthanoh'vhsk
526,he/she is destroying it,present,yo33hstha2n-o3hv3hsk,yooh'sthanoh'vhsk
526,he/she is destroying it,present_1sg,yo33hstha2n-o3hv3hsk,yoo'hsthanoh'vhsk
526,he/she is destroying it,present_1sg,yo33hstha2n-o3hv3hsk,yooh'sthanoh'vhsk
526,he/she is destroying it,imperfective,yo33hstha2n-o3hv3hsk,yoo'hsthanoh'vhsk
526,he/she is destroying it,imperfective,yo33hstha2n-o3hv3hsk,yooh'sthanoh'vhsk
526,he/she is destroying it,perfective,yo33hstha2n-o3nh,yoo'hsthanon'h
526,he/she is destroying it,perfective,yo33hstha2n-o3nh,yooh'sthanon'h
526,he/she is destroying it,imperative,yo21hstha2n-o2nha2,yoohsthanonha
526,he/she is destroying it,infinitive,yo21hstha2n-o3hv3hst,yoohsthanoh'vhst
529,he/she is entering it,present,yv22-hi3h,yvvhih
529,he/she is entering it,present_1sg,yv2-'i3h,yv'ih'
529,he/she is entering it,imperfective,yv22-hi2h,yvvhih
529,he/she is entering it,perfective,yv22-lh,yvvlh
529,he/she is entering it,imperative,yv23-ha2,yvvha
529,he/she is entering it,infinitive,yv22-hst,yvvhst
530,he/she is finding it,present,yv22wha2hth-i3h,yvvwhahthih'
530,he/she is finding it,present_1sg,yv21wa2hth-i3h,yvvwahthih'
530,he/she is finding it,imperfective,yv22wha2hth-i23hsk,yvvwhahthiihsk
530,he/she is finding it,perfective,yv22wha2hth-v22h,yvvwhahthvvh
530,he/she is finding it,imperative,yv22wha2hth-a2,yvvwhahtha
530,he/she is finding it,infinitive,yv22wha2hth-v2ht,yvvwhahthvht
531,he/she is taking it somewhere,present,yv22whi22t-i3h,yvvwhiitih
531,he/she is taking it somewhere,present_1sg,yv21wi22t-i3h,yvvwiitih
531,he/she is taking it somewhere,imperfective,yv22whi22t-i23hsk,yvvwhiitiihsk
531,he/she is taking it somewhere,perfective,yv22whi22t-v22h,yvvwhiitvvh
531,he/she is taking it somewhere,imperative,yv22whi23t-a2,yvvwhiita
531,he/she is taking it somewhere,infinitive,yv22whi22t-ht,yvvwhiitht
742,he/she is walking around,present,e21t-o33h,eetooh'
742,he/she is walking around,present_1sg,e23t-o32h,eetoo'h
742,he/she is walking around,present_1sg,e23t-o32h,eeto'h
742,he/she is walking around,imperfective,e21t-o33h,eetooh'
742,he/she is walking around,perfective,e23t-o32l,eetoo'l
742,he/she is walking around,perfective,e23t-o32l,eeto'l
742,he/she is walking around,imperative,e23t-a2,eeta
742,he/she is walking around,infinitive,e22t-a21hst,eetaahst
746,he/she lives,present,-e23h,eeh
746,he/she lives,present_1sg,-e33',ee'
746,he/she lives,imperfective,-e21h,eeh
746,he/she lives,imperative,-e22he33hsti2,eeheeh'sti
752,he/she thinks so,present,e21l-i3',eeli'
752,he/she thinks so,present_1sg,e22l-i3',eeli'
752,he/she thinks so,imperfective,e21l-i32hsk,eeliihsk
752,he/she thinks so,perfective,e22l-i32hs,eeliihs
752,he/she thinks so,imperative,e23l-a2,eela
752,he/she thinks so,infinitive,e22l-i21hst,eeliihst
757,he/she is straightening it,present,tshi2no22-hs-i3h,tshinoohsih
757,he/she is straightening it,present_1sg,tshi2no22-hs-i3h,tshinoohsih
757,he/she is straightening it,imperfective,tshi2no22-hs-i23hsk,tshinoohsiihsk
757,he/she is straightening it,perfective,tshi2no22-hs-a2nh,tshinoohsanh
