corpus_id,definition,class,present,present_1sg,imperfective,perfective,imperative,infinitive,consensus_root,metathesis_involved,set_a_b,stem_type,metathesis_strategy,ka_variant,long_start,aki_1st,uwa_v,3rd_person_object,translocutive,translocutive_imp_only,partitive,distributive,distributive_fut_prog
270,he/she is going down-hill,sk-s-hi-hihst,khso,kahso,khso,khso,khso,khso,khso,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
270,he/she is going down-hill,sk-s-hst[imp2],khso,kahso,khso,khso,khso,khsohi,khso,False,a,con,none,False,False,False,False,False,False,False,False,False,False
270,he/she is going down-hill,sk-s-hst[imp2],khso,kahso,khso,khso,khso,khsohi,khso,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
270,he/she is going down-hill,sk-s-hst,khso,kahso,khso,khso,khsohi,khsohi,khso,False,a,con,none,False,False,False,False,False,False,False,False,False,False
270,he/she is going down-hill,sk-s-hst,khso,kahso,khso,khso,khsohi,khsohi,khso,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,con,none,False,False,False,False,False,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,con,none,False,True,False,False,False,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,aspirated,none,False,True,False,False,False,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,con,none,False,False,False,False,False,False,True,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,con,none,False,True,False,False,False,False,True,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,aspirated,none,False,False,False,False,False,False,True,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,aspirated,none,False,True,False,False,False,False,True,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,con,none,False,False,False,False,True,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,con,none,False,False,False,False,True,False,True,False,False,False
273,he/she knows how,stative-h,khtha,katha,khtha,,,,khtha,False,a,aspirated,none,False,False,False,False,True,False,True,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,con,none,False,False,False,False,False,False,False,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,con,none,False,True,False,False,False,False,False,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,aspirated,none,False,True,False,False,False,False,False,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,con,none,False,False,False,False,False,False,True,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,con,none,False,True,False,False,False,False,True,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,aspirated,none,False,False,False,False,False,False,True,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,aspirated,none,False,True,False,False,False,False,True,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,con,none,False,False,False,False,True,False,False,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,con,none,False,False,False,False,True,False,True,False,False,False
273,he/she knows how,stative,khthah,kathah,khthah,,,,khthah,False,a,aspirated,none,False,False,False,False,True,False,True,False,False,False
276,he/she is turning back,v-vhs,akhthah,akathah,akhthah,akhthah,akhthah,akhthah,akhthah,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
277,he/she is winking,cause,akhthahst,akathahst,akhthahst,akhthahst,akhthahst,akhthahst,akhthahst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
277,he/she is winking,cause[perf3],akhthahst,akathahst,akhthahst,akhthahsth,akhthahst,akhthahst,akhthahst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
277,he/she is winking,cause[pres2],akhthahstih,akathahstih,akhthahst,akhthahst,akhthahst,akhthahst,akhthahstih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
277,he/she is winking,cause[pres2-perf3],akhthahstih,akathahstih,akhthahst,akhthahsth,akhthahst,akhthahst,akhthahstih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
278,he/she is hitting him/her on the eye,hvsk-nh,khthelu,kathelu,khthelu,khthelu,kathelu,khthelu,khthelu,False,a,con,none,False,False,False,False,True,False,False,False,False,False
278,he/she is hitting him/her on the eye,hvsk-nh,khthelu,kathelu,khthelu,khthelu,kathelu,khthelu,khthelu,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
278,he/she is hitting him/her on the eye,hvsk-nh[inf2],khthelu,kathelu,khthelu,khthelu,kathelu,khthelu,khthelu,False,a,con,none,False,False,False,False,True,False,False,False,False,False
278,he/she is hitting him/her on the eye,hvsk-nh[inf2],khthelu,kathelu,khthelu,khthelu,kathelu,khthelu,khthelu,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
280,he/she is looking around,be-at-weak,khthen,kathen,khthen,khthen,khthenak,khthen,khthen,False,a,con,none,False,False,False,False,False,False,False,False,False,False
280,he/she is looking around,be-at-weak,khthen,kathen,khthen,khthen,khthenak,khthen,khthen,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
280,he/she is looking around,oh-ol[inf2],khthen,kathen,khthen,khthen,khthen,khthena,khthen,False,a,con,none,False,False,False,False,False,False,False,False,False,False
280,he/she is looking around,oh-ol[inf2],khthen,kathen,khthen,khthen,khthen,khthena,khthen,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
280,he/she is looking around,oh-ol[inf3],khthen,kathen,khthen,khthen,khthen,khthen,khthen,False,a,con,none,False,False,False,False,False,False,False,False,False,False
280,he/she is looking around,oh-ol[inf3],khthen,kathen,khthen,khthen,khthen,khthen,khthen,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
281,he/she is peeking through,cause[perf2],akhth,akath,akhth,akhth,akhth,akhth,akhth,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
281,he/she is peeking through,cause[pres2-perf2],akhthih,akathih,akhth,akhth,akhth,akhth,akhthih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
286,he/she is becoming wise,sk-s-hi-hihst,khthohv,kathohv,khthohv,khthohv,khtho'v,khtho'v,khthohv,False,a,con,none,False,False,False,False,False,False,False,False,False,False
286,he/she is becoming wise,sk-s-hi-hihst,khthohv,kathohv,khthohv,khthohv,khtho'v,khtho'v,khthohv,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
286,he/she is becoming wise,sk-s-hst[imp2],khthohv,kathohv,khthohv,khthohv,khtho'v,khtho'vhi,khthohv,False,a,con,none,False,False,False,False,False,False,False,False,False,False
286,he/she is becoming wise,sk-s-hst[imp2],khthohv,kathohv,khthohv,khthohv,khtho'v,khtho'vhi,khthohv,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
286,he/she is becoming wise,sk-s-hst,khthohv,kathohv,khthohv,khthohv,khtho'vhi,khtho'vhi,khthohv,False,a,con,none,False,False,False,False,False,False,False,False,False,False
286,he/she is becoming wise,sk-s-hst,khthohv,kathohv,khthohv,khthohv,khtho'vhi,khtho'vhi,khthohv,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
288,he/she is looking at him/her,cause[pres2],akhthohst,akathohst,akhthohst,akhthohst,akathohst,akhthohst,akhthohst,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
288,he/she is looking at him/her,cause[pres2-perf3],akhthohst,akathohst,akhthohst,akhthohsth,akathohst,akhthohst,akhthohst,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
290,he/she is going through it,sk-s-hi-hihst,khthvle,kathvle,khthvle,khthvle,khthvle,khthvle,khthvle,False,a,con,none,False,False,False,False,False,False,False,False,False,False
290,he/she is going through it,sk-s-hi-hihst,khthvle,kathvle,khthvle,khthvle,khthvle,khthvle,khthvle,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
290,he/she is going through it,sk-s-hst[imp2],khthvle,kathvle,khthvle,khthvle,khthvle,khthvlehi,khthvle,False,a,con,none,False,False,False,False,False,False,False,False,False,False
290,he/she is going through it,sk-s-hst[imp2],khthvle,kathvle,khthvle,khthvle,khthvle,khthvlehi,khthvle,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
290,he/she is going through it,sk-s-hst,khthvle,kathvle,khthvle,khthvle,khthvlehi,khthvlehi,khthvle,False,a,con,none,False,False,False,False,False,False,False,False,False,False
290,he/she is going through it,sk-s-hst,khthvle,kathvle,khthvle,khthvle,khthvlehi,khthvlehi,khthvle,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
291,he/she is dipping liquid,rev-gi,khu,'ku,khu,khu,khu,khu,khu,False,a,con,none,False,False,False,False,False,False,False,False,False,False
291,he/she is dipping liquid,rev-gi,khu,'ku,khu,khu,khu,khu,khu,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
291,he/she is dipping liquid,rev-i,khuk,'kuk,khuk,khuk,khuk,khuk,khuk,False,a,con,none,False,False,False,False,False,False,False,False,False,False
291,he/she is dipping liquid,rev-i,khuk,'kuk,khuk,khuk,khuk,khuk,khuk,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
293,he/she is paying it,ih-vh,akwhiy,akwiy,akwhiy,akwhiy,akwhiy,akwhiy,akwhiy,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
294,he/she is paying him/her,apl,akwhiyv',akwiyv',akwhiyv',akwhiyv',akwiyv,akwhiyv',akwhiyv',False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
294,he/she is paying him/her,apl[imp2],akwhiyv',akwiyv',akwhiyv',akwhiyv',akwiyv,akwhiyv',akwhiyv',False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
296,he/she is tromping on him/her,apl-active-lh,alahsta',alahsta',alahsta',alahsta',alahsta',alahsta',alahsta',False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
297,he/she is stepping on him/her,vsk,alahst,alahst,alahst,alahst,alahstv',alahst,alahst,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
297,he/she is stepping on him/her,vsk[imp2],alahst,alahst,alahst,alahst,alahst,alahst,alahst,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
298,he/she is playing ball,ih-vh,alahskal,alahskal,alahskal,alahskal,alahskal,alahskal,alahskal,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
300,he/she is taking a step,v-vhs,alahsk,alahsk,alahsk,alahsk,alahsk,alahsk,alahsk,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
305,he/she is placing it in an upright position,cause,aleht,alet,aleht,aleht,aleht,aleht,aleht,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
305,he/she is placing it in an upright position,cause[perf3],aleht,alet,aleht,alehth,aleht,aleht,aleht,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
305,he/she is placing it in an upright position,cause[pres2],alehtih,aletih,aleht,aleht,aleht,aleht,alehtih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
305,he/she is placing it in an upright position,cause[pres2-perf3],alehtih,aletih,aleht,alehth,aleht,aleht,alehtih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
306,he/she is standing in a certain spot,hvsk-nh,ale,ale,ale,ale,ale,ale,ale,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
306,he/she is standing in a certain spot,hvsk-nh[inf2],ale,ale,ale,ale,ale,ale,ale,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
307,he/she is stopping,cause,alewhihst,alewihst,alewhihst,alewhihst,alewhihst,alewhihst,alewhihst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
307,he/she is stopping,cause[perf3],alewhihst,alewihst,alewhihst,alewhihsth,alewhihst,alewhihst,alewhihst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
307,he/she is stopping,cause[pres2],alewhihstih,alewihstih,alewhihst,alewhihst,alewhihst,alewhihst,alewhihstih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
307,he/she is stopping,cause[pres2-perf3],alewhihstih,alewihstih,alewhihst,alewhihsth,alewhihst,alewhihst,alewhihstih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
308,he/she is stopping him/her,cause,alewhihstoht,alewihstoht,alewhihstoht,alewhihstoht,alewihstoht,alewhihstoht,alewhihstoht,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
308,he/she is stopping him/her,cause[perf3],alewhihstoht,alewihstoht,alewhihstoht,alewhihstohth,alewihstoht,alewhihstoht,alewhihstoht,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
308,he/she is stopping him/her,cause[pres2],alewhihstohtih,alewihstohtih,alewhihstoht,alewhihstoht,alewihstoht,alewhihstoht,alewhihstohtih,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
308,he/she is stopping him/her,cause[pres2-perf3],alewhihstohtih,alewihstohtih,alewhihstoht,alewhihstohth,alewihstoht,alewhihstoht,alewhihstohtih,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
309,he/she is starting,ih-vh,alen,alen,alen,alen,alen,alen,alen,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
311,it’s boiling,ih-vh,alitl,,alitl,alitl,,alil,alitl,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
311,it’s boiling,ih-vh,alitl,,alitl,alitl,,alil,alitl,False,a,vowel_a,none,False,False,False,False,False,False,True,False,False,False
311,it’s boiling,ih-vh,alitl,,alitl,alitl,,alil,alitl,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
311,it’s boiling,ih-vh,alitl,,alitl,alitl,,alil,alitl,False,a,vowel_a,none,False,False,False,False,True,False,True,False,False,False
311,it’s boiling,stative,alitlih,,alitlihsk,alitlvh,,alil,alitlih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
311,it’s boiling,stative,alitlih,,alitlihsk,alitlvh,,alil,alitlih,False,a,vowel_a,none,False,False,False,False,False,False,True,False,False,False
311,it’s boiling,stative,alitlih,,alitlihsk,alitlvh,,alil,alitlih,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
311,it’s boiling,stative,alitlih,,alitlihsk,alitlvh,,alil,alitlih,False,a,vowel_a,none,False,False,False,False,True,False,True,False,False,False
314,he/she is thanking him/her,apl,alihelitsh,ali'elitsh,alihelitsh,alihelitsh,ali'elitshi,alihelitsh,alihelitsh,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
314,he/she is thanking him/her,apl[imp2],alihelitsh,ali'elitsh,alihelitsh,alihelitsh,ali'elitshi,alihelitsh,alihelitsh,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
314,he/she is thanking him/her,apl[imp3],alihelitsh,ali'elitsh,alihelitsh,alihelitsh,ali'elitsh,alihelitsh,alihelitsh,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
315,he/she is happy,become,aliheli,ali'eli,aliheli,aliheli,aliheli,aliheli,aliheli,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
315,he/she is happy,become[inf4],aliheli,ali'eli,aliheli,aliheli,aliheli,alihel,aliheli,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
317,he/she is exchanging it,i-a-i,ali'it,ali'it,ali'it,ali'it,ali'it,ali'it,ali'it,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
317,he/she is exchanging it,long-no-a,ali'i,ali'i,ali'i,ali'i,ali'i,ali'i,ali'i,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
318,he/she is running away,rev-i,alith,alith,alith,alith,alith,alith,alith,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
320,he/she is taking his/her ring off,rev-gi,aliyehsuhsth,aliyehsuhsth,aliyehsuhsth,aliyehsuhsth,aliyehsuhsth,aliyehsuhsth,aliyehsuhsth,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
320,he/she is taking his/her ring off,rev-i,aliyehsuhsthk,aliyehsuhsthk,aliyehsuhsthk,aliyehsuhsthk,aliyehsuhsthk,aliyehsuhsthk,aliyehsuhsthk,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
322,he/she is putting a ring on his/her finger,hvsk-han[inf2],aliyehsuhst,aliyehsuhst,aliyehsuhst,aliyehsuhst,aliyehsuhst,aliyehsuhst,aliyehsuhst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
324,he/she is spitting,sk-h,altsikw,altsikw,altsikw,altsikw,altsikw,altsikw,altsikw,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
324,he/she is spitting,sk-h[imp2],altsikw,altsikw,altsikw,altsikw,altsikwha,altsikw,altsikw,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
325,he/she is ascending,i-vka,alhsalat,alihsalat,alhsalat,alhsalat,alhsalat,alhsalat,alhsalat,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
327,he/she is eating a meal,hvsk-nh[inf2],alhstayv,alihstayv,alhstayv,alhstayv,alhstayv,alhstay,alhstayv,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
327,he/she is eating a meal,episodic,alhstay,alihstay,alhstay,alhstay,alhstay,alhstay,alhstay,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
329,he/she is helping,ih-vh,alhstel,alihstel,alhstel,alhstel,alhstel,alhstel,alhstel,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
330,he/she is taking off his/her cap,rev-e,alhstul,alihstul,alhstul,alhstul,alhstul,alhstul,alhstul,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
331,he/she is washing his/her hair,apl-active-a,alhstul,alihstul,alhstul,alhstul,alhstul,alhstul,alhstul,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
332,he/she is putting on a cap,i-vka,alhstul,alihstul,alhstul,alhstul,alhstul,alhstul,alhstul,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
334,he/she is taking a seat,husk,alhstvl,alihstvl,alhstvl,alhstvl,alhstvl,alhstvl,alhstvl,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
335,he/she is shaking his/her head,hih-hil[inf2],alhstvn,alihstvn,alhstvn,alhstvn,alhstvn,alhstvn,alhstvn,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
336,he/she is dancing,rev-gi,alhs,alihs,alhs,alhs,alhs,alhs,alhs,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
336,he/she is dancing,rev-i,alhsk,alihsk,alhsk,alhsk,alhsk,alhsk,alhsk,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
337,he/she is permitting him/her,apl,alhskolhtan,alihskolhtan,alhskolhtan,alhskolhtan,alihskolhta,alhskolhtan,alhskolhtan,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
337,he/she is permitting him/her,apl[imp2],alhskolhtan,alihskolhtan,alhskolhtan,alhskolhtan,alihskolhta,alhskolhtan,alhskolhtan,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
338,he/she is nodding his/her head,sk-h,alhsku,alihsku,alhsku,alhskuy,alhskuy,alhsku,alhsku,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
338,he/she is nodding his/her head,sk-h-yh,alhsku,alihsku,alhsku,alhsku,alhsku,alhsku,alhsku,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
338,he/she is nodding his/her head,sk-h[imp2],alhsku,alihsku,alhsku,alhskuy,alhskuyha,alhsku,alhsku,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,con,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,i-a-i,alhskwat,,alhskwat,alhskwat,,alhskwat,alhskwat,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,con,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,i-a-i,alhskwat,,alhskwat,alhskwat,,alhskwat,alhskwat,False,a,vowel_a,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,aspirated,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,con,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,i-a-i,alhskwat,,alhskwat,alhskwat,,alhskwat,alhskwat,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,con,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,i-a-i,alhskwat,,alhskwat,alhskwat,,alhskwat,alhskwat,False,a,vowel_a,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,i-a-i,lhskwat,,lhskwat,lhskwat,,lhskwat,lhskwat,False,a,aspirated,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,con,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,long,alhskw,,alhskw,alhskw,,alhskw,alhskw,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,con,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,long,alhskw,,alhskw,alhskw,,alhskw,alhskw,False,a,vowel_a,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,aspirated,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,con,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,long,alhskw,,alhskw,alhskw,,alhskw,alhskw,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,con,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,long,alhskw,,alhskw,alhskw,,alhskw,alhskw,False,a,vowel_a,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,long,lhskw,,lhskw,lhskw,,lhskw,lhskw,False,a,aspirated,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,con,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,long-no-a,alhskwa,,alhskwa,alhskwa,,alhskwa,alhskwa,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,aspirated,none,False,False,False,False,False,False,False,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,con,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,long-no-a,alhskwa,,alhskwa,alhskwa,,alhskwa,alhskwa,False,a,vowel_a,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,aspirated,none,False,False,False,False,False,False,True,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,con,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,long-no-a,alhskwa,,alhskwa,alhskwa,,alhskwa,alhskwa,False,a,vowel_a,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,aspirated,none,False,False,False,False,True,False,False,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,con,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,long-no-a,alhskwa,,alhskwa,alhskwa,,alhskwa,alhskwa,False,a,vowel_a,none,False,False,False,False,True,False,True,False,False,False
339,it’s ending,long-no-a,lhskwa,,lhskwa,lhskwa,,lhskwa,lhskwa,False,a,aspirated,none,False,False,False,False,True,False,True,False,False,False
340,he/she is sticking his/her head out,i-vka,alhskwalut,alihskwalut,alhskwalut,alhskwalut,alhskwalut,alhskwalut,alhskwalut,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
341,he/she is taking his/her hat off,rev-gi,alhskwethuh,alihskwethuh,alhskwethuh,alhskwethuh,alhskwethuh,alhskwethuh,alhskwethuh,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
341,he/she is taking his/her hat off,rev-i,alhskwethuhk,alihskwethuhk,alhskwethuhk,alhskwethuhk,alhskwethuhk,alhskwethuhk,alhskwethuhk,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
342,he/she is putting his/her hat on,sk-h,alhskwethuhv,alihskwethuhv,alhskwethuhv,alhskwethun,alhskwethuhvk,alhskwethu,alhskwethuhv,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
342,he/she is putting his/her hat on,sk-h[imp2],alhskwethuhv,alihskwethuhv,alhskwethuhv,alhskwethun,alhskwethuhvka,alhskwethu,alhskwethuhv,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
344,he/she is setting a goal,cause,alhsohst,alihsohst,alhsohst,alhsohst,alhsohst,alhsohst,alhsohst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
344,he/she is setting a goal,cause[perf3],alhsohst,alihsohst,alhsohst,alhsohsth,alhsohst,alhsohst,alhsohst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
344,he/she is setting a goal,cause[pres2],alhsohstih,alihsohstih,alhsohst,alhsohst,alhsohst,alhsohst,alhsohstih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
344,he/she is setting a goal,cause[pres2-perf3],alhsohstih,alihsohstih,alhsohst,alhsohsth,alhsohst,alhsohst,alhsohstih,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
345,he/she is smelling it,cause,alhsvhst,alihsvhst,alhsvhst,alhsvhst,alhsvhst,alhsvhst,alhsvhst,False,a,vowel_a,none,False,False,False,False,False,False,False,False,False,False
