corpus_id,form_name,surface,segmented
339,infinitive,ulhskwatihsti,u->al-hskw-at-ihst-i
339,perfective,ulhskwatv'i,u->al-hskw-at-v'i
339,present,alhskwati'a,a->al-hskw-at-i'-a
340,imperative,halhskwalutvka,h-al-hskwalut-vka
340,imperfective,alhskwalutihsko'i,a->al-hskwalut-ihsk-o'i
340,infinitive,ulhskwalutoti,u->al-hskwalut-ot-i
340,perfective,ulhskwalutanv'i,u->al-hskwalut-an-v'i
340,present,alhskwaluti'a,a->al-hskwalut-i'-a
340,present_1sg,kalihskwaluti'a,k-ali-hskwalut-i'-a
341,imperative,halhskwethuhki,h-al-hskwethuh-ki
341,imperfective,alhskwethuhkihsko'i,a->al-hskwethuh-kihsk-o'i
341,infinitive,ulhskwethuhkihsti,u->al-hskwethuh-kihst-i
341,perfective,ulhskwethuhkihsv'i,u->al-hskwethuh-kihs-v'i
341,present,alhskwethuhki'a,a->al-hskwethuh-ki'-a
341,present_1sg,kalihskwethuhki'a,k-ali-hskwethuh-ki'-a
344,imperative,halhsohsta,h-al-hsohst-a
344,imperfective,alhsohstihsko'i,a->al-hsohst-ihsk-o'i
344,infinitive,ulhsohstohti,u->al-hsohst-oht-i
344,perfective,ulhsohsthanv'i,u->al-hsohst-han-v'i
344,present,alhsohstiha,a->al-hsohst-ih-a
344,present_1sg,kalihsohstiha,k-ali-hsohst-ih-a
345,imperative,halhsvhsta,h-al-hsvhst-a
345,imperfective,alhsvhstihsko'i,a->al-hsvhst-ihsk-o'i
345,infinitive,ulhsvhstohti,u->al-hsvhst-oht-i
345,perfective,ulhsvhsthanv'i,u->al-hsvhst-han-v'i
345,present,alhsvhstiha,a->al-hsvhst-ih-a
345,present_1sg,kalihsvhstiha,k-ali-hsvhst-ih-a
355,imperative,itsatalhihsa,its-ata->:lh-ihs-a
355,imperfective,anatalhihsihsko'i,an-ata->:lh-ihs-ihsk-o'i
355,infinitive,unatalhihsohti,un-ata->:lh-ihs-oht-i
355,perfective,unatalhihsanhv'i,un-ata->:lh-ihs-anh-v'i
355,present,anatalhihsiha,an-ata->:lh-ihs-ih-a
355,present_1sg,otsatalhihsiha,ots-ata->:lh-ihs-ih-a
356,imperfective,anakalihsko'i,a-nakal-ihsk-o'i
356,perfective,unakalvhv'i,u-nakal-vh-v'i
356,present,anakaliha,a-nakal-ih-a
359,imperative,itsalikohvka,its-aliko-hvka
359,imperfective,analikohvhsko'i,an-aliko-hvhsk-o'i
359,infinitive,unalikhti,un-aliko*-ht-i
359,perfective,unalikonhv'i,un-aliko-nh-v'i
359,present,analikohvhska,an-aliko-hvhsk-a
359,present_1sg,otsalikohvhska,ots-aliko-hvhsk-a
361,imperative,hanelhta,h-anelht-a
361,imperfective,anelhtihsko'i,a->anelht-ihsk-o'i
361,infinitive,unelhtohti,u->anelht-oht-i
361,perfective,unelhthanv'i,u->anelht-han-v'i
361,present,anelhtiha,a->anelht-ih-a
361,present_1sg,kanelhtiha,k-anelht-ih-a
362,imperative,hanelata,h-anel-at-a
362,imperfective,anelatihsko'i,a->anel-at-ihsk-o'i
362,infinitive,unelatihsti,u->anel-at-ihst-i
362,perfective,unelatv'i,u->anel-at-v'i
362,present,anelati'a,a->anel-at-i'-a
362,present_1sg,kanelati'a,k-anel-at-i'-a
363,imperative,hiyanvtata,hiy-anvt-at-a
363,imperfective,anhtatihsko'i,a->anht-at-ihsk-o'i
363,infinitive,unhtatihsti,u->anht-at-ihst-i
363,perfective,unhtatv'i,u->anht-at-v'i
363,present,anhtati'a,a->anht-at-i'-a
363,present_1sg,tsiyanvtati'a,tsiy-anvt-at-i'-a
365,imperfective,anitona'o'i,ani-ton-a'-o'i
365,perfective,anitona'v'i,ani-ton-a'-v'i
365,present,anitona'a,ani-ton-a'-a
365,present_1sg,otsitona'a,otsi-ton-a'-a
366,imperfective,anilhino'i,ani-lhin-o'i
366,present,anilhina,ani-lhin-a
366,present_1sg,otsilhina,otsi-lhin-a
367,imperfective,ani'no'i,ani->''n-o'i
367,perfective,ani'nv'i,ani->''n-v'i
367,present,ani'na,ani->''n-a
367,present_1sg,otsi'na,otsi->''n-a
373,imperative,hihsatv'vka,hi-hsat-v'vka
373,imperfective,ahsatvhsko'i,a-hsat-vhsk-o'i
373,infinitive,uhsatvti,u-hsat-vt-i
373,perfective,uhsatvnv'i,u-hsat-vn-v'i
373,present,ahsatvhska,a-hsat-vhsk-a
373,present_1sg,tsihsatvhska,tsi-hsat-vhsk-a
374,imperative,hihsalatvka,hi-hsalat-vka
374,imperfective,ahsalatihsko'i,a-hsalat-ihsk-o'i
374,infinitive,uhsalatoti,u-hsalat-ot-i
374,perfective,uhsalatanv'i,u-hsalat-an-v'i
374,present,ahsalati'a,a-hsalat-i'-a
374,present_1sg,tsihsalati'a,tsi-hsalat-i'-a
377,imperative,hihstakayhta,hi-hstakayht-a
377,imperfective,ahstakayhtihsko'i,a-hstakayht-ihsk-o'i
377,infinitive,uhstakayhtohti,u-hstakayht-oht-i
377,perfective,uhstakayhthanv'i,u-hstakayht-han-v'i
377,present,ahstakayhtiha,a-hstakayht-ih-a
377,present_1sg,tsihstakayhtiha,tsi-hstakayht-ih-a
378,imperfective,ahstakayvhiho'i,a-hstakayv-hih-o'i
378,perfective,uhstakayvlhv'i,u-hstakayv-lh-v'i
378,present,ahstakayvhiha,a-hstakayv-hih-a
380,imperative,hihstanvnhvka,hi-hstanvn-hvka
380,imperfective,ahstanvnhvhsko'i,a-hstanvn-hvhsk-o'i
380,infinitive,uhstanvnhti,u-hstanvn-ht-i
380,perfective,uhstanvnhanv'i,u-hstanvn-han-v'i
380,present,ahstanvnhvhska,a-hstanvn-hvhsk-a
380,present_1sg,tsihstanvnhvhska,tsi-hstanvn-hvhsk-a
381,imperative,hihstawatuka,hi-hstawat-uka
381,imperfective,ahstawateko'i,a-hstawat-ek-o'i
381,infinitive,uhstawatvhsti,u-hstawat-vhst-i
381,perfective,uhstawatvhsv'i,u-hstawat-vhs-v'i
381,present,ahstawateka,a-hstawat-ek-a
381,present_1sg,tsihstawateka,tsi-hstawat-ek-a
382,imperative,hihstela,hi-hstel-a
382,imperfective,ahstelihsko'i,a-hstel-ihsk-o'i
382,infinitive,uhstelhti,u-hstel-ht-i
382,perfective,uhstelvhv'i,u-hstel-vh-v'i
382,present,ahsteliha,a-hstel-ih-a
382,present_1sg,tsihsteliha,tsi-hstel-ih-a
383,imperative,hihsteyaka,hi-hs-tey-aka
383,imperfective,ahsteyoho'i,a-hs-tey-oh-o'i
383,infinitive,uhsteyoti,u-hs-tey-ot-i
383,perfective,uhsteyolv'i,u-hs-tey-ol-v'i
383,present,ahsteyoha,a-hs-tey-oh-a
383,present_1sg,tsihsteyoha,tsi-hs-tey-oh-a
384,imperative,hihstika,hi-hstik-a
384,imperfective,ahstikihsko'i,a-hstik-ihsk-o'i
384,infinitive,uhstikihsti,u-hstik-ihst-i
384,perfective,uhstikv'i,u-hstik-v'i
384,present,ahstiki'a,a-hstik-i'-a
384,present_1sg,tsihstiki'a,tsi-hstik-i'-a
386,imperative,hihstotsa,hi-hst-otsa
386,imperfective,ahstohsko'i,a-hst-ohsk-o'i
386,infinitive,uhstohsti,u-hst-ohst-i
386,perfective,uhsto'v'i,u-hst-o'-v'i
386,present,ahsto'a,a-hst-o'-a
386,present_1sg,tsihsto'a,tsi-hst-o'-a
388,imperative,hihstoya,hi-hstoy-a
388,imperfective,ahstoyehsko'i,a-hstoy-ehsk-o'i
388,infinitive,uhstoyhti,u-hstoy-ht-i
388,perfective,uhstoyehv'i,u-hstoy-eh-v'i
388,present,ahstoyeha,a-hstoy-eh-a
388,present_1sg,tsihstoyeha,tsi-hstoy-eh-a
390,imperative,hihstu'i,hi-hstu-'i
390,imperfective,ahstu'ihsko'i,a-hstu-'ihsk-o'i
390,infinitive,uhstu'ihsti,u-hstu-'ihst-i
390,perfective,uhstu'ihsv'i,u-hstu-'ihs-v'i
390,present,ahstu'i'a,a-hstu-'i'-a
390,present_1sg,tsihstu'i'a,tsi-hstu-'i'-a
392,imperative,hihstvhalhvka,hi-hstvhal-hvka
392,imperfective,ahstvhalhvhsko'i,a-hstvhal-hvhsk-o'i
392,infinitive,uhstvhalhti,u-hstvhal-ht-i
392,perfective,uhstvhalhanv'i,u-hstvhal-han-v'i
392,present,ahstvhalhvhska,a-hstvhal-hvhsk-a
392,present_1sg,tsihstvhalhvhska,tsi-hstvhal-hvhsk-a
397,imperative,hiyahsehsta,hiy-ahsehst-a
397,imperfective,ahsehstihsko'i,a->ahsehst-ihsk-o'i
397,infinitive,uhsehstohti,u->ahsehst-oht-i
397,perfective,uhsehsthanv'i,u->ahsehst-han-v'i
397,present,ahsehstiha,a->ahsehst-ih-a
397,present_1sg,tsiyahsehstiha,tsiy-ahsehst-ih-a
398,imperative,hahsehsa,h-ahse-hs-a
398,imperfective,ahsehsihsko'i,a->ahse-hs-ihsk-o'i
398,infinitive,uhsehsvhti,u->ahse-hs-vht-i
398,perfective,uhsehsvhv'i,u->ahse-hs-vh-v'i
398,present,ahsehsiha,a->ahse-hs-ih-a
398,present_1sg,kahsehsiha,k-ahse-hs-ih-a
400,imperative,hihskaki,hi-hska-ki
400,imperfective,ahskako'i,a-hska-k-o'i
400,infinitive,uhskayhsti,u-hska-yhst-i
400,perfective,uhskatsv'i,u-hska-ts-v'i
400,present,ahskaka,a-hska-k-a
400,present_1sg,tsihskaka,tsi-hska-k-a
405,imperative,hihskanvki,hi-hskanv-ki
405,imperfective,ahskanvko'i,a-hskanv-k-o'i
405,infinitive,uhskanvyhsti,u-hskanv-yhst-i
405,perfective,uhskanvtsv'i,u-hskanv-ts-v'i
405,present,ahskanvka,a-hskanv-k-a
405,present_1sg,tsihskanvka,tsi-hskanv-k-a
411,imperative,hihskoka,hi-hskok-a
411,imperfective,ahskokihsko'i,a-hskok-ihsk-o'i
411,infinitive,uhskokihsti,u-hskok-ihst-i
411,perfective,uhskokv'i,u-hskok-v'i
411,present,ahskoki'a,a-hskok-i'-a
411,present_1sg,tsihskoki'a,tsi-hskok-i'-a
412,imperative,hihskonhka,hi-hskon-hka
412,imperfective,ahskonhiho'i,a-hskon-hih-o'i
412,infinitive,uhskonhsti,u-hskon-hst-i
412,perfective,uhskonhilv'i,u-hskon-hil-v'i
412,present,ahskonhiha,a-hskon-hih-a
412,present_1sg,tsihskonhiha,tsi-hskon-hih-a
413,imperative,hiyahskoliya,hiy-ahskoliy-a
413,imperfective,ahskoliyehsko'i,a->ahskoliy-ehsk-o'i
413,infinitive,uhskoliyeti,u->ahskoliy-et-i
413,perfective,uhskoliye'v'i,u->ahskoliy-e'-v'i
413,present,ahskoliye'a,a->ahskoliy-e'-a
413,present_1sg,tsiyahskoliye'a,tsiy-ahskoliy-e'-a
416,imperfective,ahskolvko'i,a-hskolv-k-o'i
416,infinitive,uhskolvyhsti,u-hskolv-yhst-i
416,perfective,uhskolvtsv'i,u-hskolv-ts-v'i
416,present,ahskolvka,a-hskolv-k-a
417,imperative,hahskola,h-ahsko-la
417,imperfective,ahskohsko'i,a->ahsko-hsk-o'i
417,infinitive,uhskohsti,u->ahsko-hst-i
417,perfective,uhskohsv'i,u->ahsko-hs-v'i
417,present,ahskohska,a->ahsko-hsk-a
417,present_1sg,kahskohska,k-ahsko-hsk-a
419,imperative,hihskwata,hi-hskw-at-a
419,imperfective,ahskwatihsko'i,a-hskw-at-ihsk-o'i
419,infinitive,uhskwatihsti,u-hskw-at-ihst-i
419,perfective,uhskwatv'i,u-hskw-at-v'i
419,present,ahskwati'a,a-hskw-at-i'-a
419,present_1sg,tsihskwati'a,tsi-hskw-at-i'-a
421,imperative,hihskwalhaki,hi-hskwalh-aki
421,imperfective,ahskwalhehsko'i,a-hskwalh-ehsk-o'i
421,infinitive,uhskwalhehsti,u-hskwalh-ehst-i
421,perfective,uhskwalhehsv'i,u-hskwalh-ehs-v'i
421,present,ahskwalhe'a,a-hskwalh-e'-a
421,present_1sg,tsihskwalhe'a,tsi-hskwalh-e'-a
423,imperative,hihskwaloki,hi-hskwal-o-ki
423,imperfective,ahskwaloko'i,a-hskwal-o-k-o'i
423,infinitive,uhskwaloyhsti,u-hskwal-o-yhst-i
423,perfective,uhskwalotsv'i,u-hskwal-o-ts-v'i
423,present,ahskwaloka,a-hskwal-o-k-a
423,present_1sg,tsihskwaloka,tsi-hskwal-o-k-a
424,imperative,hihskwala,hi-hskwal-a
424,imperfective,ahskwalhsko'i,a-hskwal-hsk-o'i
424,infinitive,uhskwalhsti,u-hskwal-hst-i
424,perfective,uhskwalhsv'i,u-hskwal-hs-v'i
424,present,ahskwalhska,a-hskwal-hsk-a
424,present_1sg,tsihskwalhska,tsi-hskwal-hsk-a
425,imperative,hihskwalvnika,hi-hskwal-vn-ika
425,imperfective,ahskwalvniho'i,a-hskwal-vn-ih-o'i
425,infinitive,uhskwalvnihsti,u-hskwal-vn-ihst-i
425,perfective,uhskwalvnilv'i,u-hskwal-vn-il-v'i
425,present,ahskwalvniha,a-hskwal-vn-ih-a
425,present_1sg,tsihskwalvniha,tsi-hskwal-vn-ih-a
427,imperative,hihskwanikohi,hi-hskwaniko-hi
427,imperfective,ahskwanikohsko'i,a-hskwaniko-hsk-o'i
427,infinitive,uhskwanikohihsti,u-hskwaniko-hihst-i
427,perfective,uhskwanikohsv'i,u-hskwaniko-hs-v'i
427,present,ahskwanikohska,a-hskwaniko-hsk-a
427,present_1sg,tsihskwanikohska,tsi-hskwaniko-hsk-a
429,imperative,hihskwohalvnika,hi-hskwohal-vn-ika
429,imperfective,ahskwohalvniho'i,a-hskwohal-vn-ih-o'i
429,infinitive,uhskwohalvnihsti,u-hskwohal-vn-ihst-i
429,perfective,uhskwohalvnilv'i,u-hskwohal-vn-il-v'i
429,present,ahskwohalvniha,a-hskwohal-vn-ih-a
429,present_1sg,tsihskwohalvniha,tsi-hskwohal-vn-ih-a
430,imperative,hiyahsihthata,hiy-ahsihth-at-a
430,imperfective,ahsihthatihsko'i,a->ahsihth-at-ihsk-o'i
430,infinitive,uhsihthatihsti,u->ahsihth-at-ihst-i
430,perfective,uhsihthatv'i,u->ahsihth-at-v'i
430,present,ahsihthati'a,a->ahsihth-at-i'-a
430,present_1sg,tsiyahsihthati'a,tsiy-ahsihth-at-i'-a
431,imperative,hiyahsihthvnika,hiy-ahsihth-vn-ika
431,imperfective,ahsihthvniho'i,a->ahsihth-vn-ih-o'i
431,infinitive,uhsihthvnihsti,u->ahsihth-vn-ihst-i
431,perfective,uhsihthvnilv'i,u->ahsihth-vn-il-v'i
431,present,ahsihthvniha,a->ahsihth-vn-ih-a
431,present_1sg,tsiyahsihthvniha,tsiy-ahsihth-vn-ih-a
432,imperative,hahsinuka,h-ahs-in-uka
432,imperfective,ahsineko'i,a->ahs-in-ek-o'i
432,infinitive,uhsinvhsti,u->ahs-in-vhst-i
432,perfective,uhsinvhsv'i,u->ahs-in-vhs-v'i
432,present,ahsineka,a->ahs-in-ek-a
432,present_1sg,kahsineka,k-ahs-in-ek-a
436,imperative,hihslhata,hi-hslh-at-a
436,imperfective,ahslhatihsko'i,a-hslh-at-ihsk-o'i
436,infinitive,uhslhatihsti,u-hslh-at-ihst-i
436,perfective,uhslhatv'i,u-hslh-at-v'i
436,present,ahslhati'a,a-hslh-at-i'-a
436,present_1sg,tsihslhati'a,tsi-hslh-at-i'-a
437,imperative,hahsoyhka,h-ahsoy-hka
437,imperfective,ahsoyhoho'i,a->ahsoy-hoh-o'i
437,infinitive,uhsoyhsti,u->ahsoy-hst-i
437,perfective,uhsoyhalv'i,u->ahsoy-hal-v'i
437,present,ahsoyhoha,a->ahsoy-hoh-a
437,present_1sg,kahsoyhoha,k-ahsoy-hoh-a
439,imperative,hahsolvtaki,h-ahsolvta-ki
439,imperfective,ahsolvtakihsko'i,a->ahsolvta-kihsk-o'i
439,infinitive,uhsolvtakihsti,u->ahsolvta-kihst-i
439,perfective,uhsolvtakihsv'i,u->ahsolvta-kihs-v'i
439,present,ahsolvtaki'a,a->ahsolvta-ki'-a
439,present_1sg,kahsolvtaki'a,k-ahsolvta-ki'-a
440,imperative,hiyahsonhsta,hiy-ahsonhst-a
440,imperfective,ahsonhstihsko'i,a->ahsonhst-ihsk-o'i
440,infinitive,uhsonhstohti,u->ahsonhst-oht-i
440,perfective,uhsonhsthanv'i,u->ahsonhst-han-v'i
440,present,ahsonhstiha,a->ahsonhst-ih-a
440,present_1sg,tsiyahsonhstiha,tsiy-ahsonhst-ih-a
441,imperative,hihsonvna,hi-hson-vna
441,imperfective,ahsonvhsko'i,a-hson-vhsk-o'i
441,infinitive,uhsonvhsti,u-hson-vhst-i
441,perfective,uhsonvnhv'i,u-hson-vnh-v'i
441,present,ahsonvhska,a-hson-vhsk-a
441,present_1sg,tsihsonvhska,tsi-hson-vhsk-a
444,imperative,hahsuhvka,h-ahsu-hvka
444,imperfective,ahsuhvhsko'i,a->ahsu-hvhsk-o'i
444,infinitive,uhsuhti,u->ahsu-ht-i
444,perfective,uhsunhv'i,u->ahsu-nh-v'i
444,present,ahsuhvhska,a->ahsu-hvhsk-a
444,present_1sg,kahsuhvhska,k-ahsu-hvhsk-a
445,imperative,hihsuwha,hi-hsuwh-a
445,imperfective,ahsuwhihsko'i,a-hsuwh-ihsk-o'i
445,infinitive,uhsuwhihsti,u-hsuwh-ihst-i
445,perfective,uhsuwhihsv'i,u-hsuwh-ihs-v'i
445,present,ahsuwhihska,a-hsuwh-ihsk-a
445,present_1sg,tsihsuwhihska,tsi-hsuwh-ihsk-a
446,imperative,hahsula'iyvna,h-ahsul-a'iy-vna
446,imperfective,ahsula'iyvhsko'i,a->ahsul-a'iy-vhsk-o'i
446,infinitive,uhsula'iyvhsti,u->ahsul-a'iy-vhst-i
446,perfective,uhsula'iyvhsv'i,u->ahsul-a'iy-vhs-v'i
446,present,ahsula'iyv'a,a->ahsul-a'iy-v'-a
446,present_1sg,kahsula'iyv'a,k-ahsul-a'iy-v'-a
447,imperative,hahsulaki,h-ahsul-aki
447,imperfective,ahsulehsko'i,a->ahsul-ehsk-o'i
447,infinitive,uhsulehsti,u->ahsul-ehst-i
447,perfective,uhsulehsv'i,u->ahsul-ehs-v'i
447,present,ahsule'a,a->ahsul-e'-a
447,present_1sg,kahsule'a,k-ahsul-e'-a
448,imperative,hahsulvka,h-ahsul-vka
448,imperfective,ahsulihsko'i,a->ahsul-ihsk-o'i
448,infinitive,uhsuloti,u->ahsul-ot-i
448,perfective,uhsulanv'i,u->ahsul-an-v'i
448,present,ahsuli'a,a->ahsul-i'-a
448,present_1sg,kahsuli'a,k-ahsul-i'-a
449,imperative,hihsuliko'i,hi-hsuli-ko'i
449,imperfective,ahsulikoko'i,a-hsuli-kok-o'i
449,infinitive,uhsulikohsti,u-hsuli-kohst-i
449,perfective,uhsulikotsv'i,u-hsuli-kots-v'i
449,present,ahsulikoka,a-hsuli-kok-a
449,present_1sg,tsihsulikoka,tsi-hsuli-kok-a
452,imperative,hiyahsuyaki,hiy-ahsuy-aki
452,imperfective,ahsuyehsko'i,a->ahsuy-ehsk-o'i
452,infinitive,uhsuyehsti,u->ahsuy-ehst-i
452,perfective,uhsuyehsv'i,u->ahsuy-ehs-v'i
452,present,ahsuye'a,a->ahsuy-e'-a
452,present_1sg,tsiyahsuye'a,tsiy-ahsuy-e'-a
453,imperative,hahsuyvla,h-ahsuy-vla
453,imperfective,ahsuyehsko'i,a->ahsuy-ehsk-o'i
453,infinitive,uhsuyehti,u->ahsuy-eht-i
453,perfective,uhsuyehv'i,u->ahsuy-eh-v'i
453,present,ahsuyeha,a->ahsuy-eh-a
453,present_1sg,kahsuyeha,k-ahsuy-eh-a
454,imperative,hahsuyv'vka,h-ahsuy-v'vka
454,imperfective,ahsuyvhsko'i,a->ahsuy-vhsk-o'i
454,infinitive,uhsuyvti,u->ahsuy-vt-i
454,perfective,uhsuyvnv'i,u->ahsuy-vn-v'i
454,present,ahsuyvhska,a->ahsuy-vhsk-a
454,present_1sg,kahsuyvhska,k-ahsuy-vhsk-a
455,imperfective,ahsvko'i,a-hsv-k-o'i
455,present,ahsvka,a-hsv-k-a
455,present_1sg,tsihsvka,tsi-hsv-k-a
458,imperative,hiyahsvnhka,hiy-ahs-vn-hka
458,imperfective,ahsvnhiho'i,a->ahs-vn-hih-o'i
458,infinitive,uhsvnhsti,u->ahs-vn-hst-i
458,perfective,uhsvnhilv'i,u->ahs-vn-hil-v'i
458,present,ahsvnhiha,a->ahs-vn-hih-a
458,present_1sg,tsiyahsvnhiha,tsiy-ahs-vn-hih-a
459,imperative,hihsvnha,hi-hsv-nha
459,imperfective,ahsvhvhsko'i,a-hsv-hvhsk-o'i
459,infinitive,uhsvhvhsti,u-hsv-hvhst-i
459,perfective,uhsvnhv'i,u-hsv-nh-v'i
459,present,ahsvhvhska,a-hsv-hvhsk-a
459,present_1sg,tsihsvhvhska,tsi-hsv-hvhsk-a
463,imperative,hathawhohsta,h-athawhohst-a
463,imperfective,athawhohstihsko'i,a->athawhohst-ihsk-o'i
463,infinitive,uthawhohstohti,u->athawhohst-oht-i
463,perfective,uthawhohsthanv'i,u->athawhohst-han-v'i
463,present,athawhohstiha,a->athawhohst-ih-a
463,present_1sg,ka'tawhohstiha,k-a'tawhohst-ih-a
464,imperative,hithalata,hi-thal-at-a
464,imperfective,athalatihsko'i,a-thal-at-ihsk-o'i
464,infinitive,uthalatihsti,u-thal-at-ihst-i
464,perfective,uthalatv'i,u-thal-at-v'i
464,present,athalati'a,a-thal-at-i'-a
464,present_1sg,tsithalati'a,tsi-thal-at-i'-a
467,imperfective,athanoleko'i,a-thanol-ek-o'i
467,infinitive,uthanolvhsti,u-thanol-vhst-i
467,perfective,uthanolvhsv'i,u-thanol-vhs-v'i
467,present,athanoleka,a-thanol-ek-a
469,imperative,hathahski,h-athahs-ki
469,imperfective,athahskihsko'i,a->athahs-kihsk-o'i
469,infinitive,uthahskihsti,u->athahs-kihst-i
469,perfective,uthahskihsv'i,u->athahs-kihs-v'i
469,present,athahski'a,a->athahs-ki'-a
472,imperative,hitaweto'vka,hi-taweto-'vka
472,imperfective,athaweto'vhsko'i,a-thaweto-'vhsk-o'i
472,infinitive,uthawetoti,u-thaweto-t-i
472,perfective,uthawetonv'i,u-thaweto-n-v'i
472,present,athaweto'vhska,a-thaweto-'vhsk-a
472,present_1sg,tsitaweto'vhska,tsi-taweto-'vhsk-a
474,imperative,hithayoha,hi-thayo-ha
474,imperfective,athayohiho'i,a-thayo-hih-o'i
474,infinitive,uthayohsti,u-thayo-hst-i
474,perfective,uthayolhv'i,u-thayo-lh-v'i
474,present,athayohiha,a-thayo-hih-a
474,present_1sg,tsithayohiha,tsi-thayo-hih-a
477,imperative,hithelvna,hi-thel-vna
477,imperfective,athelvhvhsko'i,a-thel-vhvhsk-o'i
477,infinitive,uthelhti,u-thel-ht-i
477,perfective,uthelvnhv'i,u-thel-vnh-v'i
477,present,athelvhvhska,a-thel-vhvhsk-a
477,present_1sg,tsithelvhvhska,tsi-thel-vhvhsk-a
479,imperative,hiyathinhuka,hiy-athinh-uka
479,imperfective,athinheko'i,a->athinh-ek-o'i
479,infinitive,uthinhvhsti,u->athinh-vhst-i
479,perfective,uthinhvhsv'i,u->athinh-vhs-v'i
479,present,athinhi,a->athinh-i
479,present_1sg,tsiyathinhi,tsiy-athinh-i
480,imperative,hathiyoka,h-athiyo-ka
480,imperfective,athiyohiho'i,a->athiyo-hih-o'i
480,infinitive,uthiyohsti,u->athiyo-hst-i
480,perfective,uthiyolhv'i,u->athiyo-lh-v'i
480,present,athiyohiha,a->athiyo-hih-a
480,present_1sg,ka'tiyohiha,k-a'tiyo-hih-a
483,imperative,hathohkiya,h-athohk-iy-a
483,imperfective,athohkiyahsko'i,a->athohk-iy-ahsk-o'i
483,infinitive,uthohkiyahsti,u->athohk-iy-ahst-i
483,perfective,uthohkiyv'i,u->athohk-iy-v'i
483,present,athohkiya'a,a->athohk-iy-a'-a
483,present_1sg,kathohkiya'a,k-athohk-iy-a'-a
486,imperative,hiyatholhsta,hiy-atholhst-a
486,imperfective,atholhstihsko'i,a->atholhst-ihsk-o'i
486,infinitive,utholhstohti,u->atholhst-oht-i
486,perfective,utholhsthanv'i,u->atholhst-han-v'i
486,present,atholhstiha,a->atholhst-ih-a
486,present_1sg,tsiyatholhstiha,tsiy-atholhst-ih-a
487,imperative,hiyathola,hiy-athol-a
487,imperfective,atholhsko'i,a->athol-hsk-o'i
487,infinitive,utholhihsti,u->athol-hihst-i
487,perfective,utholhsv'i,u->athol-hs-v'i
487,present,atholhska,a->athol-hsk-a
487,present_1sg,tsiyatholhska,tsiy-athol-hsk-a
488,imperfective,athoyawhsko'i,a-thoyaw-hsk-o'i
488,infinitive,uthoyawhsti,u-thoyaw-hst-i
488,perfective,uthoyawhsv'i,u-thoyaw-hs-v'i
488,present,athoyawhska,a-thoyaw-hsk-a
489,imperative,hatstaki,h-atst-aki
489,imperfective,atstehsko'i,a->atst-ehsk-o'i
489,infinitive,utstehsti,u->atst-ehst-i
489,perfective,utstehsv'i,u->atst-ehs-v'i
489,present,atste'a,a->atst-e'-a
489,present_1sg,katsihste'a,k-atsihst-e'-a
490,imperative,hatsko'vka,h-atsko-'vka
490,imperfective,atsko'vhsko'i,a->atsko-'vhsk-o'i
490,infinitive,utskoti,u->atsko-t-i
490,perfective,utskonv'i,u->atsko-n-v'i
490,present,atsko'vhska,a->atsko-'vhsk-a
490,present_1sg,katsihsko'vhska,k-atsihsko-'vhsk-a
491,imperative,hathuki,h-athu-ki
491,imperfective,athukihsko'i,a->athu-kihsk-o'i
491,infinitive,uthukihsti,u->athu-kihst-i
491,perfective,uthukihsv'i,u->athu-kihs-v'i
491,present,athuki'a,a->athu-ki'-a
491,present_1sg,ka'tuki'a,k-a'tu-ki'-a
493,imperative,hithu'ihsta,hi-thu'ihst-a
493,imperfective,athu'ihstihsko'i,a-thu'ihst-ihsk-o'i
493,infinitive,uthu'ihstohti,u-thu'ihst-oht-i
493,perfective,uthu'ihsthanv'i,u-thu'ihst-han-v'i
493,present,athu'ihstiha,a-thu'ihst-ih-a
493,present_1sg,tsithu'ihstiha,tsi-thu'ihst-ih-a
494,imperative,hiyathvtahsta,hiy-athvtahst-a
494,imperfective,athvtahstihsko'i,a->athvtahst-ihsk-o'i
494,infinitive,uthvtahstohti,u->athvtahst-oht-i
494,perfective,uthvtahsthanv'i,u->athvtahst-han-v'i
494,present,athvtahstiha,a->athvtahst-ih-a
494,present_1sg,tsiyathvtahstiha,tsiy-athvtahst-ih-a
495,imperative,hiyathvtvhvka,hiy-athvt-vhvka
495,imperfective,athvtvhvhsko'i,a->athvt-vhvhsk-o'i
495,infinitive,uthvthti,u->athvt-ht-i
495,perfective,uthvtvnhv'i,u->athvt-vnh-v'i
495,present,athvtvhvhska,a->athvt-vhvhsk-a
495,present_1sg,tsiyathvtvhvhska,tsiy-athvt-vhvhsk-a
496,imperative,hiyathvkvka,hiy-athvk-vka
496,imperfective,athvkihsko'i,a->athvk-ihsk-o'i
496,infinitive,uthvkoti,u->athvk-ot-i
496,perfective,uthvkanv'i,u->athvk-an-v'i
496,present,athvki'a,a->athvk-i'-a
496,present_1sg,tsiyathvki'a,tsiy-athvk-i'-a
497,imperative,hiya'tvhihsta,hiy-a'tvhihst-a
497,imperfective,athvhihstihsko'i,a->athvhihst-ihsk-o'i
497,infinitive,uthvhihstohti,u->athvhihst-oht-i
497,perfective,uthvhihsthanv'i,u->athvhihst-han-v'i
497,present,athvhihstiha,a->athvhihst-ih-a
497,present_1sg,tsiya'tvhihstiha,tsiy-a'tvhihst-ih-a
498,imperative,hathvhi,h-athv-hi
