corpus_id,form_name,surface,segmented
180,imperfective,alhkhothtihsko'i,a->al-hkhotht-ihsk-o'i
180,infinitive,ulhkhothtohti,u->al-hkhotht-oht-i
180,perfective,ulhkhoththanv'i,u->al-hkhotht-han-v'i
180,present,alhkhothtiha,a->al-hkhotht-ih-a
180,present_1sg,kalikhothtiha,k-ali-khotht-ih-a
182,imperative,hilhohi,hi-lho-hi
182,imperfective,alhohsko'i,a-lho-hsk-o'i
182,infinitive,ulhohihsti,u-lho-hihst-i
182,perfective,ulhohsv'i,u-lho-hs-v'i
182,present,alhohska,a-lho-hsk-a
182,present_1sg,tsilhohska,tsi-lho-hsk-a
183,imperative,halhthawotsa,h-al-hthaw-otsa
183,imperfective,alhthawohsko'i,a->al-hthaw-ohsk-o'i
183,infinitive,ulhthawohsti,u->al-hthaw-ohst-i
183,perfective,ulhthawo'v'i,u->al-hthaw-o'-v'i
183,present,alhthawo'a,a->al-hthaw-o'-a
183,present_1sg,kalithawo'a,k-ali-thaw-o'-a
185,imperative,halhthelvhvka,h-al-hthel-vhvka
185,imperfective,alhthelvhvhsko'i,a->al-hthel-vhvhsk-o'i
185,infinitive,ulhthelhti,u->al-hthel-ht-i
185,perfective,ulhthelvnhv'i,u->al-hthel-vnh-v'i
185,present,alhthelvhvhska,a->al-hthel-vhvhsk-a
185,present_1sg,kalithelvhvhska,k-ali-thel-vhvhsk-a
186,imperative,hanhawa'iyvna,h-anhaw-a'iy-vna
186,imperfective,anhawa'iyvhsko'i,a->anhaw-a'iy-vhsk-o'i
186,infinitive,unhawa'iyvhsti,u->anhaw-a'iy-vhst-i
186,perfective,unhawa'iyvhsv'i,u->anhaw-a'iy-vhs-v'i
186,present,anhawa'iyv'a,a->anhaw-a'iy-v'-a
186,present_1sg,kaniwa'iyv'a,k-aniw-a'iy-v'-a
187,imperative,hanhawaki,h-anhaw-aki
187,imperfective,anhawehsko'i,a->anhaw-ehsk-o'i
187,infinitive,unhawehsti,u->anhaw-ehst-i
187,perfective,unhawehsv'i,u->anhaw-ehs-v'i
187,present,anhawe'a,a->anhaw-e'-a
187,present_1sg,kaniwe'a,k-aniw-e'-a
189,imperative,hanhawotsa,h-anhaw-otsa
189,imperfective,anhawohsko'i,a->anhaw-ohsk-o'i
189,infinitive,unhawohsti,u->anhaw-ohst-i
189,perfective,unhawo'v'i,u->anhaw-o'-v'i
189,present,anhawo'a,a->anhaw-o'-a
189,present_1sg,kaniwo'a,k-aniw-o'-a
191,imperative,hanheka,h-anhe-ka
191,imperfective,anhehiho'i,a->anhe-hih-o'i
191,infinitive,unhehsti,u->anhe-hst-i
191,perfective,unhelhv'i,u->anhe-lh-v'i
191,present,anhehiha,a->anhe-hih-a
191,present_1sg,kanhehiha,k-anhe-hih-a
192,imperative,hanhelhta,h-anhelht-a
192,imperfective,anhelhtihsko'i,a->anhelht-ihsk-o'i
192,infinitive,unhelhtohti,u->anhelht-oht-i
192,perfective,unhelhthanv'i,u->anhelht-han-v'i
192,present,anhelhtiha,a->anhelht-ih-a
192,present_1sg,kanelhtiha,k-anelht-ih-a
195,imperative,hanhehskvla,h-anhehsk-vla
195,imperfective,anhehskehsko'i,a->anhehsk-ehsk-o'i
195,infinitive,unhehskehti,u->anhehsk-eht-i
195,perfective,unhehskehv'i,u->anhehsk-eh-v'i
195,present,anhehskeha,a->anhehsk-eh-a
195,present_1sg,kanehskeha,k-anehsk-eh-a
196,imperative,hanhiki,h-anhi-ki
196,imperfective,anhikihsko'i,a->anhi-kihsk-o'i
196,infinitive,unhikihsti,u->anhi-kihst-i
196,perfective,unhikihsv'i,u->anhi-kihs-v'i
196,present,anhiki'a,a->anhi-ki'-a
196,present_1sg,kaniki'a,k-ani-ki'-a
197,imperative,hanhikihsta,h-anhikihst-a
197,imperfective,anhikihstihsko'i,a->anhikihst-ihsk-o'i
197,infinitive,unhikihstohti,u->anhikihst-oht-i
197,perfective,unhikihsthanv'i,u->anhikihst-han-v'i
197,present,anhikihstiha,a->anhikihst-ih-a
197,present_1sg,kanikihstiha,k-anikihst-ih-a
198,imperative,hanholhinuka,h-anholh-in-uka
198,imperfective,anholhineko'i,a->anholh-in-ek-o'i
198,infinitive,unholhinvhsti,u->anholh-in-vhst-i
198,perfective,unholhinvhsv'i,u->anholh-in-vhs-v'i
198,present,anholhineka,a->anholh-in-ek-a
198,present_1sg,kanolhineka,k-anolh-in-ek-a
200,imperative,hihuta,hi-hu-t-a
200,imperfective,ahutihsko'i,a-hu-t-ihsk-o'i
200,infinitive,uhutihsti,u-hu-t-ihst-i
200,perfective,uhutv'i,u-hu-t-v'i
200,present,ahuti'a,a-hu-t-i'-a
200,present_1sg,tsi'uti'a,tsi-'u-t-i'-a
204,imperative,hi'ulvnika,hi-'ul-vn-ika
204,imperfective,ahulvniho'i,a-hul-vn-ih-o'i
204,infinitive,uhulvnihsti,u-hul-vn-ihst-i
204,perfective,uhulvnilv'i,u-hul-vn-il-v'i
204,present,ahulvniha,a-hul-vn-ih-a
204,present_1sg,tsi'ulvniha,tsi-'ul-vn-ih-a
205,imperative,hihvna,hi-h-vna
205,imperfective,ahvhsko'i,a-h-vhsk-o'i
205,infinitive,uhvhsti,u-h-vhst-i
205,perfective,uhvhsv'i,u-h-vhs-v'i
205,present,ahv'a,a-h-v'-a
205,present_1sg,tsi'v'a,tsi-'-v'-a
206,imperative,hihvka,hi--hvka
206,imperfective,ahvhsko'i,a--hvhsk-o'i
206,infinitive,uhti,u--ht-i
206,perfective,unhv'i,u--nh-v'i
206,present,ahvhska,a--hvhsk-a
206,present_1sg,tsi'vhska,tsi--'vhsk-a
207,imperative,hiwahtha,hi-wahth-a
207,imperfective,awhahthihsko'i,a-whahth-ihsk-o'i
207,infinitive,uwhahthvhti,u-whahth-vht-i
207,perfective,uwhahthvhv'i,u-whahth-vh-v'i
207,present,awhahthiha,a-whahth-ih-a
207,present_1sg,tsiwahthiha,tsi-wahth-ih-a
208,imperative,hiwahthvhita,hi-wahthvh-it-a
208,imperfective,awhahthvhitoho'i,a-whahthvh-it-oh-o'i
208,infinitive,uwhahthvhitahsti,u-whahthvh-it-ahst-i
208,perfective,uwhahthvhitolv'i,u-whahthvh-it-ol-v'i
208,present,awhahthvhitoha,a-whahthvh-it-oh-a
208,present_1sg,tsiwahthvhitoha,tsi-wahthvh-it-oh-a
210,imperative,hiwhi,hi-whi-
210,imperfective,awhihsko'i,a-whi-hsk-o'i
210,infinitive,uwhihsti,u-whi-hst-i
210,perfective,uwhihsv'i,u-whi-hs-v'i
210,present,awhihska,a-whi-hsk-a
210,present_1sg,tsiwihska,tsi-wi-hsk-a
215,imperative,hiyana,hi-yan-a
215,imperfective,ayhanihsko'i,a-yhan-ihsk-o'i
215,infinitive,uyhanhti,u-yhan-ht-i
215,perfective,uyhanvhv'i,u-yhan-vh-v'i
215,present,ayhaniha,a-yhan-ih-a
215,present_1sg,tsiyaniha,tsi-yan-ih-a
216,imperative,hiyhuka,hi-yh-uka
216,imperfective,ayheko'i,a-yh-ek-o'i
216,infinitive,uyhvhsti,u-yh-vhst-i
216,perfective,uyhvhsv'i,u-yh-vhs-v'i
216,present,ayheka,a-yh-ek-a
216,present_1sg,tsiyeka,tsi-y-ek-a
217,imperfective,ayheho'i,a-yh-eh-o'i
217,perfective,ayhehv'i,a-yh-eh-v'i
217,present,ayheha,a-yh-eh-a
217,present_1sg,tsiyeha,tsi-y-eh-a
218,imperative,hiyhehkalhvka,hi-yhehkal-hvka
218,imperfective,ayhehkalhvhsko'i,a-yhehkal-hvhsk-o'i
218,infinitive,uyhehkalhti,u-yhehkal-ht-i
218,perfective,uyhehkalhanv'i,u-yhehkal-han-v'i
218,present,ayhehkalhvhska,a-yhehkal-hvhsk-a
218,present_1sg,tsiyehkalhvhska,tsi-yehkal-hvhsk-a
219,imperative,hiyelaka,hi-yel-aka
219,imperfective,ayhelhoho'i,a-yhel-hoh-o'i
219,infinitive,uyhelhsti,u-yhel-hst-i
219,perfective,uyhelhalv'i,u-yhel-hal-v'i
219,present,ayhelhoha,a-yhel-hoh-a
219,present_1sg,tsiyelhoha,tsi-yel-hoh-a
220,imperative,hiyela,hi-yel-a
220,imperfective,ayhelihsko'i,a-yhel-ihsk-o'i
220,infinitive,uyhelihsti,u-yhel-ihst-i
220,perfective,uyhelihsv'i,u-yhel-ihs-v'i
220,present,ayheli'a,a-yhel-i'-a
220,present_1sg,tsiyeli'a,tsi-yel-i'-a
222,imperative,hiyhka,hi-y-hka
222,imperfective,ayhoho'i,a-y-hoh-o'i
222,infinitive,uyhsti,u-y-hst-i
222,perfective,uyhalv'i,u-y-hal-v'i
222,present,ayhoha,a-y-hoh-a
222,present_1sg,tsiyoha,tsi-y-oh-a
223,imperative,hayhu'inuka,h-ayhu'-in-uka
223,imperfective,ayhu'ineko'i,a->ayhu'-in-ek-o'i
223,infinitive,uyhu'invhsti,u->ayhu'-in-vhst-i
223,perfective,uyhu'invhsv'i,u->ayhu'-in-vhs-v'i
223,present,ayhu'ineka,a->ayhu'-in-ek-a
223,present_1sg,kayu'ineka,k-ayu'-in-ek-a
224,imperfective,ayhvtakwalohsko'i,a-yhvtakwal-ohsk-o'i
224,infinitive,uyhvtakwalohsti,u-yhvtakwal-ohst-i
224,perfective,uyhvtakwalo'v'i,u-yhvtakwal-o'-v'i
224,present,ayhvtakwalo'a,a-yhvtakwal-o'-a
228,imperative,hiyhvhkwitv'vka,hi-yhvhkwit-v'vka
228,imperfective,ayhvhkwitvhsko'i,a-yhvhkwit-vhsk-o'i
228,infinitive,uyhvhkwitvti,u-yhvhkwit-vt-i
228,perfective,uyhvhkwitvnv'i,u-yhvhkwit-vn-v'i
228,present,ayhvhkwitvhska,a-yhvhkwit-vhsk-a
228,present_1sg,tsiyvhkwitvhska,tsi-yvhkwit-vhsk-a
232,imperative,hiyvkhita,hi-yvkhi-t-a
232,imperfective,ayhvkhitihsko'i,a-yhvkhi-t-ihsk-o'i
232,infinitive,uyhvkhitihsti,u-yhvkhi-t-ihst-i
232,perfective,uyhvkhitv'i,u-yhvkhi-t-v'i
232,present,ayhvkhiti'a,a-yhvkhi-t-i'-a
232,present_1sg,tsiyvkhiti'a,tsi-yvkhi-t-i'-a
233,imperative,hiyvhsteluhvka,hi-yvhs-telu-hvka
233,imperfective,ayhvhsteluhvhsko'i,a-yhvhs-telu-hvhsk-o'i
233,infinitive,uyhvhsteluhti,u-yhvhs-telu-ht-i
233,perfective,uyhvhstelunhv'i,u-yhvhs-telu-nh-v'i
233,present,ayhvhsteluhvhska,a-yhvhs-telu-hvhsk-a
233,present_1sg,tsiyvhsteluhvhska,tsi-yvhs-telu-hvhsk-a
234,imperative,hiyvhskiya,hi-yvhskiy-a
234,imperfective,ayhvhskiyihsko'i,a-yhvhskiy-ihsk-o'i
234,infinitive,uyhvhskiyhti,u-yhvhskiy-ht-i
234,perfective,uyhvhskiyvhv'i,u-yhvhskiy-vh-v'i
234,present,ayhvhskiyiha,a-yhvhskiy-ih-a
234,present_1sg,tsiyvhskiyiha,tsi-yvhskiy-ih-a
238,imperative,hatsa'i,h-atsa'-i
238,imperfective,atsa'ihsko'i,a->atsa'-ihsk-o'i
238,infinitive,utsa'ihsti,u->atsa'-ihst-i
238,perfective,utsa'ihsv'i,u->atsa'-ihs-v'i
238,present,atsa'i'a,a->atsa'-i'-a
238,present_1sg,katsa'i'a,k-atsa'-i'-a
239,imperative,hatsanvna,h-atsan-vna
239,imperfective,atsanvhsko'i,a->atsan-vhsk-o'i
239,infinitive,utsanvhti,u->atsan-vht-i
239,perfective,utsanvnhv'i,u->atsan-vnh-v'i
239,present,atsanvhska,a->atsan-vhsk-a
239,present_1sg,katsanvhska,k-atsan-vhsk-a
242,imperative,hatselvna,h-atsel-vna
242,imperfective,atselvhsko'i,a->atsel-vhsk-o'i
242,infinitive,utselhti,u->atsel-ht-i
242,perfective,utselvnhv'i,u->atsel-vnh-v'i
242,present,atselvhska,a->atsel-vhsk-a
242,present_1sg,katselvhska,k-atsel-vhsk-a
250,imperfective,atsilvhsko'i,a-tsil-vhsk-o'i
250,infinitive,utsilhti,u-tsil-ht-i
250,perfective,utsilvnhv'i,u-tsil-vnh-v'i
250,present,atsilvhska,a-tsil-vhsk-a
253,imperative,hitsihslhvka,hi-tsihsl-hvka
253,imperfective,atsihslhvhsko'i,a-tsihsl-hvhsk-o'i
253,infinitive,utsihslhvhsti,u-tsihsl-hvhst-i
253,perfective,utsihslhanv'i,u-tsihsl-han-v'i
253,present,atsihslhvhska,a-tsihsl-hvhsk-a
253,present_1sg,tsitsihslhvhska,tsi-tsihsl-hvhsk-a
254,imperative,hatsotha,h-atsotha-
254,imperfective,atsothahsko'i,a->atsotha-hsk-o'i
254,infinitive,utsothahsti,u->atsotha-hst-i
254,perfective,utsothahv'i,u->atsotha-h-v'i
254,present,atsothahska,a->atsotha-hsk-a
254,present_1sg,katsothahska,k-atsotha-hsk-a
255,imperative,hitsvhsthvka,hi-tsvhst-hvka
255,imperfective,atsvhsthvhsko'i,a-tsvhst-hvhsk-o'i
255,infinitive,utsvhsthvhsti,u-tsvhst-hvhst-i
255,perfective,utsvhsthanv'i,u-tsvhst-han-v'i
255,present,atsvhsthvhska,a-tsvhst-hvhsk-a
255,present_1sg,tsitsvhsthvhska,tsi-tsvhst-hvhsk-a
259,imperative,hikhehuka,hi-kheh-uka
259,imperfective,akheheko'i,a-kheh-ek-o'i
259,infinitive,ukhehvhsti,u-kheh-vhst-i
259,perfective,ukhehvhsv'i,u-kheh-vhs-v'i
259,present,akheheka,a-kheh-ek-a
259,present_1sg,tsikheheka,tsi-kheh-ek-a
261,imperative,hiyakhilvta,hiy-akhilvt-a
261,imperfective,akhilvtihsko'i,a->akhilvt-ihsk-o'i
261,infinitive,ukhilvtohti,u->akhilvt-oht-i
261,perfective,ukhilvthanv'i,u->akhilvt-han-v'i
261,present,akhilvtiha,a->akhilvt-ih-a
261,present_1sg,tsiyakhilvtiha,tsiy-akhilvt-ih-a
263,imperative,hikhihi,hi-khi-hi
263,imperfective,akhihsko'i,a-khi-hsk-o'i
263,infinitive,ukhihihsti,u-khi-hihst-i
263,perfective,ukhihsv'i,u-khi-hs-v'i
263,present,akhihska,a-khi-hsk-a
263,present_1sg,tsi'kihska,tsi-'ki-hsk-a
266,imperative,hikhotaki,hi-khot-aki
266,imperfective,akhotehsko'i,a-khot-ehsk-o'i
266,infinitive,ukhotehsti,u-khot-ehst-i
266,perfective,ukhotehsv'i,u-khot-ehs-v'i
266,present,akhote'a,a-khot-e'-a
266,present_1sg,tsikhote'a,tsi-khot-e'-a
270,imperative,hikhsohi,hi-khso-hi
270,imperfective,akhsohsko'i,a-khso-hsk-o'i
270,infinitive,ukhsohihsti,u-khso-hihst-i
270,perfective,ukhsohsv'i,u-khso-hs-v'i
270,present,akhsohska,a-khso-hsk-a
270,present_1sg,tsikahsohska,tsi-kahso-hsk-a
273,imperfective,akhthaho'i,a-khtha-h-o'i
273,present,akhthaha,a-khtha-h-a
273,present_1sg,tsikathaha,tsi-katha-h-a
276,imperative,hakhthahvna,h-akhthah-vna
276,imperfective,akhthahvhsko'i,a->akhthah-vhsk-o'i
276,infinitive,ukhthahvhsti,u->akhthah-vhst-i
276,perfective,ukhthahvhsv'i,u->akhthah-vhs-v'i
276,present,akhthahv'a,a->akhthah-v'-a
276,present_1sg,kakathahv'a,k-akathah-v'-a
277,imperative,hakhthahsta,h-akhthahst-a
277,imperfective,akhthahstihsko'i,a->akhthahst-ihsk-o'i
277,infinitive,ukhthahstohti,u->akhthahst-oht-i
277,perfective,ukhthahsthanv'i,u->akhthahst-han-v'i
277,present,akhthahstiha,a->akhthahst-ih-a
277,present_1sg,kakathahstiha,k-akathahst-ih-a
278,imperative,hikatheluhvka,hi-kath-elu-hvka
278,imperfective,akhtheluhvhsko'i,a-khth-elu-hvhsk-o'i
278,infinitive,ukhtheluhti,u-khth-elu-ht-i
278,perfective,ukhthelunhv'i,u-khth-elu-nh-v'i
278,present,akhtheluhvhska,a-khth-elu-hvhsk-a
278,present_1sg,tsikatheluhvhska,tsi-kath-elu-hvhsk-a
280,imperative,hikhthenaka,hi-khthen-aka
280,imperfective,akhthenoho'i,a-khthen-oh-o'i
280,infinitive,ukhthenahsti,u-khthen-ahst-i
280,perfective,ukhthenolv'i,u-khthen-ol-v'i
280,present,akhthenoha,a-khthen-oh-a
280,present_1sg,tsikathenoha,tsi-kathen-oh-a
281,imperative,hakhtha,h-akhth-a
281,imperfective,akhthihsko'i,a->akhth-ihsk-o'i
281,infinitive,ukhthohti,u->akhth-oht-i
281,perfective,ukhthanhv'i,u->akhth-anh-v'i
281,present,akhthiha,a->akhth-ih-a
281,present_1sg,kakathiha,k-akath-ih-a
288,imperative,hiyakathohsta,hiy-akathohst-a
288,imperfective,akhthohstihsko'i,a->akhthohst-ihsk-o'i
288,infinitive,ukhthohstohti,u->akhthohst-oht-i
288,perfective,ukhthohsthanv'i,u->akhthohst-han-v'i
288,present,akhthohsti,a->akhthohst-i
288,present_1sg,tsiyakathohsti,tsiy-akathohst-i
290,imperative,hikhthvlehi,hi-khthvle-hi
290,imperfective,akhthvlehsko'i,a-khthvle-hsk-o'i
290,infinitive,ukhthvlehihsti,u-khthvle-hihst-i
290,perfective,ukhthvlehsv'i,u-khthvle-hs-v'i
290,present,akhthvlehska,a-khthvle-hsk-a
290,present_1sg,tsikathvlehska,tsi-kathvle-hsk-a
291,imperative,hikhuki,hi-khu-ki
291,imperfective,akhukihsko'i,a-khu-kihsk-o'i
291,infinitive,ukhukihsti,u-khu-kihst-i
291,perfective,ukhukihsv'i,u-khu-kihs-v'i
291,present,akhuki'a,a-khu-ki'-a
291,present_1sg,tsi'kuki'a,tsi-'ku-ki'-a
293,imperative,hakwhiya,h-akwhiy-a
293,imperfective,akwhiyihsko'i,a->akwhiy-ihsk-o'i
293,infinitive,ukwhiyhti,u->akwhiy-ht-i
293,perfective,ukwhiyvhv'i,u->akwhiy-vh-v'i
293,present,akwhiyiha,a->akwhiy-ih-a
293,present_1sg,kakwiyiha,k-akwiy-ih-a
294,imperative,hiyakwiyvhsi,hiy-akwiyv'*-hsi
294,imperfective,akwhiyv'eho'i,a->akwhiyv'-eh-o'i
294,infinitive,ukwhiyv'ehti,u->akwhiyv'-eht-i
294,perfective,ukwhiyv'elv'i,u->akwhiyv'-el-v'i
294,present,akwhiyv'eha,a->akwhiyv'-eh-a
294,present_1sg,tsiyakwiyv'eha,tsiy-akwiyv'-eh-a
296,imperative,hiyalahsta'vla,hiy-alahsta'-vla
296,imperfective,alahsta'ehsko'i,a->alahsta'-ehsk-o'i
296,infinitive,ulahsta'ehti,u->alahsta'-eht-i
296,perfective,ulahsta'elhv'i,u->alahsta'-elh-v'i
296,present,alahsta'eha,a->alahsta'-eh-a
296,present_1sg,tsiyalahsta'eha,tsiy-alahsta'-eh-a
297,imperative,hiyalahstv'vka,hiy-alahst-v'vka
297,imperfective,alahstvhsko'i,a->alahst-vhsk-o'i
297,infinitive,ulahstvti,u->alahst-vt-i
297,perfective,ulahstvnv'i,u->alahst-vn-v'i
297,present,alahstvhska,a->alahst-vhsk-a
297,present_1sg,tsiyalahstvhska,tsiy-alahst-vhsk-a
298,imperative,halahskala,h-alahskal-a
298,imperfective,alahskalihsko'i,a->alahskal-ihsk-o'i
298,infinitive,ulahskalhti,u->alahskal-ht-i
298,perfective,ulahskalvhv'i,u->alahskal-vh-v'i
298,present,alahskaliha,a->alahskal-ih-a
298,present_1sg,kalahskaliha,k-alahskal-ih-a
300,imperative,halahskvna,h-alahsk-vna
300,imperfective,alahskvhsko'i,a->alahsk-vhsk-o'i
300,infinitive,ulahskvhsti,u->alahsk-vhst-i
300,perfective,ulahskvhsv'i,u->alahsk-vhs-v'i
300,present,alahskv'a,a->alahsk-v'-a
300,present_1sg,kalahskv'a,k-alahsk-v'-a
305,imperative,halehta,h-aleht-a
305,imperfective,alehtihsko'i,a->aleht-ihsk-o'i
305,infinitive,ulehtohti,u->aleht-oht-i
305,perfective,ulehthanv'i,u->aleht-han-v'i
305,present,alehtiha,a->aleht-ih-a
305,present_1sg,kaletiha,k-alet-ih-a
306,imperative,halehvka,h-ale-hvka
306,imperfective,alehvhsko'i,a->ale-hvhsk-o'i
306,infinitive,ulehti,u->ale-ht-i
306,perfective,ulenhv'i,u->ale-nh-v'i
306,present,alehvhska,a->ale-hvhsk-a
306,present_1sg,kale'vhska,k-ale-'vhsk-a
307,imperative,halewhihsta,h-alewhihst-a
307,imperfective,alewhihstihsko'i,a->alewhihst-ihsk-o'i
307,infinitive,ulewhihstohti,u->alewhihst-oht-i
307,perfective,ulewhihsthanv'i,u->alewhihst-han-v'i
307,present,alewhihstiha,a->alewhihst-ih-a
307,present_1sg,kalewihstiha,k-alewihst-ih-a
308,imperative,hiyalewihstohta,hiy-alewihstoht-a
308,imperfective,alewhihstohtihsko'i,a->alewhihstoht-ihsk-o'i
308,infinitive,ulewhihstohtohti,u->alewhihstoht-oht-i
308,perfective,ulewhihstohthanv'i,u->alewhihstoht-han-v'i
308,present,alewhihstohtiha,a->alewhihstoht-ih-a
308,present_1sg,tsiyalewihstohtiha,tsiy-alewihstoht-ih-a
309,imperative,halena,h-alen-a
309,imperfective,alenihsko'i,a->alen-ihsk-o'i
309,infinitive,ulenhti,u->alen-ht-i
309,perfective,ulenvhv'i,u->alen-vh-v'i
309,present,aleniha,a->alen-ih-a
309,present_1sg,kaleni'a,k-alen-i'-a
314,imperative,hiyali'elitshihsi,hiy-ali'elitsh-ihsi
314,imperfective,alihelitsheho'i,a->alihelitsh-eh-o'i
314,infinitive,ulihelitshehti,u->alihelitsh-eht-i
314,perfective,ulihelitshelv'i,u->alihelitsh-el-v'i
314,present,alihelitsheha,a->alihelitsh-eh-a
314,present_1sg,tsiyali'elitsheha,tsiy-ali'elitsh-eh-a
315,imperative,haliheliki,h-aliheli-ki
315,imperfective,aliheliko'i,a->aliheli-k-o'i
315,infinitive,ulihelihsti,u->aliheli-hst-i
315,perfective,ulihelitsv'i,u->aliheli-ts-v'i
315,present,alihelika,a->aliheli-k-a
315,present_1sg,kali'elika,k-ali'eli-k-a
317,imperative,hali'ita,h-ali'it-a
317,imperfective,ali'itihsko'i,a->ali'it-ihsk-o'i
317,infinitive,uli'itihsti,u->ali'it-ihst-i
317,perfective,uli'itv'i,u->ali'it-v'i
317,present,ali'iti'a,a->ali'it-i'-a
317,present_1sg,kali'iti'a,k-ali'it-i'-a
318,imperative,halithi,h-alith-i
318,imperfective,alithihsko'i,a->alith-ihsk-o'i
318,infinitive,ulithihsti,u->alith-ihst-i
318,perfective,ulithihsv'i,u->alith-ihs-v'i
318,present,alithi'a,a->alith-i'-a
318,present_1sg,kalithi'a,k-alith-i'-a
320,imperative,haliyehsuhsthki,h-ali-yehsuhsth-ki
320,imperfective,aliyehsuhsthkihsko'i,a->ali-yehsuhsth-kihsk-o'i
320,infinitive,uliyehsuhsthkihsti,u->ali-yehsuhsth-kihst-i
320,perfective,uliyehsuhsthkihsv'i,u->ali-yehsuhsth-kihs-v'i
320,present,aliyehsuhsthki'a,a->ali-yehsuhsth-ki'-a
320,present_1sg,kaliyehsuhsthki'a,k-ali-yehsuhsth-ki'-a
322,imperative,haliyehsuhsthvka,h-ali-yehsuhst-hvka
322,imperfective,aliyehsuhsthvhsko'i,a->ali-yehsuhst-hvhsk-o'i
322,infinitive,uliyehsuhsthvhsti,u->ali-yehsuhst-hvhst-i
322,perfective,uliyehsuhsthanv'i,u->ali-yehsuhst-han-v'i
322,present,aliyehsuhsthvhska,a->ali-yehsuhst-hvhsk-a
322,present_1sg,kaliyehsuhsthvhska,k-ali-yehsuhst-hvhsk-a
324,imperative,haltsikwha,h-altsikw-ha
324,imperfective,altsikwhsko'i,a->altsikw-hsk-o'i
324,infinitive,ultsikwhsti,u->altsikw-hst-i
324,perfective,ultsikwhv'i,u->altsikw-h-v'i
324,present,altsikwhska,a->altsikw-hsk-a
324,present_1sg,kaltsikwhska,k-altsikw-hsk-a
325,imperative,halhsalatvka,h-al-hsalat-vka
325,imperfective,alhsalatihsko'i,a->al-hsalat-ihsk-o'i
325,infinitive,ulhsalatoti,u->al-hsalat-ot-i
325,perfective,ulhsalatanv'i,u->al-hsalat-an-v'i
325,present,alhsalati'a,a->al-hsalat-i'-a
325,present_1sg,kalihsalati'a,k-ali-hsalat-i'-a
327,imperative,halhstayvhvka,h-al-hstay-vhvka
327,imperfective,alhstayvhvhsko'i,a->al-hstay-vhvhsk-o'i
327,infinitive,ulhstayhti,u->al-hstay-ht-i
327,perfective,ulhstayvnhv'i,u->al-hstay-vnh-v'i
327,present,alhstayvhvhska,a->al-hstay-vhvhsk-a
327,present_1sg,kalihstayvhvhska,k-ali-hstay-vhvhsk-a
329,imperative,halhstela,h-al-hstel-a
329,imperfective,alhstelihsko'i,a->al-hstel-ihsk-o'i
329,infinitive,ulhstelhti,u->al-hstel-ht-i
329,perfective,ulhstelvhv'i,u->al-hstel-vh-v'i
329,present,alhsteliha,a->al-hstel-ih-a
329,present_1sg,kalihsteliha,k-ali-hstel-ih-a
330,imperative,halhstulaki,h-al-hstul-aki
330,imperfective,alhstulehsko'i,a->al-hstul-ehsk-o'i
330,infinitive,ulhstulehsti,u->al-hstul-ehst-i
330,perfective,ulhstulehsv'i,u->al-hstul-ehs-v'i
330,present,alhstule'a,a->al-hstul-e'-a
330,present_1sg,kalihstule'a,k-ali-hstul-e'-a
331,imperative,halhstula,h-al-hstul-a
331,imperfective,alhstulehsko'i,a->al-hstul-ehsk-o'i
331,infinitive,ulhstulhti,u->al-hstul-ht-i
331,perfective,ulhstulehv'i,u->al-hstul-eh-v'i
331,present,alhstuleha,a->al-hstul-eh-a
331,present_1sg,kalihstuleha,k-ali-hstul-eh-a
332,imperative,halhstulvka,h-al-hstul-vka
332,imperfective,alhstulihsko'i,a->al-hstul-ihsk-o'i
332,infinitive,ulhstuloti,u->al-hstul-ot-i
332,perfective,ulhstulanv'i,u->al-hstul-an-v'i
332,present,alhstuli'a,a->al-hstul-i'-a
332,present_1sg,kalihstuli'a,k-ali-hstul-i'-a
334,imperative,halhstvlhuka,h-al-hstvl-huka
334,imperfective,alhstvlhuhsko'i,a->al-hstvl-huhsk-o'i
334,infinitive,ulhstvlhuhsti,u->al-hstvl-huhst-i
334,perfective,ulhstvlhunv'i,u->al-hstvl-hun-v'i
334,present,alhstvlhuhska,a->al-hstvl-huhsk-a
334,present_1sg,kalihstvlhuhska,k-ali-hstvl-huhsk-a
336,imperative,halhski,h-alhs-ki
336,imperfective,alhskihsko'i,a->alhs-kihsk-o'i
336,infinitive,ulhskihsti,u->alhs-kihst-i
336,perfective,ulhskihsv'i,u->alhs-kihs-v'i
336,present,alhski'a,a->alhs-ki'-a
336,present_1sg,kalihski'a,k-alihs-ki'-a
337,imperative,hiyalihskolhtahsi,hiy-ali-hskolhtan*-hsi
337,imperfective,alhskolhtaneho'i,a->al-hskolhtan-eh-o'i
337,infinitive,ulhskolhtanehti,u->al-hskolhtan-eht-i
337,perfective,ulhskolhtanelv'i,u->al-hskolhtan-el-v'i
337,present,alhskolhtaneha,a->al-hskolhtan-eh-a
337,present_1sg,tsiyalihskolhtaneha,tsiy-ali-hskolhtan-eh-a
338,imperative,halhskuyha,h-al-hsku-yha
338,imperfective,alhskuhsko'i,a->al-hsku-hsk-o'i
338,infinitive,ulhskuhsti,u->al-hsku-hst-i
338,perfective,ulhskuyhv'i,u->al-hsku-yh-v'i
338,present,alhskuhska,a->al-hsku-hsk-a
338,present_1sg,kalihskuhska,k-ali-hsku-hsk-a
339,imperfective,alhskwatihsko'i,a->al-hskw-at-ihsk-o'i
