corpus_id,original_word,stem,structure,aspect,person,number,pronominal_set,noun_template,verb_root,paradigm,plural_paradigm,is_valid
0,atshutsa,atshutsa,nominal,,,,,root,atshutsa,root,unknown,True
0,atshutsa,tshutsa,nominal,,3rd,singular,a,root,tshutsa,root,unknown,True
0,atshutsa,:tshutsa,nominal,,3rd,singular,a,root,:tshutsa,root,unknown,True
0,atshutsa,atshutsa,nominal,,3rd,singular,a,root,atshutsa,root,unknown,True
1,atshvya,atshvya,nominal,,,,,root,atshvya,root,unknown,True
1,atshvya,tshvya,nominal,,3rd,singular,a,root,tshvya,root,unknown,True
1,atshvya,:tshvya,nominal,,3rd,singular,a,root,:tshvya,root,unknown,True
1,atshvya,atshvya,nominal,,3rd,singular,a,root,atshvya,root,unknown,True
2,ata,ata,nominal,,,,,root,ata,root,unknown,True
2,ata,ta,nominal,,3rd,singular,a,root,ta,root,unknown,True
2,ata,:ta,nominal,,3rd,singular,a,root,:ta,root,unknown,True
2,ata,ata,nominal,,3rd,singular,a,root,ata,root,unknown,True
3,a'ta,a'ta,nominal,,,,,root,a'ta,root,unknown,True
3,a'ta,'ta,nominal,,3rd,singular,a,root,'ta,root,unknown,True
3,a'ta,:'ta,nominal,,3rd,singular,a,root,:'ta,root,unknown,True
3,a'ta,a'ta,nominal,,3rd,singular,a,root,a'ta,root,unknown,True
4,atatlohsti,atatlohst,nominal,imperfective,,,,agentive,atatlohst,stative,unknown,False
4,atatlohsti,tatlohst,nominal,imperfective,3rd,singular,a,agentive,tatlohst,stative,unknown,False
4,atatlohsti,:tatlohst,nominal,imperfective,3rd,singular,a,agentive,:tatlohst,stative,unknown,False
4,atatlohsti,atatlohst,nominal,imperfective,3rd,singular,a,agentive,atatlohst,stative,unknown,False
4,atatlohsti,atatlohsti,nominal,,,,,root,atatlohsti,root,unknown,True
4,atatlohsti,tatlohsti,nominal,,3rd,singular,a,root,tatlohsti,root,unknown,True
4,atatlohsti,:tatlohsti,nominal,,3rd,singular,a,root,:tatlohsti,root,unknown,True
4,atatlohsti,atatlohsti,nominal,,3rd,singular,a,root,atatlohsti,root,unknown,True
5,atatolihsti,atatolihst,nominal,imperfective,,,,agentive,atatolihst,stative,unknown,True
5,atatolihsti,tatolihst,nominal,imperfective,3rd,singular,a,agentive,tatolihst,stative,unknown,True
5,atatolihsti,:tatolihst,nominal,imperfective,3rd,singular,a,agentive,:tatolihst,stative,unknown,True
5,atatolihsti,atatolihst,nominal,imperfective,3rd,singular,a,agentive,atatolihst,stative,unknown,True
5,atatolihsti,atatolihsti,nominal,,,,,root,atatolihsti,root,unknown,True
5,atatolihsti,tatolihsti,nominal,,3rd,singular,a,root,tatolihsti,root,unknown,True
5,atatolihsti,:tatolihsti,nominal,,3rd,singular,a,root,:tatolihsti,root,unknown,True
5,atatolihsti,atatolihsti,nominal,,3rd,singular,a,root,atatolihsti,root,unknown,True
6,atakeyhti,atakeyht,nominal,imperfective,,,,agentive,atakeyht,stative,unknown,True
6,atakeyhti,takeyht,nominal,imperfective,3rd,singular,a,agentive,takeyht,stative,unknown,True
6,atakeyhti,:takeyht,nominal,imperfective,3rd,singular,a,agentive,:takeyht,stative,unknown,True
6,atakeyhti,atakeyht,nominal,imperfective,3rd,singular,a,agentive,atakeyht,stative,unknown,True
6,atakeyhti,atakeyhti,nominal,,,,,root,atakeyhti,root,unknown,True
6,atakeyhti,takeyhti,nominal,,3rd,singular,a,root,takeyhti,root,unknown,True
6,atakeyhti,:takeyhti,nominal,,3rd,singular,a,root,:takeyhti,root,unknown,True
6,atakeyhti,atakeyhti,nominal,,3rd,singular,a,root,atakeyhti,root,unknown,True
7,atahihi,atahih,nominal,imperfective,,,,agentive,atahi,stative-h,unknown,False
7,atahihi,tahih,nominal,imperfective,3rd,singular,a,agentive,tahi,stative-h,unknown,False
7,atahihi,:tahih,nominal,imperfective,3rd,singular,a,agentive,:tahi,stative-h,unknown,False
7,atahihi,atahih,nominal,imperfective,3rd,singular,a,agentive,atahi,stative-h,unknown,False
7,atahihi,atahihi,nominal,,,,,root,atahihi,root,unknown,True
7,atahihi,tahihi,nominal,,3rd,singular,a,root,tahihi,root,unknown,True
7,atahihi,:tahihi,nominal,,3rd,singular,a,root,:tahihi,root,unknown,True
7,atahihi,atahihi,nominal,,3rd,singular,a,root,atahihi,root,unknown,True
8,atalhinehsalhti,atalhinehsalht,nominal,imperfective,,,,agentive,atalhinehsalht,stative,unknown,False
8,atalhinehsalhti,talhinehsalht,nominal,imperfective,3rd,singular,a,agentive,talhinehsalht,stative,unknown,False
8,atalhinehsalhti,:talhinehsalht,nominal,imperfective,3rd,singular,a,agentive,:talhinehsalht,stative,unknown,False
8,atalhinehsalhti,atalhinehsalht,nominal,imperfective,3rd,singular,a,agentive,atalhinehsalht,stative,unknown,False
8,atalhinehsalhti,atalhinehsalhti,nominal,,,,,root,atalhinehsalhti,root,unknown,True
8,atalhinehsalhti,talhinehsalhti,nominal,,3rd,singular,a,root,talhinehsalhti,root,unknown,True
8,atalhinehsalhti,:talhinehsalhti,nominal,,3rd,singular,a,root,:talhinehsalhti,root,unknown,True
8,atalhinehsalhti,atalhinehsalhti,nominal,,3rd,singular,a,root,atalhinehsalhti,root,unknown,True
9,atanhehti,atanheht,nominal,imperfective,,,,agentive,atanheht,stative,unknown,False
9,atanhehti,tanheht,nominal,imperfective,3rd,singular,a,agentive,tanheht,stative,unknown,False
9,atanhehti,:tanheht,nominal,imperfective,3rd,singular,a,agentive,:tanheht,stative,unknown,False
9,atanhehti,atanheht,nominal,imperfective,3rd,singular,a,agentive,atanheht,stative,unknown,False
9,atanhehti,atanhehti,nominal,,,,,root,atanhehti,root,unknown,True
9,atanhehti,tanhehti,nominal,,3rd,singular,a,root,tanhehti,root,unknown,True
9,atanhehti,:tanhehti,nominal,,3rd,singular,a,root,:tanhehti,root,unknown,True
9,atanhehti,atanhehti,nominal,,3rd,singular,a,root,atanhehti,root,unknown,True
10,atanhoyo,atanhoyo,nominal,,,,,root,atanhoyo,root,unknown,True
10,atanhoyo,tanhoyo,nominal,,3rd,singular,a,root,tanhoyo,root,unknown,True
10,atanhoyo,:tanhoyo,nominal,,3rd,singular,a,root,:tanhoyo,root,unknown,True
10,atanhoyo,atanhoyo,nominal,,3rd,singular,a,root,atanhoyo,root,unknown,True
11,atayhehski,atayhehsk,nominal,imperfective,,,,agentive,atayhehsk,stative,unknown,True
11,atayhehski,tayhehsk,nominal,imperfective,3rd,singular,a,agentive,tayhehsk,stative,unknown,True
11,atayhehski,:tayhehsk,nominal,imperfective,3rd,singular,a,agentive,:tayhehsk,stative,unknown,True
11,atayhehski,atayhehsk,nominal,imperfective,3rd,singular,a,agentive,atayhehsk,stative,unknown,True
11,atayhehski,atayhehski,nominal,,,,,root,atayhehski,root,unknown,True
11,atayhehski,tayhehski,nominal,,3rd,singular,a,root,tayhehski,root,unknown,True
11,atayhehski,:tayhehski,nominal,,3rd,singular,a,root,:tayhehski,root,unknown,True
11,atayhehski,atayhehski,nominal,,3rd,singular,a,root,atayhehski,root,unknown,True
12,atayhonehti,atayhoneht,nominal,imperfective,,,,agentive,atayhoneht,stative,unknown,True
12,atayhonehti,tayhoneht,nominal,imperfective,3rd,singular,a,agentive,tayhoneht,stative,unknown,True
12,atayhonehti,:tayhoneht,nominal,imperfective,3rd,singular,a,agentive,:tayhoneht,stative,unknown,True
12,atayhonehti,atayhoneht,nominal,imperfective,3rd,singular,a,agentive,atayhoneht,stative,unknown,True
12,atayhonehti,atayhonehti,nominal,,,,,root,atayhonehti,root,unknown,True
12,atayhonehti,tayhonehti,nominal,,3rd,singular,a,root,tayhonehti,root,unknown,True
12,atayhonehti,:tayhonehti,nominal,,3rd,singular,a,root,:tayhonehti,root,unknown,True
12,atayhonehti,atayhonehti,nominal,,3rd,singular,a,root,atayhonehti,root,unknown,True
13,atayhonehi,atayhoneh,nominal,imperfective,,,,agentive,atayhone,stative-h,unknown,False
13,atayhonehi,tayhoneh,nominal,imperfective,3rd,singular,a,agentive,tayhone,stative-h,unknown,False
13,atayhonehi,:tayhoneh,nominal,imperfective,3rd,singular,a,agentive,:tayhone,stative-h,unknown,False
13,atayhonehi,atayhoneh,nominal,imperfective,3rd,singular,a,agentive,atayhone,stative-h,unknown,False
13,atayhonehi,atayhonehi,nominal,,,,,root,atayhonehi,root,unknown,True
13,atayhonehi,tayhonehi,nominal,,3rd,singular,a,root,tayhonehi,root,unknown,True
13,atayhonehi,:tayhonehi,nominal,,3rd,singular,a,root,:tayhonehi,root,unknown,True
13,atayhonehi,atayhonehi,nominal,,3rd,singular,a,root,atayhonehi,root,unknown,True
14,atatsvyhski,atatsvyhsk,nominal,imperfective,,,,agentive,atatsvyhs,stative-k,unknown,False
14,atatsvyhski,tatsvyhsk,nominal,imperfective,3rd,singular,a,agentive,tatsvyhs,stative-k,unknown,False
14,atatsvyhski,:tatsvyhsk,nominal,imperfective,3rd,singular,a,agentive,:tatsvyhs,stative-k,unknown,False
14,atatsvyhski,atatsvyhsk,nominal,imperfective,3rd,singular,a,agentive,atatsvyhs,stative-k,unknown,False
14,atatsvyhski,atatsvyhski,nominal,,,,,root,atatsvyhski,root,unknown,True
14,atatsvyhski,tatsvyhski,nominal,,3rd,singular,a,root,tatsvyhski,root,unknown,True
14,atatsvyhski,:tatsvyhski,nominal,,3rd,singular,a,root,:tatsvyhski,root,unknown,True
14,atatsvyhski,atatsvyhski,nominal,,3rd,singular,a,root,atatsvyhski,root,unknown,True
15,atakhehti,atakheht,nominal,imperfective,,,,agentive,atakheht,stative,unknown,False
15,atakhehti,takheht,nominal,imperfective,3rd,singular,a,agentive,takheht,stative,unknown,False
15,atakhehti,:takheht,nominal,imperfective,3rd,singular,a,agentive,:takheht,stative,unknown,False
15,atakhehti,atakheht,nominal,imperfective,3rd,singular,a,agentive,atakheht,stative,unknown,False
15,atakhehti,atakhehti,nominal,,,,,root,atakhehti,root,unknown,True
15,atakhehti,takhehti,nominal,,3rd,singular,a,root,takhehti,root,unknown,True
15,atakhehti,:takhehti,nominal,,3rd,singular,a,root,:takhehti,root,unknown,True
15,atakhehti,atakhehti,nominal,,3rd,singular,a,root,atakhehti,root,unknown,True
16,atana'nv'i,atana'nv',nominal,imperfective,,,,agentive,atana'nv',stative,unknown,False
16,atana'nv'i,tana'nv',nominal,imperfective,3rd,singular,a,agentive,tana'nv',stative,inanimate,True
16,atana'nv'i,:tana'nv',nominal,imperfective,3rd,singular,a,agentive,:tana'nv',stative,inanimate,True
16,atana'nv'i,atana'nv',nominal,imperfective,3rd,singular,a,agentive,atana'nv',stative,unknown,False
16,atana'nv'i,atana'n,verby,perfective,,,,completive,atana'n,stative-eh,unknown,False
16,atana'nv'i,tana'n,verby,perfective,3rd,singular,a,completive,tana'n,a,inanimate,True
16,atana'nv'i,:tana'n,verby,perfective,3rd,singular,a,completive,:tana'n,a,inanimate,True
16,atana'nv'i,atana'n,verby,perfective,3rd,singular,a,completive,atana'n,stative-eh,unknown,False
16,atana'nv'i,atana'n,verby,imperfective,,,,incompletive,atana'n,stative,unknown,False
16,atana'nv'i,tana'n,verby,imperfective,3rd,singular,a,incompletive,tana'n,stative,inanimate,True
16,atana'nv'i,:tana'n,verby,imperfective,3rd,singular,a,incompletive,:tana'n,stative,inanimate,True
16,atana'nv'i,atana'n,verby,imperfective,3rd,singular,a,incompletive,atana'n,stative,unknown,False
16,atana'nv'i,atana'nv'i,nominal,,,,,root,atana'nv'i,root,unknown,True
16,atana'nv'i,tana'nv'i,nominal,,3rd,singular,a,root,tana'nv'i,root,unknown,True
16,atana'nv'i,:tana'nv'i,nominal,,3rd,singular,a,root,:tana'nv'i,root,unknown,True
16,atana'nv'i,atana'nv'i,nominal,,3rd,singular,a,root,atana'nv'i,root,unknown,True
17,atanetliyvhstihski,atanetliyvhstihsk,nominal,imperfective,,,,agentive,atanetliyvhstihs,stative-k,unknown,False
17,atanetliyvhstihski,tanetliyvhstihsk,nominal,imperfective,3rd,singular,a,agentive,tanetliyvhstihs,stative-k,unknown,False
17,atanetliyvhstihski,:tanetliyvhstihsk,nominal,imperfective,3rd,singular,a,agentive,:tanetliyvhstihs,stative-k,unknown,False
17,atanetliyvhstihski,atanetliyvhstihsk,nominal,imperfective,3rd,singular,a,agentive,atanetliyvhstihs,stative-k,unknown,False
17,atanetliyvhstihski,atanetliyvhstihski,nominal,,,,,root,atanetliyvhstihski,root,unknown,True
17,atanetliyvhstihski,tanetliyvhstihski,nominal,,3rd,singular,a,root,tanetliyvhstihski,root,unknown,True
17,atanetliyvhstihski,:tanetliyvhstihski,nominal,,3rd,singular,a,root,:tanetliyvhstihski,root,unknown,True
17,atanetliyvhstihski,atanetliyvhstihski,nominal,,3rd,singular,a,root,atanetliyvhstihski,root,unknown,True
18,atanelhv'i,atanelhv',nominal,imperfective,,,,agentive,atanelhv',stative,unknown,False
18,atanelhv'i,tanelhv',nominal,imperfective,3rd,singular,a,agentive,tanelhv',stative,inanimate,True
18,atanelhv'i,:tanelhv',nominal,imperfective,3rd,singular,a,agentive,:tanelhv',stative,inanimate,True
18,atanelhv'i,atanelhv',nominal,imperfective,3rd,singular,a,agentive,atanelhv',stative,unknown,False
18,atanelhv'i,atanelh,verby,perfective,,,,completive,atanel,sk-h[imp2],unknown,False
18,atanelhv'i,tanelh,verby,perfective,3rd,singular,a,completive,tanelh,a,inanimate,True
18,atanelhv'i,:tanelh,verby,perfective,3rd,singular,a,completive,:tanelh,a,inanimate,True
18,atanelhv'i,atanelh,verby,perfective,3rd,singular,a,completive,atanel,sk-h[imp2],unknown,False
18,atanelhv'i,atanelh,verby,imperfective,,,,incompletive,atanel,stative-h,unknown,False
18,atanelhv'i,tanelh,verby,imperfective,3rd,singular,a,incompletive,tanelh,stative,inanimate,True
18,atanelhv'i,:tanelh,verby,imperfective,3rd,singular,a,incompletive,:tanelh,stative,inanimate,True
18,atanelhv'i,atanelh,verby,imperfective,3rd,singular,a,incompletive,atanel,stative-h,unknown,False
18,atanelhv'i,atanelhv'i,nominal,,,,,root,atanelhv'i,root,unknown,True
18,atanelhv'i,tanelhv'i,nominal,,3rd,singular,a,root,tanelhv'i,root,unknown,True
18,atanelhv'i,:tanelhv'i,nominal,,3rd,singular,a,root,:tanelhv'i,root,unknown,True
18,atanelhv'i,atanelhv'i,nominal,,3rd,singular,a,root,atanelhv'i,root,unknown,True
19,atanelv'i,atanelv',nominal,imperfective,,,,agentive,atanelv',stative,unknown,False
19,atanelv'i,tanelv',nominal,imperfective,3rd,singular,a,agentive,tanelv',stative,inanimate,True
19,atanelv'i,:tanelv',nominal,imperfective,3rd,singular,a,agentive,:tanelv',stative,inanimate,True
19,atanelv'i,atanelv',nominal,imperfective,3rd,singular,a,agentive,atanelv',stative,unknown,False
19,atanelv'i,atanel,verby,perfective,,,,completive,atan,apl[imp4],unknown,False
19,atanelv'i,tanel,verby,perfective,3rd,singular,a,completive,tanel,a,inanimate,True
19,atanelv'i,:tanel,verby,perfective,3rd,singular,a,completive,:tanel,a,inanimate,True
19,atanelv'i,atanel,verby,perfective,3rd,singular,a,completive,atan,apl[imp4],unknown,False
19,atanelv'i,atanel,verby,imperfective,,,,incompletive,atanel,stative,unknown,False
19,atanelv'i,tanel,verby,imperfective,3rd,singular,a,incompletive,tanel,stative,inanimate,True
19,atanelv'i,:tanel,verby,imperfective,3rd,singular,a,incompletive,:tanel,stative,inanimate,True
19,atanelv'i,atanel,verby,imperfective,3rd,singular,a,incompletive,atanel,stative,unknown,False
19,atanelv'i,atanelv'i,nominal,,,,,root,atanelv'i,root,unknown,True
19,atanelv'i,tanelv'i,nominal,,3rd,singular,a,root,tanelv'i,root,unknown,True
19,atanelv'i,:tanelv'i,nominal,,3rd,singular,a,root,:tanelv'i,root,unknown,True
19,atanelv'i,atanelv'i,nominal,,3rd,singular,a,root,atanelv'i,root,unknown,True
20,atanhto,atanhto,nominal,,,,,root,atanhto,root,unknown,True
20,atanhto,tanhto,nominal,,3rd,singular,a,root,tanhto,root,unknown,True
20,atanhto,:tanhto,nominal,,3rd,singular,a,root,:tanhto,root,unknown,True
20,atanhto,atanhto,nominal,,3rd,singular,a,root,atanhto,root,unknown,True
21,atanhthehti,atanhtheht,nominal,imperfective,,,,agentive,atanhtheht,stative,unknown,True
21,atanhthehti,tanhtheht,nominal,imperfective,3rd,singular,a,agentive,tanhtheht,stative,unknown,True
21,atanhthehti,:tanhtheht,nominal,imperfective,3rd,singular,a,agentive,:tanhtheht,stative,unknown,True
21,atanhthehti,atanhtheht,nominal,imperfective,3rd,singular,a,agentive,atanhtheht,stative,unknown,True
21,atanhthehti,atanhthehti,nominal,,,,,root,atanhthehti,root,unknown,True
21,atanhthehti,tanhthehti,nominal,,3rd,singular,a,root,tanhthehti,root,unknown,True
21,atanhthehti,:tanhthehti,nominal,,3rd,singular,a,root,:tanhthehti,root,unknown,True
21,atanhthehti,atanhthehti,nominal,,3rd,singular,a,root,atanhthehti,root,unknown,True
22,atahstayhti'i,atahstayhti',nominal,imperfective,,,,agentive,atahstayhti',stative,unknown,False
22,atahstayhti'i,tahstayhti',nominal,imperfective,3rd,singular,a,agentive,tahstayhti',stative,unknown,False
22,atahstayhti'i,:tahstayhti',nominal,imperfective,3rd,singular,a,agentive,:tahstayhti',stative,unknown,False
22,atahstayhti'i,atahstayhti',nominal,imperfective,3rd,singular,a,agentive,atahstayhti',stative,unknown,False
22,atahstayhti'i,atahstayhti'i,nominal,,,,,root,atahstayhti'i,root,unknown,True
22,atahstayhti'i,tahstayhti'i,nominal,,3rd,singular,a,root,tahstayhti'i,root,unknown,True
22,atahstayhti'i,:tahstayhti'i,nominal,,3rd,singular,a,root,:tahstayhti'i,root,unknown,True
22,atahstayhti'i,atahstayhti'i,nominal,,3rd,singular,a,root,atahstayhti'i,root,unknown,True
23,atawehi,ataweh,nominal,imperfective,,,,agentive,atawe,stative-h,unknown,False
23,atawehi,taweh,nominal,imperfective,3rd,singular,a,agentive,taweh,stative,animate,True
23,atawehi,:taweh,nominal,imperfective,3rd,singular,a,agentive,:taweh,stative,animate,True
23,atawehi,ataweh,nominal,imperfective,3rd,singular,a,agentive,atawe,stative-h,unknown,False
23,atawehi,atawehi,nominal,,,,,root,atawehi,root,unknown,True
23,atawehi,tawehi,nominal,,3rd,singular,a,root,tawehi,root,unknown,True
23,atawehi,:tawehi,nominal,,3rd,singular,a,root,:tawehi,root,unknown,True
23,atawehi,atawehi,nominal,,3rd,singular,a,root,atawehi,root,unknown,True
24,atawelakihski,atawelakihsk,nominal,imperfective,,,,agentive,atawelakihs,stative-k,unknown,False
24,atawelakihski,tawelakihsk,nominal,imperfective,3rd,singular,a,agentive,tawelakihs,stative-k,unknown,False
24,atawelakihski,:tawelakihsk,nominal,imperfective,3rd,singular,a,agentive,:tawelakihs,stative-k,unknown,False
24,atawelakihski,atawelakihsk,nominal,imperfective,3rd,singular,a,agentive,atawelakihs,stative-k,unknown,False
24,atawelakihski,atawelakihski,nominal,,,,,root,atawelakihski,root,unknown,True
24,atawelakihski,tawelakihski,nominal,,3rd,singular,a,root,tawelakihski,root,unknown,True
24,atawelakihski,:tawelakihski,nominal,,3rd,singular,a,root,:tawelakihski,root,unknown,True
24,atawelakihski,atawelakihski,nominal,,3rd,singular,a,root,atawelakihski,root,unknown,True
25,atawelakihski,atawelakihsk,nominal,imperfective,,,,agentive,atawelakihsk,stative,unknown,True
25,atawelakihski,tawelakihsk,nominal,imperfective,3rd,singular,a,agentive,tawelakihsk,stative,unknown,True
25,atawelakihski,:tawelakihsk,nominal,imperfective,3rd,singular,a,agentive,:tawelakihsk,stative,unknown,True
25,atawelakihski,atawelakihsk,nominal,imperfective,3rd,singular,a,agentive,atawelakihsk,stative,unknown,True
25,atawelakihski,atawelakihski,nominal,,,,,root,atawelakihski,root,unknown,True
25,atawelakihski,tawelakihski,nominal,,3rd,singular,a,root,tawelakihski,root,unknown,True
25,atawelakihski,:tawelakihski,nominal,,3rd,singular,a,root,:tawelakihski,root,unknown,True
25,atawelakihski,atawelakihski,nominal,,3rd,singular,a,root,atawelakihski,root,unknown,True
26,Atawi,Ataw,nominal,imperfective,,,,agentive,Ataw,stative,unknown,True
26,Atawi,Atawi,nominal,,,,,root,Atawi,root,unknown,True
27,atawohsti'i,atawohsti',nominal,imperfective,,,,agentive,atawohsti',stative,unknown,False
27,atawohsti'i,tawohsti',nominal,imperfective,3rd,singular,a,agentive,tawohsti',stative,unknown,False
27,atawohsti'i,:tawohsti',nominal,imperfective,3rd,singular,a,agentive,:tawohsti',stative,unknown,False
27,atawohsti'i,atawohsti',nominal,imperfective,3rd,singular,a,agentive,atawohsti',stative,unknown,False
27,atawohsti'i,atawohsti'i,nominal,,,,,root,atawohsti'i,root,unknown,True
27,atawohsti'i,tawohsti'i,nominal,,3rd,singular,a,root,tawohsti'i,root,unknown,True
27,atawohsti'i,:tawohsti'i,nominal,,3rd,singular,a,root,:tawohsti'i,root,unknown,True
27,atawohsti'i,atawohsti'i,nominal,,3rd,singular,a,root,atawohsti'i,root,unknown,True
28,atayvlathvhski,atayvlathvhsk,nominal,imperfective,,,,agentive,atayvlathvhs,stative-k,unknown,False
28,atayvlathvhski,tayvlathvhsk,nominal,imperfective,3rd,singular,a,agentive,tayvlathvhs,stative-k,unknown,False
28,atayvlathvhski,:tayvlathvhsk,nominal,imperfective,3rd,singular,a,agentive,:tayvlathvhs,stative-k,unknown,False
28,atayvlathvhski,atayvlathvhsk,nominal,imperfective,3rd,singular,a,agentive,atayvlathvhs,stative-k,unknown,False
28,atayvlathvhski,atayvlathvhski,nominal,,,,,root,atayvlathvhski,root,unknown,True
28,atayvlathvhski,tayvlathvhski,nominal,,3rd,singular,a,root,tayvlathvhski,root,unknown,True
28,atayvlathvhski,:tayvlathvhski,nominal,,3rd,singular,a,root,:tayvlathvhski,root,unknown,True
28,atayvlathvhski,atayvlathvhski,nominal,,3rd,singular,a,root,atayvlathvhski,root,unknown,True
29,atela,atela,nominal,,,,,root,atela,root,unknown,True
29,atela,tela,nominal,,3rd,singular,a,root,tela,root,unknown,True
29,atela,:tela,nominal,,3rd,singular,a,root,:tela,root,unknown,True
29,atela,atela,nominal,,3rd,singular,a,root,atela,root,unknown,True
30,ateltiyhti'i,ateltiyhti',nominal,imperfective,,,,agentive,ateltiyhti',stative,unknown,False
30,ateltiyhti'i,teltiyhti',nominal,imperfective,3rd,singular,a,agentive,teltiyhti',stative,unknown,False
30,ateltiyhti'i,:teltiyhti',nominal,imperfective,3rd,singular,a,agentive,:teltiyhti',stative,unknown,False
30,ateltiyhti'i,ateltiyhti',nominal,imperfective,3rd,singular,a,agentive,ateltiyhti',stative,unknown,False
30,ateltiyhti'i,ateltiyhti'i,nominal,,,,,root,ateltiyhti'i,root,unknown,True
30,ateltiyhti'i,teltiyhti'i,nominal,,3rd,singular,a,root,teltiyhti'i,root,unknown,True
30,ateltiyhti'i,:teltiyhti'i,nominal,,3rd,singular,a,root,:teltiyhti'i,root,unknown,True
30,ateltiyhti'i,ateltiyhti'i,nominal,,3rd,singular,a,root,ateltiyhti'i,root,unknown,True
31,Ateltsulhv'i,Ateltsulhv',nominal,imperfective,,,,agentive,Ateltsulhv',stative,unknown,True
31,Ateltsulhv'i,Ateltsulh,verby,perfective,,,,completive,Ateltsulh,a,unknown,True
31,Ateltsulhv'i,Ateltsulh,verby,imperfective,,,,incompletive,Ateltsulh,stative,unknown,True
31,Ateltsulhv'i,Ateltsulhv'i,nominal,,,,,root,Ateltsulhv'i,root,unknown,True
32,atelv'i,atelv',nominal,imperfective,,,,agentive,atelv',stative,unknown,True
32,atelv'i,telv',nominal,imperfective,3rd,singular,a,agentive,telv',stative,unknown,True
32,atelv'i,:telv',nominal,imperfective,3rd,singular,a,agentive,:telv',stative,unknown,True
32,atelv'i,atelv',nominal,imperfective,3rd,singular,a,agentive,atelv',stative,unknown,True
32,atelv'i,atel,verby,perfective,,,,completive,atel,a,unknown,True
32,atelv'i,tel,verby,perfective,3rd,singular,a,completive,tel,a,unknown,True
32,atelv'i,:tel,verby,perfective,3rd,singular,a,completive,:tel,a,unknown,True
32,atelv'i,atel,verby,perfective,3rd,singular,a,completive,atel,a,unknown,True
32,atelv'i,atel,verby,imperfective,,,,incompletive,atel,stative,unknown,True
32,atelv'i,tel,verby,imperfective,3rd,singular,a,incompletive,tel,stative,unknown,True
32,atelv'i,:tel,verby,imperfective,3rd,singular,a,incompletive,:tel,stative,unknown,True
32,atelv'i,atel,verby,imperfective,3rd,singular,a,incompletive,atel,stative,unknown,True
32,atelv'i,atelv'i,nominal,,,,,root,atelv'i,root,unknown,True
32,atelv'i,telv'i,nominal,,3rd,singular,a,root,telv'i,root,unknown,True
32,atelv'i,:telv'i,nominal,,3rd,singular,a,root,:telv'i,root,unknown,True
32,atelv'i,atelv'i,nominal,,3rd,singular,a,root,atelv'i,root,unknown,True
33,ateyohv'i,ateyohv',nominal,imperfective,,,,agentive,ateyohv',stative,unknown,False
33,ateyohv'i,teyohv',nominal,imperfective,3rd,singular,a,agentive,teyohv',stative,inanimate,True
33,ateyohv'i,:teyohv',nominal,imperfective,3rd,singular,a,agentive,:teyohv',stative,inanimate,True
33,ateyohv'i,ateyohv',nominal,imperfective,3rd,singular,a,agentive,ateyohv',stative,unknown,False
33,ateyohv'i,ateyoh,verby,perfective,,,,completive,ateyo,sk-h[imp2],unknown,False
33,ateyohv'i,teyoh,verby,perfective,3rd,singular,a,completive,teyoh,a,inanimate,True
33,ateyohv'i,:teyoh,verby,perfective,3rd,singular,a,completive,:teyoh,a,inanimate,True
33,ateyohv'i,ateyoh,verby,perfective,3rd,singular,a,completive,ateyo,sk-h[imp2],unknown,False
33,ateyohv'i,ateyoh,verby,imperfective,,,,incompletive,ateyo,stative-h,unknown,False
33,ateyohv'i,teyoh,verby,imperfective,3rd,singular,a,incompletive,teyoh,stative,inanimate,True
33,ateyohv'i,:teyoh,verby,imperfective,3rd,singular,a,incompletive,:teyoh,stative,inanimate,True
33,ateyohv'i,ateyoh,verby,imperfective,3rd,singular,a,incompletive,ateyo,stative-h,unknown,False
33,ateyohv'i,ateyohv'i,nominal,,,,,root,ateyohv'i,root,unknown,True
33,ateyohv'i,teyohv'i,nominal,,3rd,singular,a,root,teyohv'i,root,unknown,True
33,ateyohv'i,:teyohv'i,nominal,,3rd,singular,a,root,:teyohv'i,root,unknown,True
33,ateyohv'i,ateyohv'i,nominal,,3rd,singular,a,root,ateyohv'i,root,unknown,True
34,atithahsti,atithahst,nominal,imperfective,,,,agentive,atithahst,stative,unknown,False
34,atithahsti,tithahst,nominal,imperfective,3rd,singular,a,agentive,tithahst,stative,unknown,False
34,atithahsti,:tithahst,nominal,imperfective,3rd,singular,a,agentive,:tithahst,stative,unknown,False
34,atithahsti,atithahst,nominal,imperfective,3rd,singular,a,agentive,atithahst,stative,unknown,False
34,atithahsti,atithahsti,nominal,,,,,root,atithahsti,root,unknown,True
34,atithahsti,tithahsti,nominal,,3rd,singular,a,root,tithahsti,root,unknown,True
34,atithahsti,:tithahsti,nominal,,3rd,singular,a,root,:tithahsti,root,unknown,True
34,atithahsti,atithahsti,nominal,,3rd,singular,a,root,atithahsti,root,unknown,True
35,atithohti,atithoht,nominal,imperfective,,,,agentive,atithoht,stative,unknown,False
35,atithohti,tithoht,nominal,imperfective,3rd,singular,a,agentive,tithoht,stative,unknown,False
35,atithohti,:tithoht,nominal,imperfective,3rd,singular,a,agentive,:tithoht,stative,unknown,False
35,atithohti,atithoht,nominal,imperfective,3rd,singular,a,agentive,atithoht,stative,unknown,False
35,atithohti,atithohti,nominal,,,,,root,atithohti,root,unknown,True
