corpus_id,original_word,stem,structure,aspect,person,number,pronominal_set
139,anatakonathtihskv'i,anatakonathtihskv'i,nominal,,,,
139,anatakonathtihskv'i,natakonathtihskv'i,nominal,,3rd,singular,a
139,anatakonathtihskv'i,:natakonathtihskv'i,nominal,,3rd,singular,a
139,anatakonathtihskv'i,anatakonathtihskv'i,nominal,,3rd,singular,a
139,anatakonathtihskv'i,atakonathtihskv'i,nominal,,3rd,plural,a
140,anakalihski,anakalihsk,nominal,imperfective,,,
140,anakalihski,nakalihsk,nominal,imperfective,3rd,singular,a
140,anakalihski,:nakalihsk,nominal,imperfective,3rd,singular,a
140,anakalihski,anakalihsk,nominal,imperfective,3rd,singular,a
140,anakalihski,akalihsk,nominal,imperfective,3rd,plural,a
140,anakalihski,anakalihski,nominal,,,,
140,anakalihski,nakalihski,nominal,,3rd,singular,a
140,anakalihski,:nakalihski,nominal,,3rd,singular,a
140,anakalihski,anakalihski,nominal,,3rd,singular,a
140,anakalihski,akalihski,nominal,,3rd,plural,a
141,analhinvtli,analhinvtl,nominal,imperfective,,,
141,analhinvtli,nalhinvtl,nominal,imperfective,3rd,singular,a
141,analhinvtli,:nalhinvtl,nominal,imperfective,3rd,singular,a
141,analhinvtli,analhinvtl,nominal,imperfective,3rd,singular,a
141,analhinvtli,alhinvtl,nominal,imperfective,3rd,plural,a
141,analhinvtli,analhinvtli,nominal,,,,
141,analhinvtli,nalhinvtli,nominal,,3rd,singular,a
141,analhinvtli,:nalhinvtli,nominal,,3rd,singular,a
141,analhinvtli,analhinvtli,nominal,,3rd,singular,a
141,analhinvtli,alhinvtli,nominal,,3rd,plural,a
142,anelhti,anelht,nominal,imperfective,,,
142,anelhti,nelht,nominal,imperfective,3rd,singular,a
142,anelhti,:nelht,nominal,imperfective,3rd,singular,a
142,anelhti,anelht,nominal,imperfective,3rd,singular,a
142,anelhti,elht,nominal,imperfective,3rd,plural,a
142,anelhti,anelhti,nominal,,,,
142,anelhti,nelhti,nominal,,3rd,singular,a
142,anelhti,:nelhti,nominal,,3rd,singular,a
142,anelhti,anelhti,nominal,,3rd,singular,a
142,anelhti,elhti,nominal,,3rd,plural,a
143,a'ni,a'n,nominal,imperfective,,,
143,a'ni,'n,nominal,imperfective,3rd,singular,a
143,a'ni,:'n,nominal,imperfective,3rd,singular,a
143,a'ni,a'n,nominal,imperfective,3rd,singular,a
143,a'ni,a'ni,nominal,,,,
143,a'ni,'ni,nominal,,3rd,singular,a
143,a'ni,:'ni,nominal,,3rd,singular,a
143,a'ni,a'ni,nominal,,3rd,singular,a
144,anineli,aninel,nominal,imperfective,,,
144,anineli,ninel,nominal,imperfective,3rd,singular,a
144,anineli,:ninel,nominal,imperfective,3rd,singular,a
144,anineli,aninel,nominal,imperfective,3rd,singular,a
144,anineli,nel,nominal,imperfective,3rd,plural,a
144,anineli,'nel,nominal,imperfective,3rd,plural,a
144,anineli,:nel,nominal,imperfective,3rd,plural,a
144,anineli,anineli,nominal,,,,
144,anineli,nineli,nominal,,3rd,singular,a
144,anineli,:nineli,nominal,,3rd,singular,a
144,anineli,anineli,nominal,,3rd,singular,a
144,anineli,neli,nominal,,3rd,plural,a
144,anineli,'neli,nominal,,3rd,plural,a
144,anineli,:neli,nominal,,3rd,plural,a
145,Anihskwani'i,Anihskwani',nominal,imperfective,,,
145,Anihskwani'i,Anihskwani'i,nominal,,,,
146,aniyohski'i,aniyohski',nominal,imperfective,,,
146,aniyohski'i,niyohski',nominal,imperfective,3rd,singular,a
146,aniyohski'i,:niyohski',nominal,imperfective,3rd,singular,a
146,aniyohski'i,aniyohski',nominal,imperfective,3rd,singular,a
146,aniyohski'i,yohski',nominal,imperfective,3rd,plural,a
146,aniyohski'i,'yohski',nominal,imperfective,3rd,plural,a
146,aniyohski'i,:yohski',nominal,imperfective,3rd,plural,a
146,aniyohski'i,aniyohski'i,nominal,,,,
146,aniyohski'i,niyohski'i,nominal,,3rd,singular,a
146,aniyohski'i,:niyohski'i,nominal,,3rd,singular,a
146,aniyohski'i,aniyohski'i,nominal,,3rd,singular,a
146,aniyohski'i,yohski'i,nominal,,3rd,plural,a
146,aniyohski'i,'yohski'i,nominal,,3rd,plural,a
146,aniyohski'i,:yohski'i,nominal,,3rd,plural,a
147,Anhskvthi,Anhskvth,nominal,imperfective,,,
147,Anhskvthi,Anhskvthi,nominal,,,,
148,Anvyhi,Anvyh,nominal,imperfective,,,
148,Anvyhi,Anvyhi,nominal,,,,
149,ahsano,ahsano,nominal,,,,
149,ahsano,hsano,nominal,,3rd,singular,a
149,ahsano,:hsano,nominal,,3rd,singular,a
149,ahsano,ahsano,nominal,,3rd,singular,a
150,ahstanvnhv'i,ahstanvnhv',nominal,imperfective,,,
150,ahstanvnhv'i,hstanvnhv',nominal,imperfective,3rd,singular,a
150,ahstanvnhv'i,:hstanvnhv',nominal,imperfective,3rd,singular,a
150,ahstanvnhv'i,ahstanvnhv',nominal,imperfective,3rd,singular,a
150,ahstanvnhv'i,ahstanvnh,verby,perfective,,,
150,ahstanvnhv'i,hstanvnh,verby,perfective,3rd,singular,a
150,ahstanvnhv'i,:hstanvnh,verby,perfective,3rd,singular,a
150,ahstanvnhv'i,ahstanvnh,verby,perfective,3rd,singular,a
150,ahstanvnhv'i,ahstanvnh,verby,imperfective,,,
150,ahstanvnhv'i,hstanvnh,verby,imperfective,3rd,singular,a
150,ahstanvnhv'i,:hstanvnh,verby,imperfective,3rd,singular,a
150,ahstanvnhv'i,ahstanvnh,verby,imperfective,3rd,singular,a
150,ahstanvnhv'i,ahstanvnhv'i,nominal,,,,
150,ahstanvnhv'i,hstanvnhv'i,nominal,,3rd,singular,a
150,ahstanvnhv'i,:hstanvnhv'i,nominal,,3rd,singular,a
150,ahstanvnhv'i,ahstanvnhv'i,nominal,,3rd,singular,a
151,ahstikihsti,ahstikihst,nominal,imperfective,,,
151,ahstikihsti,hstikihst,nominal,imperfective,3rd,singular,a
151,ahstikihsti,:hstikihst,nominal,imperfective,3rd,singular,a
151,ahstikihsti,ahstikihst,nominal,imperfective,3rd,singular,a
151,ahstikihsti,ahstikihsti,nominal,,,,
151,ahstikihsti,hstikihsti,nominal,,3rd,singular,a
151,ahstikihsti,:hstikihsti,nominal,,3rd,singular,a
151,ahstikihsti,ahstikihsti,nominal,,3rd,singular,a
152,ahstohski'i,ahstohski',nominal,imperfective,,,
152,ahstohski'i,hstohski',nominal,imperfective,3rd,singular,a
152,ahstohski'i,:hstohski',nominal,imperfective,3rd,singular,a
152,ahstohski'i,ahstohski',nominal,imperfective,3rd,singular,a
152,ahstohski'i,ahstohski'i,nominal,,,,
152,ahstohski'i,hstohski'i,nominal,,3rd,singular,a
152,ahstohski'i,:hstohski'i,nominal,,3rd,singular,a
152,ahstohski'i,ahstohski'i,nominal,,3rd,singular,a
153,ahstvhalhi,ahstvhalh,nominal,imperfective,,,
153,ahstvhalhi,hstvhalh,nominal,imperfective,3rd,singular,a
153,ahstvhalhi,:hstvhalh,nominal,imperfective,3rd,singular,a
153,ahstvhalhi,ahstvhalh,nominal,imperfective,3rd,singular,a
153,ahstvhalhi,ahstvhalhi,nominal,,,,
153,ahstvhalhi,hstvhalhi,nominal,,3rd,singular,a
153,ahstvhalhi,:hstvhalhi,nominal,,3rd,singular,a
153,ahstvhalhi,ahstvhalhi,nominal,,3rd,singular,a
154,ahskanhi,ahskanh,nominal,imperfective,,,
154,ahskanhi,hskanh,nominal,imperfective,3rd,singular,a
154,ahskanhi,:hskanh,nominal,imperfective,3rd,singular,a
154,ahskanhi,ahskanh,nominal,imperfective,3rd,singular,a
154,ahskanhi,ahskanhi,nominal,,,,
154,ahskanhi,hskanhi,nominal,,3rd,singular,a
154,ahskanhi,:hskanhi,nominal,,3rd,singular,a
154,ahskanhi,ahskanhi,nominal,,3rd,singular,a
155,ahskana'i,ahskana',nominal,imperfective,,,
155,ahskana'i,hskana',nominal,imperfective,3rd,singular,a
155,ahskana'i,:hskana',nominal,imperfective,3rd,singular,a
155,ahskana'i,ahskana',nominal,imperfective,3rd,singular,a
155,ahskana'i,ahskana'i,nominal,,,,
155,ahskana'i,hskana'i,nominal,,3rd,singular,a
155,ahskana'i,:hskana'i,nominal,,3rd,singular,a
155,ahskana'i,ahskana'i,nominal,,3rd,singular,a
156,ahskaya,ahskaya,nominal,,,,
156,ahskaya,hskaya,nominal,,3rd,singular,a
156,ahskaya,:hskaya,nominal,,3rd,singular,a
156,ahskaya,ahskaya,nominal,,3rd,singular,a
157,ahskayekvhsta,ahskayekvhsta,nominal,,,,
157,ahskayekvhsta,hskayekvhsta,nominal,,3rd,singular,a
157,ahskayekvhsta,:hskayekvhsta,nominal,,3rd,singular,a
157,ahskayekvhsta,ahskayekvhsta,nominal,,3rd,singular,a
158,ahskina,ahskina,nominal,,,,
158,ahskina,hskina,nominal,,3rd,singular,a
158,ahskina,:hskina,nominal,,3rd,singular,a
158,ahskina,ahskina,nominal,,3rd,singular,a
159,ahskolvtihsti,ahskolvtihst,nominal,imperfective,,,
159,ahskolvtihsti,hskolvtihst,nominal,imperfective,3rd,singular,a
159,ahskolvtihsti,:hskolvtihst,nominal,imperfective,3rd,singular,a
159,ahskolvtihsti,ahskolvtihst,nominal,imperfective,3rd,singular,a
159,ahskolvtihsti,ahskolvtihsti,nominal,,,,
159,ahskolvtihsti,hskolvtihsti,nominal,,3rd,singular,a
159,ahskolvtihsti,:hskolvtihsti,nominal,,3rd,singular,a
159,ahskolvtihsti,ahskolvtihsti,nominal,,3rd,singular,a
160,ahskvtakeni,ahskvtaken,nominal,imperfective,,,
160,ahskvtakeni,hskvtaken,nominal,imperfective,3rd,singular,a
160,ahskvtakeni,:hskvtaken,nominal,imperfective,3rd,singular,a
160,ahskvtakeni,ahskvtaken,nominal,imperfective,3rd,singular,a
160,ahskvtakeni,ahskvtakeni,nominal,,,,
160,ahskvtakeni,hskvtakeni,nominal,,3rd,singular,a
160,ahskvtakeni,:hskvtakeni,nominal,,3rd,singular,a
160,ahskvtakeni,ahskvtakeni,nominal,,3rd,singular,a
161,ahskwakeni,ahskwaken,nominal,imperfective,,,
161,ahskwakeni,hskwaken,nominal,imperfective,3rd,singular,a
161,ahskwakeni,:hskwaken,nominal,imperfective,3rd,singular,a
161,ahskwakeni,ahskwaken,nominal,imperfective,3rd,singular,a
161,ahskwakeni,ahskwakeni,nominal,,,,
161,ahskwakeni,hskwakeni,nominal,,3rd,singular,a
161,ahskwakeni,:hskwakeni,nominal,,3rd,singular,a
161,ahskwakeni,ahskwakeni,nominal,,3rd,singular,a
162,Ahskwani,Ahskwan,nominal,imperfective,,,
162,Ahskwani,Ahskwani,nominal,,,,
163,ahsiyvwi,ahsiyvw,nominal,imperfective,,,
163,ahsiyvwi,hsiyvw,nominal,imperfective,3rd,singular,a
163,ahsiyvwi,:hsiyvw,nominal,imperfective,3rd,singular,a
163,ahsiyvwi,ahsiyvw,nominal,imperfective,3rd,singular,a
163,ahsiyvwi,ahsiyvwi,nominal,,,,
163,ahsiyvwi,hsiyvwi,nominal,,3rd,singular,a
163,ahsiyvwi,:hsiyvwi,nominal,,3rd,singular,a
163,ahsiyvwi,ahsiyvwi,nominal,,3rd,singular,a
164,ahskholi,ahskhol,nominal,imperfective,,,
164,ahskholi,hskhol,nominal,imperfective,3rd,singular,a
164,ahskholi,:hskhol,nominal,imperfective,3rd,singular,a
164,ahskholi,ahskhol,nominal,imperfective,3rd,singular,a
164,ahskholi,ahskholi,nominal,,,,
164,ahskholi,hskholi,nominal,,3rd,singular,a
164,ahskholi,:hskholi,nominal,,3rd,singular,a
164,ahskholi,ahskholi,nominal,,3rd,singular,a
165,ahsoyhv'i,ahsoyhv',nominal,imperfective,,,
165,ahsoyhv'i,hsoyhv',nominal,imperfective,3rd,singular,a
165,ahsoyhv'i,:hsoyhv',nominal,imperfective,3rd,singular,a
165,ahsoyhv'i,ahsoyhv',nominal,imperfective,3rd,singular,a
165,ahsoyhv'i,ahsoyh,verby,perfective,,,
165,ahsoyhv'i,hsoyh,verby,perfective,3rd,singular,a
165,ahsoyhv'i,:hsoyh,verby,perfective,3rd,singular,a
165,ahsoyhv'i,ahsoyh,verby,perfective,3rd,singular,a
165,ahsoyhv'i,ahsoyh,verby,imperfective,,,
165,ahsoyhv'i,hsoyh,verby,imperfective,3rd,singular,a
165,ahsoyhv'i,:hsoyh,verby,imperfective,3rd,singular,a
165,ahsoyhv'i,ahsoyh,verby,imperfective,3rd,singular,a
165,ahsoyhv'i,ahsoyhv'i,nominal,,,,
165,ahsoyhv'i,hsoyhv'i,nominal,,3rd,singular,a
165,ahsoyhv'i,:hsoyhv'i,nominal,,3rd,singular,a
165,ahsoyhv'i,ahsoyhv'i,nominal,,3rd,singular,a
166,ahsthi,ahsth,nominal,imperfective,,,
166,ahsthi,hsth,nominal,imperfective,3rd,singular,a
166,ahsthi,:hsth,nominal,imperfective,3rd,singular,a
166,ahsthi,ahsth,nominal,imperfective,3rd,singular,a
166,ahsthi,ahsthi,nominal,,,,
166,ahsthi,hsthi,nominal,,3rd,singular,a
166,ahsthi,:hsthi,nominal,,3rd,singular,a
166,ahsthi,ahsthi,nominal,,3rd,singular,a
167,ahsulo,ahsulo,nominal,,,,
167,ahsulo,hsulo,nominal,,3rd,singular,a
167,ahsulo,:hsulo,nominal,,3rd,singular,a
167,ahsulo,ahsulo,nominal,,3rd,singular,a
168,ahsuhsti,ahsuhst,nominal,imperfective,,,
168,ahsuhsti,hsuhst,nominal,imperfective,3rd,singular,a
168,ahsuhsti,:hsuhst,nominal,imperfective,3rd,singular,a
168,ahsuhsti,ahsuhst,nominal,imperfective,3rd,singular,a
168,ahsuhsti,ahsuhsti,nominal,,,,
168,ahsuhsti,hsuhsti,nominal,,3rd,singular,a
168,ahsuhsti,:hsuhsti,nominal,,3rd,singular,a
168,ahsuhsti,ahsuhsti,nominal,,3rd,singular,a
169,ahsvkwalohski'i,ahsvkwalohski',nominal,imperfective,,,
169,ahsvkwalohski'i,hsvkwalohski',nominal,imperfective,3rd,singular,a
169,ahsvkwalohski'i,:hsvkwalohski',nominal,imperfective,3rd,singular,a
169,ahsvkwalohski'i,ahsvkwalohski',nominal,imperfective,3rd,singular,a
169,ahsvkwalohski'i,ahsvkwalohski'i,nominal,,,,
169,ahsvkwalohski'i,hsvkwalohski'i,nominal,,3rd,singular,a
169,ahsvkwalohski'i,:hsvkwalohski'i,nominal,,3rd,singular,a
169,ahsvkwalohski'i,ahsvkwalohski'i,nominal,,3rd,singular,a
170,ahsvhtlv'i,ahsvhtlv',nominal,imperfective,,,
170,ahsvhtlv'i,hsvhtlv',nominal,imperfective,3rd,singular,a
170,ahsvhtlv'i,:hsvhtlv',nominal,imperfective,3rd,singular,a
170,ahsvhtlv'i,ahsvhtlv',nominal,imperfective,3rd,singular,a
170,ahsvhtlv'i,ahsvhtl,verby,perfective,,,
170,ahsvhtlv'i,hsvhtl,verby,perfective,3rd,singular,a
170,ahsvhtlv'i,:hsvhtl,verby,perfective,3rd,singular,a
170,ahsvhtlv'i,ahsvhtl,verby,perfective,3rd,singular,a
170,ahsvhtlv'i,ahsvhtl,verby,imperfective,,,
170,ahsvhtlv'i,hsvhtl,verby,imperfective,3rd,singular,a
170,ahsvhtlv'i,:hsvhtl,verby,imperfective,3rd,singular,a
170,ahsvhtlv'i,ahsvhtl,verby,imperfective,3rd,singular,a
170,ahsvhtlv'i,ahsvhtlv'i,nominal,,,,
170,ahsvhtlv'i,hsvhtlv'i,nominal,,3rd,singular,a
170,ahsvhtlv'i,:hsvhtlv'i,nominal,,3rd,singular,a
170,ahsvhtlv'i,ahsvhtlv'i,nominal,,3rd,singular,a
171,Ahsvnoyi,Ahsvnoy,nominal,imperfective,,,
171,Ahsvnoyi,Ahsvnoyi,nominal,,,,
172,atha,atha,nominal,,,,
172,atha,tha,nominal,,3rd,singular,a
172,atha,:tha,nominal,,3rd,singular,a
172,atha,atha,nominal,,3rd,singular,a
173,athalhawohihsti,athalhawohihst,nominal,imperfective,,,
173,athalhawohihsti,thalhawohihst,nominal,imperfective,3rd,singular,a
173,athalhawohihsti,:thalhawohihst,nominal,imperfective,3rd,singular,a
173,athalhawohihsti,athalhawohihst,nominal,imperfective,3rd,singular,a
173,athalhawohihsti,athalhawohihsti,nominal,,,,
173,athalhawohihsti,thalhawohihsti,nominal,,3rd,singular,a
173,athalhawohihsti,:thalhawohihsti,nominal,,3rd,singular,a
173,athalhawohihsti,athalhawohihsti,nominal,,3rd,singular,a
174,athalehsv'i,athalehsv',nominal,imperfective,,,
174,athalehsv'i,thalehsv',nominal,imperfective,3rd,singular,a
174,athalehsv'i,:thalehsv',nominal,imperfective,3rd,singular,a
174,athalehsv'i,athalehsv',nominal,imperfective,3rd,singular,a
174,athalehsv'i,athalehs,verby,perfective,,,
174,athalehsv'i,thalehs,verby,perfective,3rd,singular,a
174,athalehsv'i,:thalehs,verby,perfective,3rd,singular,a
174,athalehsv'i,athalehs,verby,perfective,3rd,singular,a
174,athalehsv'i,athalehs,verby,imperfective,,,
174,athalehsv'i,thalehs,verby,imperfective,3rd,singular,a
174,athalehsv'i,:thalehs,verby,imperfective,3rd,singular,a
174,athalehsv'i,athalehs,verby,imperfective,3rd,singular,a
174,athalehsv'i,athalehsv'i,nominal,,,,
174,athalehsv'i,thalehsv'i,nominal,,3rd,singular,a
174,athalehsv'i,:thalehsv'i,nominal,,3rd,singular,a
174,athalehsv'i,athalehsv'i,nominal,,3rd,singular,a
175,athanutsa,athanutsa,nominal,,,,
175,athanutsa,thanutsa,nominal,,3rd,singular,a
175,athanutsa,:thanutsa,nominal,,3rd,singular,a
175,athanutsa,athanutsa,nominal,,3rd,singular,a
176,athahskihski,athahskihsk,nominal,imperfective,,,
176,athahskihski,thahskihsk,nominal,imperfective,3rd,singular,a
176,athahskihski,:thahskihsk,nominal,imperfective,3rd,singular,a
176,athahskihski,athahskihsk,nominal,imperfective,3rd,singular,a
176,athahskihski,athahskihski,nominal,,,,
176,athahskihski,thahskihski,nominal,,3rd,singular,a
176,athahskihski,:thahskihski,nominal,,3rd,singular,a
176,athahskihski,athahskihski,nominal,,3rd,singular,a
177,athelito,athelito,nominal,,,,
177,athelito,thelito,nominal,,3rd,singular,a
177,athelito,:thelito,nominal,,3rd,singular,a
177,athelito,athelito,nominal,,3rd,singular,a
178,athilhti,athilht,nominal,imperfective,,,
178,athilhti,thilht,nominal,imperfective,3rd,singular,a
178,athilhti,:thilht,nominal,imperfective,3rd,singular,a
178,athilhti,athilht,nominal,imperfective,3rd,singular,a
178,athilhti,athilhti,nominal,,,,
178,athilhti,thilhti,nominal,,3rd,singular,a
178,athilhti,:thilhti,nominal,,3rd,singular,a
178,athilhti,athilhti,nominal,,3rd,singular,a
179,athiyohsti,athiyohst,nominal,imperfective,,,
179,athiyohsti,thiyohst,nominal,imperfective,3rd,singular,a
179,athiyohsti,:thiyohst,nominal,imperfective,3rd,singular,a
179,athiyohsti,athiyohst,nominal,imperfective,3rd,singular,a
179,athiyohsti,athiyohsti,nominal,,,,
179,athiyohsti,thiyohsti,nominal,,3rd,singular,a
179,athiyohsti,:thiyohsti,nominal,,3rd,singular,a
179,athiyohsti,athiyohsti,nominal,,3rd,singular,a
180,athohkiyahski,athohkiyahsk,nominal,imperfective,,,
180,athohkiyahski,thohkiyahsk,nominal,imperfective,3rd,singular,a
180,athohkiyahski,:thohkiyahsk,nominal,imperfective,3rd,singular,a
180,athohkiyahski,athohkiyahsk,nominal,imperfective,3rd,singular,a
180,athohkiyahski,athohkiyahski,nominal,,,,
180,athohkiyahski,thohkiyahski,nominal,,3rd,singular,a
180,athohkiyahski,:thohkiyahski,nominal,,3rd,singular,a
180,athohkiyahski,athohkiyahski,nominal,,3rd,singular,a
181,athukihsti,athukihst,nominal,imperfective,,,
181,athukihsti,thukihst,nominal,imperfective,3rd,singular,a
181,athukihsti,:thukihst,nominal,imperfective,3rd,singular,a
181,athukihsti,athukihst,nominal,imperfective,3rd,singular,a
181,athukihsti,athukihsti,nominal,,,,
181,athukihsti,thukihsti,nominal,,3rd,singular,a
181,athukihsti,:thukihsti,nominal,,3rd,singular,a
181,athukihsti,athukihsti,nominal,,3rd,singular,a
182,awina,awina,nominal,,,,
182,awina,wina,nominal,,3rd,singular,a
182,awina,:wina,nominal,,3rd,singular,a
182,awina,awina,nominal,,3rd,singular,a
183,awinutsa,awinutsa,nominal,,,,
183,awinutsa,winutsa,nominal,,3rd,singular,a
183,awinutsa,:winutsa,nominal,,3rd,singular,a
183,awinutsa,awinutsa,nominal,,3rd,singular,a
184,awoha'li,awoha'l,nominal,imperfective,,,
184,awoha'li,woha'l,nominal,imperfective,3rd,singular,a
184,awoha'li,:woha'l,nominal,imperfective,3rd,singular,a
184,awoha'li,awoha'l,nominal,imperfective,3rd,singular,a
184,awoha'li,awoha'li,nominal,,,,
184,awoha'li,woha'li,nominal,,3rd,singular,a
184,awoha'li,:woha'li,nominal,,3rd,singular,a
184,awoha'li,awoha'li,nominal,,3rd,singular,a
185,ayathohihi,ayathohih,nominal,imperfective,,,
185,ayathohihi,yathohih,nominal,imperfective,3rd,singular,a
185,ayathohihi,:yathohih,nominal,imperfective,3rd,singular,a
185,ayathohihi,ayathohih,nominal,imperfective,3rd,singular,a
185,ayathohihi,ayathohihi,nominal,,,,
185,ayathohihi,yathohihi,nominal,,3rd,singular,a
185,ayathohihi,:yathohihi,nominal,,3rd,singular,a
185,ayathohihi,ayathohihi,nominal,,3rd,singular,a
186,ayatholhv'i,ayatholhv',nominal,imperfective,,,
186,ayatholhv'i,yatholhv',nominal,imperfective,3rd,singular,a
186,ayatholhv'i,:yatholhv',nominal,imperfective,3rd,singular,a
186,ayatholhv'i,ayatholhv',nominal,imperfective,3rd,singular,a
186,ayatholhv'i,ayatholh,verby,perfective,,,
186,ayatholhv'i,yatholh,verby,perfective,3rd,singular,a
186,ayatholhv'i,:yatholh,verby,perfective,3rd,singular,a
186,ayatholhv'i,ayatholh,verby,perfective,3rd,singular,a
186,ayatholhv'i,ayatholh,verby,imperfective,,,
186,ayatholhv'i,yatholh,verby,imperfective,3rd,singular,a
186,ayatholhv'i,:yatholh,verby,imperfective,3rd,singular,a
186,ayatholhv'i,ayatholh,verby,imperfective,3rd,singular,a
186,ayatholhv'i,ayatholhv'i,nominal,,,,
186,ayatholhv'i,yatholhv'i,nominal,,3rd,singular,a
186,ayatholhv'i,:yatholhv'i,nominal,,3rd,singular,a
186,ayatholhv'i,ayatholhv'i,nominal,,3rd,singular,a
187,ayelhi,ayelh,nominal,imperfective,,,
187,ayelhi,yelh,nominal,imperfective,3rd,singular,a
187,ayelhi,:yelh,nominal,imperfective,3rd,singular,a
187,ayelhi,ayelh,nominal,imperfective,3rd,singular,a
187,ayelhi,ayelhi,nominal,,,,
187,ayelhi,yelhi,nominal,,3rd,singular,a
187,ayelhi,:yelhi,nominal,,3rd,singular,a
187,ayelhi,ayelhi,nominal,,3rd,singular,a
188,ayelv'i,ayelv',nominal,imperfective,,,
188,ayelv'i,yelv',nominal,imperfective,3rd,singular,a
188,ayelv'i,:yelv',nominal,imperfective,3rd,singular,a
188,ayelv'i,ayelv',nominal,imperfective,3rd,singular,a
188,ayelv'i,ayel,verby,perfective,,,
188,ayelv'i,yel,verby,perfective,3rd,singular,a
188,ayelv'i,:yel,verby,perfective,3rd,singular,a
188,ayelv'i,ayel,verby,perfective,3rd,singular,a
188,ayelv'i,ayel,verby,imperfective,,,
188,ayelv'i,yel,verby,imperfective,3rd,singular,a
188,ayelv'i,:yel,verby,imperfective,3rd,singular,a
188,ayelv'i,ayel,verby,imperfective,3rd,singular,a
188,ayelv'i,ayelv'i,nominal,,,,
188,ayelv'i,yelv'i,nominal,,3rd,singular,a
188,ayelv'i,:yelv'i,nominal,,3rd,singular,a
188,ayelv'i,ayelv'i,nominal,,3rd,singular,a
189,ayotalhahv'i,ayotalhahv',nominal,imperfective,,,
189,ayotalhahv'i,yotalhahv',nominal,imperfective,3rd,singular,a
189,ayotalhahv'i,:yotalhahv',nominal,imperfective,3rd,singular,a
189,ayotalhahv'i,ayotalhahv',nominal,imperfective,3rd,singular,a
189,ayotalhahv'i,ayotalhah,verby,perfective,,,
189,ayotalhahv'i,yotalhah,verby,perfective,3rd,singular,a
189,ayotalhahv'i,:yotalhah,verby,perfective,3rd,singular,a
189,ayotalhahv'i,ayotalhah,verby,perfective,3rd,singular,a
189,ayotalhahv'i,ayotalhah,verby,imperfective,,,
189,ayotalhahv'i,yotalhah,verby,imperfective,3rd,singular,a
189,ayotalhahv'i,:yotalhah,verby,imperfective,3rd,singular,a
189,ayotalhahv'i,ayotalhah,verby,imperfective,3rd,singular,a
189,ayotalhahv'i,ayotalhahv'i,nominal,,,,
189,ayotalhahv'i,yotalhahv'i,nominal,,3rd,singular,a
189,ayotalhahv'i,:yotalhahv'i,nominal,,3rd,singular,a
189,ayotalhahv'i,ayotalhahv'i,nominal,,3rd,singular,a
190,ayolhi,ayolh,nominal,imperfective,,,
190,ayolhi,yolh,nominal,imperfective,3rd,singular,a
190,ayolhi,:yolh,nominal,imperfective,3rd,singular,a
190,ayolhi,ayolh,nominal,imperfective,3rd,singular,a
190,ayolhi,ayolhi,nominal,,,,
190,ayolhi,yolhi,nominal,,3rd,singular,a
190,ayolhi,:yolhi,nominal,,3rd,singular,a
190,ayolhi,ayolhi,nominal,,3rd,singular,a
191,ayolhi,ayolh,nominal,imperfective,,,
191,ayolhi,yolh,nominal,imperfective,3rd,singular,a
191,ayolhi,:yolh,nominal,imperfective,3rd,singular,a
191,ayolhi,ayolh,nominal,imperfective,3rd,singular,a
191,ayolhi,ayolhi,nominal,,,,
191,ayolhi,yolhi,nominal,,3rd,singular,a
191,ayolhi,:yolhi,nominal,,3rd,singular,a
191,ayolhi,ayolhi,nominal,,3rd,singular,a
192,ayohuhihsti,ayohuhihst,nominal,imperfective,,,
192,ayohuhihsti,yohuhihst,nominal,imperfective,3rd,singular,a
192,ayohuhihsti,:yohuhihst,nominal,imperfective,3rd,singular,a
192,ayohuhihsti,ayohuhihst,nominal,imperfective,3rd,singular,a
192,ayohuhihsti,ayohuhihsti,nominal,,,,
192,ayohuhihsti,yohuhihsti,nominal,,3rd,singular,a
192,ayohuhihsti,:yohuhihsti,nominal,,3rd,singular,a
192,ayohuhihsti,ayohuhihsti,nominal,,3rd,singular,a
193,a'yohski,a'yohsk,nominal,imperfective,,,
193,a'yohski,'yohsk,nominal,imperfective,3rd,singular,a
193,a'yohski,:'yohsk,nominal,imperfective,3rd,singular,a
193,a'yohski,a'yohsk,nominal,imperfective,3rd,singular,a
193,a'yohski,a'yohski,nominal,,,,
193,a'yohski,'yohski,nominal,,3rd,singular,a
193,a'yohski,:'yohski,nominal,,3rd,singular,a
193,a'yohski,a'yohski,nominal,,3rd,singular,a
194,ayvhstohti'i,ayvhstohti',nominal,imperfective,,,
194,ayvhstohti'i,yvhstohti',nominal,imperfective,3rd,singular,a
194,ayvhstohti'i,:yvhstohti',nominal,imperfective,3rd,singular,a
194,ayvhstohti'i,ayvhstohti',nominal,imperfective,3rd,singular,a
194,ayvhstohti'i,ayvhstohti'i,nominal,,,,
194,ayvhstohti'i,yvhstohti'i,nominal,,3rd,singular,a
194,ayvhstohti'i,:yvhstohti'i,nominal,,3rd,singular,a
194,ayvhstohti'i,ayvhstohti'i,nominal,,3rd,singular,a
195,ayvwi,ayvw,nominal,imperfective,,,
195,ayvwi,yvw,nominal,imperfective,3rd,singular,a
195,ayvwi,:yvw,nominal,imperfective,3rd,singular,a
195,ayvwi,ayvw,nominal,imperfective,3rd,singular,a
195,ayvwi,ayvwi,nominal,,,,
195,ayvwi,yvwi,nominal,,3rd,singular,a
