corpus_id,original_word,stem,structure,aspect,person,number,pronominal_set
371,kanvnowa,:nvnowa,nominal,,3rd,singular,a
371,kanvnowa,anvnowa,nominal,,3rd,singular,a
372,kanvhske,kanvhske,nominal,,,,
372,kanvhske,nvhske,nominal,,3rd,singular,a
372,kanvhske,:nvhske,nominal,,3rd,singular,a
372,kanvhske,anvhske,nominal,,3rd,singular,a
373,kanvhskeni,kanvhsken,nominal,imperfective,,,
373,kanvhskeni,nvhsken,nominal,imperfective,3rd,singular,a
373,kanvhskeni,:nvhsken,nominal,imperfective,3rd,singular,a
373,kanvhskeni,anvhsken,nominal,imperfective,3rd,singular,a
373,kanvhskeni,kanvhskeni,nominal,,,,
373,kanvhskeni,nvhskeni,nominal,,3rd,singular,a
373,kanvhskeni,:nvhskeni,nominal,,3rd,singular,a
373,kanvhskeni,anvhskeni,nominal,,3rd,singular,a
374,kanvwo'i,kanvwo',nominal,imperfective,,,
374,kanvwo'i,nvwo',nominal,imperfective,3rd,singular,a
374,kanvwo'i,:nvwo',nominal,imperfective,3rd,singular,a
374,kanvwo'i,anvwo',nominal,imperfective,3rd,singular,a
374,kanvwo'i,kanvwo'i,nominal,,,,
374,kanvwo'i,nvwo'i,nominal,,3rd,singular,a
374,kanvwo'i,:nvwo'i,nominal,,3rd,singular,a
374,kanvwo'i,anvwo'i,nominal,,3rd,singular,a
375,kahsaleni,kahsalen,nominal,imperfective,,,
375,kahsaleni,hsalen,nominal,imperfective,3rd,singular,a
375,kahsaleni,:hsalen,nominal,imperfective,3rd,singular,a
375,kahsaleni,ahsalen,nominal,imperfective,3rd,singular,a
375,kahsaleni,kahsaleni,nominal,,,,
375,kahsaleni,hsaleni,nominal,,3rd,singular,a
375,kahsaleni,:hsaleni,nominal,,3rd,singular,a
375,kahsaleni,ahsaleni,nominal,,3rd,singular,a
376,kahsanali,kahsanal,nominal,imperfective,,,
376,kahsanali,hsanal,nominal,imperfective,3rd,singular,a
376,kahsanali,:hsanal,nominal,imperfective,3rd,singular,a
376,kahsanali,ahsanal,nominal,imperfective,3rd,singular,a
376,kahsanali,kahsanali,nominal,,,,
376,kahsanali,hsanali,nominal,,3rd,singular,a
376,kahsanali,:hsanali,nominal,,3rd,singular,a
376,kahsanali,ahsanali,nominal,,3rd,singular,a
377,kahskilo,kahskilo,nominal,,,,
377,kahskilo,hskilo,nominal,,3rd,singular,a
377,kahskilo,:hskilo,nominal,,3rd,singular,a
377,kahskilo,ahskilo,nominal,,3rd,singular,a
378,kahskilo alhstayhti'i,kahskilo alhstayhti',nominal,imperfective,,,
378,kahskilo alhstayhti'i,hskilo alhstayhti',nominal,imperfective,3rd,singular,a
378,kahskilo alhstayhti'i,:hskilo alhstayhti',nominal,imperfective,3rd,singular,a
378,kahskilo alhstayhti'i,ahskilo alhstayhti',nominal,imperfective,3rd,singular,a
378,kahskilo alhstayhti'i,kahskilo alhstayhti'i,nominal,,,,
378,kahskilo alhstayhti'i,hskilo alhstayhti'i,nominal,,3rd,singular,a
378,kahskilo alhstayhti'i,:hskilo alhstayhti'i,nominal,,3rd,singular,a
378,kahskilo alhstayhti'i,ahskilo alhstayhti'i,nominal,,3rd,singular,a
379,kahskilo tilhihkehski,kahskilo tilhihkehsk,nominal,imperfective,,,
379,kahskilo tilhihkehski,hskilo tilhihkehsk,nominal,imperfective,3rd,singular,a
379,kahskilo tilhihkehski,:hskilo tilhihkehsk,nominal,imperfective,3rd,singular,a
379,kahskilo tilhihkehski,ahskilo tilhihkehsk,nominal,imperfective,3rd,singular,a
379,kahskilo tilhihkehski,kahskilo tilhihkehski,nominal,,,,
379,kahskilo tilhihkehski,hskilo tilhihkehski,nominal,,3rd,singular,a
379,kahskilo tilhihkehski,:hskilo tilhihkehski,nominal,,3rd,singular,a
379,kahskilo tilhihkehski,ahskilo tilhihkehski,nominal,,3rd,singular,a
380,kahsohi'i,kahsohi',nominal,imperfective,,,
380,kahsohi'i,hsohi',nominal,imperfective,3rd,singular,a
380,kahsohi'i,:hsohi',nominal,imperfective,3rd,singular,a
380,kahsohi'i,ahsohi',nominal,imperfective,3rd,singular,a
380,kahsohi'i,kahsohi'i,nominal,,,,
380,kahsohi'i,hsohi'i,nominal,,3rd,singular,a
380,kahsohi'i,:hsohi'i,nominal,,3rd,singular,a
380,kahsohi'i,ahsohi'i,nominal,,3rd,singular,a
381,kathti,katht,nominal,imperfective,,,
381,kathti,tht,nominal,imperfective,3rd,singular,a
381,kathti,:tht,nominal,imperfective,3rd,singular,a
381,kathti,atht,nominal,imperfective,3rd,singular,a
381,kathti,kathti,nominal,,,,
381,kathti,thti,nominal,,3rd,singular,a
381,kathti,:thti,nominal,,3rd,singular,a
381,kathti,athti,nominal,,3rd,singular,a
382,kathehsa'ti,kathehsa't,nominal,imperfective,,,
382,kathehsa'ti,thehsa't,nominal,imperfective,3rd,singular,a
382,kathehsa'ti,:thehsa't,nominal,imperfective,3rd,singular,a
382,kathehsa'ti,athehsa't,nominal,imperfective,3rd,singular,a
382,kathehsa'ti,kathehsa'ti,nominal,,,,
382,kathehsa'ti,thehsa'ti,nominal,,3rd,singular,a
382,kathehsa'ti,:thehsa'ti,nominal,,3rd,singular,a
382,kathehsa'ti,athehsa'ti,nominal,,3rd,singular,a
383,kathiyo'i,kathiyo',nominal,imperfective,,,
383,kathiyo'i,thiyo',nominal,imperfective,3rd,singular,a
383,kathiyo'i,:thiyo',nominal,imperfective,3rd,singular,a
383,kathiyo'i,athiyo',nominal,imperfective,3rd,singular,a
383,kathiyo'i,kathiyo'i,nominal,,,,
383,kathiyo'i,thiyo'i,nominal,,3rd,singular,a
383,kathiyo'i,:thiyo'i,nominal,,3rd,singular,a
383,kathiyo'i,athiyo'i,nominal,,3rd,singular,a
384,kathohka,kathohka,nominal,,,,
384,kathohka,thohka,nominal,,3rd,singular,a
384,kathohka,:thohka,nominal,,3rd,singular,a
384,kathohka,athohka,nominal,,3rd,singular,a
385,kawonita,kawonita,nominal,,,,
385,kawonita,wonita,nominal,,3rd,singular,a
385,kawonita,:wonita,nominal,,3rd,singular,a
385,kawonita,awonita,nominal,,3rd,singular,a
386,kawhsvki,kawhsvk,nominal,imperfective,,,
386,kawhsvki,whsvk,nominal,imperfective,3rd,singular,a
386,kawhsvki,:whsvk,nominal,imperfective,3rd,singular,a
386,kawhsvki,awhsvk,nominal,imperfective,3rd,singular,a
386,kawhsvki,kawhsvki,nominal,,,,
386,kawhsvki,whsvki,nominal,,3rd,singular,a
386,kawhsvki,:whsvki,nominal,,3rd,singular,a
386,kawhsvki,awhsvki,nominal,,3rd,singular,a
387,kayehsa'tv'i,kayehsa'tv',nominal,imperfective,,,
387,kayehsa'tv'i,yehsa'tv',nominal,imperfective,3rd,singular,a
387,kayehsa'tv'i,:yehsa'tv',nominal,imperfective,3rd,singular,a
387,kayehsa'tv'i,ayehsa'tv',nominal,imperfective,3rd,singular,a
387,kayehsa'tv'i,kayehsa't,verby,perfective,,,
387,kayehsa'tv'i,yehsa't,verby,perfective,3rd,singular,a
387,kayehsa'tv'i,:yehsa't,verby,perfective,3rd,singular,a
387,kayehsa'tv'i,ayehsa't,verby,perfective,3rd,singular,a
387,kayehsa'tv'i,kayehsa't,verby,imperfective,,,
387,kayehsa'tv'i,yehsa't,verby,imperfective,3rd,singular,a
387,kayehsa'tv'i,:yehsa't,verby,imperfective,3rd,singular,a
387,kayehsa'tv'i,ayehsa't,verby,imperfective,3rd,singular,a
387,kayehsa'tv'i,kayehsa'tv'i,nominal,,,,
387,kayehsa'tv'i,yehsa'tv'i,nominal,,3rd,singular,a
387,kayehsa'tv'i,:yehsa'tv'i,nominal,,3rd,singular,a
387,kayehsa'tv'i,ayehsa'tv'i,nominal,,3rd,singular,a
388,kayewhski'i,kayewhski',nominal,imperfective,,,
388,kayewhski'i,yewhski',nominal,imperfective,3rd,singular,a
388,kayewhski'i,:yewhski',nominal,imperfective,3rd,singular,a
388,kayewhski'i,ayewhski',nominal,imperfective,3rd,singular,a
388,kayewhski'i,kayewhski'i,nominal,,,,
388,kayewhski'i,yewhski'i,nominal,,3rd,singular,a
388,kayewhski'i,:yewhski'i,nominal,,3rd,singular,a
388,kayewhski'i,ayewhski'i,nominal,,3rd,singular,a
389,kayhkoki,kayhkok,nominal,imperfective,,,
389,kayhkoki,yhkok,nominal,imperfective,3rd,singular,a
389,kayhkoki,:yhkok,nominal,imperfective,3rd,singular,a
389,kayhkoki,ayhkok,nominal,imperfective,3rd,singular,a
389,kayhkoki,kayhkoki,nominal,,,,
389,kayhkoki,yhkoki,nominal,,3rd,singular,a
389,kayhkoki,:yhkoki,nominal,,3rd,singular,a
389,kayhkoki,ayhkoki,nominal,,3rd,singular,a
390,kayhkoki,kayhkok,nominal,imperfective,,,
390,kayhkoki,yhkok,nominal,imperfective,3rd,singular,a
390,kayhkoki,:yhkok,nominal,imperfective,3rd,singular,a
390,kayhkoki,ayhkok,nominal,imperfective,3rd,singular,a
390,kayhkoki,kayhkoki,nominal,,,,
390,kayhkoki,yhkoki,nominal,,3rd,singular,a
390,kayhkoki,:yhkoki,nominal,,3rd,singular,a
390,kayhkoki,ayhkoki,nominal,,3rd,singular,a
391,ketsikoliyeti'i,ketsikoliyeti',nominal,imperfective,,,
391,ketsikoliyeti'i,etsikoliyeti',nominal,imperfective,3rd,singular,a
391,ketsikoliyeti'i,ketsikoliyeti'i,nominal,,,,
391,ketsikoliyeti'i,etsikoliyeti'i,nominal,,3rd,singular,a
392,kelihsthki,kelihsthk,nominal,imperfective,,,
392,kelihsthki,elihsthk,nominal,imperfective,3rd,singular,a
392,kelihsthki,kelihsthki,nominal,,,,
392,kelihsthki,elihsthki,nominal,,3rd,singular,a
393,kethilohsti,kethilohst,nominal,imperfective,,,
393,kethilohsti,ethilohst,nominal,imperfective,3rd,singular,a
393,kethilohsti,kethilohsti,nominal,,,,
393,kethilohsti,ethilohsti,nominal,,3rd,singular,a
394,kethvhsti,kethvhst,nominal,imperfective,,,
394,kethvhsti,ethvhst,nominal,imperfective,3rd,singular,a
394,kethvhsti,kethvhsti,nominal,,,,
394,kethvhsti,ethvhsti,nominal,,3rd,singular,a
395,kika,kika,nominal,,,,
396,ki'lha,ki'lha,nominal,,,,
397,kilhi,kilh,nominal,imperfective,,,
397,kilhi,kilhi,nominal,,,,
398,kilhi tika'lenvhita,kilhi tika'lenvhita,nominal,,,,
399,Gilihsi,Gilihs,nominal,imperfective,,,
399,Gilihsi,Gilihsi,nominal,,,,
400,kinuthti,kinutht,nominal,imperfective,,,
400,kinuthti,kinuthti,nominal,,,,
401,kokeyi,kokey,nominal,imperfective,,,
401,kokeyi,okey,nominal,imperfective,3rd,singular,a
401,kokeyi,kokeyi,nominal,,,,
401,kokeyi,okeyi,nominal,,3rd,singular,a
402,koki,kok,nominal,imperfective,,,
402,koki,ok,nominal,imperfective,3rd,singular,a
402,koki,koki,nominal,,,,
402,koki,oki,nominal,,3rd,singular,a
403,kohita,kohita,nominal,,,,
403,kohita,ohita,nominal,,3rd,singular,a
404,kohiyhti,kohiyht,nominal,imperfective,,,
404,kohiyhti,ohiyht,nominal,imperfective,3rd,singular,a
404,kohiyhti,kohiyhti,nominal,,,,
404,kohiyhti,ohiyhti,nominal,,3rd,singular,a
405,kolhki,kolhk,nominal,imperfective,,,
405,kolhki,olhk,nominal,imperfective,3rd,singular,a
405,kolhki,kolhki,nominal,,,,
405,kolhki,olhki,nominal,,3rd,singular,a
406,kolhvnhv'i,kolhvnhv',nominal,imperfective,,,
406,kolhvnhv'i,olhvnhv',nominal,imperfective,3rd,singular,a
406,kolhvnhv'i,kolhvnh,verby,perfective,,,
406,kolhvnhv'i,olhvnh,verby,perfective,3rd,singular,a
406,kolhvnhv'i,kolhvnh,verby,imperfective,,,
406,kolhvnhv'i,olhvnh,verby,imperfective,3rd,singular,a
406,kolhvnhv'i,kolhvnhv'i,nominal,,,,
406,kolhvnhv'i,olhvnhv'i,nominal,,3rd,singular,a
407,kowheli,kowhel,nominal,imperfective,,,
407,kowheli,owhel,nominal,imperfective,3rd,singular,a
407,kowheli,kowheli,nominal,,,,
407,kowheli,owheli,nominal,,3rd,singular,a
408,ko'i,ko',nominal,imperfective,,,
408,ko'i,o',nominal,imperfective,3rd,singular,a
408,ko'i,ko'i,nominal,,,,
408,ko'i,o'i,nominal,,3rd,singular,a
409,ko'i,ko',nominal,imperfective,,,
409,ko'i,o',nominal,imperfective,3rd,singular,a
409,ko'i,ko'i,nominal,,,,
409,ko'i,o'i,nominal,,3rd,singular,a
410,kotsanehsti'i,kotsanehsti',nominal,imperfective,,,
410,kotsanehsti'i,otsanehsti',nominal,imperfective,3rd,singular,a
410,kotsanehsti'i,kotsanehsti'i,nominal,,,,
410,kotsanehsti'i,otsanehsti'i,nominal,,3rd,singular,a
411,kokhsti,kokhst,nominal,imperfective,,,
411,kokhsti,okhst,nominal,imperfective,3rd,singular,a
411,kokhsti,kokhsti,nominal,,,,
411,kokhsti,okhsti,nominal,,3rd,singular,a
412,kola,kola,nominal,,,,
412,kola,ola,nominal,,3rd,singular,a
413,kolehi,koleh,nominal,imperfective,,,
413,kolehi,oleh,nominal,imperfective,3rd,singular,a
413,kolehi,kolehi,nominal,,,,
413,kolehi,olehi,nominal,,3rd,singular,a
414,kohstvnihsti,kohstvnihst,nominal,imperfective,,,
414,kohstvnihsti,ohstvnihst,nominal,imperfective,3rd,singular,a
414,kohstvnihsti,kohstvnihsti,nominal,,,,
414,kohstvnihsti,ohstvnihsti,nominal,,3rd,singular,a
415,kothv'i,kothv',nominal,imperfective,,,
415,kothv'i,othv',nominal,imperfective,3rd,singular,a
415,kothv'i,koth,verby,perfective,,,
415,kothv'i,oth,verby,perfective,3rd,singular,a
415,kothv'i,koth,verby,imperfective,,,
415,kothv'i,oth,verby,imperfective,3rd,singular,a
415,kothv'i,kothv'i,nominal,,,,
415,kothv'i,othv'i,nominal,,3rd,singular,a
416,kuku,kuku,nominal,,,,
416,kuku,uku,nominal,,3rd,singular,a
417,kuku,kuku,nominal,,,,
417,kuku,uku,nominal,,3rd,singular,a
418,Guku'i,Guku',nominal,imperfective,,,
418,Guku'i,Guku'i,nominal,,,,
419,kuhalhti,kuhalht,nominal,imperfective,,,
419,kuhalhti,uhalht,nominal,imperfective,3rd,singular,a
419,kuhalhti,kuhalhti,nominal,,,,
419,kuhalhti,uhalhti,nominal,,3rd,singular,a
420,kuhkwe,kuhkwe,nominal,,,,
420,kuhkwe,uhkwe,nominal,,3rd,singular,a
421,kulhvti,kulhvt,nominal,imperfective,,,
421,kulhvti,ulhvt,nominal,imperfective,3rd,singular,a
421,kulhvti,kulhvti,nominal,,,,
421,kulhvti,ulhvti,nominal,,3rd,singular,a
422,kule,kule,nominal,,,,
422,kule,ule,nominal,,3rd,singular,a
423,kule tihskonhihi,kule tihskonhih,nominal,imperfective,,,
423,kule tihskonhihi,ule tihskonhih,nominal,imperfective,3rd,singular,a
423,kule tihskonhihi,kule tihskonhihi,nominal,,,,
423,kule tihskonhihi,ule tihskonhihi,nominal,,3rd,singular,a
424,Guhso'i,Guhso',nominal,imperfective,,,
424,Guhso'i,Guhso'i,nominal,,,,
425,kvkihsti,kvkihst,nominal,imperfective,,,
425,kvkihsti,vkihst,nominal,imperfective,3rd,singular,a
425,kvkihsti,kvkihsti,nominal,,,,
425,kvkihsti,vkihsti,nominal,,3rd,singular,a
426,kvhe,kvhe,nominal,,,,
426,kvhe,vhe,nominal,,3rd,singular,a
427,kvnhv'i,kvnhv',nominal,imperfective,,,
427,kvnhv'i,vnhv',nominal,imperfective,3rd,singular,a
427,kvnhv'i,kvnh,verby,perfective,,,
427,kvnhv'i,vnh,verby,perfective,3rd,singular,a
427,kvnhv'i,kvnh,verby,imperfective,,,
427,kvnhv'i,vnh,verby,imperfective,3rd,singular,a
427,kvnhv'i,kvnhv'i,nominal,,,,
427,kvnhv'i,vnhv'i,nominal,,3rd,singular,a
428,kvna,kvna,nominal,,,,
428,kvna,vna,nominal,,3rd,singular,a
429,kvnohsahsti,kvnohsahst,nominal,imperfective,,,
429,kvnohsahsti,vnohsahst,nominal,imperfective,3rd,singular,a
429,kvnohsahsti,kvnohsahsti,nominal,,,,
429,kvnohsahsti,vnohsahsti,nominal,,3rd,singular,a
430,hawiya,hawiya,nominal,,,,
431,lha wothu,lha wothu,nominal,,,,
432,lhkv'i,lhkv',nominal,imperfective,,,
432,lhkv'i,lhk,verby,perfective,,,
432,lhkv'i,lhk,verby,imperfective,,,
432,lhkv'i,lhkv'i,nominal,,,,
433,lhvtatsi,lhvtats,nominal,imperfective,,,
433,lhvtatsi,lhvtatsi,nominal,,,,
434,yhahthena,yhahthena,nominal,,,,
435,yhahthena,yhahthena,nominal,,,,
436,yhehkalhi,yhehkalh,nominal,imperfective,,,
436,yhehkalhi,yhehkalhi,nominal,,,,
437,ika,ika,nominal,,,,
438,ika,ika,nominal,,,,
439,ikanvhita,ikanvhita,nominal,,,,
440,ikahsvthi,ikahsvth,nominal,imperfective,,,
440,ikahsvthi,ikahsvthi,nominal,,,,
441,ikathi,ikath,nominal,imperfective,,,
441,ikathi,ikathi,nominal,,,,
442,ikathi,ikath,nominal,imperfective,,,
442,ikathi,ikathi,nominal,,,,
443,ikohita,ikohita,nominal,,,,
444,ikvnatena,ikvnatena,nominal,,,,
446,ikhita,ikhita,nominal,,,,
447,ilahsihti,ilahsiht,nominal,imperfective,,,
447,ilahsihti,ilahsihti,nominal,,,,
448,inata,inata,nominal,,,,
449,inake'i,inake',nominal,imperfective,,,
449,inake'i,inake'i,nominal,,,,
450,ihsa,ihsa,nominal,,,,
451,ihsihthatihsti,ihsihthatihst,nominal,imperfective,,,
451,ihsihthatihsti,ihsihthatihsti,nominal,,,,
452,iya,iya,nominal,,,,
453,iyatanhthehti,iyatanhtheht,nominal,imperfective,,,
453,iyatanhthehti,iyatanhthehti,nominal,,,,
454,iyathawhohsthanv'i,iyathawhohsthanv',nominal,imperfective,,,
454,iyathawhohsthanv'i,iyathawhohsthan,verby,perfective,,,
454,iyathawhohsthanv'i,iyathawhohsthan,verby,imperfective,,,
454,iyathawhohsthanv'i,iyathawhohsthanv'i,nominal,,,,
455,iyutali,iyutal,nominal,imperfective,,,
455,iyutali,iyutali,nominal,,,,
456,iyulhilota,iyulhilota,nominal,,,,
457,iyunatotakwahsti,iyunatotakwahst,nominal,imperfective,,,
457,iyunatotakwahsti,iyunatotakwahsti,nominal,,,,
458,iyuwanhilv'i,iyuwanhilv',nominal,imperfective,,,
458,iyuwanhilv'i,iyuwanhil,verby,perfective,,,
458,iyuwanhilv'i,iyuwanhil,verby,imperfective,,,
458,iyuwanhilv'i,iyuwanhilv'i,nominal,,,,
459,iyuwakhti,iyuwakht,nominal,imperfective,,,
459,iyuwakhti,iyuwakhti,nominal,,,,
460,Jalaki,Jalak,nominal,imperfective,,,
460,Jalaki,Jalaki,nominal,,,,
461,Jalaki,Jalak,nominal,imperfective,,,
461,Jalaki,Jalaki,nominal,,,,
462,Atsalaki,Atsalak,nominal,imperfective,,,
462,Atsalaki,Atsalaki,nominal,,,,
463,Jalakuwethi'i,Jalakuwethi',nominal,imperfective,,,
463,Jalakuwethi'i,Jalakuwethi'i,nominal,,,,
464,tsikilili,tsikilil,nominal,imperfective,,,
464,tsikilili,tsikilili,nominal,,,,
465,tsilali,tsilal,nominal,imperfective,,,
465,tsilali,tsilali,nominal,,,,
466,Jihsa,Jihsa,nominal,,,,
467,tsihstu,tsihstu,nominal,,,,
468,tsihstvna,tsihstvna,nominal,,,,
469,tsihstvna atatsvyhski,tsihstvna atatsvyhsk,nominal,imperfective,,,
469,tsihstvna atatsvyhski,tsihstvna atatsvyhski,nominal,,,,
470,tsihskwa,tsihskwa,nominal,,,,
471,tsihskwokwo,tsihskwokwo,nominal,,,,
472,tsithaka,tsithaka,nominal,,,,
473,tsithaka atshvya,tsithaka atshvya,nominal,,,,
474,tsiyu,tsiyu,nominal,,,,
475,tsiyu tilhawithtihski,tsiyu tilhawithtihsk,nominal,imperfective,,,
475,tsiyu tilhawithtihski,tsiyu tilhawithtihski,nominal,,,,
476,Jo'ine Ika,Jo'ine Ika,nominal,,,,
477,tsola,tsola,nominal,,,,
478,tsolani,tsolan,nominal,imperfective,,,
478,tsolani,tsolani,nominal,,,,
479,tsutathinha'i,tsutathinha',nominal,imperfective,,,
479,tsutathinha'i,tsutathinha'i,nominal,,,,
480,tsukanawv'i,tsukanawv',nominal,imperfective,,,
480,tsukanawv'i,tsukanaw,verby,perfective,,,
480,tsukanawv'i,tsukanaw,verby,imperfective,,,
480,tsukanawv'i,tsukanawv'i,nominal,,,,
481,tsukanhtena,tsukanhtena,nominal,,,,
482,tsukanotsi,tsukanots,nominal,imperfective,,,
482,tsukanotsi,tsukanotsi,nominal,,,,
483,tsukvwalhti,tsukvwalht,nominal,imperfective,,,
483,tsukvwalhti,tsukvwalhti,nominal,,,,
484,tsukvwalhti,tsukvwalht,nominal,imperfective,,,
484,tsukvwalhti,tsukvwalhti,nominal,,,,
485,tsunhawo,tsunhawo,nominal,,,,
486,tsuyhvtlv'i,tsuyhvtlv',nominal,imperfective,,,
486,tsuyhvtlv'i,tsuyhvtl,verby,perfective,,,
486,tsuyhvtlv'i,tsuyhvtl,verby,imperfective,,,
486,tsuyhvtlv'i,tsuyhvtlv'i,nominal,,,,
487,tsukhanvhstena,tsukhanvhstena,nominal,,,,
488,tsukhsvhsti,tsukhsvhst,nominal,imperfective,,,
488,tsukhsvhsti,tsukhsvhsti,nominal,,,,
489,tsukhthatsihstalhi,tsukhthatsihstalh,nominal,imperfective,,,
489,tsukhthatsihstalhi,tsukhthatsihstalhi,nominal,,,,
490,tsulahski,tsulahsk,nominal,imperfective,,,
490,tsulahski,tsulahski,nominal,,,,
491,tsulahski,tsulahsk,nominal,imperfective,,,
491,tsulahski,tsulahski,nominal,,,,
492,tsulihstanali,tsulihstanal,nominal,imperfective,,,
492,tsulihstanali,tsulihstanali,nominal,,,,
493,tsulvwhihstanehi,tsulvwhihstaneh,nominal,imperfective,,,
493,tsulvwhihstanehi,tsulvwhihstanehi,nominal,,,,
494,tsunatahstuti'i,tsunatahstuti',nominal,imperfective,,,
494,tsunatahstuti'i,tsunatahstuti'i,nominal,,,,
495,tsunatelhohkwahsti'i,tsunatelhohkwahsti',nominal,imperfective,,,
495,tsunatelhohkwahsti'i,tsunatelhohkwahsti'i,nominal,,,,
496,tsunalhstayhti'i,tsunalhstayhti',nominal,imperfective,,,
496,tsunalhstayhti'i,tsunalhstayhti'i,nominal,,,,
497,Junhkilohsti,Junhkilohst,nominal,imperfective,,,
497,Junhkilohsti,Junhkilohsti,nominal,,,,
498,tsunitlvki'i,tsunitlvki',nominal,imperfective,,,
498,tsunitlvki'i,tsunitlvki'i,nominal,,,,
499,tsunihsvhsti'i,tsunihsvhsti',nominal,imperfective,,,
499,tsunihsvhsti'i,tsunihsvhsti'i,nominal,,,,
500,tsuhsvhita,tsuhsvhita,nominal,,,,
501,tsuwenvhsv'i,tsuwenvhsv',nominal,imperfective,,,
501,tsuwenvhsv'i,tsuwenvhs,verby,perfective,,,
501,tsuwenvhsv'i,tsuwenvhs,verby,imperfective,,,
501,tsuwenvhsv'i,tsuwenvhsv'i,nominal,,,,
502,tsvhskino,tsvhskino,nominal,,,,
503,Kaka'li,Kaka'l,nominal,imperfective,,,
503,Kaka'li,Kaka'li,nominal,,,,
504,khawhi,khawh,nominal,imperfective,,,
504,khawhi,khawhi,nominal,,,,
505,khalokwekhti,khalokwekht,nominal,imperfective,,,
505,khalokwekhti,khalokwekhti,nominal,,,,
506,Kalokwekhti'i,Kalokwekhti',nominal,imperfective,,,
506,Kalokwekhti'i,Kalokwekhti'i,nominal,,,,
507,khalhsetsi,khalhsets,nominal,imperfective,,,
507,khalhsetsi,khalhsetsi,nominal,,,,
508,kha'lv'i,kha'lv',nominal,imperfective,,,
508,kha'lv'i,kha'l,verby,perfective,,,
508,kha'lv'i,kha'l,verby,imperfective,,,
508,kha'lv'i,kha'lv'i,nominal,,,,
509,khamama,khamama,nominal,,,,
510,khamama,khamama,nominal,,,,
511,khanatsihstetsi,khanatsihstets,nominal,imperfective,,,
511,khanatsihstetsi,khanatsihstetsi,nominal,,,,
512,khanalv'ihsti,khanalv'ihst,nominal,imperfective,,,
512,khanalv'ihsti,khanalv'ihsti,nominal,,,,
513,khana'nehski,khana'nehsk,nominal,imperfective,,,
513,khana'nehski,khana'nehski,nominal,,,,
514,khanahsa'tv'i,khanahsa'tv',nominal,imperfective,,,
514,khanahsa'tv'i,khanahsa't,verby,perfective,,,
514,khanahsa'tv'i,khanahsa't,verby,imperfective,,,
514,khanahsa'tv'i,khanahsa'tv'i,nominal,,,,
515,khanahstelhti,khanahstelht,nominal,imperfective,,,
515,khanahstelhti,khanahstelhti,nominal,,,,
516,khanehsa'i,khanehsa',nominal,imperfective,,,
516,khanehsa'i,khanehsa'i,nominal,,,,
517,khanehstalhahv'i,khanehstalhahv',nominal,imperfective,,,
517,khanehstalhahv'i,khanehstalhah,verby,perfective,,,
517,khanehstalhahv'i,khanehstalhah,verby,imperfective,,,
517,khanehstalhahv'i,khanehstalhahv'i,nominal,,,,
518,khanehska,khanehska,nominal,,,,
519,khanikeni,khaniken,nominal,imperfective,,,
519,khanikeni,khanikeni,nominal,,,,
520,khanikwhsa,khanikwhsa,nominal,,,,
521,khanoke,khanoke,nominal,,,,
522,khanokeni,khanoken,nominal,imperfective,,,
522,khanokeni,khanokeni,nominal,,,,
523,khanoheta,khanoheta,nominal,,,,
524,Kanohiyeki,Kanohiyek,nominal,imperfective,,,
524,Kanohiyeki,Kanohiyeki,nominal,,,,
525,khanhstatsi,khanhstats,nominal,imperfective,,,
525,khanhstatsi,khanhstatsi,nominal,,,,
526,khanukalhi,khanukalh,nominal,imperfective,,,
526,khanukalhi,khanukalhi,nominal,,,,
527,khanuna,khanuna,nominal,,,,
528,khanvhsulv'i,khanvhsulv',nominal,imperfective,,,
528,khanvhsulv'i,khanvhsul,verby,perfective,,,
528,khanvhsulv'i,khanvhsul,verby,imperfective,,,
528,khanvhsulv'i,khanvhsulv'i,nominal,,,,
529,khawonhi,khawonh,nominal,imperfective,,,
529,khawonhi,khawonhi,nominal,,,,
530,khawonu,khawonu,nominal,,,,
531,khayvhsoli,khayvhsol,nominal,imperfective,,,
531,khayvhsoli,khayvhsoli,nominal,,,,
532,kheli,khel,nominal,imperfective,,,
532,kheli,kheli,nominal,,,,
533,khemili,khemil,nominal,imperfective,,,
533,khemili,khemili,nominal,,,,
534,khiyuka,khiyuka,nominal,,,,
535,Kotehski,Kotehsk,nominal,imperfective,,,
535,Kotehski,Kotehski,nominal,,,,
536,Kotehski,Kotehsk,nominal,imperfective,,,
536,Kotehski,Kotehski,nominal,,,,
537,khoka,khoka,nominal,,,,
538,khola,khola,nominal,,,,
539,khohstu,khohstu,nominal,,,,
540,khuwa,khuwa,nominal,,,,
541,khuwatsuneka,khuwatsuneka,nominal,,,,
542,khuwaya,khuwaya,nominal,,,,
543,Kuwayo'i,Kuwayo',nominal,imperfective,,,
543,Kuwayo'i,Kuwayo'i,nominal,,,,
544,Kuyekwona,Kuyekwona,nominal,,,,
545,khvlhi,khvlh,nominal,imperfective,,,
545,khvlhi,khvlhi,nominal,,,,
546,kwhana,kwhana,nominal,,,,
547,kwhantayoha,kwhantayoha,nominal,,,,
548,kwhanunhsti'i,kwhanunhsti',nominal,imperfective,,,
548,kwhanunhsti'i,kwhanunhsti'i,nominal,,,,
549,lolo,lolo,nominal,,,,
550,newata,newata,nominal,,,,
551,nohtsi,nohts,nominal,imperfective,,,
551,nohtsi,nohtsi,nominal,,,,
