corpus_id,entry_no,user_selected,definition,stative,class,post_root_morpheme,h_grade,g_grade,metathesis_involved,set_a_b,stem_type,metathesis_strategy,middle_voice,plural,ka_variant,long_start,aki_1st,uwa_v,3rd_person_object,translocutive,translocutive_imp_only,partitive,distributive,distributive_fut_prog
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,alhskwat,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,hskwat,,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,con,none,none,False,False,False,False,False,False,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,alhskwat,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,hskwat,,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,aspirated,none,none,False,False,False,False,False,False,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,alhskwat,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,hskwat,,False,a,vowel_a,none,al_ali,False,False,False,False,False,True,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,con,none,none,False,False,False,False,False,True,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,alhskwat,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,hskwat,,False,a,vowel_a,none,al_ali,False,False,False,False,False,True,False,True,False,False,
339,346,,it’s ending,False,i-a-i,,lhskwat,,False,a,aspirated,none,none,False,False,False,False,False,True,False,True,False,False,
340,347,,he/she is sticking his/her head out,False,i-vka,,alhskwalut,alihskwalut,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
340,347,,he/she is sticking his/her head out,False,i-vka,,hskwalut,hskwalut,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,False,
341,348,,he/she is taking his/her hat off,False,rev-gi,,alhskwethuh,alihskwethuh,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
341,348,,he/she is taking his/her hat off,False,rev-gi,,hskwethuh,hskwethuh,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,False,
341,348,,he/she is taking his/her hat off,False,rev-i,,alhskwethuhk,alihskwethuhk,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
341,348,,he/she is taking his/her hat off,False,rev-i,,hskwethuhk,hskwethuhk,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,False,
344,351,,he/she is setting a goal,False,cause,,alhsohst,alihsohst,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
344,351,,he/she is setting a goal,False,cause,,hsohst,hsohst,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,False,
345,352,,he/she is smelling it,False,cause,,alhsvhst,alihsvhst,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
345,352,,he/she is smelling it,False,cause,,hsvhst,hsvhst,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],,atalhihs,atalhihs,False,a,vowel_a,none,none,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative[no-i],atalhi,atalhi,False,a,vowel_a,none,none,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative,atalh,atalh,False,a,vowel_a,none,none,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],,alhihs,alhihs,False,a,vowel_a,none,at,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative[no-i],alhi,alhi,False,a,vowel_a,none,at,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative,alh,alh,False,a,vowel_a,none,at,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],,lhihs,lhihs,False,a,vowel_a,none,ata,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative[no-i],lhi,lhi,False,a,vowel_a,none,ata,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative,lh,lh,False,a,vowel_a,none,ata,True,False,False,False,False,False,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],,atalhihs,atalhihs,False,a,vowel_a,none,none,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative[no-i],atalhi,atalhi,False,a,vowel_a,none,none,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative,atalh,atalh,False,a,vowel_a,none,none,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],,alhihs,alhihs,False,a,vowel_a,none,at,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative[no-i],alhi,alhi,False,a,vowel_a,none,at,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative,alh,alh,False,a,vowel_a,none,at,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],,lhihs,lhihs,False,a,vowel_a,none,ata,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative[no-i],lhi,lhi,False,a,vowel_a,none,ata,True,False,False,False,False,True,False,False,False,False,
355,362,,they are gathering,False,cause[perf2],iterative,lh,lh,False,a,vowel_a,none,ata,True,False,False,False,False,True,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,nakal,,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,True,False,False,False,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,False,False,False,False,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,True,False,False,False,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,nakal,,False,a,con,none,none,False,False,False,False,False,False,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,True,False,False,False,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,False,False,False,False,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,True,False,False,False,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,nakal,,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,True,False,False,True,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,False,False,False,True,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,True,False,False,True,False,False,False,False,
356,363,,it’s lightning,False,ih-vh,,nakal,,False,a,con,none,none,False,False,False,False,False,True,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,anakal,,False,a,vowel_a,none,none,False,False,True,False,False,True,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,False,False,False,True,False,True,False,False,
356,363,,it’s lightning,False,ih-vh,,akal,,False,a,vowel_a,none,none,True,False,True,False,False,True,False,True,False,False,
359,366,,they are getting together,False,hvsk-nh[inf2],,aliko,aliko,False,a,vowel_a,none,none,True,False,False,False,False,False,False,False,False,False,
359,366,,they are getting together,False,hvsk-nh[inf2],,ko,ko,False,a,vowel_a,none,ali,True,False,False,False,False,False,False,False,False,False,
359,366,,they are getting together,False,hvsk-nh[inf2],,iko,ko,False,a,vowel_a,none,al_ali,True,False,False,False,False,False,False,False,False,False,
359,366,,they are getting together,False,hvsk-nh[inf2],,aliko,aliko,False,a,vowel_a,none,none,True,False,False,False,False,True,False,False,False,False,
359,366,,they are getting together,False,hvsk-nh[inf2],,ko,ko,False,a,vowel_a,none,ali,True,False,False,False,False,True,False,False,False,False,
359,366,,they are getting together,False,hvsk-nh[inf2],,iko,ko,False,a,vowel_a,none,al_ali,True,False,False,False,False,True,False,False,False,False,
361,368,,he/she is attempting it,False,cause,,anelht,anelht,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
362,369,,he is getting married,False,i-a-i,,anelat,anelat,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
362,369,,he is getting married,False,i-a-i,long[no-a],anela,anela,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
362,369,,he is getting married,False,i-a-i,long,anel,anel,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
363,370,,he/she is remembering him/her,False,i-a-i,,anhtat,anvtat,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
363,370,,he/she is remembering him/her,False,i-a-i,long[no-a],anhta,anvta,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
363,370,,he/she is remembering him/her,False,i-a-i,long,anht,anvt,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,False,False,False,False,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,True,False,False,False,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,False,False,False,False,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,True,False,False,False,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,False,False,False,False,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,True,False,False,False,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,False,False,False,False,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,True,False,False,False,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,False,False,False,True,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,True,False,False,True,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,False,False,False,True,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,True,False,False,True,False,False,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,False,False,False,True,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,con,none,none,True,False,True,False,False,True,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,False,False,False,True,False,True,False,False,
366,373,,they are asleep,False,stative,,lhin,lhin,False,a,aspirated,none,none,True,False,True,False,False,True,False,True,False,False,
373,380,,he/she is setting a trap,False,vsk[imp2],,hsat,hsat,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
373,380,,he/she is setting a trap,False,vsk[imp2],,hsat,hsat,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
373,380,,he/she is setting a trap,False,vsk[imp2],,hsat,hsat,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
373,380,,he/she is setting a trap,False,vsk[imp2],,hsat,hsat,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
374,381,,he/she is lifting him/her,False,i-vka,,hsalat,hsalat,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
374,381,,he/she is lifting him/her,False,i-vka,,hsalat,hsalat,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
374,381,,he/she is lifting him/her,False,i-vka,,hsalat,hsalat,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
374,381,,he/she is lifting him/her,False,i-vka,,hsalat,hsalat,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
377,384,,he/she is making it crisp,False,cause,,hstakayht,hstakayht,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
377,384,,he/she is making it crisp,False,cause,,hstakayht,hstakayht,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
377,384,,he/she is making it crisp,False,cause,,hstakayht,hstakayht,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
377,384,,he/she is making it crisp,False,cause,,hstakayht,hstakayht,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,True,False,False,False,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,con,none,none,False,False,False,False,False,False,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,True,False,False,False,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,s_stem,none,none,False,False,False,False,False,False,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,True,False,False,True,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,con,none,none,False,False,False,False,False,True,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,ahstakayv,,False,a,vowel_a,none,none,False,False,True,False,False,True,False,True,False,False,
378,385,,it’s becoming crisp,False,hih-lh,,hstakayv,,False,a,s_stem,none,none,False,False,False,False,False,True,False,True,False,False,
380,387,,he/she is drawing a line,False,hvsk-han,,hstanvn,hstanvn,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
380,387,,he/she is drawing a line,False,hvsk-han,,hstanvn,hstanvn,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
380,387,,he/she is drawing a line,False,hvsk-han,,hstanvn,hstanvn,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
380,387,,he/she is drawing a line,False,hvsk-han,,hstanvn,hstanvn,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
381,388,,he/she is following him/her,False,go,,hstawat,hstawat,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
381,388,,he/she is following him/her,False,go,,hstawat,hstawat,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
381,388,,he/she is following him/her,False,go,,hstawat,hstawat,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
381,388,,he/she is following him/her,False,go,,hstawat,hstawat,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
382,389,,he/she is helping him/her,False,ih-vh,,hstel,hstel,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
382,389,,he/she is helping him/her,False,ih-vh,,hstel,hstel,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
382,389,,he/she is helping him/her,False,ih-vh,,hstel,hstel,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
382,389,,he/she is helping him/her,False,ih-vh,,hstel,hstel,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
383,390,,he/she is braiding it,False,oh-ol,,hstey,hstey,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
383,390,,he/she is braiding it,False,oh-ol,,hstey,hstey,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
383,390,,he/she is braiding it,False,oh-ol,,hstey,hstey,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
383,390,,he/she is braiding it,False,oh-ol,,hstey,hstey,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
384,391,,he/she is eating it,False,i-a-i,,hstik,hstik,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
384,391,,he/she is eating it,False,i-a-i,,hstik,hstik,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
384,391,,he/she is eating it,False,i-a-i,,hstik,hstik,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
384,391,,he/she is eating it,False,i-a-i,,hstik,hstik,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
386,393,,he/she is crushing it,False,o,,hst,hst,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
386,393,,he/she is crushing it,False,o,,hst,hst,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
386,393,,he/she is crushing it,False,o,,hst,hst,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
386,393,,he/she is crushing it,False,o,,hst,hst,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
388,395,,he/she is trimming it,False,apl-active-a,,hstoy,hstoy,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
388,395,,he/she is trimming it,False,apl-active-a,,hstoy,hstoy,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
388,395,,he/she is trimming it,False,apl-active-a,,hstoy,hstoy,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
388,395,,he/she is trimming it,False,apl-active-a,,hstoy,hstoy,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
390,397,,he/she is opening it,False,rev-i,,hstu',hstu',False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
390,397,,he/she is opening it,False,rev-i,,hstu',hstu',False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
390,397,,he/she is opening it,False,rev-i,,hstu',hstu',False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
390,397,,he/she is opening it,False,rev-i,,hstu',hstu',False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
390,397,,he/she is opening it,False,rev-'i,,hstu,hstu,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
390,397,,he/she is opening it,False,rev-'i,,hstu,hstu,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
390,397,,he/she is opening it,False,rev-'i,,hstu,hstu,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
390,397,,he/she is opening it,False,rev-'i,,hstu,hstu,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
392,399,,he/she is sandwiching it,False,hvsk-han,,hstvhal,hstvhal,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
392,399,,he/she is sandwiching it,False,hvsk-han,,hstvhal,hstvhal,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
392,399,,he/she is sandwiching it,False,hvsk-han,,hstvhal,hstvhal,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
392,399,,he/she is sandwiching it,False,hvsk-han,,hstvhal,hstvhal,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
397,404,,he/she is including him/her,False,cause,,ahsehst,ahsehst,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
398,405,,he/she is withdrawing,False,ih-vh[inf2],,ahsehs,ahsehs,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
400,407,,he/she is reprimanding him/her,False,become[inf3],,hska,hska,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
400,407,,he/she is reprimanding him/her,False,become[inf3],,hska,hska,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
400,407,,he/she is reprimanding him/her,False,become[inf3],,hska,hska,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
400,407,,he/she is reprimanding him/her,False,become[inf3],,hska,hska,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
405,412,,he/she is committing a crime,False,become[inf3],,hskanv,hskanv,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
405,412,,he/she is committing a crime,False,become[inf3],,hskanv,hskanv,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
405,412,,he/she is committing a crime,False,become[inf3],,hskanv,hskanv,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
405,412,,he/she is committing a crime,False,become[inf3],,hskanv,hskanv,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
411,418,,he/she is gnawing it,False,i-a-i,,hskok,hskok,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
411,418,,he/she is gnawing it,False,i-a-i,,hskok,hskok,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
411,418,,he/she is gnawing it,False,i-a-i,,hskok,hskok,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
411,418,,he/she is gnawing it,False,i-a-i,,hskok,hskok,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
412,419,,he/she is mourning for him/her,False,hih-hil,,hskon,hskon,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
412,419,,he/she is mourning for him/her,False,hih-hil,,hskon,hskon,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
412,419,,he/she is mourning for him/her,False,hih-hil,,hskon,hskon,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
412,419,,he/she is mourning for him/her,False,hih-hil,,hskon,hskon,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
413,420,,he/she is rubbing him/her,False,e-a,,ahskoliy,ahskoliy,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,ahskolv,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,con,none,none,False,False,False,False,False,False,False,True,False,False,
416,423,,it’s fading,False,become[inf3],,ahskolv,,False,a,vowel_a,none,none,False,False,False,False,False,False,False,True,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,s_stem,none,none,False,False,False,False,False,False,False,True,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,ahskolv,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,con,none,none,False,False,False,False,False,True,False,True,False,False,
416,423,,it’s fading,False,become[inf3],,ahskolv,,False,a,vowel_a,none,none,False,False,False,False,False,True,False,True,False,False,
416,423,,it’s fading,False,become[inf3],,hskolv,,False,a,s_stem,none,none,False,False,False,False,False,True,False,True,False,False,
417,424,,he/she is digging it,False,sk-s-la,,ahsko,ahsko,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,,hskwat,hskwat,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long[no-a],hskwa,hskwa,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long,hskw,hskw,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,,hskwat,hskwat,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long[no-a],hskwa,hskwa,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long,hskw,hskw,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,,hskwat,hskwat,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long[no-a],hskwa,hskwa,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long,hskw,hskw,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,,hskwat,hskwat,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long[no-a],hskwa,hskwa,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
419,426,,he/she is finishing it,False,i-a-i,long,hskw,hskw,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
421,428,,he/she is catching him/her,False,rev-e,,hskwalh,hskwalh,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
421,428,,he/she is catching him/her,False,rev-e,,hskwalh,hskwalh,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
421,428,,he/she is catching him/her,False,rev-e,,hskwalh,hskwalh,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
421,428,,he/she is catching him/her,False,rev-e,,hskwalh,hskwalh,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
423,430,,it’s getting shorter,False,become[inf3],,hskwalo,hskwalo,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
423,430,,it’s getting shorter,False,become[inf3],,hskwalo,hskwalo,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,False,
423,430,,it’s getting shorter,False,become[inf3],,hskwalo,hskwalo,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
423,430,,it’s getting shorter,False,become[inf3],,hskwalo,hskwalo,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,False,
424,431,,he/she is breaking it,False,sk-s-a[inf2],,hskwal,hskwal,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
