corpus_id,entry_no,user_selected,definition,stative,class,post_root_morpheme,h_grade,g_grade,metathesis_involved,set_a_b,stem_type,metathesis_strategy,middle_voice,plural,ka_variant,long_start,aki_1st,uwa_v,3rd_person_object,translocutive,translocutive_imp_only,partitive,distributive,distributive_fut_prog
513,520,,he/she is getting it,False,ih-vh,,y,y,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
513,520,,he/she is getting it,False,ih-vh,,y,y,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
515,522,,it’s breaking,False,become[inf3],,yo,yo,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
515,522,,it’s breaking,False,become[inf3],,yo,yo,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
516,523,,he/she is shooting him/her,False,hih-lh[imp2],,yo,yo,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
519,526,,he/she is whittling it,False,hvsk-han[inf2],,yol,yol,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
519,526,,he/she is whittling it,False,hvsk-han[inf2],,yol,yol,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
523,530,,he/she is greeting him/her,False,ih-il,,yol,yol,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
523,530,,he/she is greeting him/her,False,ih-il,,yol,yol,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
524,531,,he/she is breaking it,False,cause,,yohst,yohst,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
524,531,,he/she is breaking it,False,cause,,yohst,yohst,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
526,533,,he/she is destroying it,False,terminative,,yohsthan,yohsthan,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
526,533,,he/she is destroying it,False,terminative,,yohsthan,yohsthan,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
526,533,,he/she is destroying it,False,terminative-no-o,,yohsthano,yohsthano,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
526,533,,he/she is destroying it,False,terminative-no-o,,yohsthano,yohsthano,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
529,536,,he/she is entering it,False,hih-lh[imp2],,yv,yv,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
529,536,,he/she is entering it,False,hih-lh[imp2],,yv,yv,False,a,con,none,none,False,False,False,False,False,True,False,False,False,False,
530,537,,he/she is finding it,False,ih-vh[inf2],,yvwhahth,yvwahth,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
531,538,,he/she is taking it somewhere,False,ih-vh,,yvwhit,yvwit,False,a,con,none,none,False,False,False,False,False,False,False,False,False,False,
539,549,,he/she is making an X,False,cause,,atanhawhst,atanawhst,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
539,549,,he/she is making an X,False,cause,,anhawhst,anawhst,False,a,vowel_a,none,at,False,False,False,False,False,False,False,False,False,True,
539,549,,he/she is making an X,False,cause,,nhawhst,nawhst,False,a,vowel_a,none,ata,False,False,False,False,False,False,False,False,False,True,
541,551,,he/she is conjuring,False,e-aka,,atanhehs,atanehs,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
541,551,,he/she is conjuring,False,e-aka,,anhehs,anehs,False,a,vowel_a,none,at,False,False,False,False,False,False,False,False,False,True,
541,551,,he/she is conjuring,False,e-aka,,nhehs,nehs,False,a,vowel_a,none,ata,False,False,False,False,False,False,False,False,False,True,
542,552,,he/she is accepting him/her,False,become,,atanilv,atanilv,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,True,
542,552,,he/she is accepting him/her,False,become,,anilv,anilv,False,a,vowel_a,none,at,False,False,False,False,False,True,False,False,False,True,
542,552,,he/she is accepting him/her,False,become,,nilv,nilv,False,a,vowel_a,none,ata,False,False,False,False,False,True,False,False,False,True,
543,553,,he/she is dodging,False,cause,,atanvtihst,atanvtihst,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
543,553,,he/she is dodging,False,cause,,anvtihst,anvtihst,False,a,vowel_a,none,at,False,False,False,False,False,False,False,False,False,True,
543,553,,he/she is dodging,False,cause,,nvtihst,nvtihst,False,a,vowel_a,none,ata,False,False,False,False,False,False,False,False,False,True,
544,554,,he/she is performing baptism,False,o,,ataw,ataw,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
544,554,,he/she is performing baptism,False,o,,aw,aw,False,a,vowel_a,none,at,False,False,False,False,False,False,False,False,False,True,
544,554,,he/she is performing baptism,False,o,,w,w,False,a,vowel_a,none,ata,False,False,False,False,False,False,False,False,False,True,
545,555,,he/she is giving up,False,sk-s-hi-hihst,,atayo,atayo,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
545,555,,he/she is giving up,False,sk-s-hi-hihst,,ayo,ayo,False,a,vowel_a,none,at,False,False,False,False,False,False,False,False,False,True,
545,555,,he/she is giving up,False,sk-s-hi-hihst,,yo,yo,False,a,vowel_a,none,ata,False,False,False,False,False,False,False,False,False,True,
547,557,,he/she is weeping,False,hih-hil,,atloy,atloy,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
547,557,,he/she is weeping,False,hih-hil,,loy,loy,False,a,vowel_a,none,at,False,False,False,False,False,False,False,False,False,True,
550,560,,he/she is setting a price,False,cause,,kvwalht,kvwalot,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
552,562,,he/she is rocking,False,apl-active,,alhihk,alihk,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
552,562,,he/she is rocking,False,apl-active,,hihk,hk,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
553,563,,he/she is drawing a picture of him/her,False,cause,,alhilohst,atlilohst,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,True,
554,564,,he/she is conversing,False,apl-active-h,,alhino,alino,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
554,564,,he/she is conversing,False,apl-active-h,,hino,no,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
555,565,,he/she is jumping,False,go-in,,alhthat,alithat,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
555,565,,he/she is jumping,False,go-in,,hthat,that,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
557,567,,he/she is changing clothes,False,v-vhs,,anhawa'iy,aniwa'iy,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
557,567,,he/she is changing clothes,False,v-vhs,change-out[flexible],anhaw,aniw,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
557,567,,he/she is changing clothes,False,v-vhs,change-out,anhawa',aniwa',False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
558,568,,he/she is undressing,False,rev-e,,anhaw,aniw,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
559,569,,he/she is putting on clothes,False,o,,anhaw,aniw,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
561,571,,he/she is putting fuel into a fire,False,hvsk-han,,hvt,'vt,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
562,572,,he/she is tickling him/her,False,i-a-i,,yhvk,yvk,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
562,572,,he/she is tickling him/her,False,i-a-i,,yhvk,yvk,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,True,
565,575,,he/she is tying it,False,hih-lh,,khane,kane,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
565,575,,he/she is tying it,False,hih-lh,,khane,kane,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
566,576,,he/she is untying it,False,ih-vh[inf2],,khaneyh,kaneyh,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
566,576,,he/she is untying it,False,ih-vh[inf2],,khaneyh,kaneyh,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
567,577,,he/she is looking after him/her,False,be-at,,khanowat,kanowat,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
567,577,,he/she is looking after him/her,False,be-at,,khanowat,kanowat,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,True,
567,577,,he/she is looking after him/her,False,be-at-weak,,khanowatit,kanowatit,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
567,577,,he/she is looking after him/her,False,be-at-weak,,khanowatit,kanowatit,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,True,
568,578,,he/she is becoming blind,False,become[inf2],,khewa,'kewa,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
568,578,,he/she is becoming blind,False,become[inf2],,khewa,'kewa,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
571,581,,he/she is making smoke,False,cause,,khsvhst,kahsvhst,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
571,581,,he/she is making smoke,False,cause,,khsvhst,kahsvhst,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
573,583,,he/she is closing his eyes,False,cause,,akhthahst,akathahst,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
574,584,,he/she is attacking him/her,False,go,,khthil,kathil,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
574,584,,he/she is attacking him/her,False,go,,khthil,kathil,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,True,
575,585,,he/she is taking off his/her glasses,False,rev-e,,akhthinvt,akathinvt,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
576,586,,he/she is putting on glasses,False,hvsk-han,,akhthinvt,akathinvt,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
577,587,,he/she is shelling corn,False,ih-vh[inf2],,khtlh,katlh,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
577,587,,he/she is shelling corn,False,ih-vh[inf2],,khtlh,katlh,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
578,588,,he/she is snoring,False,rev-gi,,kwhala,kwhala,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
578,588,,he/she is snoring,False,rev-gi,,kwhala,kwhala,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
578,588,,he/she is snoring,False,rev-gi,,kwhala,kwhala,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
578,588,,he/she is snoring,False,rev-gi,,kwhala,kwhala,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,True,
578,588,,he/she is snoring,False,rev-i,,kwhalak,kwhalak,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
578,588,,he/she is snoring,False,rev-i,,kwhalak,kwhalak,False,a,aspirated,none,none,False,False,False,False,False,False,False,False,False,True,
578,588,,he/she is snoring,False,rev-i,,kwhalak,kwhalak,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
578,588,,he/she is snoring,False,rev-i,,kwhalak,kwhalak,False,a,aspirated,none,none,False,False,False,False,False,True,False,False,False,True,
582,592,,he/she is putting on shoes,False,hvsk-han,,alahsul,alahsul,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
583,593,,he/she is changing shoes,False,v-vhs,,alahsula'iy,alahsula'iy,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
583,593,,he/she is changing shoes,False,v-vhs,change-out[flexible],alahsul,alahsul,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
583,593,,he/she is changing shoes,False,v-vhs,change-out,alahsula',alahsula',False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
584,594,,he/she is taking off his/her shoes,False,rev-e,,alahsul,alahsul,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
585,595,,he/she is helping him/her up,False,cause,,aleht,alet,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,True,
586,596,,he/she is recuperating,False,cause[perf2],,alehihs,ale'ihs,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
586,596,,he/she is recuperating,False,cause[perf2],iterative[no-i],alehi,ale'i,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
586,596,,he/she is recuperating,False,cause[perf2],iterative,aleh,ale',False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
587,597,,he/she is getting up,False,hvsk-nh,,ale,ale,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
589,599,,he/she is taking off his/her gloves,False,rev-e,,aliyehsul,aliyehsul,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
589,599,,he/she is taking off his/her gloves,False,rev-e,,yehsul,yehsul,False,a,vowel_a,none,ali,False,False,False,False,False,False,False,False,False,True,
589,599,,he/she is taking off his/her gloves,False,rev-e,,iyehsul,yehsul,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
590,600,,he/she is putting on his/her gloves,False,i-vka,,aliyehsul,aliyehsul,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
590,600,,he/she is putting on his/her gloves,False,i-vka,,yehsul,yehsul,False,a,vowel_a,none,ali,False,False,False,False,False,False,False,False,False,True,
590,600,,he/she is putting on his/her gloves,False,i-vka,,iyehsul,yehsul,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
591,601,x,he/she is taking off his/her socks,False,rev-gi,,aliyo,aliyo,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
591,601,,he/she is taking off his/her socks,False,rev-gi,,yo,yo,False,a,vowel_a,none,ali,False,False,False,False,False,False,False,False,False,True,
591,601,,he/she is taking off his/her socks,False,rev-gi,,iyo,yo,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
591,601,,he/she is taking off his/her socks,False,rev-i,,aliyok,aliyok,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
591,601,,he/she is taking off his/her socks,False,rev-i,,yok,yok,False,a,vowel_a,none,ali,False,False,False,False,False,False,False,False,False,True,
591,601,,he/she is taking off his/her socks,False,rev-i,,iyok,yok,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
592,602,x,he/she is putting on his/her socks,False,hih-lh,,aliyo,aliyo,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
592,602,,he/she is putting on his/her socks,False,hih-lh,,yo,yo,False,a,vowel_a,none,ali,False,False,False,False,False,False,False,False,False,True,
592,602,,he/she is putting on his/her socks,False,hih-lh,,iyo,yo,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
593,603,x,he/she is changing his/her socks,False,ih-vh[imperf2-inf2],,aliyohs,aliyohs,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
593,603,,he/she is changing his/her socks,False,ih-vh[imperf2-inf2],,yohs,yohs,False,a,vowel_a,none,ali,False,False,False,False,False,False,False,False,False,True,
593,603,,he/she is changing his/her socks,False,ih-vh[imperf2-inf2],,iyohs,yohs,False,a,vowel_a,none,al_ali,False,False,False,False,False,False,False,False,False,True,
594,604,,he/she is aiming at him/her,False,cause,,alhsohst,alihsohst,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,True,
594,604,,he/she is aiming at him/her,False,cause,,hsohst,hsohst,False,a,vowel_a,none,al_ali,False,False,False,False,False,True,False,False,False,True,
599,609,,he/she is playing with him/her,False,cause,,anelht,anelht,False,a,vowel_a,none,none,False,False,False,False,False,True,False,False,False,True,
600,610,,he/she is playing,False,hvsk-nh[inf2],,anelo,anelo,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
604,614,,he/she is shooting at him/her,False,hih-lh[imp2],,hstayo,hstayo,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
604,614,,he/she is shooting at him/her,False,hih-lh[imp2],,hstayo,hstayo,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
604,614,,he/she is shooting at him/her,False,hih-lh[imp2],,hstayo,hstayo,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
604,614,,he/she is shooting at him/her,False,hih-lh[imp2],,hstayo,hstayo,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
605,615,,he/she is splitting it,False,sk-h-yh,,hstlu,hstlu,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
605,615,,he/she is splitting it,False,sk-h-yh,,hstlu,hstlu,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
605,615,,he/she is splitting it,False,sk-h-yh,,hstlu,hstlu,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
605,615,,he/she is splitting it,False,sk-h-yh,,hstlu,hstlu,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
606,616,,he/she is sprinkling it,False,i-a-i,,hstutl,hstutl,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
606,616,,he/she is sprinkling it,False,i-a-i,,hstutl,hstutl,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
606,616,,he/she is sprinkling it,False,i-a-i,,hstutl,hstutl,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
606,616,,he/she is sprinkling it,False,i-a-i,,hstutl,hstutl,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
607,617,,he/she is counting it,False,hih-lh,,ahse,ahse,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,,hskinat,hskinat,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long[no-a],hskina,hskina,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long,hskin,hskin,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,,hskinat,hskinat,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long[no-a],hskina,hskina,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long,hskin,hskin,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,,hskinat,hskinat,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long[no-a],hskina,hskina,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long,hskin,hskin,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,,hskinat,hskinat,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long[no-a],hskina,hskina,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
608,618,,he/she is cursing him/her,False,i-a-i,long,hskin,hskin,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
609,619,,he/she is clapping his/her hands,False,ih-il,,ahsihthvn,ahsihthvn,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
609,619,,he/she is clapping his/her hands,False,ih-il,hitting[il],ahsihth,ahsihth,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
610,620,,he/she is getting exhausted,False,sk-s-hi-hihst,,ahsthaye,ahsthaye,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
611,621,,it’s barking,False,i-a-ihsk,,ahsuwh,ahsuwh,False,a,vowel_a,none,none,False,False,False,False,False,False,False,False,False,True,
612,622,,he/she is scheduling a time,False,cause,,hsvhst,hsvhst,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
612,622,,he/she is scheduling a time,False,cause,,hsvhst,hsvhst,False,a,s_stem,none,none,False,False,False,False,False,False,False,False,False,True,
612,622,,he/she is scheduling a time,False,cause,,hsvhst,hsvhst,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
612,622,,he/she is scheduling a time,False,cause,,hsvhst,hsvhst,False,a,s_stem,none,none,False,False,False,False,False,True,False,False,False,True,
618,628,,he/she is releasing him/her,False,sk-s-hi-hihst,,yo,yo,False,a,con,none,none,False,False,False,False,False,False,False,False,False,True,
618,628,,he/she is releasing him/her,False,sk-s-hi-hihst,,yo,yo,False,a,con,none,none,False,False,False,False,False,True,False,False,False,True,
620,631,,he/she is slamming him/her,False,cause,,lvtvnihst,lvtvnihst,False,a,con,none,none,False,True,False,False,False,False,False,False,False,True,
620,631,,he/she is slamming him/her,False,cause,,lvtvnihst,lvtvnihst,False,a,con,none,none,False,True,False,False,False,True,False,False,False,True,
621,632,,he/she is crossing,False,sk-s-hi-hihst,,natiw,natiw,False,a,con,none,none,False,True,False,False,False,False,False,False,False,True,
621,632,,he/she is crossing,False,sk-s-hi-hihst,,natiw,natiw,False,a,con,none,none,False,True,False,False,False,True,False,False,False,True,
622,633,,he/she is advertising it,False,hvsk-han,,notsal,notsal,False,a,con,none,none,False,True,False,False,False,False,False,False,False,True,
622,633,,he/she is advertising it,False,hvsk-han,,notsal,notsal,False,a,con,none,none,False,True,False,False,False,True,False,False,False,True,
623,634,,he/she is crossing it,False,become[inf4],,hsoh,hsoh,False,a,con,none,none,False,True,True,False,False,False,False,False,False,True,
623,634,,he/she is crossing it,False,become[inf4],,hsoh,hsoh,False,a,s_stem,none,none,False,True,True,False,False,False,False,False,False,True,
625,636,,he/she is explaining it,False,cause[perf2],,ohsihs,ohsihs,False,a,vowel_o,none,none,False,True,False,False,False,False,False,False,False,True,
625,636,,he/she is explaining it,False,cause[perf2],iterative[no-i],ohsi,ohsi,False,a,vowel_o,none,none,False,True,False,False,False,False,False,False,False,True,
625,636,,he/she is explaining it,False,cause[perf2],iterative,ohs,ohs,False,a,vowel_o,none,none,False,True,False,False,False,False,False,False,False,True,
626,637,,he/she is deciding,False,cause,,ukht,ukot,False,a,vowel_u,none,none,False,True,False,False,False,False,False,False,False,True,
627,638,,he/she is washing,False,e-a,,vtiy,vtiy,False,a,vowel_v,none,none,False,True,True,False,True,False,False,False,False,True,
628,639,,he/she is shelling,False,rev-i,,vthoh,vthoh,False,a,vowel_v,none,none,False,True,False,False,False,False,False,False,False,True,
630,641,,he/she is turning him/her over,False,go-in,,lhihkwat,lihkwat,True,a,con,h_cons,none,False,True,False,False,False,True,False,False,False,True,
630,641,,he/she is turning him/her over,False,go-in,,lhihkwat,lihkwat,True,a,aspirated,h_cons,none,False,True,False,False,False,True,False,False,False,True,
631,642,,he/she is singing,False,rev-gi,,nho,no,True,a,con,h_cons,none,False,True,False,False,False,False,False,False,False,True,
631,642,,he/she is singing,False,rev-gi,,nho,no,True,a,aspirated,h_cons,none,False,True,False,False,False,False,False,False,False,True,
631,642,,he/she is singing,False,rev-i,,nhok,nok,True,a,con,h_cons,none,False,True,False,False,False,False,False,False,False,True,
631,642,,he/she is singing,False,rev-i,,nhok,nok,True,a,aspirated,h_cons,none,False,True,False,False,False,False,False,False,False,True,
632,643,,he/she is clawing him/her,False,sk-s-la,,nhuko,nuko,True,a,con,h_cons,none,False,True,False,False,False,True,False,False,False,True,
632,643,,he/she is clawing him/her,False,sk-s-la,,nhuko,nuko,True,a,aspirated,h_cons,none,False,True,False,False,False,True,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,False,False,False,False,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,True,False,False,False,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,False,False,False,False,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,True,False,False,False,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,False,False,False,False,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,True,False,False,False,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,False,False,False,False,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,True,False,False,False,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,False,False,False,False,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,True,False,False,False,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,False,False,False,False,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,True,False,False,False,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,False,False,False,False,False,True,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,True,False,False,False,False,True,False,True,
633,644,,to come out of the nose,False,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,False,False,False,False,False,True,False,True,
633,644,,to come out of the nose,False,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,True,False,False,False,False,True,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,False,False,False,False,False,True,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,True,False,False,False,False,True,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,False,False,False,False,False,True,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,True,False,False,False,False,True,False,True,
633,644,,to come out of the nose,True,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,False,False,False,False,False,True,False,True,
633,644,,to come out of the nose,True,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,True,False,False,False,False,True,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,False,False,False,False,False,True,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,True,False,False,False,False,True,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,False,False,False,True,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,True,False,False,True,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,False,False,False,True,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,ayhvhsko'ih,,True,a,vowel_a,vowel,none,False,True,True,False,False,True,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,False,False,False,True,False,False,False,True,
633,644,,to come out of the nose,False,go[pres2],,yhvhsko'ih,,True,a,aspirated,h_cons,none,False,True,True,False,False,True,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,False,False,False,True,False,False,False,True,
633,644,,to come out of the nose,True,go[pres2],,yhvhsko'ih,,True,a,con,h_cons,none,False,True,True,False,False,True,False,False,False,True,
