corpus_id,entry_no,definition,prediction,present,present_1sg,imperfective,perfective,imperative,infinitive
383,390,he/she is braiding it,FullEventful,ahsteyoh,tsihsteyoh,ahsteyoh,uhsteyol,hihsteyaka,uhsteyot
384,391,he/she is eating it (refers to a long object),FullEventful,ahstiki',tsihstiki',ahstikihsk,uhstik,hihstika,uhstikihst
386,393,he/she is crushing it,FullEventful,ahsto',tsihsto',ahstohsk,uhsto',hihstotsa,uhstohst
388,395,he/she is trimming it (refers to hair‚ grass‚ hedge; but not paper‚ cloth),FullEventful,ahstoyeh,tsihstoyeh,ahstoyehsk,uhstoyeh,hihstoya,uhstoyht
389,396,he/she is closing it,FullEventful,ahstuhvhsk,tsihstuhvhsk,ahstuhvhsk,uhstunh,hihstuhvka,uhstut
390,397,he/she is opening it,FullEventful,ahstu'i',tsihstu'i',ahstu'ihsk,uhstu'ihs,hihstu'i,uhstu'ihst
392,399,he/she is sandwiching it,FullEventful,ahstvhalhvhsk,tsihstvhalhvhsk,ahstvhalhvhsk,uhstvhalhan,hihstvhalhvka,uhstvhalht
395,402,he/she is showing him/her,FullEventful,ahseheh,tsiyahseheh,ahseheh,uhsehel,hiyahsehihsi,uhsheht
397,404,he/she is including him/her (refers to in counting),FullEventful,ahsehstih,tsiyahsehstih,ahsehstihsk,uhsehsthan,hiyahsehsta,uhsehstoht
398,405,he/she is withdrawing (refers to a motion),FullEventful,ahsehsih,kahsehsih,ahsehsihsk,uhsehsvh,hahsehsa,uhsehsvht
400,407,he/she is reprimanding him/her,FullEventful,ahskak,tsihskak,ahskak,uhskats,hihskaki,uhskayhst
401,408,he/she is afraid,FullEventful,ahskah,tsihskah,ahskah,uhskal,hihskaya,uhskahst
402,409,he/she is biting him/her,FullEventful,ahskalhk,tsihskalhk,ahskalhk,uhskalhts,hihskala,uhskalhst
405,412,he/she is committing a crime,FullEventful,ahskanvk,tsihskanvk,ahskanvk,uhskanvts,hihskanvki,uhskanvyhst
410,417,he/she is dreaming about him/her,FullEventful,ahskitsk,tsiyahskitsk,ahskitsk,uhskits,hiyahskitsa,uhskitst
411,418,he/she is gnawing it,FullEventful,ahskoki',tsihskoki',ahskokihsk,uhskok,hihskoka,uhskokihst
412,419,he/she is mourning for him/her,FullEventful,ahskonhih,tsihskonhih,ahskonhih,uhskonhil,hihskonhka,uhskonhst
413,420,he/she is rubbing him/her,FullEventful,ahskoliye',tsiyahskoliye',ahskoliyehsk,uhskoliye',hiyahskoliya,uhskoliyet
414,421,he/she is erasing it,FullEventful,ahskolvti',tsihskolvti',ahskolvtihsk,uhskolvti'i,hihskolvta,uhskolvtihst
416,423,it’s fading,FullEventful,ahskolvk,,ahskolvk,uhskolvts,,uhskolvyhst
417,424,he/she is digging it,FullEventful,ahskohsk,kahskohsk,ahskohsk,uhskohs,hahskola,uhskohst
419,426,he/she is finishing it,FullEventful,ahskwati',tsihskwati',ahskwatihsk,uhskwat,hihskwata,uhskwatihst
421,428,he/she is catching him/her (refers to a falling person or object),FullEventful,ahskwalhe',tsihskwalhe',ahskwalhehsk,uhskwalhehs,hihskwalhaki,uhskwalhehst
423,430,it’s getting shorter,FullEventful,ahskwalok,tsihskwalok,ahskwalok,uhskwalots,hihskwaloki,uhskwaloyhst
424,431,he/she is breaking it (refers to a long object),FullEventful,ahskwalhsk,tsihskwalhsk,ahskwalhsk,uhskwalhs,hihskwala,uhskwalhst
425,432,he/she is hitting him/her on the head with it (refers to a long object),FullEventful,ahskwalvnih,tsihskwalvnih,ahskwalvnih,uhskwalvnil,hihskwalvnika,uhskwalvnihst
427,434,he/she is amazed,FullEventful,ahskwanikohsk,tsihskwanikohsk,ahskwanikohsk,uhskwanikohs,hihskwanikohi,uhskwanikohihst
428,435,he/she is sucking it,FullEventful,ahskwanutsk,tsihskwanutsk,ahskwanutsk,uhskwanuts,hihskwanutsa,uhskwanutst
429,436,he/she is hitting him/her on the abdomen with it (refers to a long object),FullEventful,ahskwohalvnih,tsihskwohalvnih,ahskwohalvnih,uhskwohalvnil,hihskwohalvnika,uhskwohalvnihst
430,437,he/she is placing his/her hand on him/her,FullEventful,ahsihthati',tsiyahsihthati',ahsihthatihsk,uhsihthat,hiyahsihthata,uhsihthatihst
431,438,he/she is slapping him/her,FullEventful,ahsihthvnih,tsiyahsihthvnih,ahsihthvnih,uhsihthvnil,hiyahsihthvnika,uhsihthvnihst
432,439,he/she is backing up,FullEventful,ahsinek,kahsinek,ahsinek,uhsinvhs,hahsinuka,uhsinvhst
436,443,he/she is roping him/her,FullEventful,ahslhati',tsihslhati',ahslhatihsk,uhslhat,hihslhata,uhslhatihst
437,444,he/she is building a fence,FullEventful,ahsoyhoh,kahsoyhoh,ahsoyhoh,uhsoyhal,hahsoyhka,uhsoyhst
439,446,he/she is waving his/her hand,FullEventful,ahsolvtaki',kahsolvtaki',ahsolvtakihsk,uhsolvtakihs,hahsolvtaki,uhsolvtakihst
440,447,he/she is pressing down on him/her,FullEventful,ahsonhstih,tsiyahsonhstih,ahsonhstihsk,uhsonhsthan,hiyahsonhsta,uhsonhstoht
441,448,he/she is wounding him/her,FullEventful,ahsonvhsk,tsihsonvhsk,ahsonvhsk,uhsonvnh,hihsonvna,uhsonvhst
443,450,he/she is sopping it,FullEventful,ahsu',kahsu',ahsuhsk,uhsuhs,hahsutsa,uhsuhst
444,451,he/she is fishing,FullEventful,ahsuhvhsk,kahsuhvhsk,ahsuhvhsk,uhsunh,hahsuhvka,uhsuht
445,452,he/she is painting it,FullEventful,ahsuwhihsk,tsihsuwhihsk,ahsuwhihsk,uhsuwhihs,hihsuwha,uhsuwhihst
446,453,he/she is changing his/her pants,FullEventful,ahsula'iyv',kahsula'iyv',ahsula'iyvhsk,uhsula'iyvhs,hahsula'iyvna,uhsula'iyvhst
447,454,he/she is taking his/her pants off,FullEventful,ahsule',kahsule',ahsulehsk,uhsulehs,hahsulaki,uhsulehst
448,455,he/she is putting his/her pants on,FullEventful,ahsuli',kahsuli',ahsulihsk,uhsulan,hahsulvka,uhsulot
449,456,he/she is quitting,FullEventful,ahsulikok,tsihsulikok,ahsulikok,uhsulikots,hihsuliko'i,uhsulikohst
452,459,he/she is choosing him/her,FullEventful,ahsuye',tsiyahsuye',ahsuyehsk,uhsuyehs,hiyahsuyaki,uhsuyehst
453,460,he/she is stirring it,FullEventful,ahsuyeh,kahsuyeh,ahsuyehsk,uhsuyeh,hahsuyvla,uhsuyeht
454,461,he/she is mixing it in,FullEventful,ahsuyvhsk,kahsuyvhsk,ahsuyvhsk,uhsuyvn,hahsuyv'vka,uhsuyvt
455,462,it smells,FullEventful,ahsvk,tsihsvk,ahsvk,,,
458,465,he/she is touching him/her,FullEventful,ahsvnhih,tsiyahsvnhih,ahsvnhih,uhsvnhil,hiyahsvnhka,uhsvnhst
459,466,he/she is drinking it up,FullEventful,ahsvhvhsk,tsihsvhvhsk,ahsvhvhsk,uhsvnh,hihsvnha,uhsvhvhst
463,470,he/she is holding his/her breath,FullEventful,athawhohstih,ka'tawhohstih,athawhohstihsk,uthawhohsthan,hathawhohsta,uthawhohstoht
464,471,he/she is mooring a boat,FullEventful,athalati',tsithalati',athalatihsk,uthalat,hithalata,uthalatihst
465,472,he/she is drilling a hole,FullEventful,athalehsk,tsithalehsk,athalehsk,uthalehs,hithalaka,uthalehst
467,474,it’s steaming,FullEventful,athanolek,,athanolek,uthanolvhs,,uthanolvhst
469,476,it’s exploding,FullEventful,athahski',,athahskihsk,uthahskihs,hathahski,uthahskihst
470,477,he/she is exploding it,FullEventful,athahskihstih,tsithahskihstih,athahskihstihsk,uthahskihsthan,hathahskihsta,uthahskihstoht
472,479,he/she is kissing him/her,FullEventful,athaweto'vhsk,tsitaweto'vhsk,athaweto'vhsk,uthaweton,hitaweto'vka,uthawetot
473,480,he/she is combing someone’s hair,FullEventful,athawo',tsithawo',athawohsk,uthawo',hithawotsa,uthahsohst
474,481,he/she is asking for it,FullEventful,athayohih,tsithayohih,athayohih,uthayolh,hithayoha,uthayohst
475,482,he/she is joining,FullEventful,athelati',kate'lati',athelatihsk,uthelat,hathelata,uthelatihst
477,484,he/she is shaking him/her,FullEventful,athelvhvhsk,tsithelvhvhsk,athelvhvhsk,uthelvnh,hithelvna,uthelht
479,486,he/she is leading him/her,FullEventful,athinh,tsiyathinh,athinhek,uthinhvhs,hiyathinhuka,uthinhvhst
480,487,he/she is arguing,FullEventful,athiyohih,ka'tiyohih,athiyohih,uthiyolh,hathiyoka,uthiyohst
482,489,he/she is running,FullEventful,atlh,katitlh,atlhihs,,,
483,490,he/she is racing,FullEventful,athohkiya',kathohkiya',athohkiyahsk,uthohkiy,hathohkiya,uthohkiyahst
486,493,he/she is loaning it to him/her,FullEventful,atholhstih,tsiyatholhstih,atholhstihsk,utholhsthan,hiyatholhsta,utholhstoht
487,494,he/she is borrowing him/her,FullEventful,atholhsk,tsiyatholhsk,atholhsk,utholhs,hiyathola,utholhihst
488,495,it’s flashing (refers to reflected light),FullEventful,athoyawhsk,,athoyawhsk,uthoyawhs,,uthoyawhst
489,496,he/she is taking a bite,FullEventful,atste',katsihste',atstehsk,utstehs,hatstaki,utstehst
490,497,he/she is lying,FullEventful,atsko'vhsk,katsihsko'vhsk,atsko'vhsk,utskon,hatsko'vka,utskot
491,498,he/she is taking a drink (refers to alcoholic beverage),FullEventful,athuki',ka'tuki',athukihsk,uthukihs,hathuki,uthukihst
493,500,he/she is promising,FullEventful,athu'ihstih,tsithu'ihstih,athu'ihstihsk,uthu'ihsthan,hithu'ihsta,uthu'ihstoht
494,501,he/she is listening to him/her,FullEventful,athvtahstih,tsiyathvtahstih,athvtahstihsk,uthvtahsthan,hiyathvtahsta,uthvtahstoht
495,502,he/she is asking him/her a question,FullEventful,athvtvhvhsk,tsiyathvtvhvhsk,athvtvhvhsk,uthvtvnh,hiyathvtvhvka,uthvtht
496,503,he/she hears him/her,FullEventful,athvki',tsiyathvki',athvkihsk,uthvkan,hiyathvkvka,uthvkot
497,504,he/she is raising him/her,FullEventful,athvhihstih,tsiya'tvhihstih,athvhihstihsk,uthvhihsthan,hiya'tvhihsta,uthvhihstoht
498,505,he/she is growing,FullEventful,athvhsk,ka'tvhsk,athvhsk,uthvhs,hathvhi,uthvhihst
502,509,he/she is inside,FullEventful,aya',tsiya',aya',,,
504,511,he/she is distributing it,FullEventful,ayathohih,tsiyathohih,ayathohih,uyatholh,hiyathohi,uyathohihst
507,514,he/she is waking up,FullEventful,ayek,tsiyek,ayek,uyets,hiyeki,uye'ihst
509,516,he/she is waking him/her up,FullEventful,aye'ihstih,tsiye'ihstih,aye'ihstihsk,uye'ihsthan,hiye'ihsta,uye'ihstoht
511,518,he/she is putting him/her inside (refers to somewhere large enough to move around in),FullEventful,ayhtih,tsiyvtih,ayhtihsk,uyhthan,hiyvta,uyhtoht
512,519,it’s crowing (refers to a rooster),FullEventful,ayhk,kayhk,ayhk,uyvlhs,hayvla,uyvlhihst
513,520,he/she is getting it (refers to a long object),FullEventful,ayih,tsiyi',ayihsk,uyvh,hiya,uyht
515,522,it’s breaking,FullEventful,ayok,tsiyok,ayok,uyots,hiyoki,uyoyhst
516,523,he/she is shooting him/her,FullEventful,ayohih,tsiyo'ih,ayohih,uyolh,hiyo'a,uyohst
517,524,he/she is taking a break,FullEventful,ayohihstih,tsi'yohihstih,ayohihstihsk,uyohihsthan,hiyohihsta,uyohihstoht
519,526,he/she is whittling it,FullEventful,ayolhvhsk,tsiyolvhsk,ayolhvhsk,uyolhan,hiyolhvka,uyolhvhst
521,528,he/she is dying (refers to a human),FullEventful,ayohuhsk,tsiyo'uhsk,hiyohuhi,ayohuhsko'i,uyohuhihsti,
522,529,he/she is breaking it up,FullEventful,ayolih,tsiyolih,ayo'ihstihsk,uyo'ihsthan,hiyo'ihsta,uyo'ihstoht
523,530,he/she is greeting him/her,FullEventful,ayolih,tsiyolih,ayolih,uyolil,hiyolika,uyolihst
524,531,he/she is breaking it,FullEventful,ayohstih,tsiyohstih,ayohstihsk,uyohsthan,hiyohsta,uyohstoht
526,533,he/she is destroying it,FullEventful,ayohsthanohvhsk,tsiyohsthanohvhsk,ayohsthanohvhsk,uyohsthanonh,hiyohsthanonha,uyohsthanohvhst
529,536,he/she is entering it,FullEventful,ayvhih,tsiyv'ih,ayvhih,uyvlh,hiyvha,uyvhst
530,537,he/she is finding it (refers to a long object),FullEventful,ayvwhahthih,tsiyvwahthih,ayvwhahthihsk,uyvwhahthvh,hiyvwhahtha,uyvwhahthvht
531,538,he/she is taking it somewhere (refers to a long object),FullEventful,ayvwhitih,tsiyvwitih,ayvwhitihsk,uyvwhitvh,hiyvwhita,uyvwhitht
539,549,he/she is making an X,FullEventful,tatanhawhstih,tekatanawhstih,tatanhawhstihsk,tutanhawhsthan,thatanhawhsta,tsutanhawhstoht
541,551,he/she is conjuring,FullEventful,tatanhehse',tekatanehse',tatanhehsehsk,tutanhehsa',thatanhehsaka,tsutanhehsehst
542,552,he/she is accepting him/her,FullEventful,tatanilvk,tetsiyatanilvk,tatanilvk,tutanilvts,thiyatanilvki,tsutanilvhst
543,553,he/she is dodging,FullEventful,tatanvtihstih,tekatanvtihstih,tatanvtihstihsk,tutanvtihsthan,thatanvtihsta,tsutanvtihstoht
544,554,he/she is performing baptism,FullEventful,tatawo',tekatawo',tatawohsk,tutawo',thatawotsa,tsutawohst
545,555,he/she is giving up,FullEventful,tatayohsk,tekatayohsk,tatayohsk,tutayohs,thatayohi,tsutayohihst
546,556,he/she is teaching,FullEventful,tateyhohvhsk,tekateyohvhsk,tateyhohvhsk,tuteyonh,thateyhohvka,tsuteyhoht
547,557,he/she is weeping,FullEventful,tatloyhih,tekatloyih,tatloyhih,tutloyhil,thatloyhka,tsutloyhst
548,558,he/she is being married,FullEventful,takatshvhstih,tvkwatshvhstih,takatshvhstihsk,takatshvhsthan,witetsatshvhsta,tsakatshvhstoht
550,560,he/she is setting a price,FullEventful,takvwalhtih,tetsikvwalotih,takvwalhtihsk,tukvwalhthan,thikvwalhta,tsukvwalhtoht
552,562,he/she is rocking,FullEventful,talhihkeh,tekalihkeh,talhihkehsk,tulhihkeh,thalhihkvla,tsulhihkeht
553,563,he/she is drawing a picture of him/her,FullEventful,talhilohstih,tetsiyatlilohstih,talhilohstihsk,tulhilohsthan,thiyatlilohsta,tsulhilohstoht
554,564,he/she is conversing,FullEventful,talhinoheh,tekalinoheh,talhinohehsk,tulhinohelh,thalhinohvla,tsulhinoheht
555,565,he/she is jumping,FullEventful,talhthatek,tekalithatek,talhthatek,tulhthatinvhs,thalhthatuka,tsulhthatinvt
557,567,he/she is changing clothes,FullEventful,tanhawa'iyv',tekaniwa'iyv',tanhawa'iyvhsk,tunhawa'iyvhs,thanhawa'iyvna,tsunhawa'iyvhst
558,568,he/she is undressing,FullEventful,tanhawe',tekaniwe',tanhawehsk,tunhawehs,thanhawaki,tsunhawehst
559,569,he/she is putting on clothes,FullEventful,tanhawo',tekaniwo',tanhawohsk,tunhawo',thanhawotsa,tsunhawohst
561,571,he/she is putting fuel into a fire (refers to solid fuel),FullEventful,tahvthvhsk,tetsi'vthvhsk,tahvthvhsk,tuhvthan,thihvthvka,tsuhvtht
562,572,he/she is tickling him/her,FullEventful,tayhvki',tetsiyvki',tayhvkihsk,tuyhvk,thiyvka,tsuyhvkihst
564,574,he/she is squatting,FullEventful,tatsilhuhsk,tekatsilhuhsk,tatsilhuhsk,tutsilhun,thatsilhuka,tsukilhuhst
565,575,he/she is tying it,FullEventful,takhanehih,tetsikanehih,takhanehih,tukhanelh,thikhaneka,tsukhanehst
566,576,he/she is untying it,FullEventful,takhaneyhih,tetsikaneyhih,takhaneyhihsk,tukhaneyhvh,thikhaneyha,tsukhaneyhvht
567,577,he/she is looking after him/her,FullEventful,takhanowatitoh,tetsikanowatitoh,takhanowatitoh,tukhanowatitol,thikanowatita,tsukhanowatitahst
568,578,he/she is becoming blind,FullEventful,takhewak,tetsi'kewak,takhewak,tukhewats,thikhewaki,tsukhewa'ihst
571,581,he/she is making smoke,FullEventful,takhsvhstih,tetsikahsvhstih,takhsvhstihsk,tukhsvhsthan,thikhsvhsta,tsukhsvhstoht
572,582,he/she is blinking,FullEventful,takhthanawhsk,tekakathanawhsk,takhthanawhsk,tukhthanawhs,thakhthanawha,tsukhthanawhst
573,583,he/she is closing his eyes,FullEventful,takhthahstih,tekakathahstih,takhthahstihsk,tukhthahsthan,thakhthahsta,tsukhthahstoht
574,584,he/she is attacking him/her,FullEventful,takhthilek,tetsikathilek,takhthilek,tukhthilvhs,thikathiluka,tsukhthilvhst
575,585,he/she is taking off his/her glasses,FullEventful,takhthinvte',tekakathinvte',takhthinvtehsk,tukhthinvtehs,thakhthinvtaki,tsukhthinvtehst
576,586,he/she is putting on glasses,FullEventful,takhthinvthvhsk,tekakathinvthvhsk,takhthinvthvhsk,tukhthinvthan,thakhthinvthvka,tsukhthinvtht
577,587,he/she is shelling corn,FullEventful,takhtlhih,tetsikatlhih,takhtlhihsk,tukhtlhvh,thikhtlha,tsukhtlhvht
578,588,he/she is snoring,FullEventful,takwhalaki',tetsikwhalaki',takwhalakihsk,tukwhalakihs,thikwhalaki,tsukwhalakihst
579,589,he/she is sprinkling it (with a liquid‚ powder‚ salt‚ etc.),FullEventful,takwhayo'vhsk,tetsikwhayo'vhsk,takwhayo'vhsk,tukwhayon,thikwhayo'vka,tsukwhakot
582,592,he/she is putting on shoes,FullEventful,talahsulhvhsk,tekalahsulhvhsk,talahsulhvhsk,tulahsulhan,thalahsulhvka,tsulahsulht
583,593,he/she is changing shoes,FullEventful,talahsula'iyv',tekalahsula'iyv',talahsula'iyvhsk,tulahsula'iyvhs,thalahsula'iyvna,tsulahsula'iyvhst
584,594,he/she is taking off his/her shoes,FullEventful,talahsule',tekalahsule',talahsulehsk,tulahsulehs,thalahsulaki,tsulahsulehst
585,595,he/she is helping him/her up,FullEventful,talehtih,tetsiyaletih,talehtihsk,tulehthan,thiyaleta,tsulehtoht
586,596,he/she is recuperating,FullEventful,talehihsih,tekale'ihsih,talehihsihsk,tulehihsanh,thalehihsa,tsulehihsoht
587,597,he/she is getting up (from sitting or from involuntarily assumed prone position),FullEventful,talehvhsk,tekale'vhsk,talehvhsk,tulenh,thalehvka,tsuleht
589,599,he/she is taking off his/her gloves,FullEventful,taliyehsule',tekaliyehsule',taliyehsulehsk,tuliyehsulehs,thaliyehsulaki,tsuliyehsulehst
590,600,he/she is putting on his/her gloves,FullEventful,taliyehsuli',tekaliyehsuli',taliyehsulihsk,tuliyehsulan,thaliyehsulvka,tsuliyehsulot
591,601,he/she is taking off his/her socks,FullEventful,taliyoki',tekaliyoki',taliyokihsk,tuliyokihs,thaliyoki,tsuliyokihst
592,602,he/she is putting on his/her socks,FullEventful,taliyohih,tekaliyo'ih,taliyohih,tuliyolh,thaliyoka,tsuliyohst
593,603,he/she is changing his/her socks,FullEventful,taliyohsih,tekaliyohsih,taliyohsih,tuliyohsvh,thaliyohsa,tsuliyohsvht
594,604,he/she is aiming at him/her,FullEventful,talhsohstih,tetsiyalihsohstih,talhsohstihsk,tulhsohsthan,thiyalihsohsta,tsulhsohstoht
596,606,they are having a trial,FullEventful,tanatahi'litoh,totsatahi'litoh,tanatahi'litoh,tunatahi'litol,titsatahi'lita,tsunatahi'litahst
597,607,they are meeting,FullEventful,tanatlohsk,totsatlohsk,tanatlohsk,tunatlohs,titsatlohi,tsunatlohihst
598,608,they are separating,FullEventful,tanakalenih,tohstakalenih,tanakalenihsk,tunakalenvh,tihstakalena,tsunakalenht
599,609,he/she is playing with him/her,FullEventful,tanelhtih,tetsiyanelhtih,tanelhtihsk,tunelhthan,thiyanelhta,tsunelhtoht
600,610,he/she is playing,FullEventful,tanelohvhsk,tekanelohvhsk,tanelohvhsk,tunelonh,thanelohvka,tsunelht
601,611,they’re having church services,FullEventful,tanilawik,totsilawik,tanilawik,tunilawits,titsilawiki,tsunilawihst
603,613,they are adjourning,FullEventful,taniyelihsk,totsiyelihsk,taniyelihsk,tuniyelihs,titsiyelihi,tsuniyelihihst
604,614,he/she is shooting at him/her,FullEventful,tahstayohih,tetsihstayohih,tahstayohih,tuhstayolh,thihstayoha,tsuhstayohst
605,615,he/she is splitting it,FullEventful,tahstluhsk,tetsihstluhsk,tahstluhsk,tuhstluyh,thihstluyha,tsuhstluhst
606,616,he/she is sprinkling it (with liquid),FullEventful,tahstutli',tetsihstutli',tahstutlihsk,tuhstutl,thihstutla,tsuhstutlihst
607,617,he/she is counting it,FullEventful,tahsehih,tekahsehih,tahsehih,tuhselh,thahseka,tsuhsehst
608,618,he/she is cursing him/her,FullEventful,tahskinati',tetsihskinati',tahskinatihsk,tuhskinat,thihskinata,tsuhskinatihst
609,619,he/she is clapping his/her hands,FullEventful,tahsihthvnih,tekahsihthvnih,tahsihthvnih,tuhsihthvnil,thahsihthvnika,tsuhsihthvnihst
610,620,he/she is getting exhausted,FullEventful,tahsthayehsk,tekahsthayehsk,tahsthayehsk,tuhsthayehs,thahsthayehi,tsuhsthayehihst
611,621,it’s barking,FullEventful,tahsuwhihsk,tekahsuwhihsk,tahsuwhihsk,tuhsuwhihs,thahsuwha,tsuhsuwhihst
612,622,he/she is scheduling a time,FullEventful,tahsvhstih,tetsihsvhstih,tahsvhstihsk,tuhsvhsthan,thihsvhsta,tsuhsvhstoht
613,623,he/she is ironing,FullEventful,tathehsk,tetsithehsk,tathehsk,tuthehs,thithvla,tsuthehst
618,628,he/she is releasing him/her,FullEventful,tayohsk,tetsiyohsk,tayohsk,tuyohs,thiyohi,tsuyohihst
620,631,he/she is slamming him/her,FullEventful,tekalvtvnihstih,tetsilvtvnihstih,tekalvtvnihstihsk,tulvtvnihsthan,thilvtvnihsta,tsulvtvnihstoht
621,632,he/she is crossing (refers to a road‚ bridge‚ etc.),FullEventful,tekanatiwhsk,tetsinatiwhsk,tekanatiwhsk,tunatiwhs,thinatiwhi,tsunatiwhihst
622,633,he/she is advertising it,FullEventful,tekanotsalhvhsk,tetsinotsa'lvhsk,tekanotsalhvhsk,tunotsalhan,thinotsalhvka,tsunotsalht
623,634,he/she is crossing it (refers to a body of water),FullEventful,tekahsohk,tetsihsohk,tekahsohk,tuwahsohts,thihsohki,tsuwahsohihst
624,635,he/she is enduring it (idiom),FullEventful,tekethvhsk,teke'tvhsk,tekethvhsk,tuwethin,thethvka,tsuwetht
625,636,he/she is explaining it (refers to a Biblical text),FullEventful,tekohsihsih,tekohsihsih,tekohsihsihsk,tuwohsihsanh,thohsihsa,tsuwohsihsoht
626,637,he/she is deciding,FullEventful,tekukhtih,tekukotih,tekukhtihsk,tuwukhthan,thukhta,tsuwukhtoht
627,638,he/she is washing (refers to dishes),FullEventful,tekvtiye',tekvtiye',tekvtiyehsk,tuwatiye',thvtiya,tsuwatiyet
628,639,he/she is shelling (refers to peas‚ nut meats‚ etc),FullEventful,tekvthohi',tekvthohi',tekvthohihsk,tuwvthohihs,thvthohi,tsuwvthohihst
630,641,he/she is turning him/her over,FullEventful,tekhalihkwatek,tetsilihkwatek,tekhalihkwatek,tulhihkwatinvhs,thilihkwatuka,tsulhihkwatinvt
631,642,he/she is singing,FullEventful,tekhanoki',tetsinoki',tekhanokihsk,tunhokihs,thinhoki,tsunhokihst
632,643,he/she is clawing him/her,FullEventful,tekhanukohsk,tetsinukohsk,tekhanukohsk,tunhukohs,thinukola,tsunhukohst
634,645,he/she is washing (refers to flexible objects including clothes),FullEventful,tekhkilo',tekvkilo',tekhkilohsk,tuhkilo',thvhkilotsa,tsuhkilohst
722,740,he/she is confronted with it,FullEventful,tutlohsk,takwatlohsk,tutlohsk,tutlohs,titsatlohi,tsutlohihst
723,741,he/she is called,FullEventful,tuto',takwato',tuto',tuto',tetsato'ehsti,tsutohst
724,742,he/she is staggering,FullEventful,tutokhtih,takwatokhtih,tutokhtihsk,tutokhthan,titsatokhta,tsutokhtoht
725,743,he/she is getting a rash,FullEventful,tukwenothihsk,takikwenothihsk,tukwenothihsk,tukwenothihs,titsakwenothihi,tsukwenothihst
726,744,he/she has horns,FullEventful,tulhk,takilhk,tulhk,tulhk,tetsalhkehsti,
727,745,he/she is sneezing,FullEventful,tuyhvhstoyhsk,takhiyvhstoyhsk,tuyhvhstoyhsk,tuyhvhstoyh,titshayvhstoyha,tsuyhvhstoyhst
728,746,he/she is vomiting,FullEventful,tukhstih,takikhstih,tukhstihsk,tukhsthan,titsakhsta,tsukhstoht
729,747,he/she is wearing glasses,FullEventful,tukhthinvth,takwakhthinvth,tukhthinvth,tukhthinvth,tetsakhthinvthehsti,tsukhthinvtht
730,748,he/she is wearing shoes,FullEventful,tulahsulh,takwalahsulh,tulahsulh,tulahsulh,tetsalahsulhehsti,
732,750,he/she is wearing gloves,FullEventful,tuliyehsul,takwaliyehsul,tuliyehsul,tuliyehsul,thaliyehsulvka,tsuliyehsulot
733,751,he/she is wearing socks,FullEventful,tuliyoh,takwaliyoh,tuliyoh,tuliyoh,tetsaliyohehsti,
735,753,he/she is working,FullEventful,tulvwhihstaneh,takilvwhihstaneh,tulvwhihstaneh,tulvwhihstanel,titsalvwhihstahsi,tsulvwhihstaneht
737,755,he/she is making footsteps,FullEventful,tuhstanoyhvhk,takwahstanoyhvhk,tuhstanoyhvhk,tuhstanoyhvhk,titsahstanoyhvla,tsuhstanoyhvlhihst
738,756,he/she is releasing it (refers to involuntarily releasing),FullEventful,tuhskalehstih,takwahskalehstih,tuhskalehstihsk,tuhskalehsthan,titsahskalehsta,tsuhskalehstoht
739,757,he/she is tired,FullEventful,tuyawek,takiyawek,tuyawek,tuyawets,titsayaweki,tsuyawehst
740,758,he/she is releasing it (refers to voluntarily releasing),FullEventful,tuyohsk,takiyohsk,tuyohsk,tuyohs,titsayohi,tsuyohihst
742,765,he/she is walking around,FullEventful,etoh,ketoh,etoh,uwetol,heta,uwetahst
743,766,he/she is going,FullEventful,ek,kek,ek,uwenvhs,hena,uwenvhst
746,769,he/she lives,FullEventful,eh,ke',eh,,hehehsti,
752,776,he/she thinks so,FullEventful,eli',keli',elihsk,uwelihs,hela,uwelihst
757,787,he/she is straightening it,FullEventful,katshinohsih,tsitshinohsih,katshinohsihsk,uwatshinohsanh,hitshinohsa,uwatshinohsoht
759,789,it is hanging (refers to flexible object),FullEventful,kata',kata',kata',,hata'ehsti,
764,794,he/she is plowing it,FullEventful,kataluki',tsitaluki',katalukihsk,uwatalukan,hitalukvka,uwatalukot
766,796,he/she is removing it from a hanging position (refers to solid or flexible object),FullEventful,kate',kate',katehsk,utehs,hataki,utehst
767,797,he/she is turning it,FullEventful,kateyhstih,tsiteyahstih,kateyhstihsk,uwateyhsthan,hiteyhsta,uwateyhstoht
769,799,he/she is spinning it,FullEventful,katikwalvteyhstih,tsitikwalvteyhstih,katikwalvteyhstihsk,uwatikwalvteyhsthan,hitikwalvteyhsta,uwatikwalvteyhstoht
770,800,he/she is strapping it,FullEventful,katlohih,tsitlohih,katlohih,uwatlolh,hitloka,uwatlohst
772,802,he/she is standing,FullEventful,katok,tsitok,katok,,hitokehsti,
775,805,he/she is pitying him/her,FullEventful,katolik,tsiyatolik,katolik,uwatolits,hiyatoliki,uwatolihst
776,806,he/she is dropping him/her (refers to flexible object),FullEventful,katonhtih,tsiyatonhtih,katonhtihsk,utonhthan,hiyatonhta,utonhtoht
777,807,it is falling from a hanging position (refers to flexible object),FullEventful,katohsk,katohsk,katohsk,utohs,hatohi,utohihst
784,814,he/she is baking it,FullEventful,katuhvhsk,tsituhvhsk,katuhvhsk,uwatunh,hituhvka,uwatht
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,katv'vhsk,tsiyatv'vhsk,katv'vhsk,utvn,hatv'vka,utvt
