corpus_id,entry_no,definition,prediction,class,post_root_morpheme,h_grade,g_grade,translocutive,translocutive_imp_only,partitive,distributive,set_a_b,stem_type,allow_h_metathesis,middle_voice,middle_voice_h_metathesis,plural,ka_variant,aki_1st,uwa_v,3rd_person_object,metathesis_involved
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,True,True,False,a,con,False,none,False,False,False,False,False,False,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,True,True,False,b,con,False,none,False,False,False,False,False,False,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,False,False,False,b,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,True,False,False,a,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,True,False,False,b,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,False,True,False,a,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,False,True,False,b,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,True,True,False,a,con,False,none,False,False,False,False,False,True,False
112,116,it is shining (refers to sun or moon),InfEventful,sg-s-hst,,kalihi,,False,True,True,False,b,con,False,none,False,False,False,False,False,True,False
115,119,he/she is licking it,FullEventful,i-a-i,long,kan,kan,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
115,119,he/she is licking it,FullEventful,i-a-i,long,kan,kan,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
115,119,he/she is licking it,FullEventful,i-a-i,long[no-a],kana,kana,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
115,119,he/she is licking it,FullEventful,i-a-i,long[no-a],kana,kana,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
115,119,he/she is licking it,FullEventful,i-a-i,,kanat,kanat,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
115,119,he/she is licking it,FullEventful,i-a-i,,kanat,kanat,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
117,121,he/she is warming it,FullEventful,ih-ohd,,kanawht,kanawot,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
117,121,he/she is warming it,FullEventful,ih-ohd,,kanawht,kanawot,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
117,121,he/she is warming it,FullEventful,ih-ohd[perf3],,kanawht,kanawot,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
117,121,he/she is warming it,FullEventful,ih-ohd[perf3],,kanawht,kanawot,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
117,121,he/she is warming it,FullEventful,ih-ohd[pres2-perf3],,kanawhtih,kanawotih,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
117,121,he/she is warming it,FullEventful,ih-ohd[pres2-perf3],,kanawhtih,kanawotih,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
117,121,he/she is warming it,FullEventful,ih-ohd[pres2],,kanawhtih,kanawotih,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
117,121,he/she is warming it,FullEventful,ih-ohd[pres2],,kanawhtih,kanawotih,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],'kanawoh,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,'kanawohi,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],akanawoh,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,akanawohi,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,True,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,False,True,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,True,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,become-long[i],kanawoh,,False,True,True,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,True,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,False,True,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,True,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,g-ts,,kanawohi,,False,True,True,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,'kanawo,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,akanawo,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,True,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,False,True,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,True,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hg-hts,,kanawo,,False,True,True,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,False,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,False,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,False,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,True,False,a,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,'kanawohi,,False,True,True,False,b,glottal,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,False,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,False,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,False,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,True,False,a,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,akanawohi,,False,True,True,False,b,vowel_a,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,False,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,False,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,True,False,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,True,False,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,False,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,False,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,True,True,False,a,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,True,True,False,b,con,False,none,False,False,False,False,False,False,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,False,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,False,False,False,b,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,True,False,False,a,con,False,none,False,False,False,False,False,True,False
118,122,it’s getting warm,InfEventful,hih-lh,,kanawohi,,False,True,False,False,b,con,False,none,False,False,False,False,False,True,False
