corpus_id,entry_no,definition,prediction,class,post_root_morpheme,present,present_1sg,imperfective,perfective,imperative,infinitive
1015,1045,he/she is agreeing with him/her,FullEventful,apl[imp2],,kohiyhtan,tsiyo'iyhtan,kohiyhtan,uwohiyhtan,hiyo'iyhta,uwohiyhtan
1017,1047,he/she is recognizing him/her,FullEventful,hg-hts,,kol,tsiyoli,kol,uwol,hiyoli,uwol
1018,1048,he/she understands it,FullEventful,hg-hts,,kol,koli,kol,uwol,hol,uwol
1021,1051,he/she is getting full,FullEventful,sg-s-hi-hihst,,kolhv,kolv,kolhv,uwolhv,holhv,uwolhv
1021,1051,he/she is getting full,FullEventful,sg-s-hst[imp2],,kolhv,kolv,kolhv,uwolhv,holhv,uwolhvhi
1021,1051,he/she is getting full,FullEventful,sg-s-hst,,kolhv,kolv,kolhv,uwolhv,holhvhi,uwolhvhi
1022,1052,he/she is making it,FullEventful,vnh-vsk,,kolh,kolh,kolh,uwolh,holh,uwolhvn
1022,1052,he/she is making it,FullEventful,vnh-vsk[inf3],,kolh,kolh,kolh,uwolh,holh,uwolh
1023,1053,he/she is making it fall (refers to a round‚ long object),FullEventful,cause,,kohonht,ko'onht,kohonht,uwohonht,hohonht,uwohonht
1023,1053,he/she is making it fall (refers to a round‚ long object),FullEventful,cause[perf3],,kohonht,ko'onht,kohonht,uwohonhth,hohonht,uwohonht
1023,1053,he/she is making it fall (refers to a round‚ long object),FullEventful,cause[pres2],,kohonhtih,ko'onhtih,kohonht,uwohonht,hohonht,uwohonht
1023,1053,he/she is making it fall (refers to a round‚ long object),FullEventful,cause[pres2-perf3],,kohonhtih,ko'onhtih,kohonht,uwohonhth,hohonht,uwohonht
1024,1054,it’s falling (refers to a round‚ long object),FullEventful,sg-s-hi-hihst,,koho,ko'o,koho,uwoho,hoho,uwoho
1024,1054,it’s falling (refers to a round‚ long object),FullEventful,sg-s-hst[imp2],,koho,ko'o,koho,uwoho,hoho,uwohohi
1024,1054,it’s falling (refers to a round‚ long object),FullEventful,sg-s-hst,,koho,ko'o,koho,uwoho,hohohi,uwohohi
1027,1057,he/she is writing it,FullEventful,i-vka,,kowhel,kowel,kowhel,uwowhel,howhel,uwowhel
1030,1061,he/she is pulling a trigger,FullEventful,rev-e,,kotsan,kotsan,kotsan,uwotsan,hotsan,uwotsan
1038,1069,he/she is batting it,FullEventful,ih-il,,kohstvn,kohstvn,kohstvn,uwohstvn,hohstvn,uwohstvn
1040,1071,he/she is saying to him/her,FullEventful,apl,,kohs,tsiyohs,kohs,uwohs,hiyo,uwohs
1040,1071,he/she is saying to him/her,FullEventful,apl[imp2],,kohs,tsiyohs,kohs,uwohs,hiyo,uwohs
1041,1072,it’s swelling,FullEventful,sg-s-hi-hihst,,kothi,kothi,kothi,uwothi,hothi,uwothi
1041,1072,it’s swelling,FullEventful,sg-s-hst[imp2],,kothi,kothi,kothi,uwothi,hothi,uwothihi
1041,1072,it’s swelling,FullEventful,sg-s-hst,,kothi,kothi,kothi,uwothi,hothihi,uwothihi
1043,1074,he/she is building a fire,FullEventful,hvsk-han,,kot,kot,kot,uwot,hot,uwot
1044,1075,he/she is unhitching him/her,FullEventful,rev-e,,kutal,tsiyutal,kutal,uwutal,hiyutal,uwutal
1045,1076,he/she is hitching him/her up,FullEventful,vsk,,kutal,tsiyutal,kutal,uwutal,hiyutalv',uwutal
1045,1076,he/she is hitching him/her up,FullEventful,vsk[imp2],,kutal,tsiyutal,kutal,uwutal,hiyutal,uwutal
1050,1081,he/she is putting a handle on a tool,FullEventful,hvsk-han,,kuhal,ku'al,kuhal,uwuhal,huhal,uwuhal
1052,1083,he/she is washing it,FullEventful,o,,kuhil,ku'il,kuhil,uwuhil,huhil,uwuhil
1053,1084,he/she is accusing him/her,FullEventful,cause,,kuhihst,tsiyu'ihst,kuhihst,uwuhihst,hiyu'ihst,uwuhihst
1053,1084,he/she is accusing him/her,FullEventful,cause[perf3],,kuhihst,tsiyu'ihst,kuhihst,uwuhihsth,hiyu'ihst,uwuhihst
1053,1084,he/she is accusing him/her,FullEventful,cause[pres2],,kuhihstih,tsiyu'ihstih,kuhihst,uwuhihst,hiyu'ihst,uwuhihst
1053,1084,he/she is accusing him/her,FullEventful,cause[pres2-perf3],,kuhihstih,tsiyu'ihstih,kuhihst,uwuhihsth,hiyu'ihst,uwuhihst
1055,1086,he/she is covering it,FullEventful,vsk,,kulh,kulh,kulh,uwulh,hulhv',uwulh
1055,1086,he/she is covering it,FullEventful,vsk[imp2],,kulh,kulh,kulh,uwulh,hulh,uwulh
1056,1087,he/she is putting it in water,FullEventful,hvsk-nh,,ku,ku,ku,uwu,hu,uwu
1056,1087,he/she is putting it in water,FullEventful,hvsk-nh[inf2],,ku,ku,ku,uwu,hu,uwu
1060,1091,he/she is picking him/her up,FullEventful,rev-e,,kuth,tsiyuth,kuth,uwuth,hiyuth,uwuth
1061,1092,it’s snowing,FullEventful,cause[perf2],,kuth,,kuth,uwuth,,uwuth
1061,1092,it’s snowing,FullEventful,cause[pres2-perf2],,kuthih,,kuth,uwuth,,uwuth
1061,1092,it’s snowing,FullStative,stative,,kuthih,,kuthihsk,uwuthanh,,
1061,1092,it’s snowing,InfEventful,hvsk-nh,,,,,,,uwutho
1061,1092,it’s snowing,InfEventful,hvsk-nh[inf2],,,,,,,uwutho
1061,1092,it’s snowing,InfEventful,hvsk-nh[inf4],,,,,,,uwuth
1061,1092,it’s snowing,InfEventful,episodic,,,,,,,uwutho
1061,1092,it’s snowing,InfEventful,apl-active-a,,,,,,,uwutho
1061,1092,it’s snowing,InfEventful,cause,,,,,,,uwuth
1061,1092,it’s snowing,InfEventful,ih-vh,,,,,,,uwutho
1061,1092,it’s snowing,InfEventful,vnh-ih-a,,,,,,,uwutho
1063,1094,he/she is sifting it,FullEventful,cause,,kvkuhst,kvkuhst,kvkuhst,uwakuhst,hvkuhst,uwakuhst
1063,1094,he/she is sifting it,FullEventful,cause[perf3],,kvkuhst,kvkuhst,kvkuhst,uwakuhsth,hvkuhst,uwakuhst
1063,1094,he/she is sifting it,FullEventful,cause[pres2],,kvkuhstih,kvkuhstih,kvkuhst,uwakuhst,hvkuhst,uwakuhst
1063,1094,he/she is sifting it,FullEventful,cause[pres2-perf3],,kvkuhstih,kvkuhstih,kvkuhst,uwakuhsth,hvkuhst,uwakuhst
1064,1095,it’s leaking,FullEventful,sg-s-hst,,kvku,,kvku,uwaku,,uwaku
1064,1095,it’s leaking,FullStative,stative,,kvkuhsk,,kvkuhsk,uwakuhs,,
1064,1095,it’s leaking,InfEventful,g-ts,,,,,,,uwaku
1064,1095,it’s leaking,InfEventful,sg-s-hst,,,,,,,uwaku
1064,1095,it’s leaking,InfEventful,sk-h,,,,,,,uwaku
1064,1095,it’s leaking,InfEventful,hih-lh,,,,,,,uwaku
1064,1095,it’s leaking,InfEventful,oh-al,,,,,,,uwaku
1067,1098,he/she is alive,FullStative,stative-h,,kvn,kvn,kvn,,hvn,
1067,1098,he/she is alive,FullStative,stative,,kvnh,kvn,kvnh,,hvnh,
1070,1101,he/she is hitting him/her,FullEventful,hih-hil[imp2],,kvn,tsiyvn,kvn,uwan,hiyvn,uwan
1071,1102,he/she is cooking it (refers to a specific food),FullEventful,cause,,kvnhihst,kvnihst,kvnhihst,uwanhihst,hvnhihst,uwanhihst
1071,1102,he/she is cooking it (refers to a specific food),FullEventful,cause[perf3],,kvnhihst,kvnihst,kvnhihst,uwanhihsth,hvnhihst,uwanhihst
1071,1102,he/she is cooking it (refers to a specific food),FullEventful,cause[pres2],,kvnhihstih,kvnihstih,kvnhihst,uwanhihst,hvnhihst,uwanhihst
1071,1102,he/she is cooking it (refers to a specific food),FullEventful,cause[pres2-perf3],,kvnhihstih,kvnihstih,kvnhihst,uwanhihsth,hvnhihst,uwanhihst
1076,1107,he/she is frying it,FullEventful,hvsk-han,,kvtsal,kvtsal,kvtsal,uwvtsal,hvtsal,uwvtsal
1078,1109,he/she is melting it,FullEventful,cause,,kvnawht,kvnawot,kvnawht,uwanawht,hvnawht,uwanawht
1078,1109,he/she is melting it,FullEventful,cause[perf3],,kvnawht,kvnawot,kvnawht,uwanawhth,hvnawht,uwanawht
1078,1109,he/she is melting it,FullEventful,cause[pres2],,kvnawhtih,kvnawotih,kvnawht,uwanawht,hvnawht,uwanawht
1078,1109,he/she is melting it,FullEventful,cause[pres2-perf3],,kvnawhtih,kvnawotih,kvnawht,uwanawhth,hvnawht,uwanawht
1079,1110,it’s melting,FullEventful,sg-s-hi-hihst,,kvnawo,kvnawo,kvnawo,uwanawo,hvnawo,uwanawo
1079,1110,it’s melting,FullEventful,sg-s-hst[imp2],,kvnawo,kvnawo,kvnawo,uwanawo,hvnawo,uwanawohi
1079,1110,it’s melting,FullEventful,sg-s-hst,,kvnawo,kvnawo,kvnawo,uwanawo,hvnawohi,uwanawohi
1081,1112,he/she is sweeping it,FullEventful,sk-h,,kvnohsa,kvnohsa,kvnohsa,uwanohsa,hvnohs,uwanohsa
1081,1112,he/she is sweeping it,FullEventful,sk-h[imp2],,kvnohsa,kvnohsa,kvnohsa,uwanohsa,hvnohsa,uwanohsa
1082,1113,it’s becoming done (refers to by cooking),FullEventful,sg-s-hi-hihst,,kvn,,kvn,uwan,hvn,uwan
1083,1114,he/she is hiding it,FullEventful,hvsk-han,,kvhskal,kvhskal,kvhskal,uwahskal,hvhskal,uwahskal
1084,1115,he/she is hiding it (refers to a long object),FullEventful,i-a-i,,kvhskalat,kvhskalat,kvhskalat,uwahskalat,hvhskalat,uwahskalat
1085,1116,he/she is hiding him/her (refers to a flexible object),FullEventful,vsk,,kvhskal,tsiyvhskal,kvhskal,uwahskal,hiyvhskalv',uwahskal
1085,1116,he/she is hiding him/her (refers to a flexible object),FullEventful,vsk[imp2],,kvhskal,tsiyvhskal,kvhskal,uwahskal,hiyvhskal,uwahskal
1086,1117,he/she is cracking it,FullEventful,o,,kvhskwal,kvhskwal,kvhskwal,uwahskwal,hvhskwal,uwahskwal
1087,1118,he/she is putting it into a fire,FullEventful,hvsk-han,,kvt,kvt,kvt,uwvt,hvt,uwvt
1088,1119,he/she is soaking it (refers to a flexible object),FullEventful,hvsk-han,,kvwal,kvwal,kvwal,uwvwal,hvwal,uwvwal
1119,1163,he/she is returning,FullEventful,hg-hts,,ika'lu,itsi'lu,ika'lu,v'ulu,tsihi'lu,
1221,1272,he/she is ascending an incline,FullEventful,sg-s-hi-hihst,,khanalu,tsinalu,khanalu,unhalu,hinhalu,unhalu
1221,1272,he/she is ascending an incline,FullEventful,sg-s-hst[imp2],,khanalu,tsinalu,khanalu,unhalu,hinhalu,unhaluhi
1221,1272,he/she is ascending an incline,FullEventful,sg-s-hst,,khanalu,tsinalu,khanalu,unhalu,hinhaluhi,unhaluhi
1224,1275,he/she is making him/her angry,FullEventful,cause,,khanalvhst,tsinalvhst,khanalvhst,unhalvhst,hinalvhst,unhalvhst
1224,1275,he/she is making him/her angry,FullEventful,cause[perf3],,khanalvhst,tsinalvhst,khanalvhst,unhalvhsth,hinalvhst,unhalvhst
1224,1275,he/she is making him/her angry,FullEventful,cause[pres2],,khanalvhstih,tsinalvhstih,khanalvhst,unhalvhst,hinalvhst,unhalvhst
1224,1275,he/she is making him/her angry,FullEventful,cause[pres2-perf3],,khanalvhstih,tsinalvhstih,khanalvhst,unhalvhsth,hinalvhst,unhalvhst
1227,1278,he/she is rooting it out,FullEventful,ih-vh,,khanahstetl,tsinahstetl,khanahstetl,unhahstetl,hinhahstetl,unhahstel
1229,1280,he/she is cold,FullEventful,g-ts,,khanawo,tsinawo,khanawo,unhawo,hinhawo,unhawo
1230,1281,he/she is speaking,FullEventful,g-ts,,khane,tsine,khane,unhe,hinhe,unhe
1231,1282,he/she is prying it,FullEventful,ih-vh,,khanekwat,tsinekwat,khanekwat,unhekwat,hinhekwat,unhekwat
1232,1283,he/she is accumulating it,FullEventful,o,,khanehkw,tsinehkw,khanehkw,unhehkw,hinhehkw,unhehkw
1233,1284,it’s accumulating,FullEventful,g-ts,,khanehkwo,,khanehkwo,unhehkwo,hinhehkwo,unhehkwo'i
1233,1284,it’s accumulating,FullEventful,g-ts[inf2],,khanehkwo,,khanehkwo,unhehkwo,hinhehkwo,unhehkwo
1234,1285,he/she is mentioning it,FullEventful,cause,,khane'ihst,tsine'ihst,khane'ihst,unhe'ihst,hinhe'ihst,unhe'ihst
1234,1285,he/she is mentioning it,FullEventful,cause[perf3],,khane'ihst,tsine'ihst,khane'ihst,unhe'ihsth,hinhe'ihst,unhe'ihst
1234,1285,he/she is mentioning it,FullEventful,cause[pres2],,khane'ihstih,tsine'ihstih,khane'ihst,unhe'ihst,hinhe'ihst,unhe'ihst
1234,1285,he/she is mentioning it,FullEventful,cause[pres2-perf3],,khane'ihstih,tsine'ihstih,khane'ihst,unhe'ihsth,hinhe'ihst,unhe'ihst
1235,1286,it’s contaminated (refers to contaminated by visible foreign matter),FullStative,stative-h,,khanehsal,,khanehsal,,,
1235,1286,it’s contaminated (refers to contaminated by visible foreign matter),FullStative,stative,,khanehsalh,,khanehsalh,,,
1236,1287,he/she is contaminating it (refers to contaminated by visible foreign matter),FullEventful,hvsk-han,,khanehsal,tsinehsal,khanehsal,unhehsal,hinhehsal,unhehsal
1241,1292,he/she is collecting from him/her,FullEventful,hvsk-han,,khanil,tsinil,khanil,unhil,hinil,unhil
1246,1297,he/she is telling it,FullEventful,apl-active-h,,khano,tsino,khano,unho,hinho,unho
1247,1298,he/she is omitting him/her,FullEventful,a,,khanohiy,tsinohiy,khanohiy,unhohiy,hinohiy,unhohiy
1249,1300,he/she is fanning him/her,FullEventful,apl-active,,khanoy,tsinoy,khanoy,unhoy,hinoy,unhoy
1249,1300,he/she is fanning him/her,FullEventful,apl-active-a,,khanoy,tsinoy,khanoy,unhoy,hinoyvl,unhoye
1253,1304,it’s misting,FullEventful,i-a-i,,khanuyolat,,khanuyolat,unhuyola't,,unhuyolat
1253,1304,it’s misting,FullStative,stative,,khanuyolati',,khanuyolatihsk,unhuyola't,,
1253,1304,it’s misting,InfEventful,g-ts,,,,,,,unhuyolati
1253,1304,it’s misting,InfEventful,sg-s-hst,,,,,,,unhuyolati
1253,1304,it’s misting,InfEventful,sk-h,,,,,,,unhuyolati
1253,1304,it’s misting,InfEventful,ih-il,,,,,,,unhuyolat
1253,1304,it’s misting,InfEventful,hih-lh,,,,,,,unhuyolati
1253,1304,it’s misting,InfEventful,i-a-i,,,,,,,unhuyolat
1253,1304,it’s misting,InfEventful,oh-al,,,,,,,unhuyolati
1253,1304,it’s misting,InfEventful,rev-i,,,,,,,unhuyolat
1254,1305,he/she is straining it,FullEventful,cause,,khanvhsolvhst,tsinvhsolvhst,khanvhsolvhst,unhvhsolvhst,hinhvhsolvhst,unhvhsolvhst
1254,1305,he/she is straining it,FullEventful,cause[perf3],,khanvhsolvhst,tsinvhsolvhst,khanvhsolvhst,unhvhsolvhsth,hinhvhsolvhst,unhvhsolvhst
1254,1305,he/she is straining it,FullEventful,cause[pres2],,khanvhsolvhstih,tsinvhsolvhstih,khanvhsolvhst,unhvhsolvhst,hinhvhsolvhst,unhvhsolvhst
1254,1305,he/she is straining it,FullEventful,cause[pres2-perf3],,khanvhsolvhstih,tsinvhsolvhstih,khanvhsolvhst,unhvhsolvhsth,hinhvhsolvhst,unhvhsolvhst
1256,1307,he/she is curing him/her,FullEventful,i-vka,,khanvw,tsinvw,khanvw,unhvw,hinvw,unhvw
1258,1309,he/she is breathing,FullEventful,rev-e,,khawolat,ka'wolat,khawolat,uwholat,hawholat,uwholat
1261,1312,he/she is parting with him/her (refers to in death),FullEventful,g-ts,,khte,tsiyvte,khte,uwhte,hiyvte,uwhte'i
1261,1312,he/she is parting with him/her (refers to in death),FullEventful,g-ts[inf2],,khte,tsiyvte,khte,uwhte,hiyvte,uwhte
1262,1313,he/she is using it,FullEventful,cause,,kht,kvt,kht,uwht,hvht,uwht
1262,1313,he/she is using it,FullEventful,cause[perf3],,kht,kvt,kht,uwhth,hvht,uwht
1262,1313,he/she is using it,FullEventful,cause[pres2],,khtih,kvtih,kht,uwht,hvht,uwht
1262,1313,he/she is using it,FullEventful,cause[pres2-perf3],,khtih,kvtih,kht,uwhth,hvht,uwht
1263,1314,he/she is putting out a fire,FullEventful,i-a-i,,khtlat,kvtlat,khtlat,uwhtlat,hvhtlat,uwhtlat
1264,1315,he/she is sharpening it,FullEventful,ih-vh,,khtl,kvtl,khtl,uwhtl,hvhtl,uwhtlv
1264,1315,he/she is sharpening it,FullEventful,ih-vh[inf2],,khtl,kvtl,khtl,uwhtl,hvhtl,uwhtl
1265,1316,it is going out (refers to fire‚ light),FullEventful,sg-s-hi-hihst,,khtlo,,khtlo,uwhtlo,hvhtlo,uwhtlo
1265,1316,it is going out (refers to fire‚ light),FullEventful,sg-s-hst[imp2],,khtlo,,khtlo,uwhtlo,hvhtlo,uwhtlohi
1265,1316,it is going out (refers to fire‚ light),FullEventful,sg-s-hst,,khtlo,,khtlo,uwhtlo,hvhtlohi,uwhtlohi
1266,1317,he/she is putting it into a fire (refers to a flexible object),FullEventful,vsk,,khtv',kvtv',khtv',uwht,hvhtv',uwht
1266,1317,he/she is putting it into a fire (refers to a flexible object),FullEventful,vsk[imp2],,khtv',kvtv',khtv',uwht,hvht,uwht
1266,1317,he/she is putting it into a fire (refers to a flexible object),FullEventful,vsk-long,,kht,kvt,kht,uwht,hvhtv',uwht
1266,1317,he/she is putting it into a fire (refers to a flexible object),FullEventful,vsk-long[imp2],,kht,kvt,kht,uwht,hvht,uwht
1266,1317,he/she is putting it into a fire (refers to a flexible object),FullEventful,vsk-post-v,,khtv,kvtv,khtv,uwhtv,hvhtv,uwhtv
1267,1319,he/she is mingling with a group,FullEventful,be-at,,khelatit,ke'latit,khelatit,uwhelatit,helatit,uwhelatit
1270,1322,he/she is linking it,FullEventful,hvsk-han,,khil,kv'il,khil,uwhil,hvhil,uwhil
1285,1337,it is hanging (refers to a long object),FullStative,stative,,khtho',,khtho',,hatho',
1286,1338,he/she is hanging it up (refers to a long object),FullEventful,i-a-i,,khthohsat,kathohsat,khthohsat,uwhthohsat,hathohsat,uwhthohsat
1301,1356,there are (a number of three or more must be specified),FullStative,stative,,nani',notsi',nani',,nitsi',
1308,1365,he/she is taking it off,FullEventful,rev-e,,nikvnht,nikvnht,nikvnht,nuwanht,nhvnht,iyuwanht
1309,1366,he/she is putting it on,FullEventful,cause,,nikvnht,nikvnht,nikvnht,nuwanht,nhvnht,iyuwanht
1309,1366,he/she is putting it on,FullEventful,cause[perf3],,nikvnht,nikvnht,nikvnht,nuwanhth,nhvnht,iyuwanht
1309,1366,he/she is putting it on,FullEventful,cause[pres2],,nikvnhtih,nikvnhtih,nikvnht,nuwanht,nhvnht,iyuwanht
1309,1366,he/she is putting it on,FullEventful,cause[pres2-perf3],,nikvnhtih,nikvnhtih,nikvnht,nuwanhth,nhvnht,iyuwanht
1323,1380,he/she has something on (refers to objects),FullStative,stative,,nuwanht,nakwvnht,nuwanht,nuwanht,nitsvnht,
1450,1516,he/she is in prayer,FullStative,stative,,utatolihst,akwatatolihst,utatolihst,utatolihst,tsatatolihst,
1450,1516,he/she is in prayer,InfEventful,hvsk-nh,,,,,,,utatolihsto
1450,1516,he/she is in prayer,InfEventful,hvsk-nh[inf2],,,,,,,utatolihsto
1450,1516,he/she is in prayer,InfEventful,hvsk-nh[inf4],,,,,,,utatolihst
1450,1516,he/she is in prayer,InfEventful,episodic,,,,,,,utatolihsto
1450,1516,he/she is in prayer,InfEventful,apl-active-a,,,,,,,utatolihsto
1450,1516,he/she is in prayer,InfEventful,cause,,,,,,,utatolihst
1450,1516,he/she is in prayer,InfEventful,ih-vh,,,,,,,utatolihsto
1450,1516,he/she is in prayer,InfEventful,vnh-ih-a,,,,,,,utatolihsto
1451,1517,he/she loves,FullStative,stative-s,,utakeyu,akwatakeyu,utakeyu,utakeyu,tsatakeyu,
1451,1517,he/she loves,FullStative,stative,,utakeyuh,akwatakeyuh,utakeyuhs,utakeyuhs,tsatakeyuhs,
1451,1517,he/she loves,InfEventful,hvsk-han,,,,,,,utakey
1451,1517,he/she loves,InfEventful,hvsk-nh[inf2],,,,,,,utakey
1451,1517,he/she loves,InfEventful,episodic,,,,,,,utakey
1451,1517,he/she loves,InfEventful,apl-active-a,,,,,,,utakey
1451,1517,he/she loves,InfEventful,ih-vh,,,,,,,utakey
1451,1517,he/she loves,InfEventful,vnh-ih-a,,,,,,,utakey
1459,1525,it’s wrinkled,FullStative,stative-s,,utanekoyu,akwatanekoyu,utanekoyu,utanekoyu,tsatanekoyu,
1459,1525,it’s wrinkled,FullStative,stative,,utanekoyuh,akwatanekoyuh,utanekoyuhs,utanekoyuhs,tsatanekoyuhs,
1462,1528,he/she feels,FullStative,stative-h,,utanht,akwatanht,utanht,utanht,tsatanht,
1462,1528,he/she feels,FullStative,stative,,utanhth,akwatanhth,utanhth,utanhth,tsatanhth,
1462,1528,he/she feels,InfEventful,g-ts,,,,,,,utanhtati
1462,1528,he/she feels,InfEventful,sg-s-hst,,,,,,,utanhtati
1462,1528,he/she feels,InfEventful,sk-h,,,,,,,utanhtati
1462,1528,he/she feels,InfEventful,ih-il,,,,,,,utanhtat
1462,1528,he/she feels,InfEventful,hih-lh,,,,,,,utanhtati
1462,1528,he/she feels,InfEventful,i-a-i,,,,,,,utanhtat
1462,1528,he/she feels,InfEventful,oh-al,,,,,,,utanhtati
1462,1528,he/she feels,InfEventful,rev-i,,,,,,,utanhtat
1470,1536,it’s in view,FullStative,stative-h,,utayvlat,akwatayvlat,utayvlat,utayvlat,tsatayvlat,
1470,1536,it’s in view,FullStative,stative,,utayvlath,akwatayvlath,utayvlath,utayvlath,tsatayvlath,
1470,1536,it’s in view,InfEventful,hvsk-han,,,,,,,utayvlat
1470,1536,it’s in view,InfEventful,hvsk-nh[inf2],,,,,,,utayvlat
1470,1536,it’s in view,InfEventful,episodic,,,,,,,utayvlat
1470,1536,it’s in view,InfEventful,apl-active-a,,,,,,,utayvlat
1470,1536,it’s in view,InfEventful,ih-vh,,,,,,,utayvlat
1470,1536,it’s in view,InfEventful,vnh-ih-a,,,,,,,utayvlat
1471,1537,he/she is throwing it,FullEventful,go-in,,ut,akwat,ut,ut,tsat,ut
1471,1537,he/she is throwing it,StativeNoImp,stative,,utek,akwatek,utek,utinvhs,,
1471,1537,he/she is throwing it,ImpInfEventful,go-in,,,,,,tsat,ut
1476,1542,he/she is having a birthday,FullEventful,ih-vh,,utethiy,akwatethiy,utethiy,utethiy,tsatethiy,utethiy
1476,1542,he/she is having a birthday,StativeNoImp,stative,,utethiyih,akwatethiyih,utethiyihsk,utethiyvh,,
1476,1542,he/she is having a birthday,ImpInfEventful,apl-active-a,,,,,,tsatethiy,utethiy
1476,1542,he/she is having a birthday,ImpInfEventful,ih-vh,,,,,,tsatethiy,utethiy
1476,1542,he/she is having a birthday,ImpInfEventful,vnh-ih-a,,,,,,tsatethiy,utethiy
1478,1544,it’s hot,FullStative,stative-k,,utilheh,,utilheh,utilheh,tsatilheh,
1478,1544,it’s hot,FullStative,stative,,utilhehk,,utilhehk,utilhehk,tsatilhehk,
1479,1545,he/she has a fever,StativeNoImp,stative-k,,utilhehvhs,akwatilhehvhs,utilhehvhs,utilhehvhs,,
1479,1545,he/she has a fever,StativeNoImp,stative,,utilhehvhsk,akwatilhehvhsk,utilhehvhsk,utilhehvhsk,,
1479,1545,he/she has a fever,ImpInfEventful,sg-s-hst[imp2],,,,,,tsatilhehv,utilhehv
1479,1545,he/she has a fever,ImpInfEventful,sg-s-hst,,,,,,tsatilhehvhi,utilhehv
1479,1545,he/she has a fever,ImpInfEventful,sk-h[imp2],,,,,,tsatilhehvhi,utilhehv
1480,1546,he/she is in hiding,FullStative,stative-h,,utihskal,akwatihskal,utihskal,utihskal,tsatihskal,
1480,1546,he/she is in hiding,FullStative,stative,,utihskalh,akwatihskalh,utihskalh,utihskalh,tsatihskalh,
1480,1546,he/she is in hiding,InfEventful,hvsk-han,,,,,,,utihskal
1480,1546,he/she is in hiding,InfEventful,hvsk-nh[inf2],,,,,,,utihskal
1480,1546,he/she is in hiding,InfEventful,episodic,,,,,,,utihskal
1480,1546,he/she is in hiding,InfEventful,apl-active-a,,,,,,,utihskal
1480,1546,he/she is in hiding,InfEventful,ih-vh,,,,,,,utihskal
1480,1546,he/she is in hiding,InfEventful,vnh-ih-a,,,,,,,utihskal
1481,1547,he/she is getting well,FullEventful,sg-s-hi-hihst,,utiw,akwatiw,utiw,utiw,tsatiw,utiw
1481,1547,he/she is getting well,StativeNoImp,stative,,utiwhsk,akwatiwhsk,utiwhsk,utiwhs,,
1481,1547,he/she is getting well,ImpInfEventful,sg-s-hi-hihst,,,,,,tsatiw,utiw
1481,1547,he/she is getting well,ImpInfEventful,sg-s-hst,,,,,,tsatiwhi,utiwhi
1481,1547,he/she is getting well,ImpInfEventful,sk-h[imp2],,,,,,tsatiwhi,utiwhi
1481,1547,he/she is getting well,ImpInfEventful,rev-i,,,,,,tsatiwh,utiwh
1483,1549,there’s an opening,FullStative,stative,,utlanvt,,utlanvt,utlanvt,,
1484,1550,he/she has time,FullEventful,apl,,utlanvta't,akwatlanvta't,utlanvta't,utlanvta't,tsatlanvtati,utlanvta't
1484,1550,he/she has time,FullEventful,apl[imp2],,utlanvta't,akwatlanvta't,utlanvta't,utlanvta't,tsatlanvtati,utlanvta't
1484,1550,he/she has time,FullEventful,apl[imp3],,utlanvta't,akwatlanvta't,utlanvta't,utlanvta't,tsatlanvtat,utlanvta't
1484,1550,he/she has time,StativeNoImp,stative,,utlanvta'teh,akwatlanvta'teh,utlanvta'teh,utlanvta'tel,,
1484,1550,he/she has time,ImpInfEventful,apl,,,,,,tsatlanvtati,utlanvta't
1484,1550,he/she has time,ImpInfEventful,apl[imp2],,,,,,tsatlanvtati,utlanvta't
1484,1550,he/she has time,ImpInfEventful,apl[imp3],,,,,,tsatlanvtat,utlanvta't
1485,1551,he/she is disbelieving,FullEventful,apl,,utlahsithv',akwatlahsithv',utlahsithv',utlahsithv',tsatlahsithv,utlahsithv'
1485,1551,he/she is disbelieving,FullEventful,apl[imp2],,utlahsithv',akwatlahsithv',utlahsithv',utlahsithv',tsatlahsithv,utlahsithv'
1485,1551,he/she is disbelieving,StativeNoImp,stative,,utlahsithv'eh,akwatlahsithv'eh,utlahsithv'eh,utlahsithv'el,,
1485,1551,he/she is disbelieving,ImpInfEventful,apl,,,,,,tsatlahsithv,utlahsithv'
1485,1551,he/she is disbelieving,ImpInfEventful,apl[imp2],,,,,,tsatlahsithv,utlahsithv'
1487,1553,he/she is taking revenge,FullEventful,g-ts,,utle,akwatle,utle,utle,tsatle,utle'i
1487,1553,he/she is taking revenge,FullEventful,g-ts[inf2],,utle,akwatle,utle,utle,tsatle,utle
1487,1553,he/she is taking revenge,StativeNoImp,stative,,utlek,akwatlek,utlek,utlets,,
1487,1553,he/she is taking revenge,ImpInfEventful,g-ts,,,,,,tsatle,utle'i
1487,1553,he/she is taking revenge,ImpInfEventful,g-ts[inf2],,,,,,tsatle,utle
1487,1553,he/she is taking revenge,ImpInfEventful,sg-s-hst,,,,,,tsatleki,utle'i
1487,1553,he/she is taking revenge,ImpInfEventful,sk-h[imp2],,,,,,tsatleki,utle'i
1487,1553,he/she is taking revenge,ImpInfEventful,rev-i,,,,,,tsatlek,utle'
1489,1555,he/she is wearing an earring,FullStative,stative,,utli'at,akwatli'at,utli'at,utli'at,tsatli'at,
1493,1559,he/she is sick,StativeNoImp,stative-k,,utlv,akhtlv,utlv,utlv,,
1493,1559,he/she is sick,StativeNoImp,stative,,utlvk,akhtlvk,utlvk,utlvk,,
