definition,class,root,success,ambiguous_forms,notes
he/she is putting it in a hole or a container,vsk,l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk[imp2],l,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk[imp2],l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk[imp2],l,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk[imp2],l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is selling it,go-in,nat,True,,
he/she is selling it,go-in,nat,False,,
he/she is selling it,go-in,nat,True,,
he/she is selling it,go-in,nat,False,,
he/she is hiring him/her,vsk,nalh,False,,
he/she is hiring him/her,vsk,nalh,False,,
he/she is hiring him/her,vsk,nalh,False,,
he/she is hiring him/her,vsk,nalh,False,,
he/she is hiring him/her,vsk[imp2],nalh,True,,
he/she is hiring him/her,vsk[imp2],nalh,False,,
he/she is hiring him/her,vsk[imp2],nalh,True,,
he/she is hiring him/her,vsk[imp2],nalh,False,,
he/she is finding it,ih-vh,nawhth,False,,
he/she is finding it,ih-vh,nawhth,False,,
he/she is finding it,ih-vh,nawhth,False,,
he/she is finding it,ih-vh,nawhth,False,,
he/she is finding it,ih-vh[inf2],nawhth,True,,
he/she is finding it,ih-vh[inf2],nawhth,False,,
he/she is finding it,ih-vh[inf2],nawhth,True,,
he/she is finding it,ih-vh[inf2],nawhth,False,,
he/she is taking it somewhere,ih-vh,nawit,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking it somewhere,ih-vh,nawit,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking it somewhere,ih-vh,nawit,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking it somewhere,ih-vh,nawit,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is getting it,rev-e,n,True,,
he/she is getting it,rev-e,n,False,,
he/she is getting it,rev-e,n,True,,
he/she is getting it,rev-e,n,False,,
he/she is changing it,v-vhs,netliy,True,,
he/she is changing it,v-vhs,netliy,False,,
he/she is changing it,v-vhs,netliy,True,,
he/she is changing it,v-vhs,netliy,False,,
he/she is changing it,change-out,netl,True,,
he/she is changing it,change-out,netl,False,,
he/she is changing it,change-out,netl,True,,
he/she is changing it,change-out,netl,False,,
he/she is taking it somewhere by hand,go,n,True,,
he/she is taking it somewhere by hand,go,n,False,,
he/she is taking it somewhere by hand,go[pres2],nek,False,,
he/she is taking it somewhere by hand,go[pres2],nek,False,,
he/she is peeling him/her,ih-vh,nekal,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is peeling him/her,ih-vh,nekal,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is peeling him/her,ih-vh,nekal,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is peeling him/her,ih-vh,nekal,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is getting some liquid,rev-gi,ne,True,,
he/she is getting some liquid,rev-gi,ne,False,,
he/she is getting some liquid,rev-gi,ne,True,,
he/she is getting some liquid,rev-gi,ne,False,,
he/she is getting some liquid,rev-i,nek,True,,
he/she is getting some liquid,rev-i,nek,False,,
he/she is getting some liquid,rev-i,nek,True,,
he/she is getting some liquid,rev-i,nek,False,,
he/she is taking liquid from him/her,apl,neki',True,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl,neki',False,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl,neki',True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl,neki',False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp2],neki',False,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp2],neki',False,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp2],neki',False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp2],neki',False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp3],neki',False,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp3],neki',False,present_1sg,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp3],neki',False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is taking liquid from him/her,apl[imp3],neki',False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is bewitching him/her,i-a-i,nekut,True,,
he/she is bewitching him/her,i-a-i,nekut,False,,
he/she is bewitching him/her,i-a-i,nekut,True,,
he/she is bewitching him/her,i-a-i,nekut,False,,
he/she is bewitching him/her,long-no-a,neku,True,,
he/she is bewitching him/her,long-no-a,neku,False,,
he/she is bewitching him/her,long-no-a,neku,True,,
he/she is bewitching him/her,long-no-a,neku,False,,
he/she is holding it in his/her hand,stative-h,ne,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is holding it in his/her hand,stative-h,ne,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is holding it in his/her hand,stative-h,ne,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is holding it in his/her hand,stative-h,ne,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is holding it in his/her hand,stative-h,ne,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is holding it in his/her hand,stative-h,ne,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is holding it in his/her hand,stative,neh,True,,
he/she is holding it in his/her hand,stative,neh,True,,
he/she is holding it in his/her hand,stative,neh,False,,
he/she is holding it in his/her hand,stative,neh,False,,
he/she is holding it in his/her hand,stative,neh,True,,
he/she is holding it in his/her hand,stative,neh,False,,
he/she is leaving some liquid,leaving,neh,True,,
he/she is leaving some liquid,leaving,neh,False,,
he/she is finding some liquid,ih-vh,newhahth,False,,
he/she is finding some liquid,ih-vh,newhahth,False,,
he/she is finding some liquid,ih-vh,newhahth,False,,
he/she is finding some liquid,ih-vh,newhahth,False,,
he/she is finding some liquid,ih-vh[inf2],newhahth,True,,
he/she is finding some liquid,ih-vh[inf2],newhahth,False,,
he/she is finding some liquid,ih-vh[inf2],newhahth,False,,
he/she is finding some liquid,ih-vh[inf2],newhahth,False,,
he/she is taking some liquid somewhere,ih-vh,newhit,True,,
he/she is taking some liquid somewhere,ih-vh,newhit,False,,
he/she is taking some liquid somewhere,ih-vh,newhit,False,,
he/she is taking some liquid somewhere,ih-vh,newhit,False,,
he/she lives,stative,nel,True,,
he/she lives,stative,nel,True,,
he/she lives,stative,nel,False,,
he/she lives,stative,nel,False,,
he/she lives,stative,nel,True,imperative,Ambiguity implies lossy rule reversal
he/she lives,stative,nel,False,imperative,Ambiguity implies lossy rule reversal
it’s freezing,i-a-i,nehstalat,True,,
it’s freezing,i-a-i,nehstalat,False,,
it’s freezing,i-a-i,nehstalat,True,,
it’s freezing,i-a-i,nehstalat,False,,
it’s freezing,long,nehstal,True,,
it’s freezing,long,nehstal,False,,
it’s freezing,long,nehstal,True,,
it’s freezing,long,nehstal,False,,
it’s freezing,long-no-a,nehstala,True,,
it’s freezing,long-no-a,nehstala,False,,
it’s freezing,long-no-a,nehstala,True,,
it’s freezing,long-no-a,nehstala,False,,
it’s hailing,sk-s-a[inf2],nehsoy,True,,
it’s hailing,sk-s-a[inf2],anehsoy,True,,
it’s hailing,sk-s-a[inf2],nehsoy,True,imperative,Ambiguity implies lossy rule reversal
it’s hailing,sk-s-a[inf2],anehsoy,True,imperative,Ambiguity implies lossy rule reversal
it’s hailing,sk-s-a[inf2],nehsoy,False,,
it’s hailing,sk-s-a[inf2],nehsoy,False,imperative,Ambiguity implies lossy rule reversal
it’s hailing,sk-s-a[inf2],nehsoy,True,,
it’s hailing,sk-s-a[inf2],anehsoy,True,,
it’s hailing,sk-s-a[inf2],nehsoy,True,,
it’s hailing,sk-s-a[inf2],anehsoy,True,,
it’s hailing,sk-s-a[inf2],nehsoy,False,,
it’s hailing,sk-s-a[inf2],nehsoy,False,,
he/she is lying down,stative-k,nh,True,,
he/she is lying down,stative-k,nh,True,,
he/she is lying down,stative-k,nh,True,,
he/she is lying down,stative-k,nh,True,,
he/she is lying down,stative-k,nh,False,,
he/she is lying down,stative-k,nh,False,,
he/she is lying down,stative-k,nh,False,,
he/she is lying down,stative-k,nh,False,,
he/she is lying down,stative,nhk,True,,
he/she is lying down,stative,nhk,True,,
he/she is lying down,stative,nhk,True,,
he/she is lying down,stative,nhk,True,,
he/she is lying down,stative,nhk,False,,
he/she is lying down,stative,nhk,False,,
he/she is lying down,stative,nhk,False,,
he/she is lying down,stative,nhk,False,,
he/she is agitating liquid,apl-active,nhkwa',True,,
he/she is agitating liquid,apl-active,nhkwa',True,,
he/she is agitating liquid,apl-active,nhkwa',False,,
he/she is agitating liquid,apl-active,nhkwa',False,,
he/she is agitating liquid,apl-active,nhkwa',True,,
he/she is agitating liquid,apl-active,nhkwa',True,,
he/she is agitating liquid,apl-active,nhkwa',False,,
he/she is agitating liquid,apl-active,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is agitating liquid,apl-active-a,nhkwa',False,,
he/she is taking a liquid somewhere by hand,go,nhts,True,,
he/she is taking a liquid somewhere by hand,go,nhts,True,,
he/she is taking a liquid somewhere by hand,go,nhts,False,,
he/she is taking a liquid somewhere by hand,go,nhts,False,,
he/she is taking a liquid somewhere by hand,go[pres2],nhtsek,False,,
he/she is taking a liquid somewhere by hand,go[pres2],nhtsek,False,,
he/she is taking a liquid somewhere by hand,go[pres2],nhtsek,False,,
he/she is taking a liquid somewhere by hand,go[pres2],nhtsek,False,,
he/she is holding some liquid,stative-h,nhtse,True,,
he/she is holding some liquid,stative-h,nhtse,True,,
he/she is holding some liquid,stative-h,nhtse,True,,
he/she is holding some liquid,stative-h,nhtse,True,,
he/she is holding some liquid,stative-h,nhtse,False,,
he/she is holding some liquid,stative-h,nhtse,False,,
he/she is holding some liquid,stative-h,nhtse,False,,
he/she is holding some liquid,stative-h,nhtse,False,,
he/she is holding some liquid,stative,nhtseh,True,,
he/she is holding some liquid,stative,nhtseh,True,,
he/she is holding some liquid,stative,nhtseh,True,,
he/she is holding some liquid,stative,nhtseh,True,,
he/she is holding some liquid,stative,nhtseh,False,,
he/she is holding some liquid,stative,nhtseh,False,,
he/she is holding some liquid,stative,nhtseh,False,,
he/she is holding some liquid,stative,nhtseh,False,,
he/she is handling some liquid,be-at,nhts,True,,
he/she is handling some liquid,be-at,nhts,True,,
he/she is handling some liquid,be-at,nhts,False,,
he/she is handling some liquid,be-at,nhts,False,,
he/she is handling some liquid,be-at-weak,nhtsit,True,,
he/she is handling some liquid,be-at-weak,nhtsit,True,,
he/she is handling some liquid,be-at-weak,nhtsit,False,,
he/she is handling some liquid,be-at-weak,nhtsit,False,,
he/she is handling it,be-at,n,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is handling it,be-at,n,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is handling it,be-at-weak,nit,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is handling it,be-at-weak,nit,False,present_1sg,Ambiguity implies lossy rule reversal
he/she hates him/her,ih-l[perf2],nikwath,True,,
he/she hates him/her,ih-l[perf2],nikwath,False,,
he/she hates him/her,ih-l[perf2],nikwath,True,,
he/she hates him/her,ih-l[perf2],nikwath,False,,
he/she hates him/her,ih-l[perf2-inf2],nikwath,False,,
he/she hates him/her,ih-l[perf2-inf2],nikwath,False,,
he/she hates him/her,ih-l[perf2-inf2],nikwath,False,,
he/she hates him/her,ih-l[perf2-inf2],nikwath,False,,
he/she is setting up a bed,i-a-i,nilhat,True,,
he/she is setting up a bed,i-a-i,nilhat,False,,
he/she is setting up a bed,i-a-i,nilhat,True,,
he/she is setting up a bed,i-a-i,nilhat,False,,
he/she is setting up a bed,long,nilh,True,,
he/she is setting up a bed,long,nilh,False,,
he/she is setting up a bed,long,nilh,True,,
he/she is setting up a bed,long,nilh,False,,
he/she is setting up a bed,long-no-a,nilha,True,,
he/she is setting up a bed,long-no-a,nilha,False,,
he/she is setting up a bed,long-no-a,nilha,True,,
he/she is setting up a bed,long-no-a,nilha,False,,
he/she is pleading,i-a-i,nilat,True,,
he/she is pleading,i-a-i,nilat,False,,
he/she is pleading,i-a-i,nilat,True,,
he/she is pleading,i-a-i,nilat,False,,
he/she is pleading,long,nil,True,,
he/she is pleading,long,nil,False,,
he/she is pleading,long,nil,True,,
he/she is pleading,long,nil,False,,
he/she is pleading,long-no-a,nila,True,,
he/she is pleading,long-no-a,nila,False,,
he/she is pleading,long-no-a,nila,True,,
he/she is pleading,long-no-a,nila,False,,
he/she is hunting,be-at,nohal,True,,
he/she is hunting,be-at,nohal,False,,
he/she is hunting,be-at-weak,nohalit,True,,
he/she is hunting,be-at-weak,nohalit,False,,
he/she is flying,stative,nohil,False,,
he/she is flying,stative,nohil,False,,
he/she is flying,stative,nohil,False,,
he/she is flying,stative,nohil,False,,
it’s flooding,i-vka,nohuk,True,,
it’s flooding,i-vka,anohuk,True,,
it’s flooding,i-vka,nohuk,True,imperative,Ambiguity implies lossy rule reversal
it’s flooding,i-vka,anohuk,True,imperative,Ambiguity implies lossy rule reversal
it’s flooding,i-vka,nohuk,False,,
it’s flooding,i-vka,nohuk,False,imperative,Ambiguity implies lossy rule reversal
it’s flooding,i-vka,nohuk,True,,
it’s flooding,i-vka,anohuk,True,,
it’s flooding,i-vka,nohuk,True,,
it’s flooding,i-vka,anohuk,True,,
it’s flooding,i-vka,nohuk,False,,
